,group,variable,month,HEPATITIS B 3RA. DOSIS POBLACIÓN VULNERABLE (VIH) DENTRO,HEPATITIS B 3RA. DOSIS POBLACIÓN VULNERABLE (VIH) DENTRO,HEPATITIS B 3RA. DOSIS POBLACIÓN VULNERABLE (VIH) FUERA,HEPATITIS B 3RA. DOSIS POBLACIÓN VULNERABLE (VIH) FUERA,TOTALES,TOTALES,TOTALES
YACUIBA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-01-01,1,0,0,0,1,0,1
EL ALTO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-02-01,0,1,0,0,0,1,1
EL VILLAR,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-02-01,0,1,0,0,0,1,1
LA PAZ,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-02-01,3,3,0,0,3,3,6
PUCARANI,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-02-01,1,0,0,0,1,0,1
SUCRE,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-02-01,0,1,0,0,0,1,1
VILLA TUNARI,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-02-01,3,1,0,0,3,1,4
YACUIBA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-02-01,12,3,0,0,12,3,15
BERMEJO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-03-01,0,1,0,0,0,1,1
CAMIRI,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-03-01,1,0,0,0,1,0,1
COCHABAMBA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-03-01,0,1,0,0,0,1,1
LA PAZ,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-03-01,62,15,0,0,62,15,77
LLALLAGUA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-03-01,32,18,0,0,32,18,50
MONTERO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-03-01,1,1,0,0,1,1,2
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-03-01,66,248,0,0,66,248,314
TARIJA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-03-01,0,3,0,0,0,3,3
YACUIBA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-03-01,14,5,0,0,14,5,19
BERMEJO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-04-01,0,1,0,0,0,1,1
CHALLAPATA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-04-01,0,2,0,0,0,2,2
COCHABAMBA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-04-01,8,4,0,0,8,4,12
EL ALTO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-04-01,5,7,0,0,5,7,12
LA PAZ,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-04-01,0,1,3,2,3,3,6
MONTERO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-04-01,1,1,0,0,1,1,2
ORURO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-04-01,0,4,0,0,0,4,4
SAN JOSE DE CHIQUITOS,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-04-01,13,11,0,0,13,11,24
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-04-01,1,0,0,0,1,0,1
SUCRE,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-04-01,1,2,0,0,1,2,3
TARIJA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-04-01,1,6,0,0,1,6,7
UYUNI,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-04-01,0,0,3,2,3,2,5
YACUIBA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-04-01,2,0,0,0,2,0,2
YAPACANI,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-04-01,1,0,0,0,1,0,1
CARANAVI,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-05-01,0,0,0,1,0,1,1
COCHABAMBA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-05-01,1,1,0,0,1,1,2
LA PAZ,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-05-01,91,125,0,0,91,125,216
MALLA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-05-01,0,0,1,0,1,0,1
MECAPACA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-05-01,0,0,1,0,1,0,1
OCURI,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-05-01,0,2,0,0,0,2,2
ORURO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-05-01,0,0,5,3,5,3,8
POTOSI,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-05-01,2,0,0,0,2,0,2
SAN IGNACIO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-05-01,0,2,0,0,0,2,2
TARIJA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-05-01,0,1,0,0,0,1,1
TRINIDAD,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-05-01,0,0,9,0,9,0,9
COBIJA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-06-01,0,0,1,5,1,5,6
COCHABAMBA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-06-01,0,3,0,0,0,3,3
"COLCHA ""K""",otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-06-01,1,1,0,0,1,1,2
CULPINA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-06-01,1,0,0,0,1,0,1
EL ALTO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-06-01,1,1,0,0,1,1,2
ORURO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-06-01,3,2,0,0,3,2,5
PUNA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-06-01,7,6,14,30,21,36,57
SAN LORENZO(TJA),otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-06-01,0,1,0,0,0,1,1
SAN PABLO DE LIPEZ,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-06-01,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-06-01,192,642,0,0,192,642,834
TARIJA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-06-01,1,1,0,0,1,1,2
TOCO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-06-01,0,1,0,0,0,1,1
TRINIDAD,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-06-01,13,14,0,0,13,14,27
VILLAZON,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-06-01,0,2,0,0,0,2,2
VITICHI,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-06-01,0,0,0,1,0,1,1
BOYUIBE,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-07-01,2,0,0,0,2,0,2
CAQUIAVIRI,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-07-01,0,0,0,1,0,1,1
ORURO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-07-01,0,1,0,0,0,1,1
PUCARANI,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-07-01,1,0,0,0,1,0,1
SALINAS DE GARCI MENDOZA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-07-01,1,0,0,0,1,0,1
TARIJA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-07-01,1,0,0,0,1,0,1
TRINIDAD,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-07-01,1,3,0,0,1,3,4
TUPIZA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-07-01,0,1,0,0,0,1,1
CHUA COCANI,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-08-01,0,0,1,0,1,0,1
EL ALTO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-08-01,3,2,0,2,3,4,7
LA PAZ,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-08-01,2,2,0,0,2,2,4
MONTERO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-08-01,1,0,1,0,2,0,2
ORURO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-08-01,0,0,3,1,3,1,4
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-08-01,1,1,0,0,1,1,2
TRINIDAD,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-08-01,0,1,0,0,0,1,1
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-08-01,2,3,0,0,2,3,5
COCHABAMBA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-09-01,2,1,0,0,2,1,3
LA PAZ,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-09-01,1,0,0,0,1,0,1
MONTERO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-09-01,0,1,0,0,0,1,1
ORURO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-09-01,0,4,10,4,10,8,18
POTOSI,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-09-01,0,1,0,0,0,1,1
PUCARANI,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-09-01,0,1,0,0,0,1,1
TRINIDAD,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-09-01,0,0,0,1,0,1,1
YAPACANI,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-09-01,3,0,0,0,3,0,3
ASCENCION DE GUARAYOS,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-10-01,1,0,0,0,1,0,1
COBIJA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-10-01,0,0,4,1,4,1,5
COCHABAMBA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-10-01,0,1,0,0,0,1,1
EL ALTO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-10-01,0,3,0,0,0,3,3
ENTRE RIOS TRJ,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-10-01,131,161,0,0,131,161,292
LA PAZ,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-10-01,2,0,0,0,2,0,2
LICOMA PAMPA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-10-01,0,0,2,1,2,1,3
ORURO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-10-01,0,2,0,0,0,2,2
PADCAYA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-10-01,0,2,0,0,0,2,2
PORCO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-10-01,3,5,0,0,3,5,8
PORTACHUELO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-10-01,0,1,0,0,0,1,1
SAMAIPATA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-10-01,0,0,0,18,0,18,18
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-10-01,1,1,0,0,1,1,2
TRINIDAD,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-10-01,5,1,0,0,5,1,6
YACUIBA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-10-01,1,2,0,0,1,2,3
BAURES,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-11-01,2,2,0,0,2,2,4
EL ALTO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-11-01,0,1,0,0,0,1,1
LA PAZ,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-11-01,3,16,0,19,3,35,38
MONTERO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-11-01,0,0,45,8,45,8,53
ORURO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-11-01,4,1,1,0,5,1,6
PALOS BLANCOS,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-11-01,0,1,0,0,0,1,1
PORVENIR,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-11-01,0,0,0,1,0,1,1
POTOSI,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-11-01,0,3,0,0,0,3,3
SACABA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-11-01,0,0,20,21,20,21,41
SANTA ANA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-11-01,0,0,34,34,34,34,68
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-11-01,0,3,0,0,0,3,3
TARIJA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-11-01,1,1,8,5,9,6,15
TRINIDAD,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-11-01,1,14,365,67,366,81,447
YACUIBA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-11-01,1,2,0,0,1,2,3
YAPACANI,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-11-01,1,0,0,0,1,0,1
YUNCHARA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-11-01,0,1,0,0,0,1,1
CHIMORE,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-12-01,1,0,36,2,37,2,39
COCHABAMBA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-12-01,0,2,0,0,0,2,2
"COLCHA ""K""",otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-12-01,1,0,19,2,20,2,22
EL ALTO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-12-01,14,7,0,0,14,7,21
ENTRE RIOS TRJ,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-12-01,0,6,0,0,0,6,6
LA PAZ,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-12-01,2,10,0,4,2,14,16
ORURO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-12-01,2,4,0,0,2,4,6
POTOSI,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-12-01,0,1,0,0,0,1,1
PUCARANI,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-12-01,0,0,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-12-01,1,1,0,0,1,1,2
SUCRE,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-12-01,1,0,0,0,1,0,1
TRINIDAD,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-12-01,3,4,20,23,23,27,50
VILLA SERRANO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-12-01,2,0,0,0,2,0,2
VILLAZON,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2018-12-01,0,0,0,5,0,5,5
