,group,variable,month,VPH (NIÑAS QUE CUMPLIRAN 10 AÑOS) 1RA. DOSIS DENTRO,VPH (NIÑAS QUE CUMPLIRAN 10 AÑOS) 1RA. DOSIS DENTRO,VPH (NIÑAS QUE CUMPLIRAN 10 AÑOS) 1RA. DOSIS FUERA,VPH (NIÑAS QUE CUMPLIRAN 10 AÑOS) 1RA. DOSIS FUERA,TOTALES,TOTALES,TOTALES
SAN IGNACIO DE VELASCO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-02-01,0,1,0,0,0,1,1
VILLAZON,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-02-01,0,0,0,2,0,2,2
ACACIO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-03-01,0,0,0,34,0,34,34
ACHOCALLA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-03-01,0,96,0,0,0,96,96
AIQUILE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-03-01,0,0,0,3,0,3,3
ANZALDO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-03-01,0,0,0,1,0,1,1
ARBIETO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-03-01,0,0,0,87,0,87,87
ATOCHA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-03-01,0,1,0,0,0,1,1
AYATA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-03-01,0,4,0,53,0,57,57
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-03-01,0,0,0,79,0,79,79
BATALLAS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-03-01,0,0,0,117,0,117,117
BETANZOS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-03-01,0,0,0,83,0,83,83
CABEZAS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-03-01,0,3,0,49,0,52,52
CAJUATA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-03-01,0,0,0,101,0,101,101
CALACOTO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-03-01,0,1,0,4,0,5,5
CAMIRI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-03-01,0,8,0,1,0,9,9
CARIPUYO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-03-01,0,0,0,39,0,39,39
CHACARILLA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-03-01,0,0,0,3,0,3,3
CHAQUI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-03-01,0,0,0,2,0,2,2
CHAYANTA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-03-01,0,35,0,21,0,56,56
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-03-01,0,2,0,145,0,147,147
CHUMA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-03-01,0,0,0,55,0,55,55
COCAPATA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-03-01,0,16,0,21,0,37,37
COCHABAMBA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-03-01,0,4,0,502,0,506,506
COLCAPIRHUA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-03-01,0,132,0,6,0,138,138
"COLCHA ""K""",otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-03-01,0,2,0,0,0,2,2
COLQUIRI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-03-01,0,0,0,159,0,159,159
COMARAPA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-03-01,0,8,0,66,0,74,74
CONCEPCION,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-03-01,0,40,0,0,0,40,40
COPACABANA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-03-01,0,0,0,103,0,103,103
CORIPATA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-03-01,0,0,0,217,0,217,217
COROICO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-03-01,0,0,0,101,0,101,101
COTAGAITA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-03-01,0,6,0,2,0,8,8
CURVA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-03-01,0,0,0,17,0,17,17
EL ALTO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-03-01,0,94,0,750,0,844,844
EL PUENTE(TJA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-03-01,0,0,0,13,0,13,13
ENTRE RIOS TRJ,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-03-01,0,0,0,8,0,8,8
EXALTACION,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-03-01,0,0,0,4,0,4,4
GUAQUI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-03-01,0,0,0,45,0,45,45
GUTIERREZ,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-03-01,0,0,0,9,0,9,9
HUMANATA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-03-01,0,0,0,31,0,31,31
ICHOCA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-03-01,0,0,0,42,0,42,42
INQUISIVI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-03-01,0,0,0,91,0,91,91
IRUPANA (VILLA DE LANZA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-03-01,0,7,0,92,0,99,99
IXIAMAS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-03-01,0,0,0,16,0,16,16
JESUS DE MACHACA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-03-01,0,0,0,53,0,53,53
LA ASUNTA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-03-01,0,0,0,488,0,488,488
LA PAZ,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-03-01,0,466,0,250,0,716,716
LAJA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-03-01,0,0,0,59,0,59,59
LICOMA PAMPA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-03-01,0,0,0,13,0,13,13
MECAPACA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-03-01,0,0,0,48,0,48,48
MOCOMOCO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-03-01,0,0,0,61,0,61,61
PADCAYA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-03-01,0,0,0,5,0,5,5
PALCA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-03-01,0,0,0,111,0,111,111
PAPEL PAMPA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-03-01,0,0,0,1,0,1,1
PASORAPA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-03-01,0,0,0,1,0,1,1
PATACAMAYA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-03-01,0,0,0,189,0,189,189
POCOATA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-03-01,0,0,0,34,0,34,34
PUCARANI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-03-01,0,0,0,272,0,272,272
PUERTO ACOSTA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-03-01,0,0,0,57,0,57,57
PUERTO CARABUCO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-03-01,0,0,0,92,0,92,92
PUERTO GONZALO MORENO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-03-01,0,0,0,5,0,5,5
PUERTO PEREZ,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-03-01,0,0,0,31,0,31,31
QUILLACOLLO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-03-01,0,143,0,105,0,248,248
QUIME,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-03-01,0,0,0,56,0,56,56
RURRENABAQUE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-03-01,0,0,0,7,0,7,7
SAN ANDRES DE MACHACA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-03-01,0,0,0,24,0,24,24
SAN IGNACIO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-03-01,0,0,0,12,0,12,12
SAN IGNACIO DE VELASCO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-03-01,0,389,0,0,0,389,389
SAN PABLO DE LIPEZ,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-03-01,0,4,0,3,0,7,7
SAN PEDRO DE BUENA VISTA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-03-01,0,0,0,10,0,10,10
SAN PEDRO DE CURAHUARA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-03-01,0,0,0,30,0,30,30
SAN PEDRO DE TIQUINA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-03-01,0,0,0,28,0,28,28
SAN PEDRO(PND),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-03-01,0,0,0,1,0,1,1
SAN RAFAEL,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-03-01,0,0,0,52,0,52,52
SANTA ROSA DEL SARA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-03-01,0,1,0,0,0,1,1
SANTIAGO DE CALLAPA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-03-01,0,0,0,3,0,3,3
SICA SICA (VILLA AROMA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-03-01,0,0,0,142,0,142,142
SIPE SIPE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-03-01,0,0,0,489,0,489,489
TACOBAMBA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-03-01,0,0,0,11,0,11,11
TAHUA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-03-01,0,0,0,2,0,2,2
TARATA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-03-01,0,2,0,55,0,57,57
TARIJA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-03-01,0,80,0,196,0,276,276
TIAWANACU,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-03-01,0,2,0,33,0,35,35
TIRAQUE (CBBA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-03-01,0,0,0,195,0,195,195
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-03-01,0,0,0,4,0,4,4
TOCO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-03-01,0,0,0,8,0,8,8
TOLATA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-03-01,0,1,0,45,0,46,46
TOMAVE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-03-01,0,0,0,23,0,23,23
UMALA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-03-01,0,0,0,47,0,47,47
UNCIA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-03-01,0,2,0,3,0,5,5
UYUNI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-03-01,0,0,0,33,0,33,33
VIACHA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-03-01,0,3,0,181,0,184,184
VILLA TUNARI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-03-01,0,25,0,0,0,25,25
VILLAZON,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-03-01,0,6,0,31,0,37,37
YANACACHI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-03-01,0,5,0,38,0,43,43
YOCALLA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-03-01,0,0,0,8,0,8,8
ACACIO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,2,0,25,0,27,27
ACHACACHI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,253,0,253,253
AIQUILE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,58,0,58,58
ALALAY,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,19,0,19,19
ALTO BENI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,89,0,89,89
ANCORAIMES,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,69,0,69,69
ANDAMARCA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,1,0,22,0,23,23
ANZALDO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,2,0,2,2
APOLO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,202,0,202,202
ARAMPAMPA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,19,0,19,19
ARANI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,59,0,59,59
ARBIETO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,2,0,2,0,4,4
ARQUE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,98,0,98,98
ASCENCION DE GUARAYOS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,269,0,10,0,279,279
ATOCHA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,2,0,24,0,26,26
AUCAPATA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,45,0,45,45
AYO AYO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,44,0,44,44
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,9,0,133,0,142,142
BATALLAS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,15,0,15,15
BAURES,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,56,0,0,0,56,56
BELEN DE ANDAMARCA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,6,0,6,6
BELLA FLOR,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,2,0,14,0,16,16
BERMEJO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,7,0,259,0,266,266
BETANZOS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,140,0,140,140
BOLPEBRA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,3,0,8,0,11,11
BOYUIBE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,45,0,45,45
BUENA VISTA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,67,0,22,0,89,89
CABEZAS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,8,0,3,0,11,11
CAIROMA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,92,0,92,92
"CAIZA ""D""",otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,4,0,32,0,36,36
CALACOTO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,13,0,13,13
CALAMARCA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,14,0,72,0,86,86
CAMARGO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,37,0,8,0,45,45
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,8,0,17,0,25,25
CAMIRI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,2,0,35,0,37,37
CAPINOTA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,186,0,186,186
CAQUIAVIRI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,1,0,29,0,30,30
CARACOLLO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,13,0,60,0,73,73
CARANAVI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,7,0,340,0,347,347
CARANGAS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,1,0,1,1
CARAPARI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,7,0,116,0,123,123
CARIPUYO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,12,0,12,12
CHACARILLA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,3,0,3,3
CHALLAPATA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,318,0,318,318
CHAQUI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,6,0,6,6
CHAYANTA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,79,0,79,79
CHIMORE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,3,0,190,0,193,193
CHIPAYA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,1,0,13,0,14,14
CHOQUE COTA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,3,0,3,0,6,6
CHUA COCANI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,14,0,14,14
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,2,0,0,0,2,2
CHUMA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,30,0,30,30
CKOCHAS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,26,0,59,0,85,85
CLIZA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,113,0,8,0,121,121
COBIJA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,8,0,207,0,215,215
COCAPATA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,8,0,41,0,49,49
COCHABAMBA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,413,0,3356,0,3769,3769
COIPASA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,4,0,4,4
COLCAPIRHUA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,92,0,9,0,101,101
"COLCHA ""K""",otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,31,0,19,0,50,50
COLLANA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,4,0,4,4
COLOMI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,27,0,27,27
COLPA BELGICA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,11,0,11,11
COLQUECHACA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,1,0,1,0,2,2
COLQUENCHA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,45,0,45,45
COLQUIRI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,16,0,16,16
COMARAPA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,103,0,103,103
COMBAYA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,11,0,11,11
CONCEPCION,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,8,0,12,0,20,20
COPACABANA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,32,0,32,32
CORO CORO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,38,0,38,38
COROICO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,46,0,46,46
CORQUE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,3,0,44,0,47,47
COTAGAITA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,2,0,17,0,19,19
COTOCA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,319,0,319,319
CRUZ DE MACHACAMARCA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,1,0,1,1
CUATRO CAÑADAS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,173,0,173,173
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,8,0,8,8
CUEVO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,6,0,0,0,6,6
CULPINA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,22,0,149,0,171,171
CURAHUARA DE CARANGAS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,21,0,21,21
DESAGUADERO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,45,0,45,45
EL ALTO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,765,0,5553,0,6318,6318
EL CHORO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,8,0,8,0,16,16
EL PUENTE(STC),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,2,0,108,0,110,110
EL PUENTE(TJA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,6,0,77,0,83,83
EL TORNO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,437,0,437,437
ENTRE RIOS TRJ,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,9,0,99,0,108,108
ENTRE RIOS CBBA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,8,0,287,0,295,295
ESCARA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,3,0,3,3
ESCOMA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,30,0,30,30
ESMERALDA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,1,0,1,1
EUCALIPTUS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,23,0,23,23
