,group,variable,month,VPH (NIÑAS QUE CUMPLIRAN 10 AÑOS) 2DA. DOSIS DENTRO,VPH (NIÑAS QUE CUMPLIRAN 10 AÑOS) 2DA. DOSIS DENTRO,VPH (NIÑAS QUE CUMPLIRAN 10 AÑOS) 2DA. DOSIS FUERA,VPH (NIÑAS QUE CUMPLIRAN 10 AÑOS) 2DA. DOSIS FUERA,TOTALES,TOTALES,TOTALES
LA PAZ,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-02-01,0,14,0,2,0,16,16
QUILLACOLLO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-02-01,0,0,0,2,0,2,2
RURRENABAQUE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-02-01,0,0,0,2,0,2,2
SAN MIGUEL DE VELASCO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-02-01,0,2,0,0,0,2,2
SAN RAFAEL,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-02-01,0,1,0,0,0,1,1
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-03-01,0,0,0,1,0,1,1
COCHABAMBA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-03-01,0,0,0,1,0,1,1
COLCAPIRHUA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-03-01,0,26,0,0,0,26,26
COLPA BELGICA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-03-01,0,0,0,10,0,10,10
CONCEPCION,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-03-01,0,2,0,0,0,2,2
EL PUENTE(TJA),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-03-01,0,0,0,1,0,1,1
EXALTACION,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-03-01,0,0,0,8,0,8,8
IXIAMAS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-03-01,0,0,0,3,0,3,3
LA PAZ,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-03-01,0,20,0,1,0,21,21
MECAPACA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-03-01,0,0,0,2,0,2,2
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-03-01,0,0,0,1,0,1,1
RURRENABAQUE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-03-01,0,0,0,2,0,2,2
SAN IGNACIO DE VELASCO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-03-01,0,6,0,0,0,6,6
SAN MIGUEL DE VELASCO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-03-01,0,4,0,0,0,4,4
SAN RAFAEL,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-03-01,0,0,0,5,0,5,5
SUCRE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-03-01,0,1,0,0,0,1,1
TARATA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-03-01,0,0,0,1,0,1,1
VILLA TUNARI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-03-01,0,2,0,0,0,2,2
ACHACACHI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-04-01,0,0,0,45,0,45,45
AIQUILE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-04-01,0,0,0,1,0,1,1
ALALAY,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-04-01,0,0,0,5,0,5,5
ALTO BENI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-04-01,0,0,0,3,0,3,3
ARAMPAMPA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-04-01,0,0,0,1,0,1,1
ARBIETO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-04-01,0,0,0,51,0,51,51
ASCENCION DE GUARAYOS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-04-01,0,1,0,0,0,1,1
ATOCHA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-04-01,0,1,0,0,0,1,1
AYO AYO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-04-01,0,0,0,11,0,11,11
BERMEJO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-04-01,0,0,0,5,0,5,5
BOLPEBRA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-04-01,0,0,0,1,0,1,1
"CAIZA ""D""",otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-04-01,0,0,0,1,0,1,1
CALACOTO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-04-01,0,0,0,2,0,2,2
CAMIRI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-04-01,0,0,0,5,0,5,5
CAPINOTA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-04-01,0,0,0,5,0,5,5
CARANAVI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-04-01,0,1,0,31,0,32,32
CARIPUYO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-04-01,0,0,0,7,0,7,7
CHIMORE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-04-01,0,0,0,5,0,5,5
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-04-01,0,7,0,6,0,13,13
CLIZA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-04-01,0,1,0,8,0,9,9
COBIJA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-04-01,0,2,0,2,0,4,4
COCHABAMBA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-04-01,0,19,0,186,0,205,205
COLCAPIRHUA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-04-01,0,8,0,6,0,14,14
"COLCHA ""K""",otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-04-01,0,1,0,2,0,3,3
COLQUENCHA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-04-01,0,0,0,17,0,17,17
COTAGAITA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-04-01,0,1,0,4,0,5,5
ENTRE RIOS TRJ,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-04-01,0,0,0,3,0,3,3
FERNANDEZ ALONSO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-04-01,0,0,0,2,0,2,2
FILADELFIA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-04-01,0,0,0,4,0,4,4
GENERAL SAAVEDRA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-04-01,0,0,0,1,0,1,1
HUARINA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-04-01,0,0,0,8,0,8,8
IRUPANA (VILLA DE LANZA),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-04-01,0,1,0,0,0,1,1
LA PAZ,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-04-01,0,15,0,22,0,37,37
MIZQUE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-04-01,0,0,0,1,0,1,1
MONTERO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-04-01,0,0,0,1,0,1,1
MOROCHATA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-04-01,0,0,0,1,0,1,1
OMEREQUE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-04-01,0,0,0,3,0,3,3
PALCA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-04-01,0,0,0,16,0,16,16
PASORAPA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-04-01,0,0,0,1,0,1,1
POCONA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-04-01,0,0,0,4,0,4,4
POJO (CBBA),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-04-01,0,0,0,3,0,3,3
POTOSI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-04-01,0,31,0,4,0,35,35
PUERTO RICO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-04-01,0,0,0,2,0,2,2
QUILLACOLLO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-04-01,0,12,0,0,0,12,12
RIBERALTA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-04-01,0,0,0,2,0,2,2
RURRENABAQUE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-04-01,0,0,0,1,0,1,1
SAN ANDRES,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-04-01,0,0,0,18,0,18,18
SAN BORJA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-04-01,0,36,0,19,0,55,55
SAN JUAN DE YAPACANI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-04-01,0,5,0,1,0,6,6
SAN LORENZO(TJA),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-04-01,0,0,0,15,0,15,15
SAN PEDRO(PND),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-04-01,0,0,0,1,0,1,1
SAN RAFAEL,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-04-01,0,0,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-04-01,0,4,0,0,0,4,4
SORATA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-04-01,0,2,0,12,0,14,14
TACACOMA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-04-01,0,1,0,1,0,2,2
TAPACARI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-04-01,0,0,0,1,0,1,1
TARVITA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-04-01,0,0,0,1,0,1,1
TIQUIPAYA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-04-01,0,0,0,16,0,16,16
TOMAVE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-04-01,0,1,0,3,0,4,4
TOMINA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-04-01,0,0,0,2,0,2,2
TOTORA(CBBA),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-04-01,0,0,0,7,0,7,7
TRIGAL,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-04-01,0,0,0,1,0,1,1
TUPIZA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-04-01,0,4,0,19,0,23,23
UNCIA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-04-01,0,0,0,4,0,4,4
UYUNI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-04-01,0,2,0,1,0,3,3
VIACHA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-04-01,0,0,0,88,0,88,88
VILA VILA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-04-01,0,0,0,5,0,5,5
VILLA RIVERO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-04-01,0,0,0,2,0,2,2
VILLA TUNARI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-04-01,0,0,0,2,0,2,2
VILLAZON,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-04-01,0,0,0,1,0,1,1
VINTO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-04-01,0,3,0,1,0,4,4
YANACACHI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-04-01,0,1,0,1,0,2,2
YAPACANI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-04-01,0,0,0,2,0,2,2
ACHACACHI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-05-01,0,0,0,7,0,7,7
AIQUILE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-05-01,0,1,0,19,0,20,20
ANZALDO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-05-01,0,0,0,4,0,4,4
AYO AYO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-05-01,0,0,0,1,0,1,1
BELLA FLOR,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-05-01,0,1,0,5,0,6,6
CABEZAS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-05-01,0,4,0,0,0,4,4
"CAIZA ""D""",otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-05-01,0,0,0,3,0,3,3
CAMARGO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-05-01,0,4,0,0,0,4,4
CAMIRI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-05-01,0,6,0,8,0,14,14
CAPINOTA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-05-01,0,3,0,5,0,8,8
CARIPUYO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-05-01,0,0,0,8,0,8,8
COBIJA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-05-01,0,0,0,41,0,41,41
COCHABAMBA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-05-01,0,2,0,38,0,40,40
COLCAPIRHUA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-05-01,0,14,0,12,0,26,26
"COLCHA ""K""",otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-05-01,0,0,0,1,0,1,1
CONCEPCION,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-05-01,0,4,0,3,0,7,7
CORIPATA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-05-01,0,1,0,0,0,1,1
EL ALTO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-05-01,0,42,0,0,0,42,42
FILADELFIA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-05-01,0,0,0,2,0,2,2
GUTIERREZ,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-05-01,0,0,0,1,0,1,1
IRUPANA (VILLA DE LANZA),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-05-01,0,1,0,0,0,1,1
LA PAZ,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-05-01,0,54,0,16,0,70,70
MOJOCOYA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-05-01,0,1,0,0,0,1,1
MONTERO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-05-01,0,0,0,7,0,7,7
PAILON,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-05-01,0,0,0,15,0,15,15
POCONA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-05-01,0,0,0,1,0,1,1
POJO (CBBA),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-05-01,0,0,0,2,0,2,2
PORVENIR,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-05-01,0,0,0,2,0,2,2
POTOSI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-05-01,0,10,0,58,0,68,68
PRESTO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-05-01,0,0,0,1,0,1,1
PUERTO GONZALO MORENO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-05-01,0,2,0,0,0,2,2
QUILLACOLLO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-05-01,0,14,0,0,0,14,14
RIBERALTA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-05-01,0,0,0,13,0,13,13
RURRENABAQUE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-05-01,0,0,0,1,0,1,1
SACABA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-05-01,0,0,0,4,0,4,4
SAN ANDRES,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-05-01,0,0,0,2,0,2,2
SAN ANTONIO DE ESMORUCO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-05-01,0,1,0,0,0,1,1
SAN BORJA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-05-01,0,4,0,1,0,5,5
SAN BUENA VENTURA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-05-01,0,0,0,3,0,3,3
SAN IGNACIO DE VELASCO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-05-01,0,2,0,0,0,2,2
SAN JAVIER(BNI),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-05-01,0,1,0,1,0,2,2
SAN JUAN DE YAPACANI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-05-01,0,0,0,2,0,2,2
SAN LORENZO(TJA),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-05-01,0,0,0,1,0,1,1
SAN MIGUEL DE VELASCO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-05-01,0,0,0,4,0,4,4
SAN PEDRO DE QUEMES,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-05-01,0,0,0,1,0,1,1
SAN RAMON BENI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-05-01,0,0,0,10,0,10,10
SANTA ANA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-05-01,0,0,0,1,0,1,1
SUCRE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-05-01,0,0,0,1,0,1,1
TACOBAMBA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-05-01,0,0,0,1,0,1,1
TARABUCO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-05-01,0,0,0,4,0,4,4
TIQUIPAYA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-05-01,0,89,0,45,0,134,134
TOMAVE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-05-01,0,0,0,1,0,1,1
TOTORA(CBBA),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-05-01,0,0,0,16,0,16,16
TRINIDAD,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-05-01,0,0,0,1,0,1,1
TUPIZA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-05-01,0,0,0,3,0,3,3
UYUNI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-05-01,0,2,0,2,0,4,4
VILLA MONTES,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-05-01,0,0,0,2,0,2,2
VILLA TUNARI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-05-01,0,1,0,0,0,1,1
VILLAZON,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-05-01,0,1,0,7,0,8,8
VINTO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-05-01,0,1,0,0,0,1,1
WARNES,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-05-01,0,3,0,84,0,87,87
AIQUILE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-06-01,0,2,0,0,0,2,2
CABEZAS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-06-01,0,1,0,20,0,21,21
CAMARGO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-06-01,0,1,0,1,0,2,2
CAPINOTA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-06-01,0,1,0,1,0,2,2
CHAYANTA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-06-01,0,0,0,2,0,2,2
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-06-01,0,0,0,5,0,5,5
COBIJA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-06-01,0,0,0,1,0,1,1
COCHABAMBA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-06-01,0,1,0,1,0,2,2
COLCAPIRHUA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-06-01,0,6,0,8,0,14,14
ENTRE RIOS TRJ,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-06-01,0,1,0,0,0,1,1
EXALTACION,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-06-01,0,0,0,8,0,8,8
FILADELFIA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-06-01,0,1,0,10,0,11,11
IRUPANA (VILLA DE LANZA),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-06-01,0,0,0,4,0,4,4
LA PAZ,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-06-01,0,53,0,79,0,132,132
PAILON,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-06-01,0,0,0,33,0,33,33
PASORAPA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-06-01,0,0,0,1,0,1,1
POCONA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-06-01,0,0,0,1,0,1,1
PORVENIR,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-06-01,0,0,0,6,0,6,6
POTOSI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-06-01,0,2,0,0,0,2,2
PUERTO GONZALO MORENO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-06-01,0,0,0,3,0,3,3
PUERTO RICO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-06-01,0,0,0,1,0,1,1
PUNATA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-06-01,0,0,0,1,0,1,1
QUILLACOLLO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-06-01,0,4,0,0,0,4,4
RURRENABAQUE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-06-01,0,0,0,34,0,34,34
SACABA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-06-01,0,29,0,8,0,37,37
SAN BORJA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-06-01,0,0,0,14,0,14,14
SAN RAMON BENI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-06-01,0,0,0,5,0,5,5
SANTA CRUZ DE LA SIERRA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-06-01,0,0,0,8,0,8,8
SENA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-06-01,0,0,0,6,0,6,6
SORATA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-06-01,0,0,0,1,0,1,1
TARATA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-06-01,0,0,0,1,0,1,1
TARVITA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-06-01,0,10,0,1,0,11,11
TOLATA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-06-01,0,1,0,0,0,1,1
