,group,variable,month,HEPATITIS B 2DA. DOSIS TRABAJADORES DE SALUD DENTRO,HEPATITIS B 2DA. DOSIS TRABAJADORES DE SALUD DENTRO,HEPATITIS B 2DA. DOSIS TRABAJADORES DE SALUD FUERA,HEPATITIS B 2DA. DOSIS TRABAJADORES DE SALUD FUERA,TOTALES,TOTALES,TOTALES
CHALLAPATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-01-01,0,1,0,0,0,1,1
CKOCHAS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-01-01,12,5,0,0,12,5,17
CLIZA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-01-01,1,0,0,0,1,0,1
COBIJA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-01-01,1,3,0,0,1,3,4
COCHABAMBA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-01-01,18,57,0,0,18,57,75
"COLCHA ""K""",otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-01-01,1,6,0,0,1,6,7
COLPA BELGICA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-01-01,1,1,0,0,1,1,2
COLQUENCHA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-01-01,0,1,0,0,0,1,1
COMARAPA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-01-01,1,3,0,0,1,3,4
COROICO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-01-01,0,1,0,0,0,1,1
COTAGAITA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-01-01,1,0,0,0,1,0,1
EL ALTO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-01-01,20,100,0,0,20,100,120
EL TORNO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-01-01,2,5,0,1,2,6,8
ENTRE RIOS TRJ,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-01-01,0,1,0,0,0,1,1
FILADELFIA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-01-01,0,1,0,0,0,1,1
HUACHACALLA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-01-01,1,0,0,0,1,0,1
HUANUNI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-01-01,0,0,1,1,1,1,2
IXIAMAS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-01-01,2,1,0,0,2,1,3
LA GUARDIA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-01-01,0,3,0,0,0,3,3
LA PAZ,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-01-01,16,32,23,173,39,205,244
LLALLAGUA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-01-01,10,10,0,0,10,10,20
MACHACAMARCA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-01-01,0,1,0,0,0,1,1
MAIRANA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-01-01,4,4,0,0,4,4,8
MECAPACA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-01-01,0,0,0,2,0,2,2
MOCOMOCO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-01-01,0,1,0,0,0,1,1
MONTERO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-01-01,2,9,1,12,3,21,24
ORURO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-01-01,8,18,8,35,16,53,69
PALOS BLANCOS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-01-01,0,2,0,0,0,2,2
PAMPA GRANDE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-01-01,2,2,0,0,2,2,4
POOPO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-01-01,2,1,0,0,2,1,3
PORTACHUELO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-01-01,0,2,0,0,0,2,2
POTOSI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-01-01,10,12,0,0,10,12,22
PUCARANI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-01-01,0,4,0,0,0,4,4
PUERTO CARABUCO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-01-01,1,1,0,0,1,1,2
QUILLACOLLO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-01-01,0,1,0,0,0,1,1
ROBORE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-01-01,0,0,7,9,7,9,16
RURRENABAQUE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-01-01,0,4,0,0,0,4,4
SACABA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-01-01,3,4,0,0,3,4,7
SACACA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-01-01,22,23,0,0,22,23,45
SAIPINA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-01-01,3,1,0,0,3,1,4
SAMAIPATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-01-01,5,7,0,0,5,7,12
SAN ANDRES,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-01-01,0,2,0,0,0,2,2
SAN BENITO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-01-01,0,1,0,0,0,1,1
SAN BORJA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-01-01,0,1,0,0,0,1,1
SAN IGNACIO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-01-01,3,0,0,0,3,0,3
SAN IGNACIO DE VELASCO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-01-01,1,1,0,0,1,1,2
SAN JUAN DE YAPACANI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-01-01,0,2,0,0,0,2,2
SAN JULIAN,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-01-01,1,1,0,0,1,1,2
SAN LORENZO(TJA),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-01-01,0,1,0,0,0,1,1
SAN RAMON BENI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-01-01,1,0,0,0,1,0,1
SANTA ANA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-01-01,2,1,0,0,2,1,3
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-01-01,38,73,0,0,38,73,111
SANTIAGO DE HUARI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-01-01,1,1,0,0,1,1,2
SANTIAGO DE MACHACA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-01-01,0,0,0,2,0,2,2
SUCRE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-01-01,2,6,0,0,2,6,8
TARIJA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-01-01,4,11,0,0,4,11,15
TARVITA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-01-01,1,1,0,0,1,1,2
TIRAQUE (CBBA),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-01-01,0,2,0,0,0,2,2
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-01-01,0,2,0,0,0,2,2
TOCO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-01-01,1,1,0,0,1,1,2
TOLATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-01-01,1,1,0,0,1,1,2
TOMAVE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-01-01,1,0,0,0,1,0,1
TOMINA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-01-01,0,1,0,0,0,1,1
TOTORA(CBBA),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-01-01,1,3,0,0,1,3,4
TRINIDAD,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-01-01,4,8,0,0,4,8,12
TUPIZA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-01-01,0,1,0,0,0,1,1
VACAS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-01-01,0,1,0,0,0,1,1
VALLEGRANDE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-01-01,2,3,0,0,2,3,5
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-01-01,3,3,0,0,3,3,6
VILLAZON,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-01-01,1,8,0,0,1,8,9
VITICHI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-01-01,2,1,0,0,2,1,3
WARNES,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-01-01,0,1,0,0,0,1,1
YACUIBA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-01-01,4,3,0,0,4,3,7
YAPACANI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-01-01,5,9,0,0,5,9,14
ACHACACHI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,0,4,0,0,0,4,4
AIQUILE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,0,2,0,0,0,2,2
ANCORAIMES,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,1,1,0,0,1,1,2
ARQUE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,3,0,0,0,3,0,3
AYATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,0,2,0,0,0,2,2
BATALLAS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,1,1,0,0,1,1,2
BAURES,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,0,2,0,0,0,2,2
BELLA FLOR,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,0,2,0,0,0,2,2
BERMEJO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,1,7,0,0,1,7,8
CABEZAS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,1,4,0,1,1,5,6
CAJUATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,0,1,0,0,0,1,1
CAMARGO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,1,0,0,0,1,0,1
CAMIRI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,0,7,0,0,0,7,7
CAPINOTA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,2,3,0,0,2,3,5
CARAPARI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,1,2,0,0,1,2,3
CHALLAPATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,2,4,0,0,2,4,6
CHIMORE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,1,0,0,0,1,0,1
CLIZA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,1,7,0,0,1,7,8
COBIJA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,0,1,0,0,0,1,1
COCHABAMBA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,11,75,0,0,11,75,86
COLLANA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,1,2,0,0,1,2,3
COLOMI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,1,2,0,0,1,2,3
COLQUENCHA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,2,0,0,0,2,0,2
COMARAPA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,2,0,0,0,2,0,2
COTAGAITA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,0,2,0,0,0,2,2
COTOCA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,1,0,0,0,1,0,1
CUEVO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,1,0,0,0,1,0,1
EL ALTO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,27,60,1,0,28,60,88
EL TORNO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,2,7,0,1,2,8,10
ENTRE RIOS TRJ,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,1,1,0,0,1,1,2
ENTRE RIOS CBBA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,5,5,0,0,5,5,10
ESCOMA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,1,3,0,0,1,3,4
GUAYARAMERIN,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,1,2,0,0,1,2,3
GUTIERREZ,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,0,1,2,0,2,1,3
HUARINA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,0,2,0,0,0,2,2
INQUISIVI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,0,1,0,0,0,1,1
LA ASUNTA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,5,2,0,0,5,2,7
LA GUARDIA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,3,1,0,0,3,1,4
LA PAZ,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,34,75,33,18,67,93,160
LAGUNILLAS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,1,1,0,0,1,1,2
LAS CARRERAS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,8,12,0,0,8,12,20
LLICA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,0,2,0,0,0,2,2
MAGDALENA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,0,1,0,0,0,1,1
MIZQUE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,2,5,0,0,2,5,7
MOCOMOCO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,1,0,0,0,1,0,1
MONTEAGUDO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,1,10,0,0,1,10,11
MONTERO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,1,3,1,7,2,10,12
NAZACARA DE PACAJES,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,1,2,0,0,1,2,3
ORURO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,9,34,2,10,11,44,55
PALOS BLANCOS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,2,6,0,0,2,6,8
PAMPA GRANDE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,2,3,0,0,2,3,5
POCOATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,1,0,0,0,1,0,1
POJO (CBBA),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,2,0,0,0,2,0,2
POOPO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,2,3,0,0,2,3,5
PORVENIR,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,0,0,0,1,0,1,1
POTOSI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,2,3,0,0,2,3,5
PUCARANI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,0,1,0,1,0,2,2
PUERTO CARABUCO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,0,1,0,0,0,1,1
PUERTO QUIJARRO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,3,0,0,0,3,0,3
PUNATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,0,3,0,0,0,3,3
QUILLACOLLO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,2,16,0,0,2,16,18
RAQAYPAMPA(ETA),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,2,0,0,0,2,0,2
ROBORE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,0,3,3,1,3,4,7
SACABA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,1,2,0,0,1,2,3
SAIPINA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,3,2,0,0,3,2,5
SAMAIPATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,2,2,0,0,2,2,4
SAN BUENA VENTURA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,0,5,0,0,0,5,5
SAN CARLOS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,1,3,0,0,1,3,4
SAN IGNACIO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,3,0,1,0,4,0,4
SAN IGNACIO DE VELASCO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,9,14,0,0,9,14,23
SAN JOAQUIN,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,14,18,0,0,14,18,32
SAN JULIAN,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,3,1,0,0,3,1,4
SAN LORENZO(TJA),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,2,9,0,0,2,9,11
SAN MIGUEL DE VELASCO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,3,4,0,0,3,4,7
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,74,194,0,0,74,194,268
SICAYA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,1,1,0,0,1,1,2
SORATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,1,0,0,0,1,0,1
SUCRE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,2,8,0,0,2,8,10
TAPACARI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,5,6,0,0,5,6,11
TARATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,1,1,0,0,1,1,2
TARIJA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,4,15,2,0,6,15,21
TIRAQUE (CBBA),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,1,3,0,0,1,3,4
TOCO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,0,1,0,0,0,1,1
TOLATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,1,7,0,0,1,7,8
TOTORA(CBBA),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,4,8,0,0,4,8,12
TRIGAL,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,4,1,0,0,4,1,5
TRINIDAD,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,3,8,32,6,35,14,49
URIONDO (A. CONCEPCION),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,0,2,0,0,0,2,2
URUBICHA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,2,1,0,0,2,1,3
UYUNI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,0,1,0,0,0,1,1
VACAS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,1,2,0,0,1,2,3
VIACHA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,0,1,0,0,0,1,1
VILA VILA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,0,1,0,0,0,1,1
VILLA MONTES,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,0,1,0,0,0,1,1
VILLA TUNARI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,0,1,0,0,0,1,1
VILLAZON,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,1,1,0,0,1,1,2
WARNES,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,0,1,0,0,0,1,1
YACUIBA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,5,2,0,0,5,2,7
YAPACANI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,0,6,9,25,9,31,40
YOCALLA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-02-01,3,1,0,0,3,1,4
ACHACACHI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,5,2,0,0,5,2,7
AIQUILE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,1,3,0,0,1,3,4
ALALAY,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,1,3,0,0,1,3,4
ALCALA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,1,2,0,0,1,2,3
ALTO BENI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,2,10,0,0,2,10,12
ANCORAIMES,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,0,2,0,0,0,2,2
ANDAMARCA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,2,11,0,0,2,11,13
ANZALDO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,5,1,0,0,5,1,6
ARANI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,5,7,0,0,5,7,12
ARBIETO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,2,6,0,0,2,6,8
ARQUE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,0,1,0,0,0,1,1
ATOCHA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,0,2,0,0,0,2,2
BATALLAS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,2,1,0,0,2,1,3
BAURES,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,3,5,0,0,3,5,8
BELEN DE ANDAMARCA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,1,2,0,0,1,2,3
BERMEJO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,2,11,0,0,2,11,13
BOLIVAR,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,3,2,0,0,3,2,5
BOYUIBE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,0,1,0,0,0,1,1
CABEZAS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,6,3,0,0,6,3,9
CAIROMA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,0,1,0,0,0,1,1
"CAIZA ""D""",otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,2,1,0,0,2,1,3
CAJUATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,2,0,0,0,2,0,2
CAMARGO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,1,0,0,0,1,0,1
CAMIRI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,0,3,0,0,0,3,3
CAPINOTA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,2,6,0,0,2,6,8
CAQUIAVIRI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,1,0,0,0,1,0,1
CARACOLLO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,2,7,0,0,2,7,9
CARANAVI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,0,0,8,13,8,13,21
CARAPARI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,0,1,0,0,0,1,1
CHALLAPATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,2,2,1,6,3,8,11
CHAQUI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,0,2,0,0,0,2,2
CHARAGUA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,3,0,0,0,3,0,3
CHARAÑA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,1,0,0,0,1,0,1
CHIMORE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,0,3,0,0,0,3,3
CHUA COCANI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,5,0,0,0,5,0,5
