,group,variable,month,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS DENTRO,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS DENTRO,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS FUERA,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS FUERA,TOTALES,TOTALES,TOTALES
CHARAGUA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-01-01,0,12,0,16,0,28,28
CHIPAYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-01-01,0,3,0,1,0,4,4
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,influenza estacional a mujeres embarazadas,2018-01-01,0,13,0,0,0,13,13
COBIJA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-01-01,0,44,0,2,0,46,46
COCHABAMBA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-01-01,0,409,0,24,0,433,433
COIPASA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-01-01,0,1,0,0,0,1,1
"COLCHA ""K""",otras vacunaciones,influenza estacional a mujeres embarazadas,2018-01-01,0,6,0,0,0,6,6
CONCEPCION,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-01-01,0,9,0,5,0,14,14
COPACABANA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-01-01,0,2,0,5,0,7,7
CORQUE,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-01-01,0,1,0,1,0,2,2
COTAGAITA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-01-01,0,7,0,0,0,7,7
CUATRO CAÑADAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-01-01,0,2,0,0,0,2,2
CURAHUARA DE CARANGAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-01-01,0,3,0,0,0,3,3
EL ALTO,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-01-01,0,245,0,69,0,314,314
EL CHORO,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-01-01,0,0,0,3,0,3,3
EL PUENTE(STC),otras vacunaciones,influenza estacional a mujeres embarazadas,2018-01-01,0,7,0,1,0,8,8
ENTRE RIOS TRJ,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-01-01,0,5,0,0,0,5,5
ESMERALDA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-01-01,0,0,0,1,0,1,1
EXALTACION,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-01-01,0,2,0,0,0,2,2
FILADELFIA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-01-01,0,1,0,4,0,5,5
GUTIERREZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-01-01,0,7,0,21,0,28,28
HUACHACALLA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-01-01,0,1,0,0,0,1,1
HUANUNI,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-01-01,0,10,0,1,0,11,11
HUARACAJE,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-01-01,0,3,0,0,0,3,3
HUAYLLAMARCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-01-01,0,1,0,1,0,2,2
INGAVI (HUMAITA),otras vacunaciones,influenza estacional a mujeres embarazadas,2018-01-01,0,3,0,0,0,3,3
IRUPANA (VILLA DE LANZA),otras vacunaciones,influenza estacional a mujeres embarazadas,2018-01-01,0,2,0,13,0,15,15
LA GUARDIA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-01-01,0,11,0,0,0,11,11
LA PAZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-01-01,0,424,0,126,0,550,550
LAGUNILLAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-01-01,0,4,0,2,0,6,6
LAJA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-01-01,0,10,0,0,0,10,10
MACHACAMARCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-01-01,0,1,0,0,0,1,1
MAGDALENA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-01-01,0,18,0,0,0,18,18
MAPIRI,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-01-01,0,6,0,4,0,10,10
MONTERO,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-01-01,0,106,0,8,0,114,114
MORO MORO,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-01-01,0,2,0,0,0,2,2
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,influenza estacional a mujeres embarazadas,2018-01-01,0,3,0,1,0,4,4
ORURO,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-01-01,0,138,0,10,0,148,148
PAILON,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-01-01,0,15,0,11,0,26,26
PATACAMAYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-01-01,0,0,0,24,0,24,24
PAZÑA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-01-01,0,3,0,3,0,6,6
POOPO,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-01-01,0,1,0,0,0,1,1
PORONGO,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-01-01,0,2,0,3,0,5,5
PORVENIR,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-01-01,0,16,0,7,0,23,23
POTOSI,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-01-01,0,62,0,5,0,67,67
PUCARANI,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-01-01,0,8,0,0,0,8,8
PUERTO GONZALO MORENO,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-01-01,0,2,0,4,0,6,6
PUERTO QUIJARRO,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-01-01,0,10,0,13,0,23,23
PUERTO RICO,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-01-01,0,8,0,0,0,8,8
PUERTO SILES,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-01-01,0,1,0,0,0,1,1
PUERTO SUAREZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-01-01,0,1,0,0,0,1,1
RAVELO,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-01-01,0,1,0,0,0,1,1
RIBERALTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-01-01,0,35,0,0,0,35,35
ROBORE,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-01-01,0,1,0,0,0,1,1
SABAYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-01-01,0,1,0,0,0,1,1
SACACA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-01-01,0,0,0,3,0,3,3
SALINAS DE GARCI MENDOZA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-01-01,0,2,0,4,0,6,6
SAMAIPATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-01-01,0,3,0,0,0,3,3
SAN BORJA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-01-01,0,39,0,11,0,50,50
SAN CARLOS,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-01-01,0,17,0,1,0,18,18
SAN IGNACIO,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-01-01,0,53,0,7,0,60,60
SAN IGNACIO DE VELASCO,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-01-01,0,13,0,5,0,18,18
SAN JAVIER(BNI),otras vacunaciones,influenza estacional a mujeres embarazadas,2018-01-01,0,1,0,0,0,1,1
SAN JOSE DE CHIQUITOS,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-01-01,0,4,0,7,0,11,11
SAN JUAN DE YAPACANI,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-01-01,0,0,0,8,0,8,8
SAN JULIAN,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-01-01,0,11,0,4,0,15,15
SAN LORENZO(PND),otras vacunaciones,influenza estacional a mujeres embarazadas,2018-01-01,0,7,0,5,0,12,12
SAN PABLO DE LIPEZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-01-01,0,0,0,2,0,2,2
SAN PEDRO,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-01-01,0,8,0,0,0,8,8
SAN PEDRO DE BUENA VISTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-01-01,0,0,0,1,0,1,1
SAN PEDRO(PND),otras vacunaciones,influenza estacional a mujeres embarazadas,2018-01-01,0,1,0,2,0,3,3
SAN RAFAEL,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-01-01,0,4,0,4,0,8,8
SAN RAMON SCZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-01-01,0,4,0,0,0,4,4
SANTA CRUZ DE LA SIERRA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-01-01,0,492,0,325,0,817,817
SANTA ROSA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-01-01,0,35,0,0,0,35,35
SANTA ROSA DEL SARA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-01-01,0,2,0,0,0,2,2
SANTIAGO DE HUARI,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-01-01,0,1,0,5,0,6,6
SANTUARIO DE QUILLACAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-01-01,0,4,0,1,0,5,5
SICAYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-01-01,0,2,0,0,0,2,2
SORATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-01-01,0,3,0,22,0,25,25
TARACO,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-01-01,0,4,0,0,0,4,4
TOTORA(CBBA),otras vacunaciones,influenza estacional a mujeres embarazadas,2018-01-01,0,2,0,0,0,2,2
TRIGAL,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-01-01,0,0,0,3,0,3,3
TRINIDAD,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-01-01,0,111,0,23,0,134,134
TUPIZA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-01-01,0,0,0,2,0,2,2
UYUNI,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-01-01,0,30,0,0,0,30,30
VALLEGRANDE,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-01-01,0,1,0,0,0,1,1
VILLA MONTES,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-01-01,0,6,0,0,0,6,6
VILLAZON,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-01-01,0,6,0,0,0,6,6
VINTO,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-01-01,0,3,0,6,0,9,9
WARNES,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-01-01,0,74,0,6,0,80,80
YACUIBA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-01-01,0,66,0,6,0,72,72
YAPACANI,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-01-01,0,23,0,4,0,27,27
CARIPUYO,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-02-01,0,1,0,0,0,1,1
PAILON,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-02-01,0,2,0,0,0,2,2
SAN BORJA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-02-01,0,1,0,0,0,1,1
SAN PEDRO,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-02-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-02-01,0,6,0,0,0,6,6
WARNES,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-02-01,0,1,0,0,0,1,1
COCHABAMBA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-03-01,0,0,0,1,0,1,1
ORURO,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-03-01,0,17,0,0,0,17,17
COCHABAMBA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-04-01,0,0,0,2,0,2,2
SACABA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-04-01,0,0,0,1,0,1,1
ACACIO,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,13,0,4,0,17,17
ACHACACHI,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,82,0,19,0,101,101
ACHOCALLA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,75,0,1,0,76,76
AIQUILE,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,6,0,10,0,16,16
ALALAY,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,0,0,6,0,6,6
ALCALA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,5,0,0,0,5,5
ALTO BENI,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,27,0,14,0,41,41
ANCORAIMES,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,19,0,5,0,24,24
ANDAMARCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,2,0,11,0,13,13
ANTEQUERA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,3,0,5,0,8,8
ANZALDO,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,10,0,5,0,15,15
APOLO,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,17,0,33,0,50,50
ARAMPAMPA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,6,0,4,0,10,10
ARANI,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,24,0,10,0,34,34
ARBIETO,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,51,0,13,0,64,64
ARQUE,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,37,0,21,0,58,58
ASCENCION DE GUARAYOS,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,135,0,56,0,191,191
ATOCHA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,15,0,20,0,35,35
AUCAPATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,5,0,1,0,6,6
AYATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,6,0,5,0,11,11
AYO AYO,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,15,0,7,0,22,22
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,17,0,25,0,42,42
AZURDUY,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,6,0,0,0,6,6
BATALLAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,30,0,23,0,53,53
BAURES,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,33,0,0,0,33,33
BELEN DE ANDAMARCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,1,0,7,0,8,8
BELEN DE URMIRI,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,1,0,3,0,4,4
BELLA FLOR,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,1,0,3,0,4,4
BERMEJO,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,145,0,37,0,182,182
BETANZOS,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,24,0,4,0,28,28
BOLIVAR,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,3,0,21,0,24,24
BOLPEBRA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,2,0,0,0,2,2
BOYUIBE,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,12,0,16,0,28,28
BUENA VISTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,36,0,31,0,67,67
CABEZAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,90,0,22,0,112,112
CAIROMA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,23,0,9,0,32,32
"CAIZA ""D""",otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,22,0,13,0,35,35
CAJUATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,32,0,1,0,33,33
CALACOTO,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,4,0,5,0,9,9
CALAMARCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,34,0,0,0,34,34
CAMARGO,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,7,0,1,0,8,8
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,1,0,0,0,1,1
CAMIRI,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,139,0,16,0,155,155
CAPINOTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,41,0,11,0,52,52
CAQUIAVIRI,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,8,0,3,0,11,11
CARACOLLO,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,18,0,21,0,39,39
CARANAVI,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,175,0,12,0,187,187
CARANGAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,1,0,0,0,1,1
CARAPARI,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,26,0,13,0,39,39
CARIPUYO,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,8,0,6,0,14,14
CARMEN RIVERO TORREZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,13,0,7,0,20,20
CATACORA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,0,0,1,0,1,1
CHACARILLA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,4,0,0,0,4,4
CHALLAPATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,12,0,21,0,33,33
CHAQUI,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,24,0,0,0,24,24
CHARAGUA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,67,0,58,0,125,125
CHARAÑA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,2,0,0,0,2,2
CHAYANTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,1,0,10,0,11,11
CHIMORE,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,77,0,11,0,88,88
CHIPAYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,10,0,3,0,13,13
CHOQUE COTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,3,0,0,0,3,3
CHUA COCANI,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,5,0,0,0,5,5
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,30,0,21,0,51,51
CHUMA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,6,0,1,0,7,7
CKOCHAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,1,0,1,0,2,2
CLIZA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,42,0,55,0,97,97
COBIJA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,119,0,43,0,162,162
COCAPATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,33,0,60,0,93,93
COCHABAMBA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,1502,0,388,0,1890,1890
COIPASA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,0,0,1,0,1,1
COLCAPIRHUA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,81,0,87,0,168,168
"COLCHA ""K""",otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,3,0,0,0,3,3
COLLANA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,6,0,8,0,14,14
COLOMI,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,58,0,13,0,71,71
COLPA BELGICA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,21,0,0,0,21,21
COLQUECHACA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,7,0,4,0,11,11
COLQUENCHA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,17,0,0,0,17,17
COLQUIRI,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,17,0,5,0,22,22
COMANCHE,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,2,0,0,0,2,2
COMARAPA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,76,0,13,0,89,89
CONCEPCION,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,23,0,80,0,103,103
COPACABANA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,14,0,17,0,31,31
CORIPATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,26,0,32,0,58,58
CORO CORO,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,10,0,5,0,15,15
COROICO,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,41,0,18,0,59,59
CORQUE,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,3,0,12,0,15,15
COTAGAITA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,31,0,25,0,56,56
COTOCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,397,0,20,0,417,417
CUATRO CAÑADAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,53,0,5,0,58,58
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,5,0,1,0,6,6
CUEVO,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,10,0,15,0,25,25
CULPINA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,12,0,5,0,17,17
CURAHUARA DE CARANGAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,3,0,17,0,20,20
CURVA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,8,0,2,0,10,10
DESAGUADERO,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,5,0,2,0,7,7
EL ALTO,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,3386,0,944,0,4330,4330
EL CHORO,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,3,0,8,0,11,11
EL PUENTE(STC),otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,27,0,10,0,37,37
EL PUENTE(TJA),otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,23,0,20,0,43,43
EL TORNO,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,208,0,96,0,304,304
ENTRE RIOS TRJ,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,37,0,27,0,64,64
ENTRE RIOS CBBA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,140,0,22,0,162,162
ESCARA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,2,0,0,0,2,2
ESCOMA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,14,0,0,0,14,14
ESMERALDA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,0,0,1,0,1,1
EUCALIPTUS,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,5,0,1,0,6,6
EUREKA (SANTOS MERCADO),otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,0,0,1,0,1,1
EXALTACION,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,1,0,0,0,1,1
FERNANDEZ ALONSO,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,39,0,7,0,46,46
FILADELFIA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,12,0,17,0,29,29
GENERAL SAAVEDRA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,41,0,21,0,62,62
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,11,0,2,0,13,13
GUANAY,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,43,0,24,0,67,67
GUAQUI,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,19,0,13,0,32,32
GUAYARAMERIN,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,170,0,63,0,233,233
GUTIERREZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,69,0,23,0,92,92
HUACARETA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,13,0,1,0,14,14
HUACHACALLA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,2,0,5,0,7,7
HUANUNI,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,45,0,10,0,55,55
HUARACAJE,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,11,0,0,0,11,11
HUARINA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,8,0,6,0,14,14
HUATAJATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-05-01,0,3,0,0,0,3,3
