,group,variable,month,HEPATITIS B 1RA. DOSIS TRABAJADORES DE SALUD DENTRO,HEPATITIS B 1RA. DOSIS TRABAJADORES DE SALUD DENTRO,HEPATITIS B 1RA. DOSIS TRABAJADORES DE SALUD FUERA,HEPATITIS B 1RA. DOSIS TRABAJADORES DE SALUD FUERA,TOTALES,TOTALES,TOTALES
CAQUIAVIRI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,1,0,0,0,1,0,1
CARAPARI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,0,2,1,0,1,2,3
CATACORA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,0,1,0,0,0,1,1
CHALLAPATA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,3,5,0,4,3,9,12
CHARAGUA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,2,1,0,0,2,1,3
CHIMORE,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,1,0,0,0,1,0,1
CKOCHAS,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,11,3,0,0,11,3,14
CLIZA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,4,9,0,0,4,9,13
COBIJA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,1,1,0,0,1,1,2
COCHABAMBA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,33,142,0,0,33,142,175
"COLCHA ""K""",otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,0,1,0,0,0,1,1
COLLANA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,0,0,6,8,6,8,14
COLPA BELGICA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,3,2,0,0,3,2,5
COLQUECHACA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,1,0,0,0,1,0,1
COMARAPA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,1,0,0,0,1,0,1
COPACABANA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,1,0,0,0,1,0,1
COTAGAITA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,0,2,0,0,0,2,2
EL ALTO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,51,140,9,0,60,140,200
EL TORNO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,4,12,0,0,4,12,16
ENTRE RIOS TRJ,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,0,1,0,0,0,1,1
ENTRE RIOS CBBA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,5,5,0,0,5,5,10
FILADELFIA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,0,5,0,0,0,5,5
GUAYARAMERIN,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,0,2,0,0,0,2,2
GUTIERREZ,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,2,2,0,0,2,2,4
HUACARETA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,2,6,0,0,2,6,8
HUACHACALLA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,1,0,0,0,1,0,1
HUARINA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,0,6,0,0,0,6,6
LA ASUNTA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,3,2,0,0,3,2,5
LA GUARDIA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,2,5,3,0,5,5,10
LA PAZ,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,63,109,154,173,217,282,499
LAGUNILLAS,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,2,2,0,0,2,2,4
LAS CARRERAS,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,8,14,0,0,8,14,22
LLICA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,0,2,0,0,0,2,2
MACHACAMARCA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,1,0,0,0,1,0,1
MAIRANA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,3,9,0,0,3,9,12
MECAPACA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,0,1,0,0,0,1,1
MOCOMOCO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,0,2,0,0,0,2,2
MONTEAGUDO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,1,13,0,0,1,13,14
MONTERO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,1,4,4,7,5,11,16
NAZACARA DE PACAJES,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,0,1,0,0,0,1,1
ORURO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,2,10,13,17,15,27,42
PALCA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,3,4,0,0,3,4,7
PALOS BLANCOS,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,2,7,0,0,2,7,9
PAMPA GRANDE,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,2,3,0,0,2,3,5
POCOATA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,1,0,0,0,1,0,1
POOPO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,1,3,0,0,1,3,4
POTOSI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,6,27,0,0,6,27,33
PUCARANI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,1,9,0,0,1,9,10
PUERTO PEREZ,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,2,4,0,0,2,4,6
PUERTO RICO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,1,0,0,0,1,0,1
PUERTO VILLARROEL,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,2,3,0,0,2,3,5
QUILLACOLLO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,6,21,0,0,6,21,27
QUIME,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,3,1,0,0,3,1,4
RAQAYPAMPA(ETA),otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,2,0,0,0,2,0,2
ROBORE,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,6,2,5,6,11,8,19
RURRENABAQUE,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,1,1,0,0,1,1,2
SACABA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,0,1,0,0,0,1,1
SACABAMBA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,1,1,0,0,1,1,2
SACACA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,2,2,0,0,2,2,4
SAIPINA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,3,2,0,0,3,2,5
SAMAIPATA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,3,4,0,0,3,4,7
SAN BENITO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,0,3,0,0,0,3,3
SAN BORJA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,1,1,0,0,1,1,2
SAN CARLOS,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,1,1,0,0,1,1,2
SAN IGNACIO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,2,3,17,28,19,31,50
SAN IGNACIO DE VELASCO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,14,15,0,0,14,15,29
SAN JOAQUIN,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,14,18,0,0,14,18,32
SAN JUAN DE YAPACANI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,0,1,0,0,0,1,1
SAN JULIAN,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,6,31,0,0,6,31,37
SAN MIGUEL DE VELASCO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,3,4,0,0,3,4,7
SAN RAMON BENI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,49,173,0,0,49,173,222
SANTA ROSA DEL SARA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,0,1,0,0,0,1,1
SANTIAGO DE MACHACA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,0,2,0,0,0,2,2
SAPAHAQUI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,0,0,0,1,0,1,1
SICAYA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,1,4,0,0,1,4,5
SUCRE,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,3,6,0,0,3,6,9
TACOPAYA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,2,0,0,0,2,0,2
TAPACARI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,4,3,0,0,4,3,7
TARIJA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,3,14,0,0,3,14,17
TIRAQUE (CBBA),otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,1,4,0,0,1,4,5
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,0,4,0,1,0,5,5
TOCO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,1,2,0,0,1,2,3
TOLATA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,1,8,0,0,1,8,9
TOTORA(CBBA),otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,9,13,0,0,9,13,22
TRINIDAD,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,7,17,0,0,7,17,24
URIONDO (A. CONCEPCION),otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,1,0,0,0,1,0,1
URUBICHA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,3,2,0,0,3,2,5
UYUNI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,0,2,0,2,0,4,4
VACAS,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,3,3,0,0,3,3,6
VALLEGRANDE,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,0,1,0,0,0,1,1
VIACHA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,0,3,0,0,0,3,3
VILA VILA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,0,1,0,0,0,1,1
VILLA MONTES,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,0,2,0,0,0,2,2
VILLA TUNARI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,7,24,0,0,7,24,31
VILLAZON,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,4,6,0,0,4,6,10
VINTO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,1,6,0,1,1,7,8
VITICHI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,1,3,0,0,1,3,4
WARNES,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,0,0,1,5,1,5,6
YACUIBA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,7,2,0,0,7,2,9
YAPACANI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,24,76,0,0,24,76,100
YOCALLA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,5,2,0,0,5,2,7
YUNGUYO DE LITORAL,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-01-01,1,0,0,0,1,0,1
ACHACACHI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,1,3,38,10,39,13,52
AIQUILE,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,1,7,0,0,1,7,8
ALCALA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,1,2,0,0,1,2,3
ALTO BENI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,1,4,0,0,1,4,5
ANCORAIMES,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,1,3,2,0,3,3,6
ARANI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,5,7,0,0,5,7,12
ARQUE,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,2,0,0,0,2,0,2
ATOCHA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,0,2,0,0,0,2,2
BATALLAS,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,2,3,0,0,2,3,5
BAURES,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,2,1,0,0,2,1,3
BERMEJO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,3,15,0,0,3,15,18
BUENA VISTA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,1,0,0,0,1,0,1
CABEZAS,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,10,7,0,1,10,8,18
CAIROMA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,0,2,0,0,0,2,2
"CAIZA ""D""",otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,2,1,0,0,2,1,3
CAJUATA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,4,4,0,0,4,4,8
CALAMARCA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,2,5,0,0,2,5,7
CAMARGO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,1,1,0,0,1,1,2
CAMIRI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,2,1,0,0,2,1,3
CAPINOTA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,1,5,0,0,1,5,6
CARANAVI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,10,12,0,0,10,12,22
CARAPARI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,0,4,0,0,0,4,4
CHALLAPATA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,3,2,1,3,4,5,9
CHAYANTA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,1,1,0,0,1,1,2
CHIMORE,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,1,5,0,0,1,5,6
CLIZA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,6,5,0,0,6,5,11
COBIJA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,2,6,0,0,2,6,8
COCHABAMBA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,21,56,0,0,21,56,77
COLLANA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,0,2,0,0,0,2,2
COLOMI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,3,4,0,0,3,4,7
COLQUENCHA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,2,4,0,0,2,4,6
COLQUIRI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,2,3,0,0,2,3,5
COMARAPA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,5,6,0,0,5,6,11
COPACABANA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,1,4,0,0,1,4,5
CORIPATA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,2,2,0,0,2,2,4
CORO CORO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,1,0,0,0,1,0,1
COTOCA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,2,2,0,0,2,2,4
CURVA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,3,2,0,0,3,2,5
EL ALTO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,48,117,1,2,49,119,168
EL TORNO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,1,0,1,0,2,0,2
ENTRE RIOS TRJ,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,0,1,0,0,0,1,1
ESCOMA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,1,6,0,0,1,6,7
FERNANDEZ ALONSO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,3,12,0,0,3,12,15
FILADELFIA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,0,1,0,0,0,1,1
GUANAY,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,1,1,0,0,1,1,2
GUAYARAMERIN,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,3,1,0,0,3,1,4
GUTIERREZ,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,0,1,13,16,13,17,30
HUACARETA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,1,0,0,0,1,0,1
HUARINA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,4,2,0,0,4,2,6
ICHOCA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,1,3,0,0,1,3,4
INQUISIVI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,3,2,0,0,3,2,5
LA ASUNTA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,1,0,0,0,1,0,1
LA GUARDIA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,7,15,0,0,7,15,22
LA PAZ,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,64,99,404,4,468,103,571
LAS CARRERAS,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,3,3,0,0,3,3,6
LLALLAGUA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,5,11,0,0,5,11,16
LURIBAY,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,0,7,0,0,0,7,7
MAGDALENA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,6,14,45,19,51,33,84
MALLA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,0,1,0,0,0,1,1
MECAPACA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,2,2,0,0,2,2,4
MIZQUE,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,1,4,0,0,1,4,5
MOCOMOCO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,3,5,0,0,3,5,8
MONTEAGUDO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,9,12,0,0,9,12,21
MONTERO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,3,21,0,5,3,26,29
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,0,0,4,1,4,1,5
ORURO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,15,31,12,15,27,46,73
PAILON,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,0,1,0,4,0,5,5
PALCA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,0,2,0,0,0,2,2
PALOS BLANCOS,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,10,18,0,0,10,18,28
POJO (CBBA),otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,4,3,0,0,4,3,7
POOPO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,1,0,0,0,1,0,1
PORVENIR,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,0,0,1,4,1,4,5
POTOSI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,5,10,223,24,228,34,262
PUCARANI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,3,7,0,0,3,7,10
PUERTO CARABUCO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,0,5,0,0,0,5,5
PUERTO PEREZ,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,0,4,2,3,2,7,9
PUERTO QUIJARRO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,7,5,0,0,7,5,12
PUERTO SILES,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,2,1,0,0,2,1,3
PUERTO SUAREZ,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,1,1,0,0,1,1,2
PUERTO VILLARROEL,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,2,6,0,0,2,6,8
PUNA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,0,4,1,2,1,6,7
QUILLACOLLO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,3,20,0,0,3,20,23
QUIME,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,1,3,0,0,1,3,4
RAQAYPAMPA(ETA),otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,0,1,0,0,0,1,1
RIBERALTA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,22,78,20,10,42,88,130
ROBORE,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,0,2,2,1,2,3,5
RURRENABAQUE,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,4,2,0,0,4,2,6
SACABAMBA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,9,4,0,1,9,5,14
SACACA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,7,11,1,0,8,11,19
SAN ANDRES,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,1,0,0,0,1,0,1
SAN ANTONIO DE ESMORUCO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,2,1,0,0,2,1,3
SAN BENITO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,0,5,0,0,0,5,5
SAN BORJA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,24,42,0,0,24,42,66
SAN CARLOS,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,2,6,0,0,2,6,8
SAN IGNACIO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,3,2,8,11,11,13,24
SAN IGNACIO DE VELASCO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,3,18,0,0,3,18,21
SAN JUAN DE YAPACANI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,0,1,0,0,0,1,1
SAN JULIAN,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,1,5,0,0,1,5,6
SAN LORENZO(TJA),otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,1,1,0,0,1,1,2
SAN MIGUEL DE VELASCO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,0,1,0,0,0,1,1
SAN PEDRO DE BUENA VISTA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,3,3,8,5,11,8,19
SAN PEDRO DE TIQUINA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2018-02-01,0,5,0,0,0,5,5
