,group,variable,month,DT 4TA. DOSIS DE 7 A 49 AÑOS DENTRO,DT 4TA. DOSIS DE 7 A 49 AÑOS DENTRO,DT 4TA. DOSIS DE 7 A 49 AÑOS FUERA,DT 4TA. DOSIS DE 7 A 49 AÑOS FUERA,TOTALES,TOTALES,TOTALES
BELLA FLOR,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,0,4,0,2,0,6,6
BETANZOS,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,0,0,5,2,5,2,7
BOYUIBE,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,2,0,0,0,2,0,2
BUENA VISTA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,1,5,3,1,4,6,10
CABEZAS,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,3,1,21,38,24,39,63
"CAIZA ""D""",otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,0,1,0,0,0,1,1
CAMARGO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,0,2,0,1,0,3,3
CAMIRI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,3,6,9,6,12,12,24
CAPINOTA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,0,3,2,4,2,7,9
CARACOLLO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,0,2,1,0,1,2,3
CARANAVI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,1,0,0,0,1,0,1
CARAPARI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,2,1,0,0,2,1,3
CARMEN RIVERO TORREZ,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,1,0,0,0,1,0,1
CHALLAPATA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,1,2,0,0,1,2,3
CHARAGUA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,0,0,20,0,20,0,20
CHIMORE,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,0,5,0,2,0,7,7
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,1,2,0,0,1,2,3
CHUMA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,0,1,0,0,0,1,1
CLIZA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,1,2,8,6,9,8,17
COBIJA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,5,22,13,8,18,30,48
COCAPATA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,0,0,0,8,0,8,8
COCHABAMBA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,27,133,18,31,45,164,209
COLCAPIRHUA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,2,11,3,15,5,26,31
"COLCHA ""K""",otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,2,2,2,1,4,3,7
COLOMI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,0,10,1,1,1,11,12
COLPA BELGICA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,0,1,0,4,0,5,5
COLQUECHACA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,0,0,0,1,0,1,1
COLQUENCHA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,0,2,0,0,0,2,2
COLQUIRI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,0,3,0,0,0,3,3
COMARAPA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,1,2,0,0,1,2,3
CONCEPCION,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,2,3,11,12,13,15,28
COPACABANA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,0,0,0,1,0,1,1
CORO CORO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,0,1,0,0,0,1,1
CORQUE,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,0,0,2,0,2,0,2
COTAGAITA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,0,6,0,0,0,6,6
COTOCA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,20,40,1,9,21,49,70
CUATRO CAÑADAS,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,0,4,6,4,6,8,14
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,1,0,0,0,1,0,1
CUEVO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,0,0,11,6,11,6,17
CULPINA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,1,5,1,4,2,9,11
CURAHUARA DE CARANGAS,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,0,1,0,0,0,1,1
EL ALTO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,32,246,4,31,36,277,313
EL PUENTE(TJA),otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,0,1,0,3,0,4,4
EL TORNO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,39,47,24,38,63,85,148
EL VILLAR,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,0,1,1,5,1,6,7
ENTRE RIOS TRJ,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,2,0,0,0,2,0,2
ENTRE RIOS CBBA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,13,15,1,5,14,20,34
FERNANDEZ ALONSO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,0,5,0,0,0,5,5
FILADELFIA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,1,1,2,2,3,3,6
GENERAL SAAVEDRA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,0,2,0,0,0,2,2
GUAQUI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,0,0,0,1,0,1,1
HUACARETA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,2,2,1,1,3,3,6
HUACHACALLA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,0,1,0,0,0,1,1
HUANUNI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,0,1,0,2,0,3,3
HUATAJATA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,0,1,0,0,0,1,1
INCAHUASI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,0,7,3,9,3,16,19
INQUISIVI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,1,2,0,0,1,2,3
IRUPANA (VILLA DE LANZA),otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,1,0,0,0,1,0,1
IXIAMAS,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,0,1,0,0,0,1,1
JESUS DE MACHACA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,0,1,0,0,0,1,1
LA ASUNTA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,2,5,0,2,2,7,9
LA GUARDIA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,46,88,27,39,73,127,200
LA PAZ,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,16,89,2,2,18,91,109
LAGUNILLAS,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,8,2,0,0,8,2,10
LAJA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,0,7,0,1,0,8,8
LLALLAGUA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,2,3,4,17,6,20,26
LLICA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,5,4,0,0,5,4,9
MACHARETI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,0,3,5,0,5,3,8
MAGDALENA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,1,1,0,0,1,1,2
MAIRANA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,0,1,0,0,0,1,1
MECAPACA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,0,1,0,0,0,1,1
MINEROS,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,1,5,0,2,1,7,8
MIZQUE,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,0,2,2,3,2,5,7
MOCOMOCO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,1,1,0,0,1,1,2
MOJOCOYA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,0,1,0,0,0,1,1
MONTEAGUDO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,3,9,2,4,5,13,18
MONTERO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,2,36,2,14,4,50,54
MORO MORO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,0,0,1,1,1,1,2
MOROCHATA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,0,1,0,1,0,2,2
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,0,4,1,4,1,8,9
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,0,1,1,1,1,2,3
OKINAWA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,0,8,2,6,2,14,16
OMEREQUE,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,0,0,1,3,1,3,4
ORURO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,10,41,61,3,71,44,115
PADILLA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,5,3,0,4,5,7,12
PAILON,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,5,6,10,6,15,12,27
PALCA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,1,1,0,0,1,1,2
PALOS BLANCOS,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,0,0,1,0,1,0,1
PAMPA AULLAGAS,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,0,1,0,1,0,2,2
PAMPA GRANDE,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,2,0,0,1,2,1,3
PAPEL PAMPA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,0,2,0,0,0,2,2
PASORAPA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,0,3,1,3,1,6,7
PATACAMAYA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,0,0,1,13,1,13,14
PAZÑA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,0,1,0,1,0,2,2
POCONA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,0,2,0,0,0,2,2
POJO (CBBA),otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,0,2,1,1,1,3,4
PORCO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,0,1,0,0,0,1,1
POROMA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,0,2,2,0,2,2,4
PORONGO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,10,8,2,7,12,15,27
PORTACHUELO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,0,11,0,0,0,11,11
PORVENIR,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,0,1,5,10,5,11,16
POTOSI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,13,24,0,0,13,24,37
PRESTO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,1,2,4,13,5,15,20
PUCARANI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,1,7,1,0,2,7,9
PUERTO GONZALO MORENO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,1,2,0,0,1,2,3
PUERTO RICO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,0,1,0,0,0,1,1
PUERTO SUAREZ,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,1,2,0,0,1,2,3
PUERTO VILLARROEL,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,1,18,1,4,2,22,24
PUNA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,0,2,0,9,0,11,11
PUNATA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,1,5,0,11,1,16,17
QUILLACOLLO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,26,19,4,17,30,36,66
QUIME,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,0,1,0,0,0,1,1
RAQAYPAMPA(ETA),otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,0,2,0,1,0,3,3
RAVELO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,0,0,0,1,0,1,1
RIBERALTA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,0,4,0,1,0,5,5
ROBORE,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,0,3,4,5,4,8,12
RURRENABAQUE,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,0,3,0,0,0,3,3
SACABA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,3,28,2,0,5,28,33
SAMAIPATA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,3,4,0,0,3,4,7
SAN ANDRES,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,0,4,0,0,0,4,4
SAN ANDRES DE MACHACA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,1,1,0,0,1,1,2
SAN ANTONIO DE LOMERIO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,0,2,0,0,0,2,2
SAN BENITO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,1,1,0,1,1,2,3
SAN CARLOS,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,3,7,0,1,3,8,11
SAN IGNACIO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,1,3,0,0,1,3,4
SAN IGNACIO DE VELASCO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,9,12,2,2,11,14,25
SAN JOSE DE CHIQUITOS,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,1,7,6,4,7,11,18
SAN JULIAN,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,6,20,5,14,11,34,45
SAN LORENZO(PND),otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,0,0,1,0,1,0,1
SAN LORENZO(TJA),otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,0,3,3,0,3,3,6
SAN LUCAS,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,0,2,0,0,0,2,2
SAN MATIAS,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,3,6,3,8,6,14,20
SAN MIGUEL DE VELASCO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,1,15,0,0,1,15,16
SAN PEDRO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,0,1,0,0,0,1,1
SAN PEDRO DE BUENA VISTA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,0,3,0,1,0,4,4
SAN PEDRO DE TIQUINA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,2,0,0,0,2,0,2
SAN PEDRO(PND),otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,0,0,3,4,3,4,7
SAN RAFAEL,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,0,0,0,1,0,1,1
SAN RAMON SCZ,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,0,1,0,1,0,2,2
SANTA CRUZ DE LA SIERRA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,147,428,8,43,155,471,626
SANTA ROSA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,0,2,0,0,0,2,2
SANTA ROSA DEL SARA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,3,2,0,2,3,4,7
SENA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,1,2,0,0,1,2,3
SHINAOTA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,0,0,1,0,1,0,1
SICA SICA (VILLA AROMA),otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,0,3,0,0,0,3,3
SIPE SIPE,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,3,4,0,3,3,7,10
SOPACHUY,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,0,0,0,1,0,1,1
SORACACHI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,0,1,0,0,0,1,1
SORATA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,0,5,0,4,0,9,9
SUCRE,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,32,46,7,12,39,58,97
TACACOMA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,0,2,0,0,0,2,2
TACOPAYA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,0,1,0,5,0,6,6
TAPACARI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,1,2,0,0,1,2,3
TARABUCO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,0,1,0,0,0,1,1
TARATA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,0,0,0,1,0,1,1
TARIJA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,8,25,0,0,8,25,33
TARVITA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,0,8,0,6,0,14,14
TEOPONTE,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,0,4,0,0,0,4,4
TIAWANACU,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,0,1,0,0,0,1,1
TIQUIPAYA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,14,14,2,4,16,18,34
TIRAQUE (CBBA),otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,0,4,0,1,0,5,5
TOCO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,0,0,1,4,1,4,5
TOLATA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,1,0,0,1,1,1,2
TOLEDO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,0,1,0,1,0,2,2
TOMAVE,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,0,3,0,5,0,8,8
TOMINA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,1,3,0,0,1,3,4
TOTORA(CBBA),otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,0,1,0,3,0,4,4
TRIGAL,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,0,1,2,0,2,1,3
TRINIDAD,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,10,28,0,0,10,28,38
TUPIZA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,1,3,0,2,1,5,6
TURCO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,1,0,0,2,1,2,3
UNCIA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,0,3,0,0,0,3,3
URUBICHA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,1,1,9,5,10,6,16
VACAS,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,1,0,4,7,5,7,12
VALLEGRANDE,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,1,4,2,4,3,8,11
VIACHA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,0,10,0,2,0,12,12
VILA VILA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,0,0,0,2,0,2,2
VILLA MONTES,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,1,0,0,0,1,0,1
VILLA RIVERO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,1,2,0,0,1,2,3
VILLA SERRANO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,3,4,3,8,6,12,18
VILLA TUNARI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,3,5,3,1,6,6,12
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,1,0,0,0,1,0,1
VILLAZON,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,4,18,1,1,5,19,24
VINTO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,6,34,1,16,7,50,57
VITICHI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,0,1,0,0,0,1,1
WARNES,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,10,30,3,19,13,49,62
YACUIBA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,5,5,1,0,6,5,11
YAPACANI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,6,15,7,18,13,33,46
YOTALA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-01-01,2,4,3,4,5,8,13
ACHACACHI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-02-01,0,2,0,0,0,2,2
AIQUILE,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-02-01,0,3,1,1,1,4,5
ALALAY,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-02-01,0,0,0,1,0,1,1
ANTEQUERA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-02-01,1,0,0,0,1,0,1
ANZALDO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-02-01,0,1,0,4,0,5,5
APOLO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-02-01,0,16,0,2,0,18,18
ARANI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-02-01,1,1,2,2,3,3,6
ARBIETO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-02-01,0,5,0,1,0,6,6
ASCENCION DE GUARAYOS,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-02-01,0,5,0,0,0,5,5
ATOCHA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-02-01,1,2,2,0,3,2,5
AYATA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-02-01,0,0,3,0,3,0,3
AYO AYO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-02-01,0,2,0,2,0,4,4
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-02-01,2,2,3,15,5,17,22
BATALLAS,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-02-01,0,1,1,0,1,1,2
BAURES,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-02-01,0,3,0,0,0,3,3
BELEN DE ANDAMARCA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-02-01,0,2,0,0,0,2,2
BELLA FLOR,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-02-01,0,1,2,3,2,4,6
BOLPEBRA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-02-01,0,0,1,0,1,0,1
BOYUIBE,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-02-01,2,1,0,0,2,1,3
BUENA VISTA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-02-01,1,7,1,0,2,7,9
CABEZAS,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2018-02-01,0,4,18,29,18,33,51
