,group,variable,month,DT 1RA. DOSIS DE 7 A 49 AÑOS DENTRO,DT 1RA. DOSIS DE 7 A 49 AÑOS DENTRO,DT 1RA. DOSIS DE 7 A 49 AÑOS FUERA,DT 1RA. DOSIS DE 7 A 49 AÑOS FUERA,TOTALES,TOTALES,TOTALES
ATOCHA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,3,14,1,9,4,23,27
AUCAPATA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,0,5,0,0,0,5,5
AYATA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,0,0,1,4,1,4,5
AYO AYO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,3,11,0,0,3,11,14
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,2,10,9,19,11,29,40
AZURDUY,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,0,4,0,1,0,5,5
BATALLAS,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,2,6,24,75,26,81,107
BAURES,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,6,3,0,0,6,3,9
BELEN DE ANDAMARCA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,0,1,0,0,0,1,1
BELLA FLOR,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,2,6,0,0,2,6,8
BERMEJO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,8,66,0,2,8,68,76
BETANZOS,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,9,52,4,24,13,76,89
BOLIVAR,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,1,0,0,0,1,0,1
BOYUIBE,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,2,1,2,0,4,1,5
BUENA VISTA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,4,2,1,19,5,21,26
CABEZAS,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,26,18,47,42,73,60,133
CAIROMA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,3,9,5,3,8,12,20
"CAIZA ""D""",otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,3,12,7,7,10,19,29
CAJUATA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,3,19,0,0,3,19,22
CALACOTO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,0,0,0,1,0,1,1
CALAMARCA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,2,18,0,0,2,18,20
CAMARGO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,2,2,2,0,4,2,6
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,1,1,0,0,1,1,2
CAMIRI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,47,9,48,62,95,71,166
CAPINOTA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,1,6,5,0,6,6,12
CAQUIAVIRI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,5,6,0,0,5,6,11
CARACOLLO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,6,10,3,7,9,17,26
CARANAVI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,23,57,5,8,28,65,93
CARAPARI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,9,25,0,0,9,25,34
CARIPUYO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,0,2,8,7,8,9,17
CARMEN RIVERO TORREZ,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,4,6,0,0,4,6,10
CATACORA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,3,5,1,1,4,6,10
CHALLAPATA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,2,17,0,7,2,24,26
CHAQUI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,3,10,3,7,6,17,23
CHARAGUA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,10,2,2,0,12,2,14
CHAYANTA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,0,14,0,13,0,27,27
CHIMORE,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,15,13,146,3,161,16,177
CHOQUE COTA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,0,1,0,1,0,2,2
CHUA COCANI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,1,5,0,0,1,5,6
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,7,17,0,2,7,19,26
CHUMA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,1,13,0,0,1,13,14
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,0,5,0,0,0,5,5
CKOCHAS,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,4,23,2,8,6,31,37
CLIZA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,2,2,21,17,23,19,42
COBIJA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,16,48,4,10,20,58,78
COCAPATA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,0,3,5,3,5,6,11
COCHABAMBA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,208,550,69,71,277,621,898
COIPASA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,0,0,6,1,6,1,7
COLCAPIRHUA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,10,10,3,4,13,14,27
"COLCHA ""K""",otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,58,14,2,1,60,15,75
COLLANA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,1,5,35,41,36,46,82
COLOMI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,6,6,3,2,9,8,17
COLPA BELGICA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,5,17,5,11,10,28,38
COLQUECHACA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,7,42,1,10,8,52,60
COLQUENCHA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,2,4,0,0,2,4,6
COLQUIRI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,9,31,7,24,16,55,71
COMARAPA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,0,22,0,0,0,22,22
COMBAYA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,0,1,0,4,0,5,5
CONCEPCION,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,2,0,2,8,4,8,12
COPACABANA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,0,7,6,10,6,17,23
CORIPATA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,8,28,0,1,8,29,37
CORO CORO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,1,2,0,0,1,2,3
COROICO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,2,8,0,2,2,10,12
CORQUE,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,4,4,7,1,11,5,16
COTAGAITA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,9,21,15,5,24,26,50
COTOCA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,2,1,0,0,2,1,3
CRUZ DE MACHACAMARCA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,0,1,1,0,1,1,2
CUATRO CAÑADAS,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,3,8,40,47,43,55,98
CUEVO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,0,3,3,5,3,8,11
CURAHUARA DE CARANGAS,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,5,8,0,0,5,8,13
CURVA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,0,2,0,0,0,2,2
DESAGUADERO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,1,15,0,0,1,15,16
EL ALTO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,241,949,141,167,382,1116,1498
EL CHORO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,0,1,0,0,0,1,1
EL PUENTE(STC),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,16,8,0,0,16,8,24
EL PUENTE(TJA),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,2,8,0,1,2,9,11
EL VILLAR,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,4,3,1,0,5,3,8
ENTRE RIOS TRJ,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,21,7,17,2,38,9,47
ENTRE RIOS CBBA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,4,65,0,4,4,69,73
ESCOMA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,0,4,2,2,2,6,8
EUCALIPTUS,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,0,4,1,0,1,4,5
EUREKA (SANTOS MERCADO),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,0,0,1,0,1,0,1
EXALTACION,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,4,4,2,4,6,8,14
FERNANDEZ ALONSO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,1,7,2,1,3,8,11
FILADELFIA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,0,8,0,0,0,8,8
GENERAL SAAVEDRA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,6,8,1,1,7,9,16
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,1,9,5,25,6,34,40
GUANAY,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,2,5,9,10,11,15,26
GUAYARAMERIN,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,14,69,0,0,14,69,83
GUTIERREZ,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,2,18,0,7,2,25,27
HUACARETA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,1,1,0,0,1,1,2
HUACHACALLA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,0,2,0,0,0,2,2
HUANUNI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,4,19,3,9,7,28,35
HUARACAJE,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,1,3,0,0,1,3,4
HUARINA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,0,1,6,12,6,13,19
HUATAJATA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,1,2,0,0,1,2,3
HUAYLLAMARCA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,1,2,0,0,1,2,3
HUMANATA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,0,0,0,1,0,1,1
ICHOCA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,0,5,0,2,0,7,7
ICLA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,1,9,0,4,1,13,14
INCAHUASI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,2,4,0,0,2,4,6
INGAVI (HUMAITA),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,4,9,0,0,4,9,13
INQUISIVI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,1,4,85,93,86,97,183
IRUPANA (VILLA DE LANZA),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,2,12,4,12,6,24,30
IXIAMAS,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,11,8,0,1,11,9,20
JESUS DE MACHACA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,1,1,0,1,1,2,3
LA ASUNTA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,19,83,0,30,19,113,132
LA PAZ,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,284,917,123,198,407,1115,1522
LAGUNILLAS,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,10,4,1,1,11,5,16
LAJA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,2,15,1,1,3,16,19
LAS CARRERAS,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,1,5,0,0,1,5,6
LICOMA PAMPA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,2,2,0,0,2,2,4
LLALLAGUA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,17,33,8,13,25,46,71
LLICA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,2,2,0,0,2,2,4
LORETO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,0,0,32,50,32,50,82
LURIBAY,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,1,4,22,25,23,29,52
MACHACAMARCA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,1,4,0,0,1,4,5
MACHARETI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,0,4,0,0,0,4,4
MAGDALENA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,1,0,0,1,1,1,2
MAIRANA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,2,8,0,0,2,8,10
MALLA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,0,4,5,19,5,23,28
MAPIRI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,13,31,6,12,19,43,62
MECAPACA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,3,12,0,1,3,13,16
MINEROS,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,1,9,0,1,1,10,11
MIZQUE,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,5,12,0,0,5,12,17
MOCOMOCO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,1,12,0,1,1,13,14
MOJINETE,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,0,0,0,4,0,4,4
MOJOCOYA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,1,1,0,1,1,2,3
MONTEAGUDO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,9,15,4,4,13,19,32
MONTERO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,23,220,57,65,80,285,365
MOROCHATA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,0,3,0,0,0,3,3
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,5,2,3,0,8,2,10
NAZACARA DE PACAJES,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,0,1,0,0,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,0,3,2,0,2,3,5
OCURI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,3,25,0,1,3,26,29
OMEREQUE,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,1,7,4,6,5,13,18
ORURO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,81,289,54,60,135,349,484
PADCAYA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,6,15,1,0,7,15,22
PAILON,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,6,22,2,7,8,29,37
PALCA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,8,33,4,14,12,47,59
PALOS BLANCOS,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,16,21,19,9,35,30,65
PAMPA AULLAGAS,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,2,0,1,0,3,0,3
PAPEL PAMPA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,0,4,0,1,0,5,5
PASORAPA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,0,0,0,2,0,2,2
PATACAMAYA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,7,5,155,22,162,27,189
PAZÑA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,1,3,0,2,1,5,6
PELECHUCO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,3,11,0,10,3,21,24
POCOATA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,8,17,1,12,9,29,38
POCONA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,0,3,1,4,1,7,8
POJO (CBBA),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,0,0,0,2,0,2,2
POOPO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,0,4,2,0,2,4,6
PORCO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,9,28,9,3,18,31,49
POROMA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,1,0,1,0,2,0,2
PORTACHUELO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,3,23,9,1,12,24,36
PORVENIR,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,1,4,11,15,12,19,31
POTOSI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,134,327,54,36,188,363,551
PRESTO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,2,3,3,4,5,7,12
PUCARA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,0,1,0,0,0,1,1
PUCARANI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,8,31,13,20,21,51,72
PUERTO ACOSTA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,0,9,2,6,2,15,17
PUERTO CARABUCO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,0,7,4,4,4,11,15
PUERTO GONZALO MORENO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,1,0,1,4,2,4,6
PUERTO PEREZ,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,2,8,1,1,3,9,12
PUERTO QUIJARRO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,11,7,0,0,11,7,18
PUERTO RICO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,0,2,0,2,0,4,4
PUERTO SILES,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,1,0,0,0,1,0,1
PUERTO SUAREZ,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,10,12,1,1,11,13,24
PUERTO VILLARROEL,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,14,46,4,6,18,52,70
PUNA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,1,19,1,9,2,28,30
PUNATA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,12,20,13,21,25,41,66
QUIABAYA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,0,4,0,0,0,4,4
QUILLACOLLO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,8,13,6,8,14,21,35
QUIME,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,5,9,0,0,5,9,14
RAQAYPAMPA(ETA),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,0,3,0,3,0,6,6
RAVELO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,0,14,3,11,3,25,28
REYES,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,1,25,0,0,1,25,26
RIBERALTA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,0,174,0,3,0,177,177
ROBORE,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,7,4,29,24,36,28,64
RURRENABAQUE,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,4,32,0,0,4,32,36
SABAYA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,1,0,0,4,1,4,5
SACABA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,40,150,19,12,59,162,221
SACABAMBA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,0,1,1,4,1,5,6
SACACA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,4,22,1,14,5,36,41
SALINAS DE GARCI MENDOZA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,1,16,6,11,7,27,34
SAN AGUSTIN,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,5,0,0,0,5,0,5
SAN ANDRES,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,11,12,0,0,11,12,23
SAN ANDRES DE MACHACA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,0,1,67,2,67,3,70
SAN ANTONIO DE LOMERIO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,1,5,0,0,1,5,6
SAN BENITO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,2,4,3,5,5,9,14
SAN BORJA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,7,43,410,48,417,91,508
SAN BUENA VENTURA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,4,11,3,1,7,12,19
SAN CARLOS,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,2,7,0,1,2,8,10
SAN IGNACIO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,8,33,3,3,11,36,47
SAN IGNACIO DE VELASCO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,0,1,0,0,0,1,1
SAN JAVIER(BNI),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,3,3,0,0,3,3,6
SAN JAVIER(STC),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,10,7,0,0,10,7,17
SAN JOAQUIN,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,80,28,69,0,149,28,177
SAN JOSE DE CHIQUITOS,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,2,4,99,40,101,44,145
SAN JUAN DE YAPACANI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,1,2,0,3,1,5,6
SAN JULIAN,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,22,80,301,55,323,135,458
SAN LORENZO(PND),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,4,4,2,14,6,18,24
SAN LORENZO(TJA),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,8,20,0,0,8,20,28
SAN LUCAS,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,2,8,0,3,2,11,13
SAN MATIAS,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,0,10,4,9,4,19,23
SAN MIGUEL DE VELASCO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,6,10,0,2,6,12,18
SAN PABLO DE LIPEZ,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,0,1,1,0,1,1,2
SAN PEDRO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,3,8,2,8,5,16,21
SAN PEDRO DE BUENA VISTA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,1,18,0,7,1,25,26
SAN PEDRO DE CURAHUARA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2018-01-01,2,5,0,0,2,5,7
