,group,variable,month,DT 3RA. DOSIS DE 7 A 49 AÑOS DENTRO,DT 3RA. DOSIS DE 7 A 49 AÑOS DENTRO,DT 3RA. DOSIS DE 7 A 49 AÑOS FUERA,DT 3RA. DOSIS DE 7 A 49 AÑOS FUERA,TOTALES,TOTALES,TOTALES
AYATA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,0,0,2,0,2,2
AYO AYO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,4,0,0,0,4,4
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,2,9,13,9,15,24
AZURDUY,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,1,0,5,0,6,6
BATALLAS,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,1,53,91,53,92,145
BAURES,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,2,5,0,0,2,5,7
BELLA FLOR,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,6,0,1,0,7,7
BERMEJO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,1,4,0,0,1,4,5
BETANZOS,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,1,19,3,19,4,23
BOYUIBE,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,1,0,0,0,1,1
BUENA VISTA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,2,7,1,0,3,7,10
CABEZAS,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,4,4,90,95,94,99,193
CAIROMA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,2,0,0,0,2,2
"CAIZA ""D""",otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,1,3,0,0,1,3,4
CAJUATA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,4,0,0,0,4,4
CALAMARCA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,1,0,0,0,1,1
CAMARGO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,1,2,0,5,1,7,8
CAMIRI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,12,7,3,1,15,8,23
CAPINOTA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,2,4,4,5,6,9,15
CARACOLLO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,2,5,2,1,4,6,10
CARANAVI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,3,38,0,1,3,39,42
CARAPARI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,5,7,0,0,5,7,12
CARMEN RIVERO TORREZ,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,2,0,0,0,2,0,2
CHALLAPATA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,2,8,0,5,2,13,15
CHARAGUA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,5,0,0,0,5,0,5
CHAYANTA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,1,0,0,0,1,1
CHIMORE,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,5,9,115,2,120,11,131
CHIPAYA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,1,0,0,0,1,0,1
CHUA COCANI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,1,0,0,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,1,14,0,0,1,14,15
CHUMA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,4,0,0,0,4,4
CKOCHAS,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,0,0,1,0,1,1
CLIZA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,3,2,9,12,12,14,26
COBIJA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,7,53,54,14,61,67,128
COCAPATA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,4,4,2,26,6,30,36
COCHABAMBA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,59,334,35,62,94,396,490
COLCAPIRHUA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,4,23,4,8,8,31,39
"COLCHA ""K""",otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,3,4,3,1,6,5,11
COLOMI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,3,11,0,2,3,13,16
COLPA BELGICA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,1,4,3,5,4,9,13
COLQUECHACA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,12,1,13,1,25,26
COLQUENCHA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,1,1,0,0,1,1,2
COLQUIRI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,4,1,7,2,11,3,14
COMARAPA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,4,0,0,0,4,4
CONCEPCION,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,5,10,9,9,14,19,33
COPACABANA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,0,0,2,0,2,2
CORIPATA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,7,0,0,0,7,7
COROICO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,2,0,0,0,2,2
CORQUE,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,2,1,3,1,5,6
COTAGAITA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,1,6,0,0,1,6,7
COTOCA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,42,76,5,1,47,77,124
CRUZ DE MACHACAMARCA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,1,0,1,0,2,2
CUATRO CAÑADAS,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,8,2,12,2,20,22
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,2,0,0,0,2,2
CUEVO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,1,0,4,0,5,0,5
CULPINA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,10,7,2,5,12,12,24
CURAHUARA DE CARANGAS,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,2,0,3,0,5,5
EL ALTO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,50,520,193,78,243,598,841
EL PUENTE(TJA),otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,3,0,1,0,4,4
EL TORNO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,2,5,0,0,2,5,7
EL VILLAR,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,0,0,3,0,3,3
ENTRE RIOS TRJ,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,8,8,2,7,10,15,25
ENTRE RIOS CBBA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,10,28,20,12,30,40,70
ESCOMA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,1,0,0,0,1,1
ESMERALDA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,0,0,3,0,3,3
EUCALIPTUS,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,2,0,0,0,2,2
EXALTACION,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,1,0,0,0,1,1
FERNANDEZ ALONSO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,1,6,0,4,1,10,11
FILADELFIA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,2,0,0,0,2,2
GENERAL SAAVEDRA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,1,0,0,0,1,1
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,1,0,4,0,5,5
GUANAY,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,1,0,4,1,5,1,6
GUAQUI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,0,0,3,0,3,3
GUAYARAMERIN,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,7,20,0,4,7,24,31
GUTIERREZ,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,1,0,0,0,1,1
HUACARETA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,2,7,1,1,3,8,11
HUACHACALLA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,1,0,0,0,1,1
HUANUNI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,8,0,8,0,16,16
HUARINA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,1,2,0,0,1,2,3
HUATAJATA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,7,0,0,0,7,7
ICHOCA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,1,0,0,0,1,1
ICLA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,1,1,0,0,1,1,2
INCAHUASI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,10,0,4,0,14,14
INQUISIVI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,1,0,0,3,1,3,4
IRUPANA (VILLA DE LANZA),otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,3,2,3,2,6,8
IXIAMAS,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,1,0,1,0,2,2
JESUS DE MACHACA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,1,0,0,0,1,1
LA ASUNTA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,9,16,14,13,23,29,52
LA GUARDIA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,91,110,41,36,132,146,278
LA PAZ,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,81,441,162,93,243,534,777
LAGUNILLAS,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,2,3,0,0,2,3,5
LAJA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,1,5,0,3,1,8,9
LICOMA PAMPA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,4,0,0,0,4,4
LLALLAGUA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,5,6,8,30,13,36,49
LORETO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,0,10,51,10,51,61
LURIBAY,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,0,0,3,0,3,3
MACHARETI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,2,0,0,0,2,2
MAGDALENA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,1,2,0,2,1,4,5
MAIRANA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,12,0,0,0,12,12
MAPIRI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,3,11,2,23,5,34,39
MECAPACA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,4,0,0,0,4,4
MINEROS,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,10,0,1,0,11,11
MIZQUE,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,1,8,0,4,1,12,13
MOJOCOYA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,4,1,0,0,4,1,5
MONTEAGUDO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,9,6,2,4,11,10,21
MONTERO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,5,105,12,62,17,167,184
MORO MORO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,2,0,0,0,2,2
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,4,2,10,6,14,8,22
NAZACARA DE PACAJES,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,1,0,0,0,1,1
OCURI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,7,0,0,0,7,7
OKINAWA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,1,10,0,1,1,11,12
OMEREQUE,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,1,1,0,2,1,3,4
ORURO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,21,103,78,9,99,112,211
PADILLA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,3,6,0,0,3,6,9
PAILON,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,8,16,9,7,17,23,40
PALCA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,5,0,2,0,7,7
PALOS BLANCOS,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,1,3,7,11,8,14,22
PAMPA AULLAGAS,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,1,0,0,0,1,1
PAPEL PAMPA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,1,0,1,0,2,2
PASORAPA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,1,0,3,5,4,5,9
PATACAMAYA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,0,14,58,14,58,72
PAZÑA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,0,1,1,1,1,2
POCOATA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,1,0,0,0,1,1
POCONA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,2,6,6,8,8,14,22
POJO (CBBA),otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,1,4,1,1,2,5,7
POOPO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,0,1,1,1,1,2
PORCO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,1,4,0,0,1,4,5
POROMA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,1,1,2,1,3,4
PORONGO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,1,0,0,0,1,1
PORTACHUELO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,12,0,0,0,12,12
PORVENIR,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,5,5,20,5,25,30
POTOSI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,33,73,8,16,41,89,130
PRESTO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,1,2,7,2,8,10
PUCARANI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,3,15,3,5,6,20,26
PUERTO ACOSTA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,1,0,0,0,1,1
PUERTO CARABUCO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,1,0,0,0,1,1
PUERTO QUIJARRO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,10,7,0,0,10,7,17
PUERTO RICO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,3,0,0,0,3,3
PUERTO SUAREZ,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,4,5,0,0,4,5,9
PUERTO VILLARROEL,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,9,22,6,5,15,27,42
PUNATA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,6,20,1,12,7,32,39
QUILLACOLLO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,41,46,83,86,124,132,256
QUIME,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,1,0,0,0,1,1
QUIRUSILLAS,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,0,2,0,2,0,2
RAQAYPAMPA(ETA),otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,14,1,9,1,23,24
RAVELO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,2,0,1,5,3,5,8
RIBERALTA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,2,27,0,2,2,29,31
ROBORE,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,2,3,6,3,8,11
RURRENABAQUE,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,4,87,0,87,4,91
SABAYA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,0,1,7,1,7,8
SACABA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,6,74,14,24,20,98,118
SACABAMBA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,0,0,3,0,3,3
SACACA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,1,0,3,0,4,4
SAIPINA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,1,2,0,2,1,4,5
SALINAS DE GARCI MENDOZA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,1,8,0,6,1,14,15
SAMAIPATA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,3,1,2,0,5,1,6
SAN AGUSTIN,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,4,0,0,0,4,0,4
SAN ANDRES,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,3,5,0,0,3,5,8
SAN BENITO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,2,1,0,1,2,2,4
SAN BORJA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,1,13,1,6,2,19,21
SAN BUENA VENTURA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,3,3,2,3,5,6,11
SAN CARLOS,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,4,20,0,0,4,20,24
SAN IGNACIO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,8,6,7,6,15,21
SAN IGNACIO DE VELASCO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,10,37,2,5,12,42,54
SAN JAVIER(STC),otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,1,0,0,0,1,1
SAN JOAQUIN,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,1,0,0,0,1,1
SAN JOSE DE CHIQUITOS,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,1,8,12,15,13,23,36
SAN JUAN DE YAPACANI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,2,0,0,0,2,0,2
SAN JULIAN,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,16,33,7,15,23,48,71
SAN LORENZO(PND),otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,4,8,8,8,12,20
SAN LORENZO(TJA),otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,3,5,1,0,4,5,9
SAN LUCAS,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,4,0,0,0,4,4
SAN MATIAS,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,9,8,2,6,11,14,25
SAN MIGUEL DE VELASCO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,4,6,2,0,6,6,12
SAN PABLO DE LIPEZ,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,2,0,0,0,2,2
SAN PEDRO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,3,0,0,0,3,3
SAN PEDRO DE BUENA VISTA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,1,0,0,0,1,1
SAN PEDRO DE CURAHUARA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,1,0,0,0,1,1
SAN PEDRO DE TIQUINA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,1,0,0,0,1,1
SAN PEDRO(PND),otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,1,0,0,1,1,1,2
SAN RAFAEL,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,0,0,1,0,1,1
SAN RAMON SCZ,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,8,0,1,0,9,9
SANTA CRUZ DE LA SIERRA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,326,817,59,57,385,874,1259
SANTA ROSA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,5,0,0,0,5,5
SANTA ROSA DEL SARA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,1,11,1,2,2,13,15
SANTIAGO DE HUARI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,1,0,0,0,1,1
SANTIAGO DE MACHACA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,0,5,0,5,0,5
SANTIVAÑES,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,0,46,0,46,0,46
SENA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,6,0,0,0,6,6
SHINAOTA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,4,1,1,0,5,1,6
SICA SICA (VILLA AROMA),otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,1,3,0,0,1,3,4
SIPE SIPE,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,1,15,0,4,1,19,20
SORACACHI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,1,0,1,0,2,2
SORATA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,1,4,2,7,3,11,14
SUCRE,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,63,95,3,14,66,109,175
TACACHI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,0,1,0,1,0,1
TACACOMA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,1,0,2,0,3,3
TACOPAYA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,2,0,6,0,8,8
TAPACARI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,3,3,3,1,6,4,10
TARABUCO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,1,0,0,0,1,1
TARATA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,1,2,1,0,2,2,4
TARIJA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,24,47,51,7,75,54,129
TARVITA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,1,5,1,0,2,5,7
TEOPONTE,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,16,1,0,1,16,17
TIAWANACU,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,5,1,0,1,5,6
TIPUANI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,1,1,2,9,3,10,13
TIQUIPAYA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,27,27,0,10,27,37,64
TIRAQUE (CBBA),otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,3,11,1,2,4,13,17
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,1,0,0,0,1,0,1
TOCO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2018-01-01,0,3,1,1,1,4,5
