,group,variable,month,HEPATITIS B 3RA. DOSIS TRABAJADORES DE SALUD DENTRO,HEPATITIS B 3RA. DOSIS TRABAJADORES DE SALUD DENTRO,HEPATITIS B 3RA. DOSIS TRABAJADORES DE SALUD FUERA,HEPATITIS B 3RA. DOSIS TRABAJADORES DE SALUD FUERA,TOTALES,TOTALES,TOTALES
COLQUECHACA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-01-01,0,1,0,0,0,1,1
COMARAPA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-01-01,4,8,0,0,4,8,12
COTOCA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-01-01,0,1,0,0,0,1,1
CUEVO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-01-01,1,0,0,0,1,0,1
EL ALTO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-01-01,8,16,0,0,8,16,24
EL PUENTE(STC),otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-01-01,1,2,0,0,1,2,3
EL TORNO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-01-01,4,7,0,0,4,7,11
ENTRE RIOS TRJ,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-01-01,0,2,0,0,0,2,2
ENTRE RIOS CBBA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-01-01,0,2,0,0,0,2,2
GENERAL SAAVEDRA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-01-01,2,2,1,1,3,3,6
GUAYARAMERIN,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-01-01,1,2,0,0,1,2,3
HUANUNI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-01-01,0,0,0,1,0,1,1
LA GUARDIA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-01-01,0,3,0,0,0,3,3
LA PAZ,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-01-01,22,9,6,7,28,16,44
MAIRANA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-01-01,1,6,0,0,1,6,7
MONTERO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-01-01,1,1,3,10,4,11,15
MORO MORO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-01-01,1,1,0,0,1,1,2
OCURI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-01-01,1,0,0,0,1,0,1
ORURO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-01-01,0,5,0,11,0,16,16
PAMPA GRANDE,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-01-01,0,3,0,0,0,3,3
POOPO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-01-01,0,3,0,0,0,3,3
POTOSI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-01-01,1,5,0,0,1,5,6
PRESTO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-01-01,0,1,0,0,0,1,1
QUILLACOLLO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-01-01,4,9,0,0,4,9,13
RAQAYPAMPA(ETA),otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-01-01,1,0,0,0,1,0,1
RAVELO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-01-01,1,3,0,0,1,3,4
ROBORE,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-01-01,0,1,1,0,1,1,2
RURRENABAQUE,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-01-01,0,1,0,0,0,1,1
SACABA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-01-01,1,1,0,0,1,1,2
SAIPINA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-01-01,1,0,0,0,1,0,1
SAMAIPATA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-01-01,8,7,0,0,8,7,15
SAN BUENA VENTURA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-01-01,2,3,0,0,2,3,5
SAN IGNACIO DE VELASCO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-01-01,0,1,0,0,0,1,1
SAN JULIAN,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-01-01,1,3,0,0,1,3,4
SAN LORENZO(TJA),otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-01-01,1,2,0,0,1,2,3
SAN MIGUEL DE VELASCO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-01-01,0,5,0,0,0,5,5
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-01-01,17,41,0,0,17,41,58
SANTA ROSA DEL SARA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-01-01,0,2,0,0,0,2,2
SUCRE,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-01-01,3,13,0,0,3,13,16
TACOPAYA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-01-01,0,2,0,0,0,2,2
TAPACARI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-01-01,0,1,0,0,0,1,1
TARABUCO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-01-01,0,2,0,0,0,2,2
TARATA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-01-01,0,1,0,0,0,1,1
TARIJA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-01-01,4,5,5,2,9,7,16
TARVITA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-01-01,1,0,0,0,1,0,1
TIRAQUE (CBBA),otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-01-01,0,2,0,0,0,2,2
TOCO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-01-01,0,1,0,0,0,1,1
TOLATA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-01-01,0,1,0,0,0,1,1
TRINIDAD,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-01-01,2,4,0,0,2,4,6
TUPIZA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-01-01,0,2,0,0,0,2,2
URUBICHA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-01-01,0,2,0,0,0,2,2
UYUNI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-01-01,1,9,0,1,1,10,11
VACAS,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-01-01,3,2,0,0,3,2,5
VALLEGRANDE,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-01-01,0,1,0,0,0,1,1
VILLA MONTES,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-01-01,0,1,0,0,0,1,1
VILLA SERRANO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-01-01,1,0,0,0,1,0,1
VILLA TUNARI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-01-01,8,14,0,0,8,14,22
VILLAZON,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-01-01,0,1,0,0,0,1,1
VITICHI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-01-01,1,3,0,0,1,3,4
YACUIBA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-01-01,0,3,0,0,0,3,3
YAPACANI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-01-01,1,1,0,0,1,1,2
ALCALA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-02-01,1,0,0,0,1,0,1
ARQUE,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-02-01,0,2,0,0,0,2,2
BAURES,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-02-01,0,1,0,0,0,1,1
BERMEJO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-02-01,3,4,0,0,3,4,7
CABEZAS,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-02-01,0,1,0,0,0,1,1
CAIROMA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-02-01,0,1,0,0,0,1,1
"CAIZA ""D""",otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-02-01,1,0,0,0,1,0,1
CAMIRI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-02-01,0,2,0,0,0,2,2
CAPINOTA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-02-01,0,1,0,0,0,1,1
CAQUIAVIRI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-02-01,0,1,0,0,0,1,1
CARANAVI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-02-01,0,1,0,0,0,1,1
CARAPARI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-02-01,2,1,0,0,2,1,3
CHALLAPATA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-02-01,1,1,0,0,1,1,2
CHIMORE,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-02-01,2,1,0,0,2,1,3
CLIZA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-02-01,0,6,0,0,0,6,6
COBIJA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-02-01,1,0,0,0,1,0,1
COCHABAMBA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-02-01,8,4,0,0,8,4,12
COLOMI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-02-01,1,2,0,0,1,2,3
COLQUENCHA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-02-01,0,2,0,0,0,2,2
COMARAPA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-02-01,1,2,0,0,1,2,3
CORIPATA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-02-01,1,0,0,0,1,0,1
CORO CORO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-02-01,1,2,0,0,1,2,3
COTOCA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-02-01,1,0,0,0,1,0,1
EL ALTO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-02-01,14,19,2,1,16,20,36
EL PUENTE(STC),otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-02-01,1,1,0,0,1,1,2
EL TORNO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-02-01,1,2,3,2,4,4,8
ENTRE RIOS TRJ,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-02-01,0,2,0,0,0,2,2
FERNANDEZ ALONSO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-02-01,0,1,0,0,0,1,1
GUTIERREZ,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-02-01,0,0,0,1,0,1,1
HUARACAJE,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-02-01,1,1,0,0,1,1,2
HUARINA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-02-01,1,1,0,0,1,1,2
HUAYLLAMARCA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-02-01,1,3,0,0,1,3,4
LA GUARDIA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-02-01,3,3,0,0,3,3,6
LA PAZ,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-02-01,106,24,13,26,119,50,169
LLALLAGUA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-02-01,0,1,0,0,0,1,1
LURIBAY,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-02-01,2,1,0,0,2,1,3
MONTEAGUDO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-02-01,0,10,0,0,0,10,10
MONTERO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-02-01,2,19,0,0,2,19,21
MORO MORO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-02-01,1,1,0,0,1,1,2
ORURO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-02-01,1,15,1,1,2,16,18
PAILON,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-02-01,0,0,0,3,0,3,3
PALOS BLANCOS,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-02-01,0,1,0,0,0,1,1
PAMPA GRANDE,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-02-01,0,1,0,0,0,1,1
POJO (CBBA),otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-02-01,1,0,0,0,1,0,1
PORVENIR,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-02-01,0,0,0,2,0,2,2
POTOSI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-02-01,2,1,0,0,2,1,3
PUERTO SUAREZ,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-02-01,1,0,0,0,1,0,1
PUERTO VILLARROEL,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-02-01,2,0,0,0,2,0,2
PUNA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-02-01,0,0,2,1,2,1,3
QUILLACOLLO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-02-01,0,2,0,0,0,2,2
RURRENABAQUE,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-02-01,0,3,0,0,0,3,3
SACABA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-02-01,1,4,0,0,1,4,5
SACABAMBA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-02-01,0,2,0,0,0,2,2
SACACA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-02-01,3,4,0,0,3,4,7
SAMAIPATA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-02-01,3,3,0,0,3,3,6
SAN BENITO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-02-01,0,1,0,0,0,1,1
SAN IGNACIO DE VELASCO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-02-01,1,0,0,0,1,0,1
SAN JUAN DE YAPACANI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-02-01,1,0,0,0,1,0,1
SAN JULIAN,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-02-01,6,6,0,0,6,6,12
SAN PEDRO DE QUEMES,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-02-01,1,1,0,0,1,1,2
SAN PEDRO DE TIQUINA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-02-01,2,1,0,0,2,1,3
SANTA ANA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-02-01,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-02-01,200,594,0,0,200,594,794
SANTIAGO DE HUARI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-02-01,0,1,0,0,0,1,1
SHINAOTA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-02-01,0,1,0,0,0,1,1
SORATA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-02-01,0,1,0,0,0,1,1
SUCRE,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-02-01,0,5,0,0,0,5,5
TARABUCO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-02-01,0,1,0,0,0,1,1
TARATA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-02-01,1,5,0,0,1,5,6
TARIJA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-02-01,1,7,1,1,2,8,10
TARVITA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-02-01,2,2,0,0,2,2,4
TIRAQUE (CBBA),otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-02-01,1,1,0,0,1,1,2
TOLATA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-02-01,1,0,0,0,1,0,1
TOMINA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-02-01,0,1,0,0,0,1,1
TOTORA(CBBA),otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-02-01,0,1,0,0,0,1,1
TRIGAL,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-02-01,0,2,0,0,0,2,2
TRINIDAD,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-02-01,2,6,0,0,2,6,8
UYUNI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-02-01,0,2,1,0,1,2,3
VACAS,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-02-01,0,1,0,0,0,1,1
VILLA TUNARI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-02-01,0,2,0,0,0,2,2
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-02-01,0,1,0,0,0,1,1
VILLAZON,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-02-01,0,3,0,0,0,3,3
WARNES,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-02-01,0,6,0,0,0,6,6
YACUIBA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-02-01,0,1,0,0,0,1,1
YAPACANI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-02-01,0,1,1,4,1,5,6
ACHACACHI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-03-01,1,0,0,0,1,0,1
AIQUILE,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-03-01,1,2,0,0,1,2,3
ALALAY,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-03-01,0,1,0,0,0,1,1
ANCORAIMES,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-03-01,0,1,0,0,0,1,1
ANZALDO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-03-01,1,2,0,0,1,2,3
ARBIETO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-03-01,1,6,0,0,1,6,7
ARQUE,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-03-01,0,2,0,0,0,2,2
ATOCHA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-03-01,0,1,0,0,0,1,1
AYATA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-03-01,1,2,0,0,1,2,3
BELEN DE ANDAMARCA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-03-01,1,0,0,0,1,0,1
BELLA FLOR,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-03-01,0,2,0,0,0,2,2
BERMEJO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-03-01,1,5,0,0,1,5,6
BETANZOS,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-03-01,2,0,0,0,2,0,2
BOLIVAR,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-03-01,1,1,0,0,1,1,2
BOYUIBE,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-03-01,1,0,0,0,1,0,1
CABEZAS,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-03-01,0,0,2,0,2,0,2
"CAIZA ""D""",otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-03-01,3,1,0,0,3,1,4
CAMARGO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-03-01,1,0,0,0,1,0,1
CAMIRI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-03-01,0,2,0,0,0,2,2
CAPINOTA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-03-01,3,2,0,0,3,2,5
CARACOLLO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-03-01,1,1,0,0,1,1,2
CARANAVI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-03-01,0,0,0,1,0,1,1
CHAQUI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-03-01,0,1,0,0,0,1,1
CLIZA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-03-01,3,1,0,0,3,1,4
COBIJA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-03-01,0,2,0,0,0,2,2
COCHABAMBA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-03-01,61,46,0,0,61,46,107
"COLCHA ""K""",otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-03-01,1,0,0,0,1,0,1
COMARAPA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-03-01,1,4,0,0,1,4,5
COROICO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-03-01,1,22,0,0,1,22,23
COTAGAITA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-03-01,1,5,0,0,1,5,6
COTOCA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-03-01,1,1,0,0,1,1,2
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-03-01,2,0,0,0,2,0,2
CUEVO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-03-01,0,2,0,0,0,2,2
EL ALTO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-03-01,6,34,0,6,6,40,46
EL PUENTE(TJA),otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-03-01,0,1,0,0,0,1,1
EL TORNO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-03-01,2,3,0,0,2,3,5
ENTRE RIOS TRJ,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-03-01,0,2,0,0,0,2,2
EXALTACION,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-03-01,0,5,0,0,0,5,5
FERNANDEZ ALONSO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-03-01,2,1,0,0,2,1,3
GUANAY,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-03-01,0,1,0,0,0,1,1
GUAYARAMERIN,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-03-01,0,2,0,0,0,2,2
GUTIERREZ,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-03-01,1,0,2,0,3,0,3
HUACHACALLA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-03-01,1,1,0,0,1,1,2
ICHOCA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-03-01,2,0,0,0,2,0,2
INQUISIVI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-03-01,0,1,0,0,0,1,1
LA GUARDIA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-03-01,4,8,0,0,4,8,12
LA PAZ,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-03-01,185,103,1,3,186,106,292
LA RIVERA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-03-01,0,1,0,0,0,1,1
LAS CARRERAS,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-03-01,7,13,0,0,7,13,20
LLALLAGUA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-03-01,0,2,7,36,7,38,45
MACHACAMARCA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-03-01,0,1,0,0,0,1,1
MAIRANA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-03-01,1,5,0,0,1,5,6
MINEROS,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-03-01,4,12,0,0,4,12,16
MIZQUE,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-03-01,1,3,0,0,1,3,4
MONTEAGUDO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-03-01,2,14,0,0,2,14,16
MONTERO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-03-01,10,31,0,0,10,31,41
MORO MORO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-03-01,0,1,0,0,0,1,1
ORURO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-03-01,11,23,17,1,28,24,52
PAILON,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-03-01,1,1,0,0,1,1,2
PALCA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2018-03-01,0,1,0,0,0,1,1
