,group,variable,month,DT 5TA. DOSIS DE 7 A 49 AÑOS DENTRO,DT 5TA. DOSIS DE 7 A 49 AÑOS DENTRO,DT 5TA. DOSIS DE 7 A 49 AÑOS FUERA,DT 5TA. DOSIS DE 7 A 49 AÑOS FUERA,TOTALES,TOTALES,TOTALES
BETANZOS,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,0,1,5,0,5,1,6
BOYUIBE,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,1,2,0,0,1,2,3
BUENA VISTA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,6,11,1,11,7,22,29
CABEZAS,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,2,3,5,4,7,7,14
"CAIZA ""D""",otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,0,1,0,0,0,1,1
CAJUATA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,0,1,0,0,0,1,1
CALAMARCA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,0,1,0,0,0,1,1
CAMARGO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,1,1,0,0,1,1,2
CAMIRI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,6,6,1,8,7,14,21
CAPINOTA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,0,2,1,4,1,6,7
CARACOLLO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,1,1,0,1,1,2,3
CARANAVI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,1,2,0,0,1,2,3
CARAPARI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,3,0,0,0,3,0,3
CARMEN RIVERO TORREZ,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,1,1,0,0,1,1,2
CHALLAPATA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,0,1,0,0,0,1,1
CHARAGUA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,0,0,0,10,0,10,10
CHAYANTA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,0,1,0,0,0,1,1
CHIMORE,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,1,2,0,0,1,2,3
CHUMA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,0,1,0,0,0,1,1
CLIZA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,2,1,3,4,5,5,10
COBIJA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,0,11,24,3,24,14,38
COCAPATA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,0,0,0,2,0,2,2
COCHABAMBA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,12,73,19,19,31,92,123
COLCAPIRHUA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,1,13,6,10,7,23,30
"COLCHA ""K""",otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,0,3,6,6,6,9,15
COLOMI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,1,3,0,0,1,3,4
COLPA BELGICA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,2,5,1,4,3,9,12
COLQUENCHA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,0,1,0,0,0,1,1
COMARAPA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,0,1,0,0,0,1,1
CONCEPCION,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,1,3,0,3,1,6,7
CORIPATA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,0,1,0,0,0,1,1
CORQUE,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,0,0,0,1,0,1,1
COTAGAITA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,0,2,0,2,0,4,4
COTOCA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,3,16,0,3,3,19,22
CUATRO CAÑADAS,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,0,11,1,4,1,15,16
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,0,1,0,0,0,1,1
CUEVO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,1,0,0,0,1,0,1
CULPINA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,1,6,0,0,1,6,7
CURAHUARA DE CARANGAS,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,1,3,0,0,1,3,4
EL ALTO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,30,196,6,24,36,220,256
EL TORNO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,15,22,7,16,22,38,60
EL VILLAR,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,0,0,2,8,2,8,10
ENTRE RIOS TRJ,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,1,0,0,0,1,0,1
ENTRE RIOS CBBA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,5,7,0,3,5,10,15
FERNANDEZ ALONSO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,1,1,0,0,1,1,2
FILADELFIA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,0,2,0,1,0,3,3
GENERAL SAAVEDRA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,0,2,0,0,0,2,2
GUANAY,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,0,0,0,1,0,1,1
GUAQUI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,0,0,0,1,0,1,1
GUTIERREZ,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,2,0,1,0,3,0,3
HUACARETA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,1,2,2,4,3,6,9
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,0,1,0,0,0,1,1
HUANUNI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,0,0,0,2,0,2,2
HUARINA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,0,5,0,0,0,5,5
ICLA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,1,0,0,0,1,0,1
INCAHUASI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,0,2,0,5,0,7,7
INQUISIVI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,0,5,0,0,0,5,5
IRUPANA (VILLA DE LANZA),otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,0,2,0,1,0,3,3
IXIAMAS,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,0,1,0,0,0,1,1
JESUS DE MACHACA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,1,4,0,0,1,4,5
LA ASUNTA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,0,5,0,0,0,5,5
LA GUARDIA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,5,32,13,28,18,60,78
LA PAZ,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,14,80,3,5,17,85,102
LAGUNILLAS,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,6,1,0,0,6,1,7
LAJA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,0,1,0,1,0,2,2
LAS CARRERAS,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,1,1,0,0,1,1,2
LLALLAGUA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,2,1,5,8,7,9,16
LLICA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,67,59,0,0,67,59,126
MACHACAMARCA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,0,1,0,0,0,1,1
MACHARETI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,0,1,3,2,3,3,6
MAGDALENA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,1,0,0,0,1,0,1
MIZQUE,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,2,2,1,1,3,3,6
MOCOMOCO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,1,0,0,0,1,0,1
MONTEAGUDO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,6,4,3,7,9,11,20
MONTERO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,1,16,0,5,1,21,22
MORO MORO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,1,1,0,0,1,1,2
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,2,0,4,4,6,4,10
OCURI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,0,1,0,0,0,1,1
OKINAWA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,0,5,0,3,0,8,8
OMEREQUE,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,0,1,1,1,1,2,3
ORURO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,11,24,1,5,12,29,41
PADILLA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,7,1,2,10,9,11,20
PAILON,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,9,11,6,1,15,12,27
PALCA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,0,0,2,0,2,0,2
PALOS BLANCOS,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,0,0,0,3,0,3,3
PAMPA GRANDE,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,0,0,0,1,0,1,1
PASORAPA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,0,2,0,0,0,2,2
PATACAMAYA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,0,0,2,11,2,11,13
POCOATA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,0,1,0,0,0,1,1
POCONA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,2,1,0,1,2,2,4
POOPO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,0,1,0,1,0,2,2
PORCO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,0,2,0,0,0,2,2
POROMA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,0,2,0,3,0,5,5
PORONGO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,1,8,3,3,4,11,15
PORTACHUELO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,2,7,0,0,2,7,9
PORVENIR,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,0,2,5,6,5,8,13
POTOSI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,9,20,0,0,9,20,29
PRESTO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,4,8,5,34,9,42,51
PUCARANI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,0,1,0,0,0,1,1
PUERTO CARABUCO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,1,0,0,0,1,0,1
PUERTO GONZALO MORENO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,0,1,0,0,0,1,1
PUERTO QUIJARRO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,3,3,0,0,3,3,6
PUERTO RICO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,0,1,0,0,0,1,1
PUERTO SUAREZ,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,1,1,0,0,1,1,2
PUERTO VILLARROEL,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,2,17,1,2,3,19,22
PUNA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,0,0,0,3,0,3,3
PUNATA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,2,7,0,2,2,9,11
QUILLACOLLO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,15,22,5,4,20,26,46
QUIME,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,0,1,0,0,0,1,1
QUIRUSILLAS,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,0,0,0,1,0,1,1
RAQAYPAMPA(ETA),otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,0,0,0,1,0,1,1
RAVELO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,0,1,3,1,3,2,5
REYES,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,0,1,0,0,0,1,1
RIBERALTA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,0,2,0,1,0,3,3
ROBORE,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,0,5,5,2,5,7,12
RURRENABAQUE,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,0,5,0,0,0,5,5
SACABA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,4,11,0,1,4,12,16
SALINAS DE GARCI MENDOZA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,1,1,0,1,1,2,3
SAMAIPATA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,0,3,2,2,2,5,7
SAN ANTONIO DE LOMERIO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,0,6,0,1,0,7,7
SAN BENITO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,1,0,0,0,1,0,1
SAN CARLOS,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,3,5,0,2,3,7,10
SAN IGNACIO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,1,0,0,0,1,0,1
SAN IGNACIO DE VELASCO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,2,6,0,3,2,9,11
SAN JOSE DE CHIQUITOS,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,2,3,6,7,8,10,18
SAN JULIAN,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,2,11,3,7,5,18,23
SAN LORENZO(TJA),otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,2,2,0,0,2,2,4
SAN LUCAS,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,0,5,5,11,5,16,21
SAN MATIAS,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,3,13,0,2,3,15,18
SAN MIGUEL DE VELASCO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,1,13,0,0,1,13,14
SAN PEDRO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,0,1,0,0,0,1,1
SAN PEDRO DE TIQUINA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,0,1,0,0,0,1,1
SAN PEDRO(PND),otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,0,0,0,1,0,1,1
SAN RAFAEL,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,0,1,0,2,0,3,3
SAN RAMON SCZ,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,0,2,0,0,0,2,2
SANTA ANA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,85,191,6,24,91,215,306
SANTA ROSA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,0,1,0,0,0,1,1
SANTA ROSA DEL SARA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,3,7,0,2,3,9,12
SANTIVAÑES,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,1,1,0,0,1,1,2
SHINAOTA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,0,1,0,0,0,1,1
SIPE SIPE,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,0,1,0,0,0,1,1
SOPACHUY,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,0,0,0,2,0,2,2
SORATA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,0,3,0,1,0,4,4
SUCRE,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,22,47,4,10,26,57,83
TACACOMA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,2,1,0,0,2,1,3
TAPACARI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,2,0,0,0,2,0,2
TARABUCO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,0,3,0,0,0,3,3
TARIJA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,8,40,0,5,8,45,53
TARVITA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,0,0,0,3,0,3,3
TIAWANACU,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,0,3,0,0,0,3,3
TIQUIPAYA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,11,20,0,1,11,21,32
TIRAQUE (CBBA),otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,0,1,0,0,0,1,1
TOLATA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,0,2,0,1,0,3,3
TOLEDO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,1,0,0,0,1,0,1
TOMINA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,0,1,0,0,0,1,1
TORO TORO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,0,3,0,0,0,3,3
TOTORA(CBBA),otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,0,4,0,1,0,5,5
TRIGAL,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,0,0,1,0,1,0,1
TRINIDAD,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,1,13,0,0,1,13,14
TUPIZA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,1,9,1,2,2,11,13
UMALA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,0,1,0,0,0,1,1
UNCIA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,1,0,0,0,1,0,1
URIONDO (A. CONCEPCION),otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,1,3,0,0,1,3,4
URUBICHA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,0,1,12,1,12,2,14
UYUNI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,7,3,0,0,7,3,10
VACAS,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,0,1,0,1,0,2,2
VALLEGRANDE,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,0,4,2,3,2,7,9
VIACHA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,1,6,0,0,1,6,7
VILA VILA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,0,0,0,3,0,3,3
VILLA MONTES,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,2,0,0,0,2,0,2
VILLA RIVERO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,0,1,0,1,0,2,2
VILLA SERRANO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,1,1,9,27,10,28,38
VILLA TUNARI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,1,4,0,1,1,5,6
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,0,2,0,0,0,2,2
VILLAZON,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,2,22,0,1,2,23,25
VINTO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,1,10,2,2,3,12,15
WARNES,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,5,20,3,9,8,29,37
YACUIBA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,3,5,1,0,4,5,9
YANACACHI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,0,1,0,0,0,1,1
YAPACANI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,3,9,0,3,3,12,15
YOTALA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,2,1,2,2,4,3,7
YUNCHARA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-01-01,0,1,0,0,0,1,1
ACHACACHI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-02-01,0,1,0,0,0,1,1
AIQUILE,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-02-01,0,2,2,0,2,2,4
ALCALA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-02-01,0,1,0,0,0,1,1
ANDAMARCA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-02-01,0,1,0,0,0,1,1
ANZALDO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-02-01,0,0,0,2,0,2,2
APOLO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-02-01,0,3,0,0,0,3,3
ARAMPAMPA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-02-01,1,0,0,0,1,0,1
ARANI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-02-01,0,0,0,1,0,1,1
ARBIETO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-02-01,0,3,0,0,0,3,3
ASCENCION DE GUARAYOS,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-02-01,0,8,0,0,0,8,8
ATOCHA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-02-01,2,1,0,1,2,2,4
AYATA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-02-01,0,0,26,0,26,0,26
AYO AYO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-02-01,1,0,1,2,2,2,4
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-02-01,0,5,1,7,1,12,13
BAURES,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-02-01,0,1,0,0,0,1,1
BELEN DE URMIRI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-02-01,0,0,0,1,0,1,1
BELLA FLOR,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-02-01,0,0,1,1,1,1,2
BOLPEBRA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-02-01,0,1,0,1,0,2,2
BOYUIBE,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-02-01,1,0,1,0,2,0,2
BUENA VISTA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-02-01,1,8,6,2,7,10,17
CABEZAS,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-02-01,2,3,3,4,5,7,12
CAMARGO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-02-01,2,11,0,0,2,11,13
CAMIRI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-02-01,2,8,1,4,3,12,15
CAPINOTA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-02-01,0,1,2,7,2,8,10
CARAPARI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-02-01,1,0,3,0,4,0,4
CARIPUYO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-02-01,0,0,0,7,0,7,7
CARMEN RIVERO TORREZ,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-02-01,1,0,0,0,1,0,1
CHALLAPATA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2018-02-01,0,2,0,0,0,2,2
