,group,variable,month,DT 2DA. DOSIS DE 7 A 49 AÑOS DENTRO,DT 2DA. DOSIS DE 7 A 49 AÑOS DENTRO,DT 2DA. DOSIS DE 7 A 49 AÑOS FUERA,DT 2DA. DOSIS DE 7 A 49 AÑOS FUERA,TOTALES,TOTALES,TOTALES
AYATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,0,0,1,2,1,2,3
AYO AYO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,1,9,0,0,1,9,10
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,3,8,17,13,20,21,41
AZURDUY,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,0,3,0,0,0,3,3
BATALLAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,0,3,138,180,138,183,321
BAURES,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,1,1,0,0,1,1,2
BELEN DE ANDAMARCA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,1,0,0,0,1,0,1
BELLA FLOR,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,1,2,0,1,1,3,4
BERMEJO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,3,32,0,0,3,32,35
BETANZOS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,5,12,25,28,30,40,70
BOYUIBE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,2,1,0,0,2,1,3
BUENA VISTA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,3,3,1,9,4,12,16
CABEZAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,4,9,23,3,27,12,39
CAIROMA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,0,1,1,0,1,1,2
"CAIZA ""D""",otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,0,6,0,0,0,6,6
CAJUATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,0,9,0,0,0,9,9
CALACOTO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,0,0,0,2,0,2,2
CALAMARCA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,0,6,0,0,0,6,6
CAMARGO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,1,4,0,0,1,4,5
CAMIRI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,12,21,36,56,48,77,125
CAPINOTA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,4,5,0,0,4,5,9
CAQUIAVIRI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,1,4,0,0,1,4,5
CARACOLLO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,1,5,2,2,3,7,10
CARANAVI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,7,66,0,6,7,72,79
CARAPARI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,3,15,0,0,3,15,18
CARIPUYO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,0,0,0,1,0,1,1
CARMEN RIVERO TORREZ,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,2,2,0,0,2,2,4
CHALLAPATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,0,14,0,3,0,17,17
CHAQUI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,0,5,0,1,0,6,6
CHARAGUA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,1,3,0,0,1,3,4
CHARAÑA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,0,0,9,0,9,0,9
CHAYANTA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,0,6,0,1,0,7,7
CHIMORE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,9,18,39,2,48,20,68
CHUA COCANI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,0,1,0,0,0,1,1
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,3,10,0,3,3,13,16
CHUMA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,0,7,1,0,1,7,8
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,0,2,0,0,0,2,2
CKOCHAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,6,6,0,3,6,9,15
CLIZA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,2,1,11,15,13,16,29
COBIJA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,13,48,24,13,37,61,98
COCAPATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,1,4,11,20,12,24,36
COCHABAMBA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,151,579,39,73,190,652,842
COLCAPIRHUA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,8,24,6,7,14,31,45
"COLCHA ""K""",otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,20,9,1,2,21,11,32
COLLANA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,0,1,0,0,0,1,1
COLOMI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,8,15,0,0,8,15,23
COLPA BELGICA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,1,20,2,5,3,25,28
COLQUECHACA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,0,35,0,11,0,46,46
COLQUENCHA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,0,4,0,0,0,4,4
COLQUIRI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,5,14,10,18,15,32,47
COMARAPA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,0,6,0,1,0,7,7
CONCEPCION,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,2,2,0,0,2,2,4
COPACABANA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,0,1,0,1,0,2,2
CORIPATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,1,17,1,0,2,17,19
CORO CORO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,0,6,0,0,0,6,6
COROICO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,0,9,0,0,0,9,9
CORQUE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,1,1,8,1,9,2,11
COTAGAITA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,3,9,3,4,6,13,19
COTOCA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,5,32,0,0,5,32,37
CRUZ DE MACHACAMARCA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,0,0,0,1,0,1,1
CUATRO CAÑADAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,4,9,18,34,22,43,65
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,1,0,0,0,1,0,1
CUEVO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,1,3,0,2,1,5,6
CULPINA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,2,3,0,0,2,3,5
CURAHUARA DE CARANGAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,0,1,0,0,0,1,1
DESAGUADERO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,1,5,0,3,1,8,9
EL ALTO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,108,729,50,72,158,801,959
EL CHORO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,1,2,0,0,1,2,3
EL PUENTE(STC),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,0,4,0,0,0,4,4
EL PUENTE(TJA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,0,0,1,2,1,2,3
EL VILLAR,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,2,4,0,1,2,5,7
ENTRE RIOS TRJ,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,11,2,4,0,15,2,17
ENTRE RIOS CBBA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,8,65,1,3,9,68,77
ESCOMA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,0,2,0,0,0,2,2
ESMERALDA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,0,0,1,1,1,1,2
EUCALIPTUS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,0,7,1,1,1,8,9
EXALTACION,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,0,5,0,0,0,5,5
FERNANDEZ ALONSO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,1,13,0,5,1,18,19
FILADELFIA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,0,2,0,0,0,2,2
GENERAL SAAVEDRA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,0,7,0,0,0,7,7
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,0,0,0,2,0,2,2
GUANAY,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,5,7,2,7,7,14,21
GUAQUI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,0,2,0,2,0,4,4
GUAYARAMERIN,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,6,67,0,0,6,67,73
GUTIERREZ,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,1,6,0,1,1,7,8
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,1,0,0,0,1,0,1
HUACHACALLA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,1,0,0,0,1,0,1
HUANUNI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,16,19,6,12,22,31,53
HUARACAJE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,0,3,0,0,0,3,3
HUARINA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,1,3,0,0,1,3,4
HUATAJATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,1,6,0,0,1,6,7
HUMANATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,0,0,7,2,7,2,9
ICHOCA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,0,0,0,5,0,5,5
ICLA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,1,1,0,0,1,1,2
INCAHUASI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,1,5,0,1,1,6,7
INGAVI (HUMAITA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,0,2,0,0,0,2,2
INQUISIVI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,0,0,1,4,1,4,5
IRUPANA (VILLA DE LANZA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,1,4,3,6,4,10,14
IXIAMAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,3,6,0,2,3,8,11
LA ASUNTA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,5,21,0,8,5,29,34
LA GUARDIA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,0,2,2,2,2,4,6
LA PAZ,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,131,636,195,360,326,996,1322
LAGUNILLAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,1,1,1,1,2,2,4
LAJA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,2,12,0,4,2,16,18
LICOMA PAMPA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,0,2,0,0,0,2,2
LLALLAGUA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,13,21,19,30,32,51,83
LLICA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,0,1,0,0,0,1,1
LORETO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,0,0,22,45,22,45,67
LURIBAY,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,0,1,2,4,2,5,7
MACHACAMARCA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,0,2,0,0,0,2,2
MACHARETI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,0,1,0,0,0,1,1
MAGDALENA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,1,5,1,3,2,8,10
MAIRANA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,1,11,0,0,1,11,12
MALLA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,1,4,1,2,2,6,8
MAPIRI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,17,41,2,18,19,59,78
MECAPACA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,0,4,0,1,0,5,5
MINEROS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,0,10,0,2,0,12,12
MIZQUE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,1,3,0,0,1,3,4
MOCOMOCO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,0,5,0,1,0,6,6
MOJINETE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,0,0,0,2,0,2,2
MONTEAGUDO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,6,4,2,3,8,7,15
MONTERO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,10,184,12,33,22,217,239
MORO MORO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,0,0,1,0,1,0,1
NAZACARA DE PACAJES,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,0,1,0,0,0,1,1
OCURI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,1,3,0,0,1,3,4
OKINAWA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,2,8,0,0,2,8,10
OMEREQUE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,0,3,1,3,1,6,7
ORURO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,38,180,85,57,123,237,360
PADCAYA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,1,12,0,0,1,12,13
PADILLA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,1,1,1,1,2,2,4
PAILON,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,4,12,3,6,7,18,25
PALCA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,2,20,0,22,2,42,44
PALOS BLANCOS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,2,8,4,4,6,12,18
PAMPA AULLAGAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,1,2,0,3,1,5,6
PAMPA GRANDE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,1,1,0,0,1,1,2
PAPEL PAMPA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,0,3,0,1,0,4,4
PASORAPA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,0,1,7,1,7,2,9
PATACAMAYA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,3,3,103,213,106,216,322
PAZÑA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,0,5,1,3,1,8,9
PELECHUCO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,0,2,0,0,0,2,2
POCOATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,1,10,0,8,1,18,19
POCONA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,0,1,13,5,13,6,19
POJO (CBBA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,9,2,1,0,10,2,12
POOPO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,0,5,1,0,1,5,6
PORCO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,0,15,0,0,0,15,15
PORTACHUELO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,1,17,36,0,37,17,54
PORVENIR,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,0,3,11,8,11,11,22
POTOSI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,70,211,41,22,111,233,344
PRESTO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,0,0,0,3,0,3,3
PUCARANI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,9,19,2,9,11,28,39
PUERTO ACOSTA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,0,1,0,0,0,1,1
PUERTO PEREZ,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,0,1,0,2,0,3,3
PUERTO QUIJARRO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,15,7,0,0,15,7,22
PUERTO RICO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,2,6,0,0,2,6,8
PUERTO SILES,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,0,1,0,0,0,1,1
PUERTO SUAREZ,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,13,12,0,2,13,14,27
PUERTO VILLARROEL,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,8,43,5,4,13,47,60
PUNA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,0,6,0,5,0,11,11
PUNATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,8,16,9,12,17,28,45
QUIABAYA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,0,3,0,0,0,3,3
QUILLACOLLO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,31,20,9,12,40,32,72
QUIME,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,0,4,0,0,0,4,4
RAQAYPAMPA(ETA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,0,5,1,3,1,8,9
RAVELO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,0,7,23,33,23,40,63
REYES,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,0,13,0,0,0,13,13
RIBERALTA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,2,119,0,5,2,124,126
ROBORE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,18,8,28,8,46,16,62
RURRENABAQUE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,4,27,0,3,4,30,34
SABAYA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,0,2,0,2,0,4,4
SACABA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,18,103,11,11,29,114,143
SACABAMBA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,0,1,0,2,0,3,3
SACACA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,8,8,2,22,10,30,40
SAIPINA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,0,2,0,0,0,2,2
SALINAS DE GARCI MENDOZA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,1,1,5,8,6,9,15
SAMAIPATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,2,2,0,0,2,2,4
SAN AGUSTIN,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,0,0,3,0,3,0,3
SAN ANDRES,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,2,5,0,0,2,5,7
SAN ANTONIO DE LOMERIO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,4,12,0,2,4,14,18
SAN BENITO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,0,3,0,2,0,5,5
SAN BORJA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,12,46,12,4,24,50,74
SAN BUENA VENTURA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,3,13,1,0,4,13,17
SAN CARLOS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,4,11,0,0,4,11,15
SAN IGNACIO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,6,31,4,4,10,35,45
SAN IGNACIO DE VELASCO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,0,1,0,0,0,1,1
SAN JAVIER(BNI),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,0,3,0,0,0,3,3
SAN JAVIER(STC),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,2,7,0,0,2,7,9
SAN JOAQUIN,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,250,27,0,0,250,27,277
SAN JOSE DE CHIQUITOS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,0,3,24,30,24,33,57
SAN JUAN DE YAPACANI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,2,0,0,1,2,1,3
SAN JULIAN,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,23,66,7,12,30,78,108
SAN LORENZO(PND),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,0,0,2,5,2,5,7
SAN LORENZO(TJA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,3,12,2,2,5,14,19
SAN LUCAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,0,0,0,1,0,1,1
SAN MATIAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,9,13,2,6,11,19,30
SAN MIGUEL DE VELASCO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,2,8,1,0,3,8,11
SAN PABLO DE LIPEZ,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,0,5,3,1,3,6,9
SAN PEDRO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,0,4,0,0,0,4,4
SAN PEDRO DE BUENA VISTA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,0,15,0,4,0,19,19
SAN PEDRO DE CURAHUARA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,0,2,0,0,0,2,2
SAN PEDRO DE QUEMES,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,0,0,0,6,0,6,6
SAN PEDRO DE TIQUINA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,1,8,0,4,1,12,13
SAN PEDRO(PND),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,0,0,1,1,1,1,2
SAN RAFAEL,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,0,11,0,1,0,12,12
SAN RAMON BENI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,0,4,0,0,0,4,4
SAN RAMON SCZ,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,1,6,0,0,1,6,7
SANTA ANA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,7,19,0,7,7,26,33
SANTA CRUZ DE LA SIERRA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,464,1267,157,168,621,1435,2056
SANTA ROSA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,2,3,0,0,2,3,5
SANTA ROSA DEL SARA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,8,25,1,3,9,28,37
SANTIAGO DE CALLAPA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,2,2,0,3,2,5,7
SANTIAGO DE HUARI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,0,3,2,8,2,11,13
SANTIAGO DE HUATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-01-01,1,1,0,0,1,1,2
