municipality,group,variable,month,Adultos(as) mayores de 60 años que reciben Complemento Nutricional,TOTAL
CABEZAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,420,420
CAIROMA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,396,396
"CAIZA ""D""",micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,748,748
CAJUATA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,107,107
CALACOTO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,712,712
CALAMARCA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,394,394
CAMARGO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,391,391
CAMATAQUI (C. VILLA ABECIA),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,223,223
CAMIRI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,741,741
CAPINOTA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,649,649
CAQUIAVIRI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,712,712
CARACOLLO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,436,436
CARANAVI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,716,716
CARANGAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,25,25
CARAPARI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,462,462
CARIPUYO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,579,579
CARMEN RIVERO TORREZ,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,120,120
CATACORA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,121,121
CHACARILLA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,159,159
CHALLAPATA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,1265,1265
CHAQUI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,969,969
CHARAGUA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,516,516
CHARAÑA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,28,28
CHAYANTA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,66,66
CHIMORE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,378,378
CHIPAYA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,96,96
CHOQUE COTA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,70,70
CHUA COCANI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,66,66
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,32,32
CHUMA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,760,760
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,119,119
CKOCHAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,889,889
CLIZA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,677,677
COBIJA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,652,652
COCAPATA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,466,466
COCHABAMBA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,8608,8608
COIPASA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,15,15
COLCAPIRHUA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,775,775
"COLCHA ""K""",micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,566,566
COLLANA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,115,115
COLOMI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,649,649
COLPA BELGICA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,52,52
COLQUECHACA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,691,691
COLQUENCHA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,238,238
COLQUIRI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,414,414
COMANCHE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,165,165
COMARAPA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,6,6
COMBAYA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,204,204
CONCEPCION,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,2,2
COPACABANA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,130,130
CORIPATA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,248,248
CORO CORO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,436,436
COROICO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,96,96
CORQUE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,455,455
COTAGAITA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,1324,1324
COTOCA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,214,214
CRUZ DE MACHACAMARCA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,25,25
CUATRO CAÑADAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,388,388
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,123,123
CUEVO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,159,159
CULPINA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,343,343
CURAHUARA DE CARANGAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,225,225
CURVA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,71,71
DESAGUADERO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,92,92
EL ALTO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,1757,1757
EL CHORO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,202,202
EL PUENTE(STC),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,266,266
EL PUENTE(TJA),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,449,449
EL TORNO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,816,816
EL VILLAR,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,211,211
ENTRE RIOS TRJ,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,370,370
ENTRE RIOS CBBA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,589,589
ESCARA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,28,28
ESCOMA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,156,156
ESMERALDA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,75,75
EUCALIPTUS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,195,195
EXALTACION,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,4,4
FERNANDEZ ALONSO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,228,228
FILADELFIA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,84,84
GAIOC JATUN AYLLU YURA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,155,155
GENERAL SAAVEDRA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,171,171
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,346,346
GUANAY,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,186,186
GUAQUI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,295,295
GUAYARAMERIN,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,388,388
HUACARETA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,2,2
HUACAYA (VILLA DE HUACAYA),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,116,116
HUACHACALLA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,67,67
HUANUNI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,291,291
HUARINA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,298,298
HUATAJATA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,57,57
HUAYLLAMARCA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,287,287
HUMANATA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,228,228
ICHOCA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,379,379
ICLA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,41,41
INCAHUASI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,432,432
INGAVI (HUMAITA),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,28,28
INQUISIVI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,200,200
IRUPANA (VILLA DE LANZA),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,277,277
IXIAMAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,47,47
JESUS DE MACHACA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,538,538
LA ASUNTA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,383,383
LA GUARDIA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,104,104
LA PAZ,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,6250,6250
LA RIVERA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,14,14
LAGUNILLAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,13,13
LAJA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,511,511
LAS CARRERAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,51,51
LICOMA PAMPA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,107,107
LLALLAGUA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,697,697
LLICA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,172,172
LORETO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,15,15
LURIBAY,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,408,408
MACHACAMARCA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,175,175
MACHARETI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,301,301
MAIRANA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,67,67
MALLA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,156,156
MAPIRI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,130,130
MECAPACA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,125,125
MINEROS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,338,338
MIZQUE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,1148,1148
MOCOMOCO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,775,775
MOJINETE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,45,45
MOJOCOYA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,83,83
MONTEAGUDO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,502,502
MONTERO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,1669,1669
MOROCHATA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,499,499
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,42,42
OCURI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,758,758
OKINAWA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,206,206
OMEREQUE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,175,175
ORURO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,2071,2071
PAILON,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,244,244
PALCA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,550,550
PALOS BLANCOS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,148,148
PAMPA AULLAGAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,84,84
PAMPA GRANDE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,218,218
PAPEL PAMPA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,375,375
PASORAPA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,304,304
PATACAMAYA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,433,433
PAZÑA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,108,108
PELECHUCO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,126,126
POCOATA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,1840,1840
POCONA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,566,566
POJO (CBBA),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,234,234
POOPO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,174,174
PORCO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,123,123
POROMA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,968,968
PORONGO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,390,390
PORTACHUELO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,152,152
PORVENIR,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,105,105
POSTRER VALLE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,2,2
POTOSI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,1873,1873
PRESTO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,603,603
PUCARANI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,938,938
PUERTO ACOSTA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,521,521
PUERTO CARABUCO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,750,750
PUERTO GONZALO MORENO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,141,141
PUERTO PEREZ,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,357,357
PUERTO QUIJARRO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,305,305
PUERTO VILLARROEL,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,846,846
PUNA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,1797,1797
PUNATA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,897,897
QUIABAYA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,94,94
QUILLACOLLO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,3188,3188
QUIME,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,190,190
QUIRUSILLAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,71,71
RAQAYPAMPA(ETA),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,321,321
RAVELO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,1847,1847
REYES,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,59,59
RIBERALTA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,499,499
ROBORE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,349,349
RURRENABAQUE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,387,387
SABAYA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,178,178
SACABA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,3832,3832
SACABAMBA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,344,344
SACACA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,1143,1143
SAIPINA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,150,150
SALINAS DE GARCI MENDOZA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,509,509
SAMAIPATA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,266,266
SAN AGUSTIN,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,69,69
SAN ANDRES,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,81,81
SAN ANDRES DE MACHACA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,367,367
SAN ANTONIO DE ESMORUCO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,46,46
SAN ANTONIO DE LOMERIO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,124,124
SAN BENITO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,703,703
SAN BORJA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,397,397
SAN BUENA VENTURA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,31,31
SAN CARLOS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,50,50
SAN IGNACIO DE VELASCO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,1374,1374
SAN JOSE DE CHIQUITOS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,4,4
SAN JULIAN,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,1138,1138
SAN LORENZO(PND),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,34,34
SAN LORENZO(TJA),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,185,185
SAN LUCAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,1923,1923
SAN MIGUEL DE VELASCO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,241,241
SAN PABLO DE LIPEZ,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,139,139
SAN PEDRO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,241,241
SAN PEDRO DE BUENA VISTA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,1870,1870
SAN PEDRO DE CURAHUARA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,101,101
SAN PEDRO DE MACHA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,1313,1313
SAN PEDRO DE QUEMES,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,27,27
SAN PEDRO DE TIQUINA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,311,311
SAN RAFAEL,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,147,147
SAN RAMON BENI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,63,63
SAN RAMON SCZ,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,2,2
SANTA ANA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,1,1
SANTA CRUZ DE LA SIERRA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,19728,19728
SANTA ROSA DEL SARA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,486,486
SANTIAGO DE CALLAPA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,592,592
SANTIAGO DE HUARI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,568,568
SANTIAGO DE HUATA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,399,399
SANTIAGO DE MACHACA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,294,294
SANTIVAÑES,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,159,159
SANTUARIO DE QUILLACAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,249,249
SAPAHAQUI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,353,353
SENA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,84,84
SHINAOTA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,547,547
SICA SICA (VILLA AROMA),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,479,479
SICAYA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,264,264
SIPE SIPE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2023-01-01,1546,1546
