municipality,group,variable,month,Nacidos muertos con peso menor a 2500g,TOTAL
COLQUECHACA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-02-01,1,1
CULPINA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-02-01,1,1
EL ALTO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-02-01,11,11
INCAHUASI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-02-01,1,1
LA GUARDIA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-02-01,4,4
LA PAZ,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-02-01,19,19
LLALLAGUA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-02-01,1,1
MAGDALENA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-02-01,1,1
MONTERO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-02-01,2,2
ORURO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-02-01,10,10
POTOSI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-02-01,6,6
PUERTO VILLARROEL,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-02-01,1,1
PUNATA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-02-01,2,2
QUILLACOLLO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-02-01,1,1
RIBERALTA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-02-01,5,5
SAN BENITO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-02-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-02-01,4,4
SAN LUCAS,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-02-01,1,1
SAN MATIAS,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-02-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-02-01,6,6
SUCRE,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-02-01,7,7
TARIJA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-02-01,2,2
TRINIDAD,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-02-01,2,2
VILLAZON,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-02-01,1,1
WARNES,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-02-01,2,2
YACUIBA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-02-01,1,1
YAPACANI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-02-01,3,3
BERMEJO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-03-01,1,1
CAMARGO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-03-01,1,1
CAMIRI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-03-01,1,1
CHALLAPATA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-03-01,1,1
COBIJA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-03-01,1,1
COCHABAMBA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-03-01,12,12
COROICO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-03-01,2,2
EL ALTO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-03-01,5,5
GUAYARAMERIN,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-03-01,1,1
LA PAZ,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-03-01,10,10
MAGDALENA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-03-01,1,1
MIZQUE,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-03-01,1,1
MONTERO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-03-01,1,1
OCURI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-03-01,1,1
ORURO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-03-01,8,8
PAMPA GRANDE,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-03-01,1,1
POTOSI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-03-01,6,6
PUERTO SUAREZ,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-03-01,1,1
RIBERALTA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-03-01,4,4
SAN IGNACIO DE VELASCO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-03-01,1,1
SAN JOSE DE CHIQUITOS,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-03-01,1,1
SAN MATIAS,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-03-01,2,2
SAN PEDRO DE BUENA VISTA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-03-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-03-01,4,4
SUCRE,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-03-01,2,2
TIPUANI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-03-01,1,1
TRINIDAD,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-03-01,3,3
VILLA MONTES,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-03-01,2,2
VILLAZON,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-03-01,1,1
YACUIBA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-03-01,4,4
YAPACANI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-03-01,1,1
YOTALA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-03-01,1,1
BERMEJO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-04-01,1,1
BETANZOS,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-04-01,2,2
CAMIRI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-04-01,1,1
CARANAVI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-04-01,2,2
CARIPUYO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-04-01,1,1
CHALLAPATA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-04-01,3,3
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-04-01,2,2
CLIZA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-04-01,1,1
COCHABAMBA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-04-01,22,22
COLCAPIRHUA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-04-01,1,1
COMARAPA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-04-01,1,1
CONCEPCION,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-04-01,1,1
COTAGAITA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-04-01,1,1
COTOCA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-04-01,1,1
CULPINA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-04-01,1,1
EL ALTO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-04-01,9,9
FERNANDEZ ALONSO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-04-01,2,2
GUAYARAMERIN,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-04-01,1,1
LA PAZ,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-04-01,11,11
MAPIRI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-04-01,1,1
MONTERO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-04-01,6,6
ORURO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-04-01,6,6
PALOS BLANCOS,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-04-01,1,1
PORTACHUELO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-04-01,1,1
POTOSI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-04-01,1,1
PUERTO QUIJARRO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-04-01,1,1
PUERTO SUAREZ,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-04-01,1,1
PUNA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-04-01,1,1
PUNATA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-04-01,1,1
ROBORE,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-04-01,2,2
SAN JAVIER(STC),atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-04-01,1,1
SAN JUAN DE YAPACANI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-04-01,7,7
SAN MATIAS,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-04-01,1,1
SAN RAMON,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-04-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-04-01,6,6
SUCRE,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-04-01,6,6
TARIJA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-04-01,3,3
TINGUIPAYA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-04-01,3,3
TIRAQUE (CBBA),atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-04-01,1,1
TORO TORO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-04-01,1,1
TRINIDAD,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-04-01,3,3
TUPIZA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-04-01,1,1
VILLA SERRANO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-04-01,1,1
VILLAZON,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-04-01,2,2
YACUIBA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-04-01,1,1
ZUDAÑEZ,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-04-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-05-01,2,2
BERMEJO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-05-01,2,2
BUENA VISTA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-05-01,2,2
CAMIRI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-05-01,1,1
CARANAVI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-05-01,4,4
CHALLAPATA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-05-01,1,1
CHARAGUA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-05-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-05-01,1,1
COBIJA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-05-01,1,1
COCHABAMBA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-05-01,23,23
COMARAPA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-05-01,1,1
CONCEPCION,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-05-01,1,1
COROICO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-05-01,1,1
EL ALTO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-05-01,13,13
ENTRE RIOS,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-05-01,1,1
GUANAY,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-05-01,1,1
GUAYARAMERIN,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-05-01,2,2
HUARACAJE,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-05-01,2,2
ICLA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-05-01,1,1
LA PAZ,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-05-01,8,8
LLALLAGUA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-05-01,1,1
MONTERO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-05-01,1,1
ORURO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-05-01,3,3
POCOATA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-05-01,1,1
POOPO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-05-01,1,1
POTOSI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-05-01,14,14
PUERTO SUAREZ,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-05-01,1,1
PUNATA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-05-01,1,1
QUILLACOLLO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-05-01,1,1
RIBERALTA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-05-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-05-01,1,1
SUCRE,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-05-01,5,5
TARABUCO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-05-01,1,1
TARIJA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-05-01,2,2
TARVITA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-05-01,1,1
TRINIDAD,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-05-01,2,2
TUPIZA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-05-01,1,1
TURCO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-05-01,1,1
UNCIA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-05-01,3,3
UYUNI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-05-01,7,7
VALLEGRANDE,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-05-01,1,1
VILLA TUNARI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-05-01,2,2
VILLAZON,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-05-01,2,2
VITICHI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-05-01,3,3
ASCENCION DE GUARAYOS,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-06-01,1,1
CALAMARCA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-06-01,1,1
CAMARGO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-06-01,1,1
CAMIRI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-06-01,1,1
CARANAVI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-06-01,1,1
COBIJA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-06-01,1,1
COCHABAMBA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-06-01,9,9
CONCEPCION,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-06-01,1,1
EL ALTO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-06-01,4,4
ENTRE RIOS,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-06-01,1,1
IXIAMAS,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-06-01,1,1
LA GUARDIA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-06-01,1,1
LA PAZ,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-06-01,16,16
ORURO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-06-01,7,7
PADILLA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-06-01,1,1
POTOSI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-06-01,8,8
PUERTO VILLARROEL,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-06-01,1,1
PUNATA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-06-01,1,1
QUILLACOLLO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-06-01,2,2
REYES,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-06-01,1,1
RIBERALTA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-06-01,1,1
RURRENABAQUE,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-06-01,1,1
SACABA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-06-01,1,1
SAN BORJA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-06-01,1,1
SAN CARLOS,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-06-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-06-01,4,4
SAN LORENZO(TJA),atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-06-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-06-01,17,17
SUCRE,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-06-01,2,2
TARABUCO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-06-01,1,1
TARIJA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-06-01,2,2
TIAWANACU,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-06-01,2,2
TOMAVE,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-06-01,1,1
TRINIDAD,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-06-01,1,1
VILLAZON,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-06-01,1,1
WARNES,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-06-01,3,3
YAMPARAEZ,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-06-01,1,1
BERMEJO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-07-01,1,1
CAMARGO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-07-01,1,1
CAMIRI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-07-01,1,1
CARANAVI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-07-01,3,3
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-07-01,1,1
COBIJA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-07-01,1,1
COCHABAMBA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-07-01,24,24
CONCEPCION,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-07-01,2,2
COTAGAITA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-07-01,1,1
EL ALTO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-07-01,7,7
ENTRE RIOS,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-07-01,1,1
GUAYARAMERIN,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-07-01,1,1
LA PAZ,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-07-01,21,21
MONTEAGUDO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-07-01,1,1
MONTERO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-07-01,1,1
ORURO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-07-01,8,8
POTOSI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-07-01,2,2
PUERTO VILLARROEL,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-07-01,1,1
PUNATA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-07-01,1,1
QUILLACOLLO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-07-01,1,1
RIBERALTA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-07-01,1,1
SAN CARLOS,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-07-01,1,1
SAN IGNACIO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-07-01,30,30
SAN IGNACIO DE VELASCO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-07-01,1,1
SAN JULIAN,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-07-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-07-01,0,0
SUCRE,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-07-01,6,6
TARIJA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-07-01,1,1
TRINIDAD,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-07-01,4,4
UYUNI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-07-01,1,1
VILLA TUNARI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-07-01,4,4
ARAMPAMPA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-08-01,1,1
BERMEJO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-08-01,1,1
BUENA VISTA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-08-01,2,2
CARANAVI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-08-01,1,1
CHALLAPATA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-08-01,1,1
CHARAGUA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-08-01,1,1
COCHABAMBA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-08-01,18,18
COLCAPIRHUA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-08-01,1,1
COMARAPA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-08-01,2,2
COROICO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-08-01,2,2
EL ALTO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-08-01,9,9
EL TORNO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-08-01,1,1
GUANAY,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-08-01,1,1
GUAYARAMERIN,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-08-01,1,1
LA GUARDIA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-08-01,2,2
LA PAZ,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-08-01,15,15
MINEROS,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-08-01,1,1
MONTERO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-08-01,1,1
ORURO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-08-01,2,2
PADILLA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-08-01,1,1
POTOSI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-08-01,143,143
PUERTO ACOSTA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-08-01,1,1
PUERTO SUAREZ,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-08-01,1,1
PUNATA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-08-01,2,2
QUILLACOLLO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-08-01,1,1
RAVELO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-08-01,1,1
RIBERALTA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-08-01,3,3
SAN CARLOS,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-08-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-08-01,1,1
SAN JOSE DE CHIQUITOS,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-08-01,3,3
SAN JULIAN,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-08-01,1,1
SAN LUCAS,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-08-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2009-08-01,1,1
