municipality,group,variable,month,Partos atendidos por proveedor calificado,TOTAL
RAQAYPAMPA(ETA),atencion de partos en servicios,partos atendidos por proveedor calificado,2020-01-01,2,2
RAVELO,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-01-01,3,3
RIBERALTA,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-01-01,234,234
RURRENABAQUE,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-01-01,6,6
SACABA,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-01-01,237,237
SACABAMBA,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-01-01,1,1
SACACA,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-01-01,13,13
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-01-01,7,7
SAMAIPATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-01-01,7,7
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-01-01,7,7
SAN BORJA,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-01-01,56,56
SAN BUENA VENTURA,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-01-01,17,17
SAN IGNACIO,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-01-01,21,21
SAN IGNACIO DE VELASCO,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-01-01,109,109
SAN LORENZO(PND),atencion de partos en servicios,partos atendidos por proveedor calificado,2020-01-01,1,1
SAN LORENZO(TJA),atencion de partos en servicios,partos atendidos por proveedor calificado,2020-01-01,7,7
SAN LUCAS,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-01-01,11,11
SAN MIGUEL DE VELASCO,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-01-01,11,11
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-01-01,6,6
SAN PEDRO DE CURAHUARA,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-01-01,3,3
SAN RAFAEL,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-01-01,3,3
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-01-01,2223,2223
SANTA ROSA,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-01-01,10,10
SANTA ROSA DEL SARA,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-01-01,4,4
SANTIAGO DE HUARI,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-01-01,1,1
SANTIAGO DE HUATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-01-01,1,1
SANTIAGO DE MACHACA,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-01-01,1,1
SANTIVAÑES,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-01-01,4,4
SANTUARIO DE QUILLACAS,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-01-01,1,1
SAPAHAQUI,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-01-01,2,2
SENA,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-01-01,4,4
SHINAOTA,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-01-01,35,35
SICA SICA (VILLA AROMA),atencion de partos en servicios,partos atendidos por proveedor calificado,2020-01-01,8,8
SICAYA,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-01-01,2,2
SIPE SIPE,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-01-01,40,40
SOPACHUY,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-01-01,6,6
SORATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-01-01,9,9
SUCRE,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-01-01,421,421
TACACOMA,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-01-01,4,4
TACOBAMBA,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-01-01,1,1
TACOPAYA,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-01-01,2,2
TAPACARI,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-01-01,3,3
TARABUCO,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-01-01,6,6
TARACO,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-01-01,2,2
TARATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-01-01,2,2
TARIJA,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-01-01,356,356
TARVITA,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-01-01,9,9
TEOPONTE,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-01-01,3,3
TIAHUANACU,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-01-01,6,6
TINGUIPAYA,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-01-01,3,3
TIPUANI,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-01-01,3,3
TIQUIPAYA,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-01-01,87,87
TIRAQUE (CBBA),atencion de partos en servicios,partos atendidos por proveedor calificado,2020-01-01,24,24
TOCO,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-01-01,4,4
TOLATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-01-01,1,1
TOLEDO,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-01-01,3,3
TOMAVE,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-01-01,2,2
TOMINA,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-01-01,4,4
TORO TORO,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-01-01,3,3
TOTORA(CBBA),atencion de partos en servicios,partos atendidos por proveedor calificado,2020-01-01,20,20
TOTORA(ORR),atencion de partos en servicios,partos atendidos por proveedor calificado,2020-01-01,1,1
TRINIDAD,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-01-01,267,267
TUPIZA,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-01-01,47,47
TURCO,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-01-01,2,2
UNCIA,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-01-01,24,24
UYUNI,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-01-01,27,27
VACAS,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-01-01,4,4
VALLEGRANDE,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-01-01,9,9
VIACHA,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-01-01,55,55
VILA VILA,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-01-01,1,1
VILLA CHARCAS,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-01-01,1,1
VILLA MONTES,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-01-01,65,65
VILLA RIVERO,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-01-01,2,2
VILLA SERRANO,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-01-01,9,9
VILLA TUNARI,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-01-01,98,98
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicios,partos atendidos por proveedor calificado,2020-01-01,1,1
VILLAZON,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-01-01,57,57
VINTO,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-01-01,34,34
VITICHI,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-01-01,4,4
WALDO BALLIVIAN,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-01-01,2,2
WARNES,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-01-01,71,71
YACO,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-01-01,2,2
YACUIBA,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-01-01,191,191
YAMPARAEZ,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-01-01,3,3
YANACACHI,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-01-01,2,2
YOTALA,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-01-01,7,7
ZUDAÑEZ,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-01-01,9,9
ACACIO,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-02-01,1,1
ACHACACHI,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-02-01,24,24
ACHOCALLA,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-02-01,2,2
AIQUILE,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-02-01,26,26
ALALAY,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-02-01,1,1
ALTO BENI,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-02-01,5,5
ANCORAIMES,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-02-01,2,2
ANDAMARCA,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-02-01,1,1
ANTEQUERA,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-02-01,2,2
ANZALDO,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-02-01,1,1
APOLO,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-02-01,11,11
ARANI,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-02-01,3,3
ARBIETO,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-02-01,8,8
ARQUE,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-02-01,2,2
ATOCHA,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-02-01,3,3
AYATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-02-01,1,1
AYO AYO,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-02-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,partos atendidos por proveedor calificado,2020-02-01,15,15
AZURDUY,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-02-01,2,2
BATALLAS,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-02-01,4,4
BAURES,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-02-01,1,1
BERMEJO,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-02-01,51,51
BETANZOS,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-02-01,17,17
BOYUIBE,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-02-01,5,5
CABEZAS,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-02-01,19,19
CAIROMA,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-02-01,5,5
"CAIZA ""D""",atencion de partos en servicios,partos atendidos por proveedor calificado,2020-02-01,3,3
CAJUATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-02-01,11,11
CALAMARCA,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-02-01,3,3
CAMARGO,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-02-01,16,16
CAMIRI,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-02-01,35,35
CAPINOTA,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-02-01,10,10
CARACOLLO,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-02-01,9,9
CARANAVI,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-02-01,62,62
CARAPARI,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-02-01,2,2
CHALLAPATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-02-01,47,47
CHAQUI,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-02-01,2,2
CHARAGUA,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-02-01,30,30
CHAYANTA,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-02-01,3,3
CHIMORE,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-02-01,19,19
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,partos atendidos por proveedor calificado,2020-02-01,18,18
CHUMA,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-02-01,2,2
CKOCHAS,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-02-01,4,4
COBIJA,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-02-01,104,104
COCAPATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-02-01,7,7
COCHABAMBA,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-02-01,1364,1364
COLCAPIRHUA,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-02-01,24,24
COLOMI,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-02-01,22,22
COLQUECHACA,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-02-01,15,15
COLQUIRI,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-02-01,8,8
CONCEPCION,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-02-01,43,43
COPACABANA,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-02-01,5,5
CORIPATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-02-01,5,5
CORO CORO,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-02-01,1,1
COROICO,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-02-01,14,14
CORQUE,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-02-01,1,1
COTAGAITA,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-02-01,4,4
COTOCA,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-02-01,77,77
CULPINA,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-02-01,16,16
DESAGUADERO,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-02-01,2,2
EL ALTO,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-02-01,1220,1220
EL PUENTE(STC),atencion de partos en servicios,partos atendidos por proveedor calificado,2020-02-01,7,7
EL PUENTE(TJA),atencion de partos en servicios,partos atendidos por proveedor calificado,2020-02-01,3,3
EL TORNO,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-02-01,101,101
ENTRE RIOS TRJ,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-02-01,7,7
ENTRE RIOS CBBA,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-02-01,19,19
ESCOMA,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-02-01,3,3
EUCALIPTUS,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-02-01,1,1
FERNANDEZ ALONSO,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-02-01,1,1
FILADELFIA,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-02-01,5,5
GENERAL SAAVEDRA,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-02-01,1,1
GUANAY,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-02-01,12,12
GUAQUI,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-02-01,1,1
HUACARETA,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-02-01,3,3
HUANUNI,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-02-01,22,22
HUARINA,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-02-01,2,2
HUATAJATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-02-01,1,1
ICLA,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-02-01,3,3
INCAHUASI,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-02-01,6,6
INQUISIVI,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-02-01,2,2
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,partos atendidos por proveedor calificado,2020-02-01,1,1
IXIAMAS,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-02-01,2,2
JESUS DE MACHACA,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-02-01,1,1
LA ASUNTA,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-02-01,38,38
LA GUARDIA,atencion de partos en servicios,partos atendidos por proveedor calificado,2020-02-01,46,46
