municipality,group,variable,month,Partos atendidos por personal de salud calificado,TOTAL
FERNANDEZ ALONSO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,6,6
GENERAL SAAVEDRA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,9,9
GUAYARAMERIN,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,6,6
GUTIERREZ,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,8,8
HUACARETA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,5,5
HUARACAJE,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,2,2
HUATAJATA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,1,1
HUAYLLAMARCA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,2,2
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,7,7
IXIAMAS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,2,2
JESUS DE MACHACA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,1,1
LA ASUNTA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,6,6
LA GUARDIA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,2,2
LA PAZ,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,9,9
LAJA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,2,2
LLALLAGUA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,1,1
MAGDALENA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,14,14
MAPIRI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,3,3
MECAPACA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,5,5
MINEROS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,11,11
MIZQUE,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,3,3
MOJINETE,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,1,1
MONTERO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,81,81
MORO MORO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,2,2
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,1,1
OKINAWA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,9,9
ORURO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,64,64
PADCAYA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,4,4
PADILLA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,1,1
PAILON,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,27,27
PALCA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,1,1
PALOS BLANCOS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,7,7
PAMPA GRANDE,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,7,7
PAPEL PAMPA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,2,2
PASORAPA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,3,3
PAZÑA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,1,1
POCONA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,11,11
POJO (CBBA),atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,1,1
PORCO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,5,5
POROMA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,2,2
POSTRER VALLE,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,1,1
POTOSI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,1,1
PUCARA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,1,1
PUCARANI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,1,1
PUERTO ACOSTA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,2,2
PUERTO CARABUCO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,1,1
PUERTO QUIJARRO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,22,22
PUERTO SUAREZ,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,34,34
PUNA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,2,2
PUNATA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,8,8
RAVELO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,1,1
REYES,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,12,12
ROBORE,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,24,24
RURRENABAQUE,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,28,28
SABAYA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,6,6
SACABA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,1,1
SACABAMBA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,1,1
SACACA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,4,4
SAIPINA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,5,5
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,1,1
SAN ANDRES,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,3,3
SAN BORJA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,6,6
SAN BUENA VENTURA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,2,2
SAN CARLOS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,31,31
SAN IGNACIO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,3,3
SAN IGNACIO DE VELASCO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,20,20
SAN JAVIER(BNI),atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,2,2
SAN JAVIER(STC),atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,26,26
SAN JOAQUIN,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,4,4
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,26,26
SAN JUAN DE YAPACANI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,3,3
SAN JULIAN,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,49,49
SAN LUCAS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,15,15
SAN MATIAS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,16,16
SAN PEDRO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,6,6
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,4,4
SAN PEDRO DE TIQUINA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,2,2
SAN RAMON BENI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,8,8
SAN RAMON SCZ,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,9,9
SANTA ANA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,32,32
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,907,907
SANTA ROSA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,2,2
SANTA ROSA DEL SARA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,1,1
SANTIAGO DE HUARI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,1,1
SAPAHAQUI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,1,1
SHINAOTA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,1,1
SICA SICA (VILLA AROMA),atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,5,5
SOPACHUY,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,1,1
SORACACHI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,1,1
SUCRE,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,107,107
TACOBAMBA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,1,1
TACOPAYA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,1,1
TAPACARI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,3,3
TARABUCO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,1,1
TARACO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,1,1
TARATA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,3,3
TARVITA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,5,5
TEOPONTE,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,2,2
TIAHUANACU,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,1,1
TINGUIPAYA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,3,3
TOCO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,1,1
TOMINA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,5,5
TORO TORO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,1,1
TRINIDAD,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,49,49
TUPIZA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,25,25
UNCIA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,1,1
URIONDO (A. CONCEPCION),atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,3,3
URUBICHA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,4,4
UYUNI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,11,11
VIACHA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,9,9
VILA VILA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,1,1
VILLA CHARCAS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,4,4
VILLA SERRANO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,3,3
VILLA TUNARI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,16,16
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,3,3
VILLAZON,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,1,1
VINTO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,1,1
VITICHI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,1,1
WARNES,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,35,35
YACUIBA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,1,1
YAPACANI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,85,85
YUNCHARA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-01-01,2,2
ACHACACHI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,2,2
ACHOCALLA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,3,3
AIQUILE,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,1,1
ALALAY,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,1,1
ALCALA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,1,1
ALTO BENI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,2,2
ANZALDO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,2,2
ARQUE,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,38,38
ATOCHA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,6,6
AUCAPATA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,2,2
AYATA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,1,1
AYO AYO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,2,2
AZURDUY,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,4,4
BATALLAS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,3,3
BAURES,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,2,2
BETANZOS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,5,5
BOLIVAR,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,1,1
BOYUIBE,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,2,2
BUENA VISTA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,9,9
CAIROMA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,3,3
CAJUATA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,2,2
CALAMARCA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,1,1
CAMARGO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,1,1
CAMIRI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,42,42
CARANAVI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,1,1
CARAPARI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,1,1
CARIPUYO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,2,2
CARMEN RIVERO TORREZ,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,6,6
CHAQUI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,2,2
CHARAGUA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,11,11
CHAYANTA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,1,1
CHIMORE,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,1,1
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,3,3
CLIZA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,25,25
COBIJA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,3,3
COCAPATA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,2,2
COCHABAMBA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,28,28
"COLCHA ""K""",atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,5,5
COLQUECHACA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,9,9
COMARAPA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,17,17
COPACABANA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,3,3
COROICO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,1,1
COTAGAITA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,2,2
CUATRO CAÑADAS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,22,22
CULPINA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,1,1
CURAHUARA DE CARANGAS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,4,4
EL ALTO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,5,5
EL CHORO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,1,1
EL PUENTE(TJA),atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,5,5
ENTRE RIOS TRJ,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,1,1
ENTRE RIOS CBBA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,5,5
FERNANDEZ ALONSO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,5,5
FILADELFIA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,2,2
GENERAL SAAVEDRA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,5,5
GUANAY,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,3,3
GUAYARAMERIN,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,72,72
GUTIERREZ,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,7,7
HUACARETA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,2,2
HUATAJATA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,3,3
HUAYLLAMARCA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,3,3
ICLA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,2,2
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,11,11
LA ASUNTA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,6,6
LA GUARDIA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,3,3
LA PAZ,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,3,3
LAGUNILLAS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,1,1
LURIBAY,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,1,1
MAGDALENA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,15,15
MAPIRI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,1,1
MECAPACA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,2,2
MINEROS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,11,11
MIZQUE,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,3,3
MONTERO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,80,80
OMEREQUE,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,2,2
ORURO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,37,37
PADCAYA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,7,7
PAILON,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,20,20
PALCA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,1,1
PALOS BLANCOS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,1,1
PAMPA GRANDE,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,6,6
PASORAPA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,1,1
POCOATA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,3,3
POCONA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,9,9
POJO (CBBA),atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,2,2
POROMA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,2,2
POTOSI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,1,1
PUCARANI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,3,3
PUERTO ACOSTA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,2,2
PUERTO QUIJARRO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,3,3
PUERTO SUAREZ,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,41,41
PUERTO VILLARROEL,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,7,7
PUNA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,3,3
PUNATA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,8,8
RAVELO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,1,1
RIBERALTA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,11,11
ROBORE,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,2,2
RURRENABAQUE,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,29,29
SABAYA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,3,3
SACABAMBA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,1,1
SACACA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,1,1
SAIPINA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,5,5
SAN ANDRES,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,2,2
SAN BENITO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,3,3
SAN CARLOS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,25,25
SAN IGNACIO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,3,3
SAN IGNACIO DE VELASCO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,13,13
SAN JAVIER(BNI),atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,2,2
SAN JAVIER(STC),atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,32,32
SAN JOAQUIN,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,3,3
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,27,27
SAN JUAN DE YAPACANI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,4,4
SAN JULIAN,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,54,54
SAN LUCAS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,10,10
SAN MATIAS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,17,17
SAN PEDRO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,8,8
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,2,2
SAN PEDRO DE TIQUINA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,3,3
SAN RAMON BENI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,9,9
SAN RAMON SCZ,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,10,10
SANTA ANA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,22,22
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,890,890
SANTIAGO DE HUARI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,1,1
SHINAOTA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2020-02-01,4,4
