municipality,group,variable,month,Nacidos muertos,TOTAL
VILLAZON,atencion de partos en servicios,nacidos muertos,2020-01-01,1,1
VITICHI,atencion de partos en servicios,nacidos muertos,2020-01-01,1,1
YACUIBA,atencion de partos en servicios,nacidos muertos,2020-01-01,4,4
YAPACANI,atencion de partos en servicios,nacidos muertos,2020-01-01,3,3
APOLO,atencion de partos en servicios,nacidos muertos,2020-02-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicios,nacidos muertos,2020-02-01,3,3
CAMIRI,atencion de partos en servicios,nacidos muertos,2020-02-01,2,2
CHALLAPATA,atencion de partos en servicios,nacidos muertos,2020-02-01,2,2
CHARAGUA,atencion de partos en servicios,nacidos muertos,2020-02-01,1,1
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,nacidos muertos,2020-02-01,1,1
COCHABAMBA,atencion de partos en servicios,nacidos muertos,2020-02-01,62,62
COLQUECHACA,atencion de partos en servicios,nacidos muertos,2020-02-01,2,2
EL ALTO,atencion de partos en servicios,nacidos muertos,2020-02-01,22,22
EL TORNO,atencion de partos en servicios,nacidos muertos,2020-02-01,2,2
HUANUNI,atencion de partos en servicios,nacidos muertos,2020-02-01,1,1
LA ASUNTA,atencion de partos en servicios,nacidos muertos,2020-02-01,1,1
LA PAZ,atencion de partos en servicios,nacidos muertos,2020-02-01,15,15
LLALLAGUA,atencion de partos en servicios,nacidos muertos,2020-02-01,2,2
LURIBAY,atencion de partos en servicios,nacidos muertos,2020-02-01,1,1
MONTERO,atencion de partos en servicios,nacidos muertos,2020-02-01,1,1
ORURO,atencion de partos en servicios,nacidos muertos,2020-02-01,9,9
POTOSI,atencion de partos en servicios,nacidos muertos,2020-02-01,3,3
PUERTO VILLARROEL,atencion de partos en servicios,nacidos muertos,2020-02-01,2,2
PUNATA,atencion de partos en servicios,nacidos muertos,2020-02-01,2,2
QUILLACOLLO,atencion de partos en servicios,nacidos muertos,2020-02-01,3,3
REYES,atencion de partos en servicios,nacidos muertos,2020-02-01,1,1
RIBERALTA,atencion de partos en servicios,nacidos muertos,2020-02-01,1,1
ROBORE,atencion de partos en servicios,nacidos muertos,2020-02-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos muertos,2020-02-01,3,3
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,nacidos muertos,2020-02-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos,2020-02-01,37,37
SUCRE,atencion de partos en servicios,nacidos muertos,2020-02-01,5,5
TAPACARI,atencion de partos en servicios,nacidos muertos,2020-02-01,1,1
TARIJA,atencion de partos en servicios,nacidos muertos,2020-02-01,1,1
TIQUIPAYA,atencion de partos en servicios,nacidos muertos,2020-02-01,1,1
TRINIDAD,atencion de partos en servicios,nacidos muertos,2020-02-01,5,5
UYUNI,atencion de partos en servicios,nacidos muertos,2020-02-01,2,2
VALLEGRANDE,atencion de partos en servicios,nacidos muertos,2020-02-01,1,1
VILLA TUNARI,atencion de partos en servicios,nacidos muertos,2020-02-01,1,1
WARNES,atencion de partos en servicios,nacidos muertos,2020-02-01,2,2
YACUIBA,atencion de partos en servicios,nacidos muertos,2020-02-01,2,2
BERMEJO,atencion de partos en servicios,nacidos muertos,2020-03-01,1,1
CAMIRI,atencion de partos en servicios,nacidos muertos,2020-03-01,1,1
CARANAVI,atencion de partos en servicios,nacidos muertos,2020-03-01,1,1
COBIJA,atencion de partos en servicios,nacidos muertos,2020-03-01,1,1
COCHABAMBA,atencion de partos en servicios,nacidos muertos,2020-03-01,16,16
EL ALTO,atencion de partos en servicios,nacidos muertos,2020-03-01,21,21
HUANUNI,atencion de partos en servicios,nacidos muertos,2020-03-01,1,1
ICLA,atencion de partos en servicios,nacidos muertos,2020-03-01,1,1
LA PAZ,atencion de partos en servicios,nacidos muertos,2020-03-01,24,24
LLALLAGUA,atencion de partos en servicios,nacidos muertos,2020-03-01,1,1
MAPIRI,atencion de partos en servicios,nacidos muertos,2020-03-01,1,1
MONTERO,atencion de partos en servicios,nacidos muertos,2020-03-01,2,2
ORURO,atencion de partos en servicios,nacidos muertos,2020-03-01,8,8
POTOSI,atencion de partos en servicios,nacidos muertos,2020-03-01,3,3
PUERTO VILLARROEL,atencion de partos en servicios,nacidos muertos,2020-03-01,3,3
RIBERALTA,atencion de partos en servicios,nacidos muertos,2020-03-01,3,3
RURRENABAQUE,atencion de partos en servicios,nacidos muertos,2020-03-01,1,1
SACABA,atencion de partos en servicios,nacidos muertos,2020-03-01,1,1
SAN BORJA,atencion de partos en servicios,nacidos muertos,2020-03-01,1,1
SAN BUENA VENTURA,atencion de partos en servicios,nacidos muertos,2020-03-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos muertos,2020-03-01,2,2
SAN JULIAN,atencion de partos en servicios,nacidos muertos,2020-03-01,1,1
SANTA ANA,atencion de partos en servicios,nacidos muertos,2020-03-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos,2020-03-01,38,38
SUCRE,atencion de partos en servicios,nacidos muertos,2020-03-01,6,6
TAPACARI,atencion de partos en servicios,nacidos muertos,2020-03-01,1,1
TARABUCO,atencion de partos en servicios,nacidos muertos,2020-03-01,1,1
TARATA,atencion de partos en servicios,nacidos muertos,2020-03-01,1,1
TARIJA,atencion de partos en servicios,nacidos muertos,2020-03-01,3,3
TIAHUANACU,atencion de partos en servicios,nacidos muertos,2020-03-01,1,1
TIQUIPAYA,atencion de partos en servicios,nacidos muertos,2020-03-01,1,1
TRINIDAD,atencion de partos en servicios,nacidos muertos,2020-03-01,3,3
UYUNI,atencion de partos en servicios,nacidos muertos,2020-03-01,1,1
VILLA TUNARI,atencion de partos en servicios,nacidos muertos,2020-03-01,4,4
VINTO,atencion de partos en servicios,nacidos muertos,2020-03-01,1,1
YACUIBA,atencion de partos en servicios,nacidos muertos,2020-03-01,2,2
ZUDAÑEZ,atencion de partos en servicios,nacidos muertos,2020-03-01,1,1
ACHACACHI,atencion de partos en servicios,nacidos muertos,2020-04-01,1,1
ATOCHA,atencion de partos en servicios,nacidos muertos,2020-04-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,nacidos muertos,2020-04-01,1,1
CAMIRI,atencion de partos en servicios,nacidos muertos,2020-04-01,1,1
CARANAVI,atencion de partos en servicios,nacidos muertos,2020-04-01,1,1
CATACORA,atencion de partos en servicios,nacidos muertos,2020-04-01,1,1
COBIJA,atencion de partos en servicios,nacidos muertos,2020-04-01,2,2
COCHABAMBA,atencion de partos en servicios,nacidos muertos,2020-04-01,22,22
COTOCA,atencion de partos en servicios,nacidos muertos,2020-04-01,1,1
CULPINA,atencion de partos en servicios,nacidos muertos,2020-04-01,1,1
CURAHUARA DE CARANGAS,atencion de partos en servicios,nacidos muertos,2020-04-01,1,1
EL ALTO,atencion de partos en servicios,nacidos muertos,2020-04-01,10,10
GUAYARAMERIN,atencion de partos en servicios,nacidos muertos,2020-04-01,2,2
HUANUNI,atencion de partos en servicios,nacidos muertos,2020-04-01,2,2
LA PAZ,atencion de partos en servicios,nacidos muertos,2020-04-01,18,18
LLALLAGUA,atencion de partos en servicios,nacidos muertos,2020-04-01,1,1
MAGDALENA,atencion de partos en servicios,nacidos muertos,2020-04-01,5,5
MONTERO,atencion de partos en servicios,nacidos muertos,2020-04-01,1,1
ORURO,atencion de partos en servicios,nacidos muertos,2020-04-01,8,8
PADILLA,atencion de partos en servicios,nacidos muertos,2020-04-01,1,1
PATACAMAYA,atencion de partos en servicios,nacidos muertos,2020-04-01,1,1
POTOSI,atencion de partos en servicios,nacidos muertos,2020-04-01,1,1
PUERTO VILLARROEL,atencion de partos en servicios,nacidos muertos,2020-04-01,2,2
PUNATA,atencion de partos en servicios,nacidos muertos,2020-04-01,1,1
QUILLACOLLO,atencion de partos en servicios,nacidos muertos,2020-04-01,1,1
RIBERALTA,atencion de partos en servicios,nacidos muertos,2020-04-01,2,2
SACABA,atencion de partos en servicios,nacidos muertos,2020-04-01,1,1
SACACA,atencion de partos en servicios,nacidos muertos,2020-04-01,1,1
SAN BUENA VENTURA,atencion de partos en servicios,nacidos muertos,2020-04-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos muertos,2020-04-01,3,3
SAN JULIAN,atencion de partos en servicios,nacidos muertos,2020-04-01,1,1
SAN PEDRO,atencion de partos en servicios,nacidos muertos,2020-04-01,1,1
SANTA ANA,atencion de partos en servicios,nacidos muertos,2020-04-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos,2020-04-01,24,24
SUCRE,atencion de partos en servicios,nacidos muertos,2020-04-01,1,1
TARIJA,atencion de partos en servicios,nacidos muertos,2020-04-01,3,3
TIRAQUE (CBBA),atencion de partos en servicios,nacidos muertos,2020-04-01,1,1
TOMAVE,atencion de partos en servicios,nacidos muertos,2020-04-01,1,1
TRINIDAD,atencion de partos en servicios,nacidos muertos,2020-04-01,2,2
WARNES,atencion de partos en servicios,nacidos muertos,2020-04-01,1,1
YACUIBA,atencion de partos en servicios,nacidos muertos,2020-04-01,5,5
YAPACANI,atencion de partos en servicios,nacidos muertos,2020-04-01,2,2
ACHACACHI,atencion de partos en servicios,nacidos muertos,2020-05-01,1,1
APOLO,atencion de partos en servicios,nacidos muertos,2020-05-01,1,1
BERMEJO,atencion de partos en servicios,nacidos muertos,2020-05-01,1,1
BOLPEBRA,atencion de partos en servicios,nacidos muertos,2020-05-01,1,1
CAJUATA,atencion de partos en servicios,nacidos muertos,2020-05-01,2,2
CAMIRI,atencion de partos en servicios,nacidos muertos,2020-05-01,2,2
CAPINOTA,atencion de partos en servicios,nacidos muertos,2020-05-01,1,1
CHARAGUA,atencion de partos en servicios,nacidos muertos,2020-05-01,1,1
COBIJA,atencion de partos en servicios,nacidos muertos,2020-05-01,1,1
COCAPATA,atencion de partos en servicios,nacidos muertos,2020-05-01,1,1
COCHABAMBA,atencion de partos en servicios,nacidos muertos,2020-05-01,21,21
COMARAPA,atencion de partos en servicios,nacidos muertos,2020-05-01,1,1
CONCEPCION,atencion de partos en servicios,nacidos muertos,2020-05-01,1,1
CULPINA,atencion de partos en servicios,nacidos muertos,2020-05-01,1,1
EL ALTO,atencion de partos en servicios,nacidos muertos,2020-05-01,16,16
ENTRE RIOS TRJ,atencion de partos en servicios,nacidos muertos,2020-05-01,1,1
GUAYARAMERIN,atencion de partos en servicios,nacidos muertos,2020-05-01,1,1
HUANUNI,atencion de partos en servicios,nacidos muertos,2020-05-01,1,1
LA ASUNTA,atencion de partos en servicios,nacidos muertos,2020-05-01,1,1
LA PAZ,atencion de partos en servicios,nacidos muertos,2020-05-01,16,16
LLALLAGUA,atencion de partos en servicios,nacidos muertos,2020-05-01,1,1
ORURO,atencion de partos en servicios,nacidos muertos,2020-05-01,7,7
POTOSI,atencion de partos en servicios,nacidos muertos,2020-05-01,5,5
PUERTO RICO,atencion de partos en servicios,nacidos muertos,2020-05-01,1,1
PUERTO SUAREZ,atencion de partos en servicios,nacidos muertos,2020-05-01,18,18
PUERTO VILLARROEL,atencion de partos en servicios,nacidos muertos,2020-05-01,3,3
PUNATA,atencion de partos en servicios,nacidos muertos,2020-05-01,4,4
QUILLACOLLO,atencion de partos en servicios,nacidos muertos,2020-05-01,1,1
RIBERALTA,atencion de partos en servicios,nacidos muertos,2020-05-01,2,2
ROBORE,atencion de partos en servicios,nacidos muertos,2020-05-01,1,1
SAN BORJA,atencion de partos en servicios,nacidos muertos,2020-05-01,1,1
SAN BUENA VENTURA,atencion de partos en servicios,nacidos muertos,2020-05-01,2,2
SAN CARLOS,atencion de partos en servicios,nacidos muertos,2020-05-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos muertos,2020-05-01,2,2
SAN JAVIER(STC),atencion de partos en servicios,nacidos muertos,2020-05-01,1,1
SAN JULIAN,atencion de partos en servicios,nacidos muertos,2020-05-01,1,1
SANTA ANA,atencion de partos en servicios,nacidos muertos,2020-05-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos,2020-05-01,32,32
SUCRE,atencion de partos en servicios,nacidos muertos,2020-05-01,5,5
TAPACARI,atencion de partos en servicios,nacidos muertos,2020-05-01,1,1
TARIJA,atencion de partos en servicios,nacidos muertos,2020-05-01,2,2
TARVITA,atencion de partos en servicios,nacidos muertos,2020-05-01,1,1
TRINIDAD,atencion de partos en servicios,nacidos muertos,2020-05-01,4,4
UYUNI,atencion de partos en servicios,nacidos muertos,2020-05-01,1,1
VIACHA,atencion de partos en servicios,nacidos muertos,2020-05-01,1,1
VILLA MONTES,atencion de partos en servicios,nacidos muertos,2020-05-01,1,1
VILLA TUNARI,atencion de partos en servicios,nacidos muertos,2020-05-01,2,2
YACUIBA,atencion de partos en servicios,nacidos muertos,2020-05-01,2,2
YAPACANI,atencion de partos en servicios,nacidos muertos,2020-05-01,1,1
ACHACACHI,atencion de partos en servicios,nacidos muertos,2020-06-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicios,nacidos muertos,2020-06-01,3,3
BATALLAS,atencion de partos en servicios,nacidos muertos,2020-06-01,1,1
BAURES,atencion de partos en servicios,nacidos muertos,2020-06-01,1,1
CARANAVI,atencion de partos en servicios,nacidos muertos,2020-06-01,4,4
COCHABAMBA,atencion de partos en servicios,nacidos muertos,2020-06-01,18,18
COLQUECHACA,atencion de partos en servicios,nacidos muertos,2020-06-01,1,1
COMARAPA,atencion de partos en servicios,nacidos muertos,2020-06-01,1,1
CONCEPCION,atencion de partos en servicios,nacidos muertos,2020-06-01,1,1
COTAGAITA,atencion de partos en servicios,nacidos muertos,2020-06-01,1,1
EL ALTO,atencion de partos en servicios,nacidos muertos,2020-06-01,12,12
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en servicios,nacidos muertos,2020-06-01,1,1
GUAYARAMERIN,atencion de partos en servicios,nacidos muertos,2020-06-01,4,4
JESUS DE MACHACA,atencion de partos en servicios,nacidos muertos,2020-06-01,1,1
LA PAZ,atencion de partos en servicios,nacidos muertos,2020-06-01,26,26
MIZQUE,atencion de partos en servicios,nacidos muertos,2020-06-01,1,1
ORURO,atencion de partos en servicios,nacidos muertos,2020-06-01,9,9
PAMPA GRANDE,atencion de partos en servicios,nacidos muertos,2020-06-01,1,1
POJO (CBBA),atencion de partos en servicios,nacidos muertos,2020-06-01,1,1
POTOSI,atencion de partos en servicios,nacidos muertos,2020-06-01,8,8
PUERTO VILLARROEL,atencion de partos en servicios,nacidos muertos,2020-06-01,5,5
QUILLACOLLO,atencion de partos en servicios,nacidos muertos,2020-06-01,1,1
RIBERALTA,atencion de partos en servicios,nacidos muertos,2020-06-01,3,3
ROBORE,atencion de partos en servicios,nacidos muertos,2020-06-01,2,2
SACABA,atencion de partos en servicios,nacidos muertos,2020-06-01,1,1
SAN BORJA,atencion de partos en servicios,nacidos muertos,2020-06-01,1,1
SAN BUENA VENTURA,atencion de partos en servicios,nacidos muertos,2020-06-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos muertos,2020-06-01,1,1
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,nacidos muertos,2020-06-01,1,1
SAN JULIAN,atencion de partos en servicios,nacidos muertos,2020-06-01,1,1
SAN LUCAS,atencion de partos en servicios,nacidos muertos,2020-06-01,1,1
SANTA ANA,atencion de partos en servicios,nacidos muertos,2020-06-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos,2020-06-01,24,24
SUCRE,atencion de partos en servicios,nacidos muertos,2020-06-01,5,5
TARIJA,atencion de partos en servicios,nacidos muertos,2020-06-01,1,1
TRINIDAD,atencion de partos en servicios,nacidos muertos,2020-06-01,4,4
UYUNI,atencion de partos en servicios,nacidos muertos,2020-06-01,1,1
VILLA MONTES,atencion de partos en servicios,nacidos muertos,2020-06-01,2,2
VILLA TUNARI,atencion de partos en servicios,nacidos muertos,2020-06-01,3,3
VILLAZON,atencion de partos en servicios,nacidos muertos,2020-06-01,2,2
WARNES,atencion de partos en servicios,nacidos muertos,2020-06-01,1,1
YACUIBA,atencion de partos en servicios,nacidos muertos,2020-06-01,1,1
YAPACANI,atencion de partos en servicios,nacidos muertos,2020-06-01,1,1
ACHACACHI,atencion de partos en servicios,nacidos muertos,2020-07-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,nacidos muertos,2020-07-01,1,1
BERMEJO,atencion de partos en servicios,nacidos muertos,2020-07-01,1,1
CABEZAS,atencion de partos en servicios,nacidos muertos,2020-07-01,1,1
CAJUATA,atencion de partos en servicios,nacidos muertos,2020-07-01,1,1
CARANAVI,atencion de partos en servicios,nacidos muertos,2020-07-01,2,2
CHARAGUA,atencion de partos en servicios,nacidos muertos,2020-07-01,2,2
COCHABAMBA,atencion de partos en servicios,nacidos muertos,2020-07-01,26,26
COLQUECHACA,atencion de partos en servicios,nacidos muertos,2020-07-01,1,1
CONCEPCION,atencion de partos en servicios,nacidos muertos,2020-07-01,1,1
CULPINA,atencion de partos en servicios,nacidos muertos,2020-07-01,1,1
EL ALTO,atencion de partos en servicios,nacidos muertos,2020-07-01,27,27
GUAYARAMERIN,atencion de partos en servicios,nacidos muertos,2020-07-01,1,1
LA PAZ,atencion de partos en servicios,nacidos muertos,2020-07-01,25,25
LLALLAGUA,atencion de partos en servicios,nacidos muertos,2020-07-01,2,2
MIZQUE,atencion de partos en servicios,nacidos muertos,2020-07-01,1,1
OCURI,atencion de partos en servicios,nacidos muertos,2020-07-01,1,1
ORURO,atencion de partos en servicios,nacidos muertos,2020-07-01,10,10
PAMPA GRANDE,atencion de partos en servicios,nacidos muertos,2020-07-01,1,1
POTOSI,atencion de partos en servicios,nacidos muertos,2020-07-01,3,3
PUERTO QUIJARRO,atencion de partos en servicios,nacidos muertos,2020-07-01,1,1
PUERTO SUAREZ,atencion de partos en servicios,nacidos muertos,2020-07-01,1,1
PUERTO VILLARROEL,atencion de partos en servicios,nacidos muertos,2020-07-01,5,5
PUNATA,atencion de partos en servicios,nacidos muertos,2020-07-01,1,1
QUILLACOLLO,atencion de partos en servicios,nacidos muertos,2020-07-01,4,4
RAVELO,atencion de partos en servicios,nacidos muertos,2020-07-01,1,1
RIBERALTA,atencion de partos en servicios,nacidos muertos,2020-07-01,4,4
ROBORE,atencion de partos en servicios,nacidos muertos,2020-07-01,1,1
RURRENABAQUE,atencion de partos en servicios,nacidos muertos,2020-07-01,1,1
SAMAIPATA,atencion de partos en servicios,nacidos muertos,2020-07-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos muertos,2020-07-01,2,2
SAN JAVIER(STC),atencion de partos en servicios,nacidos muertos,2020-07-01,2,2
SAN JULIAN,atencion de partos en servicios,nacidos muertos,2020-07-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,nacidos muertos,2020-07-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos,2020-07-01,32,32
SANTIAGO DE MACHACA,atencion de partos en servicios,nacidos muertos,2020-07-01,1,1
SORATA,atencion de partos en servicios,nacidos muertos,2020-07-01,1,1
SUCRE,atencion de partos en servicios,nacidos muertos,2020-07-01,2,2
TARIJA,atencion de partos en servicios,nacidos muertos,2020-07-01,5,5
TRINIDAD,atencion de partos en servicios,nacidos muertos,2020-07-01,8,8
UYUNI,atencion de partos en servicios,nacidos muertos,2020-07-01,2,2
VILLA MONTES,atencion de partos en servicios,nacidos muertos,2020-07-01,1,1
VILLA TUNARI,atencion de partos en servicios,nacidos muertos,2020-07-01,3,3
WARNES,atencion de partos en servicios,nacidos muertos,2020-07-01,4,4
YACUIBA,atencion de partos en servicios,nacidos muertos,2020-07-01,5,5
YOTALA,atencion de partos en servicios,nacidos muertos,2020-07-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicios,nacidos muertos,2020-08-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,nacidos muertos,2020-08-01,1,1
BERMEJO,atencion de partos en servicios,nacidos muertos,2020-08-01,1,1
CAMARGO,atencion de partos en servicios,nacidos muertos,2020-08-01,1,1
CAPINOTA,atencion de partos en servicios,nacidos muertos,2020-08-01,1,1
CHALLAPATA,atencion de partos en servicios,nacidos muertos,2020-08-01,1,1
COBIJA,atencion de partos en servicios,nacidos muertos,2020-08-01,3,3
COCAPATA,atencion de partos en servicios,nacidos muertos,2020-08-01,1,1
COCHABAMBA,atencion de partos en servicios,nacidos muertos,2020-08-01,11,11
CONCEPCION,atencion de partos en servicios,nacidos muertos,2020-08-01,2,2
COROICO,atencion de partos en servicios,nacidos muertos,2020-08-01,1,1
COTOCA,atencion de partos en servicios,nacidos muertos,2020-08-01,1,1
EL ALTO,atencion de partos en servicios,nacidos muertos,2020-08-01,17,17
EL TORNO,atencion de partos en servicios,nacidos muertos,2020-08-01,1,1
ENTRE RIOS CBBA,atencion de partos en servicios,nacidos muertos,2020-08-01,1,1
GUAYARAMERIN,atencion de partos en servicios,nacidos muertos,2020-08-01,3,3
LA PAZ,atencion de partos en servicios,nacidos muertos,2020-08-01,21,21
LLALLAGUA,atencion de partos en servicios,nacidos muertos,2020-08-01,2,2
MONTEAGUDO,atencion de partos en servicios,nacidos muertos,2020-08-01,3,3
MONTERO,atencion de partos en servicios,nacidos muertos,2020-08-01,3,3
ORURO,atencion de partos en servicios,nacidos muertos,2020-08-01,17,17
POTOSI,atencion de partos en servicios,nacidos muertos,2020-08-01,4,4
PUERTO QUIJARRO,atencion de partos en servicios,nacidos muertos,2020-08-01,21,21
PUERTO VILLARROEL,atencion de partos en servicios,nacidos muertos,2020-08-01,7,7
QUILLACOLLO,atencion de partos en servicios,nacidos muertos,2020-08-01,3,3
RAQAYPAMPA(ETA),atencion de partos en servicios,nacidos muertos,2020-08-01,1,1
RIBERALTA,atencion de partos en servicios,nacidos muertos,2020-08-01,6,6
RURRENABAQUE,atencion de partos en servicios,nacidos muertos,2020-08-01,1,1
SACACA,atencion de partos en servicios,nacidos muertos,2020-08-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos muertos,2020-08-01,1,1
SAN JUAN DE YAPACANI,atencion de partos en servicios,nacidos muertos,2020-08-01,1,1
SAN PEDRO,atencion de partos en servicios,nacidos muertos,2020-08-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos,2020-08-01,37,37
SUCRE,atencion de partos en servicios,nacidos muertos,2020-08-01,6,6
TARABUCO,atencion de partos en servicios,nacidos muertos,2020-08-01,1,1
TARIJA,atencion de partos en servicios,nacidos muertos,2020-08-01,2,2
TRINIDAD,atencion de partos en servicios,nacidos muertos,2020-08-01,3,3
TUPIZA,atencion de partos en servicios,nacidos muertos,2020-08-01,3,3
VIACHA,atencion de partos en servicios,nacidos muertos,2020-08-01,4,4
VILLA TUNARI,atencion de partos en servicios,nacidos muertos,2020-08-01,1,1
YACUIBA,atencion de partos en servicios,nacidos muertos,2020-08-01,4,4
ACHACACHI,atencion de partos en servicios,nacidos muertos,2020-09-01,1,1
AIQUILE,atencion de partos en servicios,nacidos muertos,2020-09-01,2,2
ASCENCION DE GUARAYOS,atencion de partos en servicios,nacidos muertos,2020-09-01,2,2
ATOCHA,atencion de partos en servicios,nacidos muertos,2020-09-01,2,2
AUCAPATA,atencion de partos en servicios,nacidos muertos,2020-09-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,nacidos muertos,2020-09-01,1,1
CARANAVI,atencion de partos en servicios,nacidos muertos,2020-09-01,1,1
CHALLAPATA,atencion de partos en servicios,nacidos muertos,2020-09-01,1,1
CHARAGUA,atencion de partos en servicios,nacidos muertos,2020-09-01,1,1
CHAYANTA,atencion de partos en servicios,nacidos muertos,2020-09-01,1,1
CKOCHAS,atencion de partos en servicios,nacidos muertos,2020-09-01,1,1
COBIJA,atencion de partos en servicios,nacidos muertos,2020-09-01,2,2
COCHABAMBA,atencion de partos en servicios,nacidos muertos,2020-09-01,24,24
COROICO,atencion de partos en servicios,nacidos muertos,2020-09-01,1,1
EL ALTO,atencion de partos en servicios,nacidos muertos,2020-09-01,20,20
ENTRE RIOS CBBA,atencion de partos en servicios,nacidos muertos,2020-09-01,1,1
GUTIERREZ,atencion de partos en servicios,nacidos muertos,2020-09-01,1,1
HUANUNI,atencion de partos en servicios,nacidos muertos,2020-09-01,1,1
HUMANATA,atencion de partos en servicios,nacidos muertos,2020-09-01,1,1
LA ASUNTA,atencion de partos en servicios,nacidos muertos,2020-09-01,1,1
LA PAZ,atencion de partos en servicios,nacidos muertos,2020-09-01,18,18
MONTERO,atencion de partos en servicios,nacidos muertos,2020-09-01,1,1
MOROCHATA,atencion de partos en servicios,nacidos muertos,2020-09-01,1,1
ORURO,atencion de partos en servicios,nacidos muertos,2020-09-01,10,10
PADILLA,atencion de partos en servicios,nacidos muertos,2020-09-01,1,1
POTOSI,atencion de partos en servicios,nacidos muertos,2020-09-01,2,2
