municipality,group,variable,month,Nacidos muertos con peso menor a 2500g,TOTAL
SANTA ANA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-04-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-04-01,15,15
TARIJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-04-01,2,2
YACUIBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-04-01,2,2
BERMEJO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-05-01,1,1
BOLPEBRA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-05-01,1,1
CAMIRI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-05-01,1,1
COBIJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-05-01,1,1
COCAPATA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-05-01,1,1
COCHABAMBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-05-01,15,15
COMARAPA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-05-01,1,1
EL ALTO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-05-01,24,24
ENTRE RIOS TRJ,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-05-01,1,1
HUANUNI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-05-01,1,1
LA PAZ,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-05-01,9,9
ORURO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-05-01,10,10
POTOSI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-05-01,3,3
PUNATA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-05-01,3,3
RIBERALTA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-05-01,1,1
SAN CARLOS,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-05-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-05-01,2,2
SANTA ANA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-05-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-05-01,20,20
SUCRE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-05-01,3,3
TARIJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-05-01,1,1
TARVITA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-05-01,1,1
UYUNI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-05-01,1,1
VILLA MONTES,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-05-01,1,1
VILLA TUNARI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-05-01,2,2
YACUIBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-05-01,1,1
ACHACACHI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-06-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-06-01,2,2
BATALLAS,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-06-01,1,1
CARANAVI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-06-01,3,3
COCHABAMBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-06-01,13,13
COLQUECHACA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-06-01,1,1
COMARAPA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-06-01,1,1
EL ALTO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-06-01,9,9
GUAYARAMERIN,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-06-01,1,1
JESUS DE MACHACA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-06-01,1,1
LA PAZ,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-06-01,95,95
MIZQUE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-06-01,1,1
MONTEAGUDO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-06-01,1,1
ORURO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-06-01,9,9
POTOSI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-06-01,4,4
PUERTO VILLARROEL,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-06-01,3,3
QUILLACOLLO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-06-01,1,1
RIBERALTA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-06-01,1,1
ROBORE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-06-01,1,1
SAN BORJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-06-01,7,7
SANTA ANA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-06-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-06-01,13,13
SUCRE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-06-01,3,3
TARIJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-06-01,1,1
TRINIDAD,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-06-01,1,1
VIACHA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-06-01,1,1
VILLA MONTES,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-06-01,2,2
VILLA TUNARI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-06-01,2,2
VILLAZON,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-06-01,1,1
YACUIBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-06-01,1,1
ACHACACHI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-07-01,1,1
BERMEJO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-07-01,1,1
CABEZAS,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-07-01,1,1
CARANAVI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-07-01,1,1
COCHABAMBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-07-01,15,15
CULPINA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-07-01,1,1
EL ALTO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-07-01,8,8
GUAYARAMERIN,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-07-01,1,1
LA PAZ,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-07-01,13,13
LLALLAGUA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-07-01,2,2
MIZQUE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-07-01,1,1
ORURO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-07-01,6,6
POTOSI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-07-01,1,1
PUERTO VILLARROEL,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-07-01,2,2
QUILLACOLLO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-07-01,1,1
RAVELO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-07-01,1,1
RIBERALTA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-07-01,4,4
RURRENABAQUE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-07-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-07-01,17,17
TARIJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-07-01,3,3
UYUNI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-07-01,2,2
VILLA MONTES,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-07-01,1,1
VILLA TUNARI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-07-01,1,1
WARNES,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-07-01,1,1
YACUIBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-07-01,4,4
ASCENCION DE GUARAYOS,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-08-01,1,1
BERMEJO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-08-01,1,1
CHALLAPATA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-08-01,1,1
COBIJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-08-01,1,1
COCHABAMBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-08-01,8,8
EL ALTO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-08-01,12,12
ENTRE RIOS CBBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-08-01,1,1
GUAYARAMERIN,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-08-01,3,3
LA PAZ,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-08-01,16,16
MONTEAGUDO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-08-01,1,1
MONTERO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-08-01,1,1
ORURO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-08-01,3,3
POTOSI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-08-01,3,3
PUERTO VILLARROEL,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-08-01,4,4
QUILLACOLLO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-08-01,1,1
RAQAYPAMPA(ETA),atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-08-01,1,1
RIBERALTA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-08-01,4,4
RURRENABAQUE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-08-01,1,1
SACACA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-08-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-08-01,1,1
SAN PEDRO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-08-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-08-01,26,26
SUCRE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-08-01,3,3
TARABUCO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-08-01,1,1
TARIJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-08-01,1,1
TRINIDAD,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-08-01,1,1
VIACHA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-08-01,3,3
VILLA TUNARI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-08-01,1,1
YACUIBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-08-01,1,1
ACHACACHI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-09-01,1,1
ATOCHA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-09-01,1,1
AUCAPATA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-09-01,1,1
CHALLAPATA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-09-01,1,1
CHAYANTA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-09-01,1,1
COCHABAMBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-09-01,14,14
EL ALTO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-09-01,10,10
ENTRE RIOS CBBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-09-01,1,1
HUANUNI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-09-01,1,1
LA PAZ,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-09-01,10,10
MONTERO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-09-01,1,1
MOROCHATA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-09-01,1,1
ORURO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-09-01,7,7
PADILLA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-09-01,1,1
POTOSI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-09-01,2,2
PUERTO VILLARROEL,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-09-01,1,1
PUNATA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-09-01,3,3
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-09-01,8,8
SUCRE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-09-01,2,2
TARIJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-09-01,3,3
VILLA CHARCAS,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-09-01,1,1
VILLA MONTES,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-09-01,2,2
VILLA RIVERO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-09-01,1,1
VILLA TUNARI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-09-01,1,1
WARNES,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-09-01,1,1
YACUIBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-09-01,1,1
YAPACANI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-09-01,1,1
AIQUILE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-10-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-10-01,1,1
CHARAGUA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-10-01,1,1
COCHABAMBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-10-01,18,18
EL ALTO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-10-01,7,7
FILADELFIA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-10-01,2,2
GUAYARAMERIN,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-10-01,3,3
INGAVI (HUMAITA),atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-10-01,1,1
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-10-01,1,1
LA PAZ,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-10-01,52,52
MONTERO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-10-01,2,2
OCURI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-10-01,1,1
ORURO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-10-01,9,9
POTOSI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-10-01,9,9
PUERTO VILLARROEL,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-10-01,1,1
PUNATA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-10-01,1,1
RURRENABAQUE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-10-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-10-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-10-01,13,13
SENA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-10-01,1,1
SUCRE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-10-01,1,1
TARIJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-10-01,1,1
TRINIDAD,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-10-01,1,1
YACUIBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-10-01,1,1
YAPACANI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-10-01,1,1
CAMIRI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-11-01,1,1
COCHABAMBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-11-01,15,15
EL ALTO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-11-01,3,3
LA PAZ,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-11-01,6,6
LICOMA PAMPA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-11-01,1,1
MAPIRI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-11-01,1,1
MONTEAGUDO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-11-01,1,1
MONTERO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-11-01,1,1
ORURO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-11-01,3,3
POTOSI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-11-01,2,2
PRESTO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-11-01,1,1
PUNATA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-11-01,2,2
RIBERALTA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-11-01,6,6
RURRENABAQUE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-11-01,1,1
SACABA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-11-01,1,1
SAN BUENA VENTURA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-11-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-11-01,3,3
SUCRE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-11-01,2,2
TINGUIPAYA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-11-01,1,1
TRINIDAD,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-11-01,1,1
UYUNI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-11-01,1,1
VILLA MONTES,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-11-01,1,1
VILLA TUNARI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-11-01,2,2
CHARAGUA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-12-01,1,1
COCHABAMBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-12-01,17,17
EL ALTO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-12-01,5,5
EL VILLAR,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-12-01,1,1
GUAYARAMERIN,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-12-01,2,2
LA GUARDIA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-12-01,1,1
LA PAZ,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2020-12-01,6,6
