municipality,group,variable,month,Nacidos vivos,TOTAL
COLPA BELGICA,atencion de partos en servicios,nacidos vivos,2020-01-01,3,3
COLQUECHACA,atencion de partos en servicios,nacidos vivos,2020-01-01,20,20
COLQUENCHA,atencion de partos en servicios,nacidos vivos,2020-01-01,4,4
COLQUIRI,atencion de partos en servicios,nacidos vivos,2020-01-01,7,7
COMANCHE,atencion de partos en servicios,nacidos vivos,2020-01-01,1,1
COMARAPA,atencion de partos en servicios,nacidos vivos,2020-01-01,26,26
CONCEPCION,atencion de partos en servicios,nacidos vivos,2020-01-01,29,29
COPACABANA,atencion de partos en servicios,nacidos vivos,2020-01-01,8,8
CORIPATA,atencion de partos en servicios,nacidos vivos,2020-01-01,11,11
CORO CORO,atencion de partos en servicios,nacidos vivos,2020-01-01,4,4
COROICO,atencion de partos en servicios,nacidos vivos,2020-01-01,22,22
COTAGAITA,atencion de partos en servicios,nacidos vivos,2020-01-01,14,14
COTOCA,atencion de partos en servicios,nacidos vivos,2020-01-01,73,73
CUATRO CAÑADAS,atencion de partos en servicios,nacidos vivos,2020-01-01,22,22
CUEVO,atencion de partos en servicios,nacidos vivos,2020-01-01,5,5
CULPINA,atencion de partos en servicios,nacidos vivos,2020-01-01,20,20
CURAHUARA DE CARANGAS,atencion de partos en servicios,nacidos vivos,2020-01-01,1,1
DESAGUADERO,atencion de partos en servicios,nacidos vivos,2020-01-01,3,3
EL ALTO,atencion de partos en servicios,nacidos vivos,2020-01-01,1403,1403
EL CHORO,atencion de partos en servicios,nacidos vivos,2020-01-01,2,2
EL PUENTE(STC),atencion de partos en servicios,nacidos vivos,2020-01-01,4,4
EL PUENTE(TJA),atencion de partos en servicios,nacidos vivos,2020-01-01,4,4
EL TORNO,atencion de partos en servicios,nacidos vivos,2020-01-01,97,97
EL VILLAR,atencion de partos en servicios,nacidos vivos,2020-01-01,3,3
ENTRE RIOS TRJ,atencion de partos en servicios,nacidos vivos,2020-01-01,15,15
ENTRE RIOS CBBA,atencion de partos en servicios,nacidos vivos,2020-01-01,45,45
ESCOMA,atencion de partos en servicios,nacidos vivos,2020-01-01,3,3
FERNANDEZ ALONSO,atencion de partos en servicios,nacidos vivos,2020-01-01,6,6
GENERAL SAAVEDRA,atencion de partos en servicios,nacidos vivos,2020-01-01,15,15
GUANAY,atencion de partos en servicios,nacidos vivos,2020-01-01,14,14
GUAQUI,atencion de partos en servicios,nacidos vivos,2020-01-01,3,3
GUAYARAMERIN,atencion de partos en servicios,nacidos vivos,2020-01-01,91,91
GUTIERREZ,atencion de partos en servicios,nacidos vivos,2020-01-01,8,8
HUACARETA,atencion de partos en servicios,nacidos vivos,2020-01-01,6,6
HUANUNI,atencion de partos en servicios,nacidos vivos,2020-01-01,25,25
HUARACAJE,atencion de partos en servicios,nacidos vivos,2020-01-01,2,2
HUARINA,atencion de partos en servicios,nacidos vivos,2020-01-01,2,2
HUATAJATA,atencion de partos en servicios,nacidos vivos,2020-01-01,1,1
HUAYLLAMARCA,atencion de partos en servicios,nacidos vivos,2020-01-01,3,3
ICLA,atencion de partos en servicios,nacidos vivos,2020-01-01,4,4
INCAHUASI,atencion de partos en servicios,nacidos vivos,2020-01-01,4,4
INQUISIVI,atencion de partos en servicios,nacidos vivos,2020-01-01,4,4
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,nacidos vivos,2020-01-01,7,7
IXIAMAS,atencion de partos en servicios,nacidos vivos,2020-01-01,10,10
JESUS DE MACHACA,atencion de partos en servicios,nacidos vivos,2020-01-01,4,4
LA ASUNTA,atencion de partos en servicios,nacidos vivos,2020-01-01,38,38
LA GUARDIA,atencion de partos en servicios,nacidos vivos,2020-01-01,60,60
LA PAZ,atencion de partos en servicios,nacidos vivos,2020-01-01,1442,1442
LAGUNILLAS,atencion de partos en servicios,nacidos vivos,2020-01-01,1,1
LAJA,atencion de partos en servicios,nacidos vivos,2020-01-01,6,6
LAS CARRERAS,atencion de partos en servicios,nacidos vivos,2020-01-01,1,1
LICOMA PAMPA,atencion de partos en servicios,nacidos vivos,2020-01-01,4,4
LLALLAGUA,atencion de partos en servicios,nacidos vivos,2020-01-01,71,71
LLICA,atencion de partos en servicios,nacidos vivos,2020-01-01,1,1
LURIBAY,atencion de partos en servicios,nacidos vivos,2020-01-01,4,4
MACHACAMARCA,atencion de partos en servicios,nacidos vivos,2020-01-01,2,2
MACHARETI,atencion de partos en servicios,nacidos vivos,2020-01-01,3,3
MAGDALENA,atencion de partos en servicios,nacidos vivos,2020-01-01,14,14
MAIRANA,atencion de partos en servicios,nacidos vivos,2020-01-01,24,24
MAPIRI,atencion de partos en servicios,nacidos vivos,2020-01-01,13,13
MECAPACA,atencion de partos en servicios,nacidos vivos,2020-01-01,7,7
MINEROS,atencion de partos en servicios,nacidos vivos,2020-01-01,11,11
MIZQUE,atencion de partos en servicios,nacidos vivos,2020-01-01,24,24
MOJINETE,atencion de partos en servicios,nacidos vivos,2020-01-01,1,1
MOJOCOYA,atencion de partos en servicios,nacidos vivos,2020-01-01,7,7
MONTEAGUDO,atencion de partos en servicios,nacidos vivos,2020-01-01,31,31
MONTERO,atencion de partos en servicios,nacidos vivos,2020-01-01,344,344
MORO MORO,atencion de partos en servicios,nacidos vivos,2020-01-01,2,2
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en servicios,nacidos vivos,2020-01-01,1,1
OCURI,atencion de partos en servicios,nacidos vivos,2020-01-01,2,2
OKINAWA,atencion de partos en servicios,nacidos vivos,2020-01-01,9,9
OMEREQUE,atencion de partos en servicios,nacidos vivos,2020-01-01,3,3
ORURO,atencion de partos en servicios,nacidos vivos,2020-01-01,673,673
PADCAYA,atencion de partos en servicios,nacidos vivos,2020-01-01,7,7
PADILLA,atencion de partos en servicios,nacidos vivos,2020-01-01,13,13
PAILON,atencion de partos en servicios,nacidos vivos,2020-01-01,32,32
PALCA,atencion de partos en servicios,nacidos vivos,2020-01-01,6,6
PALOS BLANCOS,atencion de partos en servicios,nacidos vivos,2020-01-01,41,41
PAMPA AULLAGAS,atencion de partos en servicios,nacidos vivos,2020-01-01,1,1
PAMPA GRANDE,atencion de partos en servicios,nacidos vivos,2020-01-01,7,7
PAPEL PAMPA,atencion de partos en servicios,nacidos vivos,2020-01-01,3,3
PASORAPA,atencion de partos en servicios,nacidos vivos,2020-01-01,4,4
PATACAMAYA,atencion de partos en servicios,nacidos vivos,2020-01-01,32,32
PAZÑA,atencion de partos en servicios,nacidos vivos,2020-01-01,1,1
POCOATA,atencion de partos en servicios,nacidos vivos,2020-01-01,12,12
POCONA,atencion de partos en servicios,nacidos vivos,2020-01-01,14,14
POJO (CBBA),atencion de partos en servicios,nacidos vivos,2020-01-01,11,11
POOPO,atencion de partos en servicios,nacidos vivos,2020-01-01,1,1
PORCO,atencion de partos en servicios,nacidos vivos,2020-01-01,8,8
POROMA,atencion de partos en servicios,nacidos vivos,2020-01-01,5,5
PORONGO,atencion de partos en servicios,nacidos vivos,2020-01-01,1,1
PORTACHUELO,atencion de partos en servicios,nacidos vivos,2020-01-01,33,33
PORVENIR,atencion de partos en servicios,nacidos vivos,2020-01-01,3,3
POSTRER VALLE,atencion de partos en servicios,nacidos vivos,2020-01-01,1,1
POTOSI,atencion de partos en servicios,nacidos vivos,2020-01-01,491,491
PUCARA,atencion de partos en servicios,nacidos vivos,2020-01-01,1,1
PUCARANI,atencion de partos en servicios,nacidos vivos,2020-01-01,9,9
PUERTO ACOSTA,atencion de partos en servicios,nacidos vivos,2020-01-01,2,2
PUERTO CARABUCO,atencion de partos en servicios,nacidos vivos,2020-01-01,5,5
PUERTO GONZALO MORENO,atencion de partos en servicios,nacidos vivos,2020-01-01,8,8
PUERTO QUIJARRO,atencion de partos en servicios,nacidos vivos,2020-01-01,22,22
PUERTO RICO,atencion de partos en servicios,nacidos vivos,2020-01-01,11,11
PUERTO SUAREZ,atencion de partos en servicios,nacidos vivos,2020-01-01,34,34
PUERTO VILLARROEL,atencion de partos en servicios,nacidos vivos,2020-01-01,148,148
PUNA,atencion de partos en servicios,nacidos vivos,2020-01-01,7,7
PUNATA,atencion de partos en servicios,nacidos vivos,2020-01-01,78,78
QUILLACOLLO,atencion de partos en servicios,nacidos vivos,2020-01-01,210,210
QUIME,atencion de partos en servicios,nacidos vivos,2020-01-01,2,2
RAQAYPAMPA(ETA),atencion de partos en servicios,nacidos vivos,2020-01-01,2,2
RAVELO,atencion de partos en servicios,nacidos vivos,2020-01-01,4,4
REYES,atencion de partos en servicios,nacidos vivos,2020-01-01,12,12
RIBERALTA,atencion de partos en servicios,nacidos vivos,2020-01-01,237,237
ROBORE,atencion de partos en servicios,nacidos vivos,2020-01-01,24,24
RURRENABAQUE,atencion de partos en servicios,nacidos vivos,2020-01-01,34,34
SABAYA,atencion de partos en servicios,nacidos vivos,2020-01-01,6,6
SACABA,atencion de partos en servicios,nacidos vivos,2020-01-01,238,238
SACABAMBA,atencion de partos en servicios,nacidos vivos,2020-01-01,2,2
SACACA,atencion de partos en servicios,nacidos vivos,2020-01-01,17,17
SAIPINA,atencion de partos en servicios,nacidos vivos,2020-01-01,5,5
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,nacidos vivos,2020-01-01,8,8
SAMAIPATA,atencion de partos en servicios,nacidos vivos,2020-01-01,7,7
SAN ANDRES,atencion de partos en servicios,nacidos vivos,2020-01-01,3,3
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,nacidos vivos,2020-01-01,7,7
SAN BORJA,atencion de partos en servicios,nacidos vivos,2020-01-01,64,64
SAN BUENA VENTURA,atencion de partos en servicios,nacidos vivos,2020-01-01,19,19
SAN CARLOS,atencion de partos en servicios,nacidos vivos,2020-01-01,31,31
SAN IGNACIO,atencion de partos en servicios,nacidos vivos,2020-01-01,24,24
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos vivos,2020-01-01,127,127
SAN JAVIER(BNI),atencion de partos en servicios,nacidos vivos,2020-01-01,2,2
SAN JAVIER(STC),atencion de partos en servicios,nacidos vivos,2020-01-01,26,26
SAN JOAQUIN,atencion de partos en servicios,nacidos vivos,2020-01-01,4,4
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,nacidos vivos,2020-01-01,23,23
SAN JUAN DE YAPACANI,atencion de partos en servicios,nacidos vivos,2020-01-01,3,3
SAN JULIAN,atencion de partos en servicios,nacidos vivos,2020-01-01,49,49
SAN LORENZO(PND),atencion de partos en servicios,nacidos vivos,2020-01-01,1,1
SAN LORENZO(TJA),atencion de partos en servicios,nacidos vivos,2020-01-01,7,7
SAN LUCAS,atencion de partos en servicios,nacidos vivos,2020-01-01,26,26
SAN MATIAS,atencion de partos en servicios,nacidos vivos,2020-01-01,16,16
SAN MIGUEL DE VELASCO,atencion de partos en servicios,nacidos vivos,2020-01-01,11,11
SAN PEDRO,atencion de partos en servicios,nacidos vivos,2020-01-01,6,6
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,nacidos vivos,2020-01-01,10,10
SAN PEDRO DE CURAHUARA,atencion de partos en servicios,nacidos vivos,2020-01-01,3,3
SAN PEDRO DE TIQUINA,atencion de partos en servicios,nacidos vivos,2020-01-01,2,2
SAN RAFAEL,atencion de partos en servicios,nacidos vivos,2020-01-01,3,3
SAN RAMON BENI,atencion de partos en servicios,nacidos vivos,2020-01-01,8,8
SAN RAMON SCZ,atencion de partos en servicios,nacidos vivos,2020-01-01,8,8
SANTA ANA,atencion de partos en servicios,nacidos vivos,2020-01-01,32,32
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos vivos,2020-01-01,3202,3202
SANTA ROSA,atencion de partos en servicios,nacidos vivos,2020-01-01,12,12
SANTA ROSA DEL SARA,atencion de partos en servicios,nacidos vivos,2020-01-01,5,5
SANTIAGO DE HUARI,atencion de partos en servicios,nacidos vivos,2020-01-01,2,2
SANTIAGO DE HUATA,atencion de partos en servicios,nacidos vivos,2020-01-01,1,1
SANTIAGO DE MACHACA,atencion de partos en servicios,nacidos vivos,2020-01-01,1,1
SANTIVAÑES,atencion de partos en servicios,nacidos vivos,2020-01-01,4,4
SANTUARIO DE QUILLACAS,atencion de partos en servicios,nacidos vivos,2020-01-01,1,1
SAPAHAQUI,atencion de partos en servicios,nacidos vivos,2020-01-01,3,3
SENA,atencion de partos en servicios,nacidos vivos,2020-01-01,4,4
SHINAOTA,atencion de partos en servicios,nacidos vivos,2020-01-01,36,36
SICA SICA (VILLA AROMA),atencion de partos en servicios,nacidos vivos,2020-01-01,13,13
SICAYA,atencion de partos en servicios,nacidos vivos,2020-01-01,2,2
SIPE SIPE,atencion de partos en servicios,nacidos vivos,2020-01-01,39,39
SOPACHUY,atencion de partos en servicios,nacidos vivos,2020-01-01,7,7
SORACACHI,atencion de partos en servicios,nacidos vivos,2020-01-01,1,1
SORATA,atencion de partos en servicios,nacidos vivos,2020-01-01,8,8
SUCRE,atencion de partos en servicios,nacidos vivos,2020-01-01,526,526
TACACOMA,atencion de partos en servicios,nacidos vivos,2020-01-01,4,4
TACOBAMBA,atencion de partos en servicios,nacidos vivos,2020-01-01,2,2
TACOPAYA,atencion de partos en servicios,nacidos vivos,2020-01-01,3,3
TAPACARI,atencion de partos en servicios,nacidos vivos,2020-01-01,6,6
TARABUCO,atencion de partos en servicios,nacidos vivos,2020-01-01,7,7
TARACO,atencion de partos en servicios,nacidos vivos,2020-01-01,2,2
TARATA,atencion de partos en servicios,nacidos vivos,2020-01-01,5,5
TARIJA,atencion de partos en servicios,nacidos vivos,2020-01-01,355,355
TARVITA,atencion de partos en servicios,nacidos vivos,2020-01-01,14,14
TEOPONTE,atencion de partos en servicios,nacidos vivos,2020-01-01,5,5
TIAHUANACU,atencion de partos en servicios,nacidos vivos,2020-01-01,7,7
TINGUIPAYA,atencion de partos en servicios,nacidos vivos,2020-01-01,6,6
TIPUANI,atencion de partos en servicios,nacidos vivos,2020-01-01,3,3
TIQUIPAYA,atencion de partos en servicios,nacidos vivos,2020-01-01,87,87
TIRAQUE (CBBA),atencion de partos en servicios,nacidos vivos,2020-01-01,24,24
TOCO,atencion de partos en servicios,nacidos vivos,2020-01-01,5,5
TOLATA,atencion de partos en servicios,nacidos vivos,2020-01-01,1,1
TOLEDO,atencion de partos en servicios,nacidos vivos,2020-01-01,3,3
TOMAVE,atencion de partos en servicios,nacidos vivos,2020-01-01,2,2
TOMINA,atencion de partos en servicios,nacidos vivos,2020-01-01,9,9
TORO TORO,atencion de partos en servicios,nacidos vivos,2020-01-01,4,4
TOTORA(CBBA),atencion de partos en servicios,nacidos vivos,2020-01-01,20,20
TOTORA(ORR),atencion de partos en servicios,nacidos vivos,2020-01-01,1,1
TRINIDAD,atencion de partos en servicios,nacidos vivos,2020-01-01,318,318
TUPIZA,atencion de partos en servicios,nacidos vivos,2020-01-01,72,72
TURCO,atencion de partos en servicios,nacidos vivos,2020-01-01,2,2
UNCIA,atencion de partos en servicios,nacidos vivos,2020-01-01,25,25
URIONDO (A. CONCEPCION),atencion de partos en servicios,nacidos vivos,2020-01-01,3,3
URUBICHA,atencion de partos en servicios,nacidos vivos,2020-01-01,4,4
UYUNI,atencion de partos en servicios,nacidos vivos,2020-01-01,37,37
VACAS,atencion de partos en servicios,nacidos vivos,2020-01-01,4,4
VALLEGRANDE,atencion de partos en servicios,nacidos vivos,2020-01-01,9,9
VIACHA,atencion de partos en servicios,nacidos vivos,2020-01-01,64,64
VILA VILA,atencion de partos en servicios,nacidos vivos,2020-01-01,2,2
VILLA CHARCAS,atencion de partos en servicios,nacidos vivos,2020-01-01,5,5
VILLA MONTES,atencion de partos en servicios,nacidos vivos,2020-01-01,66,66
VILLA RIVERO,atencion de partos en servicios,nacidos vivos,2020-01-01,2,2
VILLA SERRANO,atencion de partos en servicios,nacidos vivos,2020-01-01,12,12
VILLA TUNARI,atencion de partos en servicios,nacidos vivos,2020-01-01,113,113
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicios,nacidos vivos,2020-01-01,3,3
VILLAZON,atencion de partos en servicios,nacidos vivos,2020-01-01,58,58
VINTO,atencion de partos en servicios,nacidos vivos,2020-01-01,35,35
VITICHI,atencion de partos en servicios,nacidos vivos,2020-01-01,4,4
WALDO BALLIVIAN,atencion de partos en servicios,nacidos vivos,2020-01-01,2,2
WARNES,atencion de partos en servicios,nacidos vivos,2020-01-01,106,106
YACO,atencion de partos en servicios,nacidos vivos,2020-01-01,2,2
YACUIBA,atencion de partos en servicios,nacidos vivos,2020-01-01,189,189
YAMPARAEZ,atencion de partos en servicios,nacidos vivos,2020-01-01,3,3
YANACACHI,atencion de partos en servicios,nacidos vivos,2020-01-01,2,2
YAPACANI,atencion de partos en servicios,nacidos vivos,2020-01-01,82,82
YOTALA,atencion de partos en servicios,nacidos vivos,2020-01-01,7,7
YUNCHARA,atencion de partos en servicios,nacidos vivos,2020-01-01,2,2
ZUDAÑEZ,atencion de partos en servicios,nacidos vivos,2020-01-01,9,9
ACACIO,atencion de partos en servicios,nacidos vivos,2020-02-01,1,1
ACHACACHI,atencion de partos en servicios,nacidos vivos,2020-02-01,26,26
ACHOCALLA,atencion de partos en servicios,nacidos vivos,2020-02-01,5,5
AIQUILE,atencion de partos en servicios,nacidos vivos,2020-02-01,27,27
ALALAY,atencion de partos en servicios,nacidos vivos,2020-02-01,2,2
ALCALA,atencion de partos en servicios,nacidos vivos,2020-02-01,1,1
ALTO BENI,atencion de partos en servicios,nacidos vivos,2020-02-01,7,7
ANCORAIMES,atencion de partos en servicios,nacidos vivos,2020-02-01,2,2
ANDAMARCA,atencion de partos en servicios,nacidos vivos,2020-02-01,1,1
ANTEQUERA,atencion de partos en servicios,nacidos vivos,2020-02-01,2,2
ANZALDO,atencion de partos en servicios,nacidos vivos,2020-02-01,3,3
APOLO,atencion de partos en servicios,nacidos vivos,2020-02-01,10,10
ARANI,atencion de partos en servicios,nacidos vivos,2020-02-01,3,3
ARBIETO,atencion de partos en servicios,nacidos vivos,2020-02-01,8,8
ARQUE,atencion de partos en servicios,nacidos vivos,2020-02-01,3,3
ASCENCION DE GUARAYOS,atencion de partos en servicios,nacidos vivos,2020-02-01,35,35
ATOCHA,atencion de partos en servicios,nacidos vivos,2020-02-01,9,9
AUCAPATA,atencion de partos en servicios,nacidos vivos,2020-02-01,2,2
AYATA,atencion de partos en servicios,nacidos vivos,2020-02-01,2,2
AYO AYO,atencion de partos en servicios,nacidos vivos,2020-02-01,4,4
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,nacidos vivos,2020-02-01,15,15
AZURDUY,atencion de partos en servicios,nacidos vivos,2020-02-01,6,6
BATALLAS,atencion de partos en servicios,nacidos vivos,2020-02-01,7,7
BAURES,atencion de partos en servicios,nacidos vivos,2020-02-01,3,3
BERMEJO,atencion de partos en servicios,nacidos vivos,2020-02-01,51,51
BETANZOS,atencion de partos en servicios,nacidos vivos,2020-02-01,22,22
BOLIVAR,atencion de partos en servicios,nacidos vivos,2020-02-01,1,1
BOYUIBE,atencion de partos en servicios,nacidos vivos,2020-02-01,7,7
BUENA VISTA,atencion de partos en servicios,nacidos vivos,2020-02-01,9,9
CABEZAS,atencion de partos en servicios,nacidos vivos,2020-02-01,19,19
CAIROMA,atencion de partos en servicios,nacidos vivos,2020-02-01,8,8
"CAIZA ""D""",atencion de partos en servicios,nacidos vivos,2020-02-01,3,3
CAJUATA,atencion de partos en servicios,nacidos vivos,2020-02-01,13,13
CALAMARCA,atencion de partos en servicios,nacidos vivos,2020-02-01,4,4
CAMARGO,atencion de partos en servicios,nacidos vivos,2020-02-01,17,17
CAMIRI,atencion de partos en servicios,nacidos vivos,2020-02-01,75,75
CAPINOTA,atencion de partos en servicios,nacidos vivos,2020-02-01,10,10
CARACOLLO,atencion de partos en servicios,nacidos vivos,2020-02-01,10,10
CARANAVI,atencion de partos en servicios,nacidos vivos,2020-02-01,63,63
CARAPARI,atencion de partos en servicios,nacidos vivos,2020-02-01,3,3
CARIPUYO,atencion de partos en servicios,nacidos vivos,2020-02-01,2,2
CARMEN RIVERO TORREZ,atencion de partos en servicios,nacidos vivos,2020-02-01,6,6
CHALLAPATA,atencion de partos en servicios,nacidos vivos,2020-02-01,46,46
CHAQUI,atencion de partos en servicios,nacidos vivos,2020-02-01,4,4
CHARAGUA,atencion de partos en servicios,nacidos vivos,2020-02-01,41,41
CHAYANTA,atencion de partos en servicios,nacidos vivos,2020-02-01,4,4
CHIMORE,atencion de partos en servicios,nacidos vivos,2020-02-01,20,20
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,nacidos vivos,2020-02-01,19,19
CHUMA,atencion de partos en servicios,nacidos vivos,2020-02-01,2,2
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,nacidos vivos,2020-02-01,2,2
CKOCHAS,atencion de partos en servicios,nacidos vivos,2020-02-01,4,4
CLIZA,atencion de partos en servicios,nacidos vivos,2020-02-01,25,25
COBIJA,atencion de partos en servicios,nacidos vivos,2020-02-01,109,109
COCAPATA,atencion de partos en servicios,nacidos vivos,2020-02-01,9,9
COCHABAMBA,atencion de partos en servicios,nacidos vivos,2020-02-01,1403,1403
COLCAPIRHUA,atencion de partos en servicios,nacidos vivos,2020-02-01,24,24
"COLCHA ""K""",atencion de partos en servicios,nacidos vivos,2020-02-01,5,5
COLOMI,atencion de partos en servicios,nacidos vivos,2020-02-01,22,22
COLQUECHACA,atencion de partos en servicios,nacidos vivos,2020-02-01,22,22
COLQUIRI,atencion de partos en servicios,nacidos vivos,2020-02-01,8,8
COMARAPA,atencion de partos en servicios,nacidos vivos,2020-02-01,17,17
CONCEPCION,atencion de partos en servicios,nacidos vivos,2020-02-01,43,43
COPACABANA,atencion de partos en servicios,nacidos vivos,2020-02-01,8,8
CORIPATA,atencion de partos en servicios,nacidos vivos,2020-02-01,5,5
CORO CORO,atencion de partos en servicios,nacidos vivos,2020-02-01,1,1
COROICO,atencion de partos en servicios,nacidos vivos,2020-02-01,15,15
CORQUE,atencion de partos en servicios,nacidos vivos,2020-02-01,1,1
COTAGAITA,atencion de partos en servicios,nacidos vivos,2020-02-01,6,6
COTOCA,atencion de partos en servicios,nacidos vivos,2020-02-01,77,77
CUATRO CAÑADAS,atencion de partos en servicios,nacidos vivos,2020-02-01,22,22
CULPINA,atencion de partos en servicios,nacidos vivos,2020-02-01,17,17
CURAHUARA DE CARANGAS,atencion de partos en servicios,nacidos vivos,2020-02-01,4,4
DESAGUADERO,atencion de partos en servicios,nacidos vivos,2020-02-01,2,2
EL ALTO,atencion de partos en servicios,nacidos vivos,2020-02-01,1221,1221
EL CHORO,atencion de partos en servicios,nacidos vivos,2020-02-01,1,1
EL PUENTE(STC),atencion de partos en servicios,nacidos vivos,2020-02-01,7,7
EL PUENTE(TJA),atencion de partos en servicios,nacidos vivos,2020-02-01,8,8
EL TORNO,atencion de partos en servicios,nacidos vivos,2020-02-01,99,99
ENTRE RIOS TRJ,atencion de partos en servicios,nacidos vivos,2020-02-01,8,8
ENTRE RIOS CBBA,atencion de partos en servicios,nacidos vivos,2020-02-01,24,24
