municipality,group,variable,month,RN con malformación congénita,TOTAL
SAN PEDRO,atencion de partos en servicios,rn con malformacion congenita,2020-07-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con malformacion congenita,2020-07-01,1,1
SHINAOTA,atencion de partos en servicios,rn con malformacion congenita,2020-07-01,1,1
SUCRE,atencion de partos en servicios,rn con malformacion congenita,2020-07-01,3,3
TIQUIPAYA,atencion de partos en servicios,rn con malformacion congenita,2020-07-01,1,1
TRINIDAD,atencion de partos en servicios,rn con malformacion congenita,2020-07-01,2,2
TUPIZA,atencion de partos en servicios,rn con malformacion congenita,2020-07-01,1,1
YACUIBA,atencion de partos en servicios,rn con malformacion congenita,2020-07-01,1,1
BAURES,atencion de partos en servicios,rn con malformacion congenita,2020-08-01,2,2
CAPINOTA,atencion de partos en servicios,rn con malformacion congenita,2020-08-01,1,1
COCHABAMBA,atencion de partos en servicios,rn con malformacion congenita,2020-08-01,2,2
COMARAPA,atencion de partos en servicios,rn con malformacion congenita,2020-08-01,1,1
CONCEPCION,atencion de partos en servicios,rn con malformacion congenita,2020-08-01,2,2
COTAGAITA,atencion de partos en servicios,rn con malformacion congenita,2020-08-01,1,1
EL ALTO,atencion de partos en servicios,rn con malformacion congenita,2020-08-01,5,5
HUANUNI,atencion de partos en servicios,rn con malformacion congenita,2020-08-01,2,2
LA PAZ,atencion de partos en servicios,rn con malformacion congenita,2020-08-01,265,265
OCURI,atencion de partos en servicios,rn con malformacion congenita,2020-08-01,1,1
QUILLACOLLO,atencion de partos en servicios,rn con malformacion congenita,2020-08-01,2,2
RIBERALTA,atencion de partos en servicios,rn con malformacion congenita,2020-08-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con malformacion congenita,2020-08-01,4,4
SUCRE,atencion de partos en servicios,rn con malformacion congenita,2020-08-01,2,2
TRINIDAD,atencion de partos en servicios,rn con malformacion congenita,2020-08-01,1,1
VILLA MONTES,atencion de partos en servicios,rn con malformacion congenita,2020-08-01,1,1
VILLAZON,atencion de partos en servicios,rn con malformacion congenita,2020-08-01,1,1
YAMPARAEZ,atencion de partos en servicios,rn con malformacion congenita,2020-08-01,1,1
YAPACANI,atencion de partos en servicios,rn con malformacion congenita,2020-08-01,1,1
APOLO,atencion de partos en servicios,rn con malformacion congenita,2020-09-01,1,1
BERMEJO,atencion de partos en servicios,rn con malformacion congenita,2020-09-01,2,2
CHALLAPATA,atencion de partos en servicios,rn con malformacion congenita,2020-09-01,1,1
CHAYANTA,atencion de partos en servicios,rn con malformacion congenita,2020-09-01,1,1
COCHABAMBA,atencion de partos en servicios,rn con malformacion congenita,2020-09-01,2,2
COTAGAITA,atencion de partos en servicios,rn con malformacion congenita,2020-09-01,1,1
EL ALTO,atencion de partos en servicios,rn con malformacion congenita,2020-09-01,5,5
ENTRE RIOS CBBA,atencion de partos en servicios,rn con malformacion congenita,2020-09-01,2,2
HUACARETA,atencion de partos en servicios,rn con malformacion congenita,2020-09-01,1,1
LA PAZ,atencion de partos en servicios,rn con malformacion congenita,2020-09-01,5,5
LLALLAGUA,atencion de partos en servicios,rn con malformacion congenita,2020-09-01,1,1
MIZQUE,atencion de partos en servicios,rn con malformacion congenita,2020-09-01,2,2
MOROCHATA,atencion de partos en servicios,rn con malformacion congenita,2020-09-01,1,1
PADILLA,atencion de partos en servicios,rn con malformacion congenita,2020-09-01,1,1
QUILLACOLLO,atencion de partos en servicios,rn con malformacion congenita,2020-09-01,2,2
RIBERALTA,atencion de partos en servicios,rn con malformacion congenita,2020-09-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,rn con malformacion congenita,2020-09-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con malformacion congenita,2020-09-01,24,24
SUCRE,atencion de partos en servicios,rn con malformacion congenita,2020-09-01,3,3
TARABUCO,atencion de partos en servicios,rn con malformacion congenita,2020-09-01,1,1
TARIJA,atencion de partos en servicios,rn con malformacion congenita,2020-09-01,2,2
TRINIDAD,atencion de partos en servicios,rn con malformacion congenita,2020-09-01,2,2
VILLA CHARCAS,atencion de partos en servicios,rn con malformacion congenita,2020-09-01,1,1
YAPACANI,atencion de partos en servicios,rn con malformacion congenita,2020-09-01,1,1
CARANAVI,atencion de partos en servicios,rn con malformacion congenita,2020-10-01,1,1
CHALLAPATA,atencion de partos en servicios,rn con malformacion congenita,2020-10-01,2,2
CHARAGUA,atencion de partos en servicios,rn con malformacion congenita,2020-10-01,1,1
CHUMA,atencion de partos en servicios,rn con malformacion congenita,2020-10-01,1,1
COCHABAMBA,atencion de partos en servicios,rn con malformacion congenita,2020-10-01,1,1
EL ALTO,atencion de partos en servicios,rn con malformacion congenita,2020-10-01,3,3
EL PUENTE(TJA),atencion de partos en servicios,rn con malformacion congenita,2020-10-01,1,1
ENTRE RIOS CBBA,atencion de partos en servicios,rn con malformacion congenita,2020-10-01,1,1
LA PAZ,atencion de partos en servicios,rn con malformacion congenita,2020-10-01,14,14
LLALLAGUA,atencion de partos en servicios,rn con malformacion congenita,2020-10-01,1,1
MONTEAGUDO,atencion de partos en servicios,rn con malformacion congenita,2020-10-01,2,2
ORURO,atencion de partos en servicios,rn con malformacion congenita,2020-10-01,10,10
QUILLACOLLO,atencion de partos en servicios,rn con malformacion congenita,2020-10-01,3,3
RIBERALTA,atencion de partos en servicios,rn con malformacion congenita,2020-10-01,1,1
SACABA,atencion de partos en servicios,rn con malformacion congenita,2020-10-01,1,1
SAN BUENA VENTURA,atencion de partos en servicios,rn con malformacion congenita,2020-10-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,rn con malformacion congenita,2020-10-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con malformacion congenita,2020-10-01,5,5
SANTIVAÑES,atencion de partos en servicios,rn con malformacion congenita,2020-10-01,1,1
SUCRE,atencion de partos en servicios,rn con malformacion congenita,2020-10-01,2,2
VACAS,atencion de partos en servicios,rn con malformacion congenita,2020-10-01,1,1
VIACHA,atencion de partos en servicios,rn con malformacion congenita,2020-10-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicios,rn con malformacion congenita,2020-11-01,1,1
AZURDUY,atencion de partos en servicios,rn con malformacion congenita,2020-11-01,1,1
BETANZOS,atencion de partos en servicios,rn con malformacion congenita,2020-11-01,1,1
CHAYANTA,atencion de partos en servicios,rn con malformacion congenita,2020-11-01,1,1
COCHABAMBA,atencion de partos en servicios,rn con malformacion congenita,2020-11-01,2,2
EL ALTO,atencion de partos en servicios,rn con malformacion congenita,2020-11-01,10,10
LA PAZ,atencion de partos en servicios,rn con malformacion congenita,2020-11-01,6,6
MAIRANA,atencion de partos en servicios,rn con malformacion congenita,2020-11-01,1,1
MIZQUE,atencion de partos en servicios,rn con malformacion congenita,2020-11-01,1,1
MONTEAGUDO,atencion de partos en servicios,rn con malformacion congenita,2020-11-01,1,1
ORURO,atencion de partos en servicios,rn con malformacion congenita,2020-11-01,5,5
PORCO,atencion de partos en servicios,rn con malformacion congenita,2020-11-01,2,2
POTOSI,atencion de partos en servicios,rn con malformacion congenita,2020-11-01,1,1
PUERTO VILLARROEL,atencion de partos en servicios,rn con malformacion congenita,2020-11-01,1,1
QUILLACOLLO,atencion de partos en servicios,rn con malformacion congenita,2020-11-01,2,2
RAVELO,atencion de partos en servicios,rn con malformacion congenita,2020-11-01,1,1
RIBERALTA,atencion de partos en servicios,rn con malformacion congenita,2020-11-01,4,4
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con malformacion congenita,2020-11-01,208,208
SHINAOTA,atencion de partos en servicios,rn con malformacion congenita,2020-11-01,2,2
SUCRE,atencion de partos en servicios,rn con malformacion congenita,2020-11-01,2,2
ZUDAÑEZ,atencion de partos en servicios,rn con malformacion congenita,2020-11-01,1,1
CAMIRI,atencion de partos en servicios,rn con malformacion congenita,2020-12-01,1,1
CHALLAPATA,atencion de partos en servicios,rn con malformacion congenita,2020-12-01,1,1
CLIZA,atencion de partos en servicios,rn con malformacion congenita,2020-12-01,1,1
COCHABAMBA,atencion de partos en servicios,rn con malformacion congenita,2020-12-01,4,4
COROICO,atencion de partos en servicios,rn con malformacion congenita,2020-12-01,1,1
EL ALTO,atencion de partos en servicios,rn con malformacion congenita,2020-12-01,1,1
LA PAZ,atencion de partos en servicios,rn con malformacion congenita,2020-12-01,9,9
LLALLAGUA,atencion de partos en servicios,rn con malformacion congenita,2020-12-01,1,1
MONTERO,atencion de partos en servicios,rn con malformacion congenita,2020-12-01,1,1
ORURO,atencion de partos en servicios,rn con malformacion congenita,2020-12-01,2,2
QUILLACOLLO,atencion de partos en servicios,rn con malformacion congenita,2020-12-01,2,2
RIBERALTA,atencion de partos en servicios,rn con malformacion congenita,2020-12-01,1,1
SACABA,atencion de partos en servicios,rn con malformacion congenita,2020-12-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,rn con malformacion congenita,2020-12-01,1,1
SAN LUCAS,atencion de partos en servicios,rn con malformacion congenita,2020-12-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con malformacion congenita,2020-12-01,1,1
SHINAOTA,atencion de partos en servicios,rn con malformacion congenita,2020-12-01,1,1
SIPE SIPE,atencion de partos en servicios,rn con malformacion congenita,2020-12-01,1,1
SUCRE,atencion de partos en servicios,rn con malformacion congenita,2020-12-01,2,2
TARABUCO,atencion de partos en servicios,rn con malformacion congenita,2020-12-01,1,1
TARATA,atencion de partos en servicios,rn con malformacion congenita,2020-12-01,1,1
TARIJA,atencion de partos en servicios,rn con malformacion congenita,2020-12-01,1,1
TIAHUANACU,atencion de partos en servicios,rn con malformacion congenita,2020-12-01,1,1
TIQUIPAYA,atencion de partos en servicios,rn con malformacion congenita,2020-12-01,1,1
TUPIZA,atencion de partos en servicios,rn con malformacion congenita,2020-12-01,1,1
VIACHA,atencion de partos en servicios,rn con malformacion congenita,2020-12-01,2,2
VILLAZON,atencion de partos en servicios,rn con malformacion congenita,2020-12-01,1,1
