,group,variable,month,ANTIAMARILICA DOSIS UNICA DENTRO,ANTIAMARILICA DOSIS UNICA DENTRO,ANTIAMARILICA DOSIS UNICA FUERA,ANTIAMARILICA DOSIS UNICA FUERA,TOTALES
VILLA MONTES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-01-01,1,0,0,0,1
VILLA TUNARI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-01-01,0,0,0,1,1
WARNES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-01-01,1,3,0,0,4
YACUIBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-01-01,1,1,0,0,2
AIQUILE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-02-01,0,0,1,0,1
ASCENCION DE GUARAYOS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-02-01,1,0,0,0,1
AUCAPATA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-02-01,1,0,0,0,1
CABEZAS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-02-01,1,0,0,0,1
CAMIRI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-02-01,1,1,0,0,2
CAPINOTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-02-01,0,0,0,1,1
CHALLAPATA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-02-01,0,0,1,0,1
COCHABAMBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-02-01,2,2,1,0,5
COLOMI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-02-01,1,0,0,0,1
CUATRO CAÑADAS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-02-01,1,0,0,0,1
EL ALTO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-02-01,4,5,1,3,13
GUAYARAMERIN,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-02-01,2,1,0,0,3
HUACARETA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-02-01,0,0,0,1,1
LA PAZ,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-02-01,7,3,5,5,20
MAIRANA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-02-01,0,1,0,0,1
MINEROS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-02-01,1,0,0,0,1
MONTERO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-02-01,1,0,1,2,4
OKINAWA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-02-01,1,0,0,0,1
ORURO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-02-01,0,0,0,1,1
PAILON,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-02-01,1,2,5,3,11
PORTACHUELO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-02-01,1,1,0,0,2
POTOSI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-02-01,6,5,0,0,11
PUCARANI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-02-01,0,0,0,2,2
PUERTO ACOSTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-02-01,0,0,0,1,1
PUERTO QUIJARRO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-02-01,0,1,2,4,7
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-02-01,0,1,0,0,1
PUNATA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-02-01,0,0,0,1,1
QUILLACOLLO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-02-01,0,0,1,0,1
RIBERALTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-02-01,0,1,0,0,1
SACABA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-02-01,0,0,0,2,2
SAN BENITO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-02-01,0,1,0,0,1
SAN BORJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-02-01,2,1,3,3,9
SAN IGNACIO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-02-01,0,1,0,0,1
SAN IGNACIO DE VELASCO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-02-01,0,0,1,1,2
SAN JAVIER(BNI),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-02-01,0,0,4,3,7
SAN JOSE DE CHIQUITOS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-02-01,0,0,3,4,7
SAN LORENZO(PND),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-02-01,0,0,0,1,1
SAN LUCAS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-02-01,0,1,0,0,1
SANTA ANA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-02-01,2,0,0,0,2
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-02-01,12,13,7,11,43
SENA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-02-01,1,0,0,0,1
SHINAOTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-02-01,1,0,0,0,1
SIPE SIPE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-02-01,0,1,0,0,1
SUCRE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-02-01,38,34,0,1,73
TARATA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-02-01,0,1,0,0,1
TARIJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-02-01,2,0,1,0,3
TUPIZA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-02-01,0,1,2,3,6
VIACHA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-02-01,1,0,0,0,1
VILLA TUNARI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-02-01,0,1,0,1,2
VINTO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-02-01,0,0,1,0,1
WALDO BALLIVIAN,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-02-01,0,1,0,0,1
WARNES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-02-01,1,0,0,0,1
ACHOCALLA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-03-01,0,1,0,0,1
BAURES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-03-01,0,0,3,3,6
BERMEJO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-03-01,0,1,0,0,1
CABEZAS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-03-01,1,0,0,0,1
CAPINOTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-03-01,1,0,0,0,1
CARANAVI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-03-01,0,1,1,0,2
COCHABAMBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-03-01,9,3,3,5,20
COLCAPIRHUA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-03-01,0,0,1,0,1
COTAGAITA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-03-01,1,0,0,0,1
COTOCA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-03-01,0,2,0,0,2
EL ALTO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-03-01,7,2,10,8,27
GUAYARAMERIN,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-03-01,2,1,0,0,3
GUTIERREZ,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-03-01,0,1,0,0,1
LA PAZ,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-03-01,3,2,3,0,8
MAIRANA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-03-01,0,0,0,1,1
MAPIRI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-03-01,0,1,6,9,16
MONTERO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-03-01,1,5,0,0,6
ORURO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-03-01,1,1,0,0,2
PALOS BLANCOS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-03-01,0,0,1,0,1
POTOSI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-03-01,1,0,1,0,2
PUERTO RICO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-03-01,0,0,0,1,1
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-03-01,0,1,1,1,3
QUILLACOLLO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-03-01,2,1,0,0,3
RIBERALTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-03-01,0,0,0,3,3
SACABA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-03-01,0,0,0,1,1
SAN ANDRES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-03-01,1,0,0,0,1
SAN BORJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-03-01,0,0,2,3,5
SAN IGNACIO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-03-01,0,0,2,0,2
SAN IGNACIO DE VELASCO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-03-01,1,1,1,0,3
SAN JAVIER(STC),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-03-01,2,2,1,0,5
SAN JOAQUIN,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-03-01,2,0,0,0,2
SAN JUAN DE YAPACANI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-03-01,0,1,0,0,1
SANTA ANA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-03-01,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-03-01,9,13,11,8,41
SANTA ROSA DEL SARA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-03-01,1,0,0,0,1
SORACACHI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-03-01,0,0,0,1,1
SUCRE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-03-01,38,36,0,0,74
TARIJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-03-01,3,1,0,0,4
TRINIDAD,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-03-01,2,0,0,0,2
UYUNI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-03-01,0,0,0,1,1
VIACHA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-03-01,0,4,0,1,5
VILLA MONTES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-03-01,1,0,0,0,1
VILLA TUNARI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-03-01,1,1,0,0,2
VILLAZON,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-03-01,1,0,0,0,1
VINTO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-03-01,0,1,0,0,1
WARNES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-03-01,1,2,0,1,4
YACUIBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-03-01,5,0,0,0,5
ACHACACHI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-04-01,0,0,0,1,1
ANZALDO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-04-01,0,0,0,1,1
ARBIETO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-04-01,0,1,0,0,1
ATOCHA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-04-01,0,0,1,1,2
CAMIRI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-04-01,1,1,2,6,10
CAPINOTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-04-01,0,1,0,0,1
CARANAVI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-04-01,0,1,0,0,1
CHIMORE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-04-01,1,1,0,1,3
CHULUMANI (V. DE LA LIBERTAD),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-04-01,0,0,1,0,1
COCHABAMBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-04-01,5,3,2,0,10
CONCEPCION,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-04-01,0,0,1,0,1
COROICO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-04-01,0,0,1,2,3
COTOCA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-04-01,4,1,2,0,7
EL ALTO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-04-01,7,9,61,67,144
EL TORNO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-04-01,1,0,0,0,1
ENTRE RIOS TRJ,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-04-01,0,0,1,0,1
GENERAL SAAVEDRA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-04-01,0,0,0,1,1
GUANAY,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-04-01,0,0,0,1,1
GUAYARAMERIN,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-04-01,0,0,1,0,1
HUARACAJE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-04-01,0,0,1,1,2
INQUISIVI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-04-01,0,0,0,1,1
LA ASUNTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-04-01,0,0,1,0,1
LA GUARDIA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-04-01,1,0,4,1,6
LA PAZ,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-04-01,3,5,6,7,21
LURIBAY,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-04-01,1,0,0,2,3
MAIRANA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-04-01,1,0,0,1,2
MAPIRI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-04-01,0,1,0,0,1
MINEROS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-04-01,0,1,0,1,2
MONTERO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-04-01,4,0,4,0,8
ORURO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-04-01,0,1,2,6,9
PAILON,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-04-01,1,1,0,0,2
PORTACHUELO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-04-01,0,1,0,1,2
POTOSI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-04-01,0,1,2,1,4
PUCARANI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-04-01,0,1,0,0,1
PUERTO QUIJARRO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-04-01,11,7,25,38,81
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-04-01,1,3,10,10,24
QUILLACOLLO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-04-01,0,0,1,1,2
REYES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-04-01,11,0,1,0,12
RIBERALTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-04-01,0,0,1,0,1
ROBORE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-04-01,0,0,1,0,1
SACABA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-04-01,2,1,1,0,4
SAIPINA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-04-01,0,0,0,1,1
SAN ANTONIO DE LOMERIO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-04-01,0,1,0,0,1
SAN BENITO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-04-01,0,1,0,1,2
SAN BORJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-04-01,1,1,5,4,11
SAN IGNACIO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-04-01,0,0,1,1,2
SAN IGNACIO DE VELASCO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-04-01,1,0,0,1,2
SAN MATIAS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-04-01,0,0,1,2,3
SAN MIGUEL DE VELASCO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-04-01,0,0,1,0,1
SAN PEDRO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-04-01,0,0,1,0,1
SAN RAMON SCZ,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-04-01,0,0,1,0,1
SANTA ANA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-04-01,2,1,1,0,4
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-04-01,12,5,75,107,199
SANTA ROSA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-04-01,0,1,0,0,1
SANTA ROSA DEL SARA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-04-01,0,0,0,1,1
SAPAHAQUI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-04-01,0,0,1,0,1
SIPE SIPE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-04-01,1,0,0,0,1
SUCRE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-04-01,47,46,1,1,95
TARIJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-04-01,1,2,3,2,8
TRINIDAD,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-04-01,2,1,8,11,22
TUPIZA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-04-01,0,0,0,1,1
UYUNI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-04-01,0,0,0,2,2
VIACHA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-04-01,0,0,1,1,2
VILLA MONTES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-04-01,1,0,0,0,1
VILLA TUNARI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-04-01,0,1,1,0,2
VILLAZON,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-04-01,2,1,0,0,3
WARNES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-04-01,2,3,6,5,16
YACUIBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-04-01,1,1,0,0,2
ACHACACHI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-05-01,0,2,0,2,4
ARBIETO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-05-01,1,0,0,0,1
ASCENCION DE GUARAYOS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-05-01,1,0,0,0,1
BUENA VISTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-05-01,2,0,0,0,2
CAMIRI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-05-01,0,2,0,3,5
CARANAVI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-05-01,1,3,0,0,4
CHAQUI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-05-01,1,0,0,0,1
CHARAGUA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-05-01,0,0,3,1,4
CHIMORE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-05-01,1,0,0,0,1
COCAPATA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-05-01,0,0,0,1,1
COCHABAMBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-05-01,5,3,0,1,9
COLOMI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-05-01,0,0,1,0,1
COLPA BELGICA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-05-01,1,0,0,0,1
COLQUIRI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-05-01,1,1,0,0,2
COROICO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-05-01,0,0,1,0,1
COTOCA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-05-01,1,1,0,0,2
EL ALTO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-05-01,20,7,2,4,33
EL PUENTE(STC),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-05-01,0,0,0,1,1
ENTRE RIOS CBBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-05-01,2,0,0,0,2
GUANAY,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-05-01,0,1,0,0,1
GUAYARAMERIN,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-05-01,0,0,0,2,2
IRUPANA (VILLA DE LANZA),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-05-01,1,1,0,0,2
IXIAMAS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-05-01,0,0,1,0,1
LA ASUNTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-05-01,0,0,1,0,1
LA GUARDIA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-05-01,1,0,0,1,2
LA PAZ,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-05-01,5,1,5,8,19
LORETO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-05-01,0,0,1,2,3
MAIRANA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-05-01,1,0,0,0,1
MAPIRI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-05-01,1,0,0,0,1
MINEROS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-05-01,1,0,0,0,1
MONTERO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-05-01,0,1,0,0,1
OKINAWA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-05-01,0,1,0,1,2
ORURO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-05-01,2,0,0,2,4
PAILON,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-05-01,0,0,2,1,3
PALOS BLANCOS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-05-01,0,1,0,0,1
PORTACHUELO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-05-01,1,0,0,0,1
PORVENIR,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-05-01,0,0,0,1,1
POTOSI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-05-01,5,3,0,0,8
PUERTO RICO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-05-01,0,0,1,0,1
PUERTO SILES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-05-01,2,0,0,0,2
PUNATA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-05-01,0,0,1,0,1
QUILLACOLLO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-05-01,0,1,1,1,3
REYES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-05-01,0,1,0,0,1
RIBERALTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-05-01,0,3,0,0,3
RURRENABAQUE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-05-01,0,0,0,1,1
SABAYA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-05-01,0,0,1,0,1
SACABA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-05-01,1,1,1,1,4
