,group,variable,month,ANTIPOLIOMIELÍTICA 5TA. DOSIS DENTRO,ANTIPOLIOMIELÍTICA 5TA. DOSIS DENTRO,ANTIPOLIOMIELÍTICA 5TA. DOSIS FUERA,ANTIPOLIOMIELÍTICA 5TA. DOSIS FUERA,TOTALES
CAJUATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,2,7,0,0,9
CALACOTO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,0,1,0,0,1
CALAMARCA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,2,1,0,0,3
CAMARGO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,3,6,0,4,13
CAMATAQUI (C. VILLA ABECIA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,2,1,0,0,3
CAMIRI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,11,13,0,0,24
CAPINOTA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,4,2,0,1,7
CAQUIAVIRI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,1,1,0,0,2
CARACOLLO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,5,3,0,0,8
CARANAVI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,20,27,2,3,52
CARAPARI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,2,1,3,3,9
CARIPUYO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,1,0,1,2,4
CARMEN RIVERO TORREZ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,2,1,0,0,3
CHALLAPATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,8,7,1,2,18
CHAQUI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,0,1,0,0,1
CHARAGUA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,8,7,3,2,20
CHAYANTA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,2,2,2,2,8
CHIMORE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,6,13,4,4,27
CHIPAYA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,1,2,0,0,3
CHULUMANI (V. DE LA LIBERTAD),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,2,2,0,1,5
CHUMA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,1,2,3,6,12
CHUQUIHUTA AYLLU JUCUMANI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,0,2,0,0,2
CKOCHAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,2,2,1,1,6
CLIZA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,5,10,0,3,18
COBIJA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,28,22,6,10,66
COCAPATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,2,3,4,1,10
COCHABAMBA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,257,259,6,9,531
COLCAPIRHUA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,22,12,2,2,38
"COLCHA ""K""",vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,4,0,2,0,6
COLLANA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,0,1,0,0,1
COLOMI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,4,2,0,1,7
COLPA BELGICA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,1,0,0,2,3
COLQUECHACA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,2,6,0,4,12
COLQUENCHA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,7,2,0,0,9
COLQUIRI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,1,4,2,0,7
COMARAPA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,4,7,0,0,11
CONCEPCION,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,9,15,8,6,38
COPACABANA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,1,1,0,1,3
CORIPATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,2,3,0,0,5
CORO CORO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,3,1,0,0,4
COROICO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,1,5,0,3,9
CORQUE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,0,1,0,0,1
COTAGAITA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,7,3,2,2,14
COTOCA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,29,30,0,2,61
CUATRO CAÑADAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,9,10,3,6,28
CUEVO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,1,2,1,0,4
CULPINA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,8,4,1,0,13
CURAHUARA DE CARANGAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,0,1,0,0,1
CURVA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,0,0,1,1,2
EL ALTO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,191,175,42,42,450
EL PUENTE(STC),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,2,5,4,0,11
EL PUENTE(TJA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,4,1,1,3,9
EL TORNO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,21,41,0,0,62
EL VILLAR,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,1,2,0,1,4
ENTRE RIOS TRJ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,11,7,0,0,18
ENTRE RIOS CBBA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,22,16,1,1,40
ESCOMA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,0,0,0,1,1
EUCALIPTUS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,2,0,0,0,2
EUREKA (SANTOS MERCADO),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,4,1,1,0,6
FERNANDEZ ALONSO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,5,3,3,5,16
FILADELFIA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,1,0,0,1,2
GAIOC JATUN AYLLU YURA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,0,1,0,1,2
GENERAL SAAVEDRA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,4,5,0,1,10
GRAL. J.J. PEREZ (CHARAZANI),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,0,2,0,0,2
GUANAY,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,5,1,5,7,18
GUAYARAMERIN,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,11,3,14,8,36
GUTIERREZ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,0,2,0,0,2
HUACARETA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,3,4,0,2,9
HUANUNI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,4,2,0,0,6
HUARACAJE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,1,1,0,0,2
HUARINA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,2,2,1,1,6
HUATAJATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,0,1,0,0,1
HUAYLLAMARCA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,2,0,0,0,2
HUMANATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,0,0,2,0,2
ICHOCA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,2,2,0,0,4
ICLA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,1,0,7,0,8
INCAHUASI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,3,2,3,0,8
INGAVI (HUMAITA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,1,0,0,0,1
INQUISIVI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,0,2,0,1,3
IRUPANA (VILLA DE LANZA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,2,1,2,2,7
IXIAMAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,0,2,2,2,6
JESUS DE MACHACA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,3,3,0,0,6
LA ASUNTA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,7,8,3,2,20
LA GUARDIA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,44,60,0,0,104
LA PAZ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,241,259,16,23,539
LAGUNILLAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,3,0,5,3,11
LAJA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,5,7,0,0,12
LLALLAGUA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,8,5,12,21,46
LLICA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,1,0,1,0,2
LORETO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,0,1,8,10,19
LURIBAY,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,0,1,0,1,2
MACHACAMARCA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,1,3,0,0,4
MACHARETI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,1,1,0,1,3
MAGDALENA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,3,7,2,3,15
MAIRANA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,4,4,5,3,16
MALLA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,0,0,0,1,1
MAPIRI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,3,2,0,0,5
MECAPACA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,9,3,0,1,13
MINEROS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,10,3,0,1,14
MIZQUE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,4,4,0,2,10
MOCOMOCO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,3,0,5,2,10
MOJOCOYA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,1,1,0,1,3
MONTEAGUDO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,13,11,2,0,26
MONTERO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,50,39,12,11,112
MORO MORO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,0,0,2,2,4
MOROCHATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,1,2,4,1,8
NACEBE (SANTA ROSA DEL ABUNA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,1,2,0,1,4
OCURI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,1,1,0,0,2
OKINAWA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,1,3,3,1,8
OMEREQUE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,0,1,6,9,16
ORURO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,92,83,12,16,203
PADCAYA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,4,6,0,1,11
PADILLA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,6,5,0,0,11
PAILON,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,4,5,2,10,21
PALCA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,4,5,4,3,16
PALOS BLANCOS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,6,7,2,3,18
PAMPA AULLAGAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,0,2,0,0,2
PAMPA GRANDE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,2,5,0,0,7
PAPEL PAMPA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,0,1,0,0,1
PASORAPA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,0,2,0,0,2
PATACAMAYA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,2,7,1,0,10
PAZÑA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,1,0,0,1,2
PELECHUCO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,1,2,0,0,3
POCOATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,6,8,1,1,16
POCONA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,2,1,5,1,9
POJO (CBBA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,1,2,2,2,7
POOPO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,4,0,1,0,5
PORCO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,2,2,1,1,6
POROMA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,4,3,1,3,11
PORONGO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,7,6,0,0,13
PORTACHUELO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,18,6,0,0,24
PORVENIR,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,1,3,1,1,6
POSTRER VALLE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,0,2,0,0,2
POTOSI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,41,53,6,3,103
PRESTO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,1,1,0,4,6
PUCARANI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,5,9,7,1,22
PUERTO CARABUCO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,0,3,1,1,5
PUERTO GONZALO MORENO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,0,0,0,3,3
PUERTO PEREZ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,0,3,0,0,3
PUERTO QUIJARRO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,8,7,4,4,23
PUERTO RICO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,1,1,2,2,6
PUERTO SUAREZ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,17,8,2,1,28
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,8,7,1,0,16
PUNA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,3,1,3,1,8
PUNATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,13,9,6,2,30
QUILLACOLLO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,31,33,22,29,115
QUIME,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,6,3,0,1,10
RAQAYPAMPA(ETA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,1,1,0,0,2
RAVELO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,5,9,7,1,22
REYES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,5,6,0,0,11
RIBERALTA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,24,20,0,3,47
ROBORE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,4,5,0,3,12
RURRENABAQUE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,5,4,1,1,11
SABAYA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,0,1,0,0,1
SACABA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,53,51,27,25,156
SACABAMBA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,2,0,0,1,3
SACACA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,1,3,1,1,6
SAIPINA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,2,1,1,0,4
SALINAS DE GARCI MENDOZA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,1,2,0,1,4
SAMAIPATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,3,8,0,0,11
SAN ANDRES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,1,2,0,0,3
SAN ANDRES DE MACHACA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,2,0,1,2,5
SAN ANTONIO DE ESMORUCO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,0,0,1,1,2
SAN ANTONIO DE LOMERIO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,3,4,1,0,8
SAN BENITO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,3,4,0,0,7
SAN BORJA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,17,10,1,2,30
SAN BUENA VENTURA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,1,3,2,3,9
SAN CARLOS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,8,11,2,1,22
SAN IGNACIO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,5,4,0,6,15
SAN IGNACIO DE VELASCO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,24,16,3,5,48
SAN JAVIER(STC),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,15,14,0,1,30
SAN JOAQUIN,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,2,0,4,0,6
SAN JOSE DE CHIQUITOS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,6,8,3,1,18
SAN JUAN DE YAPACANI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,1,2,1,1,5
SAN JULIAN,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,20,30,5,4,59
SAN LORENZO(PND),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,1,2,0,0,3
SAN LORENZO(TJA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,9,7,0,1,17
SAN LUCAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,9,11,4,7,31
SAN MATIAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,4,8,32,22,66
SAN MIGUEL DE VELASCO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,7,1,0,6,14
SAN PABLO DE LIPEZ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,0,1,0,0,1
SAN PEDRO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,5,7,1,4,17
SAN PEDRO DE BUENA VISTA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,3,6,6,6,21
SAN PEDRO DE CURAHUARA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,0,0,1,1,2
SAN PEDRO DE MACHA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,3,3,5,4,15
SAN PEDRO DE TIQUINA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,1,0,0,0,1
SAN PEDRO(PND),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,0,0,2,0,2
SAN RAFAEL,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,1,4,0,2,7
SAN RAMON BENI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,1,0,6,4,11
SAN RAMON SCZ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,1,0,0,0,1
SANTA ANA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,9,4,0,0,13
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,591,533,32,27,1183
SANTA ROSA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,1,2,0,0,3
SANTA ROSA DEL SARA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,6,7,1,1,15
SANTIAGO DE HUARI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2022-01-01,3,1,1,0,5
