,group,variable,month,SRP 1RA. DOSIS DENTRO,SRP 1RA. DOSIS DENTRO,SRP 1RA. DOSIS FUERA,SRP 1RA. DOSIS FUERA,TOTALES
SENA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-01-01,0,0,0,1,1
SIPE SIPE,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-01-01,1,0,0,0,1
SUCRE,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-01-01,0,1,0,0,1
TRINIDAD,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-01-01,1,1,0,0,2
VILLA MONTES,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-01-01,1,0,0,0,1
VILLA TUNARI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-01-01,0,1,0,1,2
WARNES,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-01-01,2,2,0,0,4
YACUIBA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-01-01,1,1,0,0,2
YOCALLA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-01-01,2,0,0,0,2
ASCENCION DE GUARAYOS,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-02-01,1,0,0,0,1
AUCAPATA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-02-01,1,0,0,0,1
CAMIRI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-02-01,1,1,0,0,2
CAPINOTA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-02-01,0,0,0,1,1
CHALLAPATA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-02-01,0,0,1,0,1
CKOCHAS,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-02-01,1,0,0,0,1
COBIJA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-02-01,3,0,0,0,3
COCHABAMBA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-02-01,2,1,2,0,5
COLOMI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-02-01,1,0,0,0,1
COPACABANA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-02-01,0,0,1,0,1
CUATRO CAÑADAS,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-02-01,1,0,0,0,1
EL ALTO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-02-01,5,5,1,3,14
EL PUENTE(TJA),vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-02-01,1,2,0,0,3
EL TORNO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-02-01,0,1,0,0,1
EXALTACION,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-02-01,1,0,0,0,1
GUAYARAMERIN,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-02-01,0,0,5,3,8
HUACARETA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-02-01,1,0,0,1,2
LA PAZ,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-02-01,5,5,1,0,11
MAIRANA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-02-01,1,0,0,0,1
MINEROS,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-02-01,1,0,0,0,1
MONTERO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-02-01,1,0,1,2,4
OKINAWA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-02-01,1,0,0,0,1
ORURO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-02-01,0,0,6,2,8
PAILON,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-02-01,1,2,4,2,9
PALCA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-02-01,1,0,0,0,1
PORTACHUELO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-02-01,0,1,0,0,1
POTOSI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-02-01,6,7,0,0,13
PUCARANI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-02-01,0,0,0,2,2
PUERTO ACOSTA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-02-01,1,1,0,0,2
PUERTO PEREZ,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-02-01,0,0,0,1,1
PUERTO QUIJARRO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-02-01,0,0,1,0,1
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-02-01,0,1,0,0,1
PUNATA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-02-01,0,0,0,1,1
QUILLACOLLO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-02-01,0,0,1,0,1
RIBERALTA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-02-01,0,1,0,0,1
ROBORE,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-02-01,1,0,0,0,1
SACABA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-02-01,1,0,0,2,3
SAN BENITO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-02-01,0,1,0,0,1
SAN BORJA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-02-01,6,6,2,1,15
SAN IGNACIO DE VELASCO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-02-01,0,0,1,1,2
SAN JOSE DE CHIQUITOS,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-02-01,1,1,6,1,9
SAN LORENZO(PND),vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-02-01,0,0,0,1,1
SAN PEDRO DE BUENA VISTA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-02-01,0,0,0,1,1
SANTA ANA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-02-01,2,0,0,0,2
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-02-01,9,11,12,12,44
SENA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-02-01,1,0,0,0,1
SHINAOTA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-02-01,1,0,1,0,2
SIPE SIPE,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-02-01,0,1,0,0,1
SUCRE,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-02-01,5,0,0,1,6
TARIJA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-02-01,1,0,0,0,1
TUPIZA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-02-01,0,1,0,0,1
VILLA TUNARI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-02-01,0,1,0,3,4
VILLAZON,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-02-01,0,0,0,1,1
VINTO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-02-01,0,0,1,0,1
WARNES,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-02-01,2,1,1,0,4
YAMPARAEZ,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-02-01,1,0,0,1,2
ANZALDO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-03-01,0,0,0,1,1
ATOCHA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-03-01,1,0,0,0,1
BERMEJO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-03-01,0,1,0,0,1
BUENA VISTA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-03-01,4,1,0,0,5
CABEZAS,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-03-01,1,0,0,0,1
CALAMARCA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-03-01,0,0,1,0,1
CAPINOTA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-03-01,1,0,0,0,1
CARACOLLO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-03-01,1,0,0,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-03-01,1,0,0,0,1
COCHABAMBA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-03-01,9,1,1,5,16
COLCAPIRHUA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-03-01,0,0,1,0,1
COPACABANA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-03-01,0,0,1,0,1
COTOCA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-03-01,0,2,0,0,2
EL ALTO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-03-01,6,4,11,16,37
GUANAY,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-03-01,0,0,1,0,1
GUAYARAMERIN,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-03-01,1,1,0,0,2
GUTIERREZ,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-03-01,0,1,0,0,1
HUACARETA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-03-01,0,0,1,0,1
LA PAZ,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-03-01,5,2,2,0,9
MAGDALENA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-03-01,0,0,0,1,1
MAIRANA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-03-01,0,0,0,1,1
MAPIRI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-03-01,0,2,1,1,4
MONTERO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-03-01,1,4,0,1,6
ORURO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-03-01,0,2,0,0,2
PAILON,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-03-01,0,1,1,2,4
PALOS BLANCOS,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-03-01,0,0,1,0,1
POTOSI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-03-01,2,2,0,0,4
PUERTO RICO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-03-01,0,0,0,1,1
PUERTO SUAREZ,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-03-01,15,7,1,3,26
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-03-01,0,1,1,1,3
QUILLACOLLO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-03-01,2,1,0,0,3
RIBERALTA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-03-01,2,6,7,16,31
SABAYA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-03-01,0,1,0,0,1
SAN ANDRES,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-03-01,1,0,0,0,1
SAN BORJA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-03-01,1,0,0,0,1
SAN IGNACIO DE VELASCO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-03-01,1,1,1,0,3
SAN JOAQUIN,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-03-01,2,0,0,0,2
SAN JOSE DE CHIQUITOS,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-03-01,2,3,0,0,5
SAN PEDRO DE BUENA VISTA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-03-01,1,0,4,3,8
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-03-01,7,13,9,6,35
SANTA ROSA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-03-01,0,1,0,0,1
SANTA ROSA DEL SARA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-03-01,1,0,0,0,1
SORACACHI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-03-01,0,0,0,1,1
SUCRE,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-03-01,0,1,1,0,2
TARIJA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-03-01,1,0,0,0,1
TOTORA(CBBA),vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-03-01,0,1,0,0,1
TRINIDAD,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-03-01,3,2,0,0,5
TUPIZA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-03-01,1,2,0,0,3
TURCO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-03-01,0,1,0,0,1
UYUNI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-03-01,1,1,0,2,4
VIACHA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-03-01,0,1,0,1,2
VILLA TUNARI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-03-01,1,1,0,0,2
VILLAZON,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-03-01,1,0,0,0,1
VINTO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-03-01,0,1,0,0,1
WALDO BALLIVIAN,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-03-01,1,0,0,0,1
WARNES,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-03-01,1,2,0,1,4
YAMPARAEZ,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-03-01,0,1,0,0,1
ACHACACHI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-04-01,0,1,0,1,2
ARBIETO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-04-01,0,1,0,0,1
ATOCHA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-04-01,1,0,0,0,1
AZURDUY,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-04-01,0,0,0,1,1
BUENA VISTA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-04-01,1,0,2,1,4
CABEZAS,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-04-01,0,0,0,1,1
CALAMARCA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-04-01,2,0,0,0,2
CAMATAQUI (C. VILLA ABECIA),vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-04-01,0,0,1,0,1
CAMIRI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-04-01,4,7,6,8,25
CAPINOTA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-04-01,0,1,0,0,1
CARANAVI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-04-01,0,1,0,0,1
CHARAGUA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-04-01,0,1,0,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-04-01,0,0,1,0,1
COCHABAMBA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-04-01,7,5,3,3,18
COLOMI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-04-01,0,0,0,1,1
CONCEPCION,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-04-01,0,0,1,0,1
CORIPATA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-04-01,0,0,1,1,2
COROICO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-04-01,0,0,1,1,2
COTOCA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-04-01,4,2,3,3,12
CRUZ DE MACHACAMARCA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-04-01,0,0,0,1,1
EL ALTO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-04-01,12,13,85,91,201
GENERAL SAAVEDRA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-04-01,0,0,0,1,1
GUANAY,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-04-01,0,0,0,1,1
GUAYARAMERIN,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-04-01,1,1,2,2,6
GUTIERREZ,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-04-01,0,1,0,0,1
HUARACAJE,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-04-01,0,0,1,1,2
IRUPANA (VILLA DE LANZA),vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-04-01,0,1,0,1,2
LA ASUNTA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-04-01,0,0,1,0,1
LA GUARDIA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-04-01,1,0,4,1,6
LA PAZ,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-04-01,2,6,17,15,40
LURIBAY,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-04-01,1,0,0,2,3
MAIRANA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-04-01,0,0,0,1,1
MECAPACA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-04-01,1,0,0,0,1
MINEROS,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-04-01,0,1,0,1,2
MONTERO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-04-01,2,0,6,1,9
ORURO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-04-01,2,3,12,16,33
PADCAYA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-04-01,1,0,0,0,1
PAILON,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-04-01,1,1,1,0,3
PALCA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-04-01,0,0,3,4,7
PORTACHUELO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-04-01,1,0,0,1,2
POTOSI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-04-01,4,3,8,4,19
PUCARANI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-04-01,0,1,0,0,1
PUERTO ACOSTA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-04-01,1,0,0,0,1
PUERTO QUIJARRO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-04-01,1,0,1,2,4
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-04-01,2,5,24,18,49
QUILLACOLLO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-04-01,0,0,1,1,2
REYES,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-04-01,0,0,1,0,1
RIBERALTA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-04-01,2,0,4,5,11
ROBORE,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-04-01,0,0,5,2,7
SACABA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-04-01,2,1,1,0,4
SACACA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-04-01,0,1,1,2,4
SAIPINA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-04-01,0,0,0,1,1
SALINAS DE GARCI MENDOZA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-04-01,0,1,0,0,1
SAN ANTONIO DE LOMERIO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-04-01,0,1,0,0,1
SAN BENITO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-04-01,0,1,0,1,2
SAN BORJA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-04-01,1,1,7,4,13
SAN BUENA VENTURA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-04-01,0,1,2,1,4
SAN IGNACIO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-04-01,1,1,0,0,2
SAN IGNACIO DE VELASCO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-04-01,1,0,0,0,1
SAN JOSE DE CHIQUITOS,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-04-01,0,0,0,2,2
SAN LORENZO(TJA),vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-04-01,0,0,0,1,1
SAN MATIAS,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-04-01,2,2,21,27,52
SAN MIGUEL DE VELASCO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-04-01,0,0,1,0,1
SAN PEDRO DE BUENA VISTA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-04-01,1,0,9,5,15
SAN RAMON SCZ,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-04-01,0,0,1,0,1
SANTA ANA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-04-01,2,0,1,0,3
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-04-01,13,8,90,90,201
SANTA ROSA DEL SARA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-04-01,1,1,0,1,3
SAPAHAQUI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-04-01,0,0,1,0,1
SIPE SIPE,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-04-01,1,0,0,0,1
SUCRE,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-04-01,6,2,3,1,12
TARIJA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-04-01,0,0,1,2,3
TINGUIPAYA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-04-01,0,1,0,0,1
TIQUIPAYA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-04-01,0,0,1,0,1
TORO TORO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-04-01,1,0,0,0,1
TRINIDAD,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-04-01,1,1,10,16,28
TUPIZA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-04-01,0,0,0,2,2
UYUNI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-04-01,2,0,1,3,6
VIACHA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-04-01,0,0,1,1,2
VILLA MONTES,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-04-01,2,0,3,1,6
VILLA SERRANO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-04-01,3,0,1,1,5
VILLA TUNARI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-04-01,0,1,1,0,2
WARNES,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-04-01,2,4,7,3,16
YACUIBA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-04-01,1,0,1,0,2
YAPACANI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-04-01,0,0,1,2,3
YOCALLA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-04-01,1,5,0,0,6
ACHACACHI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-05-01,1,1,0,0,2
ARBIETO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-05-01,1,0,0,0,1
BUENA VISTA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-05-01,0,0,1,0,1
CAMIRI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-05-01,0,5,3,4,12
CARANAVI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-05-01,1,2,0,0,3
CHAQUI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-05-01,1,0,0,0,1
CHARAGUA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-05-01,0,0,2,0,2
CHIMORE,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-05-01,1,0,0,0,1
CHUQUIHUTA AYLLU JUCUMANI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-05-01,0,2,1,2,5
COCAPATA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-05-01,0,0,0,1,1
COCHABAMBA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-05-01,5,4,5,11,25
COLOMI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2022-05-01,0,0,1,1,2
