municipality,group,variable,month,Numero de actividades realizadas con la comunidad,TOTAL
ICLA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-01-01,4,4
IXIAMAS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-01-01,1,1
LA GUARDIA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-01-01,12,12
MACHARETI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-01-01,87,87
MAPIRI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-01-01,1,1
MINEROS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-01-01,3,3
MONTEAGUDO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-01-01,9,9
MONTERO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-01-01,1,1
MOROCHATA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-01-01,9,9
OKINAWA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-01-01,3,3
PAILON,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-01-01,8,8
PALOS BLANCOS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-01-01,6,6
POJO (CBBA),control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-01-01,6,6
PORONGO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-01-01,7,7
PORTACHUELO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-01-01,22,22
PORVENIR,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-01-01,2,2
POTOSI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-01-01,1,1
PUERTO GONZALO MORENO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-01-01,1,1
PUERTO QUIJARRO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-01-01,2,2
PUERTO RICO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-01-01,1,1
PUERTO VILLARROEL,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-01-01,7,7
RIBERALTA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-01-01,6,6
ROBORE,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-01-01,7,7
RURRENABAQUE,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-01-01,3,3
SAIPINA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-01-01,9,9
SAN ANDRES,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-01-01,5,5
SAN BORJA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-01-01,1,1
SAN BUENA VENTURA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-01-01,3,3
SAN CARLOS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-01-01,7,7
SAN IGNACIO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-01-01,1,1
SAN IGNACIO DE VELASCO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-01-01,13,13
SAN JUAN DE YAPACANI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-01-01,3,3
SAN JULIAN,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-01-01,40,40
SAN LORENZO(PND),control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-01-01,5,5
SAN MATIAS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-01-01,226,226
SAN MIGUEL DE VELASCO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-01-01,8,8
SAN PEDRO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-01-01,1,1
SANTA ANA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-01-01,2,2
SANTA CRUZ DE LA SIERRA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-01-01,23,23
SUCRE,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-01-01,2,2
TARIJA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-01-01,68,68
TEOPONTE,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-01-01,1,1
TOTORA(CBBA),control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-01-01,5,5
TRINIDAD,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-01-01,2,2
URIONDO (A. CONCEPCION),control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-01-01,8,8
VILLA TUNARI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-01-01,26,26
VILLA VACA GUZMAN (MUYUPAMPA),control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-01-01,14,14
WARNES,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-01-01,9,9
YAPACANI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-01-01,27,27
ARBIETO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,6,6
ASCENCION DE GUARAYOS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,2,2
AZURDUY,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,6,6
BAURES,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,4,4
BERMEJO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,2,2
BETANZOS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,6,6
BOYUIBE,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,3,3
BUENA VISTA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,4,4
CABEZAS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,9,9
CAMARGO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,2,2
CAMIRI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,4,4
CARANAVI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,11,11
CARAPARI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,6,6
CHARAGUA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,1,1
CHIMORE,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,5,5
COLCAPIRHUA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,1,1
COLPA BELGICA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,29,29
COMARAPA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,13,13
CONCEPCION,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,1,1
COROICO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,5,5
COTOCA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,2,2
CUATRO CAÑADAS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,5,5
CUEVO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,3,3
CULPINA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,3,3
EL PUENTE(STC),control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,8,8
EL TORNO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,28,28
ENTRE RIOS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,13,13
FERNANDEZ ALONSO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,11,11
GENERAL SAAVEDRA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,20,20
GUANAY,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,3,3
GUAYARAMERIN,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,5,5
GUTIERREZ,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,238,238
HUACARETA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,2,2
HUACAYA (VILLA DE HUACAYA),control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,3,3
ICLA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,5,5
IXIAMAS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,4,4
LA ASUNTA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,9,9
LA GUARDIA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,10,10
LAGUNILLAS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,47,47
LORETO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,5,5
MACHARETI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,83,83
MAGDALENA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,4,4
MAIRANA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,4,4
MAPIRI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,8,8
MINEROS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,4,4
MIZQUE,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,3,3
MONTEAGUDO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,29,29
MONTERO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,2,2
MORO MORO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,3,3
MOROCHATA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,10,10
NACEBE (SANTA ROSA DEL ABUNA),control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,1,1
OKINAWA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,2,2
PADCAYA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,2,2
PAILON,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,14,14
PALOS BLANCOS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,30,30
PAMPA GRANDE,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,7,7
PORONGO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,8,8
PORTACHUELO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,302,302
POSTRER VALLE,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,2,2
PUERTO QUIJARRO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,3,3
PUERTO SILES,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,1,1
PUERTO VILLARROEL,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,35,35
PUNATA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,2,2
QUILLACOLLO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,61,61
QUIRUSILLAS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,1,1
RIBERALTA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,1,1
ROBORE,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,11,11
RURRENABAQUE,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,2,2
SAIPINA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,5,5
SAMAIPATA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,2,2
SAN ANDRES,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,6,6
SAN BORJA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,12,12
SAN BUENA VENTURA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,3,3
SAN CARLOS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,5,5
SAN IGNACIO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,5,5
SAN IGNACIO DE VELASCO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,12,12
SAN JAVIER(STC),control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,1,1
SAN JUAN DE YAPACANI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,12,12
SAN JULIAN,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,99,99
SAN LUCAS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,1,1
SAN MATIAS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,19,19
SAN MIGUEL DE VELASCO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,5,5
SAN PEDRO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,49,49
SAN PEDRO(PND),control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,2,2
SAN RAMON,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,2,2
SANTA ANA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,2,2
SANTA CRUZ DE LA SIERRA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,83,83
SANTA ROSA DEL SARA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,3,3
SENA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,2,2
SORATA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,1,1
SUCRE,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,1,1
TARATA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,44,44
TARIJA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,117,117
TARVITA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,5,5
TEOPONTE,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,8,8
TIQUIPAYA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,6,6
TIRAQUE (CBBA),control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,16,16
TORO TORO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,1,1
TOTORA(CBBA),control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,1,1
URIONDO (A. CONCEPCION),control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,2,2
VALLEGRANDE,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,2,2
VILA VILA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,4,4
VILLA MONTES,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,1,1
VILLA SERRANO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,4,4
VILLA TUNARI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,16,16
VILLA VACA GUZMAN (MUYUPAMPA),control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,11,11
WARNES,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,5,5
YACUIBA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,2,2
YAPACANI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,24,24
YOTALA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-02-01,1,1
AZURDUY,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,4,4
BERMEJO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,4,4
BETANZOS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,11,11
BOYUIBE,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,5,5
BUENA VISTA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,5,5
CABEZAS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,236,236
CAMARGO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,9,9
CAMIRI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,3,3
CARANAVI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,17,17
CARAPARI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,4,4
CHAQUI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,2,2
CHARAGUA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,8,8
CHIMORE,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,5,5
CHUMA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,28,28
CLIZA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,1,1
COBIJA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,3,3
COLPA BELGICA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,18,18
COMARAPA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,3,3
CONCEPCION,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,3,3
COROICO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,1,1
COTOCA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,10,10
CUATRO CAÑADAS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,57,57
CUEVO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,1,1
EL PUENTE(STC),control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,11,11
EL PUENTE(TJA),control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,2,2
EL TORNO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,5,5
ENTRE RIOS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,31,31
FERNANDEZ ALONSO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,20,20
FILADELFIA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,3,3
GENERAL SAAVEDRA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,3,3
GUANAY,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,2,2
GUAYARAMERIN,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,2,2
GUTIERREZ,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,358,358
HUACAYA (VILLA DE HUACAYA),control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,19,19
ICLA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,4,4
IRUPANA (VILLA DE LANZA),control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,2,2
IXIAMAS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,1,1
LA ASUNTA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,1,1
LA GUARDIA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,13,13
LAGUNILLAS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,47,47
LORETO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,4,4
MACHARETI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,25,25
MAIRANA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,2,2
MAPIRI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,10,10
MIZQUE,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,2,2
MOJOCOYA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,5,5
MONTEAGUDO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,24,24
MONTERO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,22,22
MORO MORO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,5,5
MOROCHATA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,2,2
NACEBE (SANTA ROSA DEL ABUNA),control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,2,2
NUEVO MANOA (NUEVA ESPERANZA),control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,1,1
OKINAWA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,3,3
OMEREQUE,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,22,22
PADCAYA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,2,2
PAILON,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,3,3
PALOS BLANCOS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,15,15
PAMPA GRANDE,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,5,5
PASORAPA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,2,2
POJO (CBBA),control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,2,2
PORONGO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,7,7
PORTACHUELO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,2,2
PORVENIR,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,2,2
POSTRER VALLE,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,3,3
PUERTO QUIJARRO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,3,3
PUERTO RICO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,1,1
PUERTO SILES,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,1,1
PUERTO SUAREZ,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,2,2
PUERTO VILLARROEL,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,21,21
PUNATA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,4,4
RIBERALTA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,4,4
ROBORE,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,19,19
RURRENABAQUE,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,8,8
SACACA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,1,1
SAIPINA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,20,20
SAN ANDRES,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,5,5
SAN BORJA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,23,23
SAN BUENA VENTURA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,12,12
SAN CARLOS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,4,4
SAN IGNACIO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,3,3
SAN IGNACIO DE VELASCO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,13,13
SAN JAVIER(BNI),control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,2,2
SAN JOAQUIN,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,4,4
SAN JOSE DE CHIQUITOS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,2,2
SAN JUAN DE YAPACANI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,3,3
SAN JULIAN,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,44,44
SAN LORENZO(PND),control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,3,3
SAN MATIAS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,4,4
SAN MIGUEL DE VELASCO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,4,4
SAN PEDRO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,37,37
SAN RAFAEL,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,2,2
SANTA ANA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,3,3
SANTA CRUZ DE LA SIERRA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,56,56
SANTA ROSA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,2,2
SANTA ROSA DEL SARA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,13,13
SUCRE,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,8,8
TARIJA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,49,49
TARVITA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,10,10
TIPUANI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,3,3
TIRAQUE (CBBA),control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,2,2
TOCO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,11,11
TOMINA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,2,2
TOTORA(CBBA),control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,1,1
TRINIDAD,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,2,2
VALLEGRANDE,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,11,11
VILLA MONTES,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,1,1
VILLA RIVERO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,2,2
VILLA TUNARI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,16,16
VILLA VACA GUZMAN (MUYUPAMPA),control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,17,17
WARNES,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,7,7
