municipality,group,variable,month,Total de casos confirmados,TOTAL
BAURES,malaria,total de casos confirmados,2009-04-01,9,9
BERMEJO,malaria,total de casos confirmados,2009-04-01,9,9
BUENA VISTA,malaria,total de casos confirmados,2009-04-01,1,1
CABEZAS,malaria,total de casos confirmados,2009-04-01,1,1
CARANAVI,malaria,total de casos confirmados,2009-04-01,9,9
CARAPARI,malaria,total de casos confirmados,2009-04-01,39,39
COBIJA,malaria,total de casos confirmados,2009-04-01,4,4
EL TORNO,malaria,total de casos confirmados,2009-04-01,50,50
ENTRE RIOS,malaria,total de casos confirmados,2009-04-01,2,2
EUREKA (SANTOS MERCADO),malaria,total de casos confirmados,2009-04-01,4,4
GRAL. J.J. PEREZ (CHARAZANI),malaria,total de casos confirmados,2009-04-01,20,20
GUANAY,malaria,total de casos confirmados,2009-04-01,13,13
GUAYARAMERIN,malaria,total de casos confirmados,2009-04-01,167,167
INCAHUASI,malaria,total de casos confirmados,2009-04-01,1,1
IXIAMAS,malaria,total de casos confirmados,2009-04-01,2,2
LA GUARDIA,malaria,total de casos confirmados,2009-04-01,8,8
LA PAZ,malaria,total de casos confirmados,2009-04-01,3,3
MAGDALENA,malaria,total de casos confirmados,2009-04-01,2,2
NUEVO MANOA (NUEVA ESPERANZA),malaria,total de casos confirmados,2009-04-01,22,22
OMEREQUE,malaria,total de casos confirmados,2009-04-01,4,4
PADCAYA,malaria,total de casos confirmados,2009-04-01,1,1
PALOS BLANCOS,malaria,total de casos confirmados,2009-04-01,1,1
PORONGO,malaria,total de casos confirmados,2009-04-01,6,6
PORVENIR,malaria,total de casos confirmados,2009-04-01,3,3
PUERTO GONZALO MORENO,malaria,total de casos confirmados,2009-04-01,2,2
PUERTO RICO,malaria,total de casos confirmados,2009-04-01,7,7
REYES,malaria,total de casos confirmados,2009-04-01,11,11
RIBERALTA,malaria,total de casos confirmados,2009-04-01,207,207
ROBORE,malaria,total de casos confirmados,2009-04-01,1,1
RURRENABAQUE,malaria,total de casos confirmados,2009-04-01,2,2
SAIPINA,malaria,total de casos confirmados,2009-04-01,3,3
SAN IGNACIO DE VELASCO,malaria,total de casos confirmados,2009-04-01,21,21
SAN JAVIER(STC),malaria,total de casos confirmados,2009-04-01,1,1
SAN PEDRO DE BUENA VISTA,malaria,total de casos confirmados,2009-04-01,1,1
SAN PEDRO(PND),malaria,total de casos confirmados,2009-04-01,1,1
SANTA CRUZ DE LA SIERRA,malaria,total de casos confirmados,2009-04-01,1,1
SANTA ROSA,malaria,total de casos confirmados,2009-04-01,1,1
SENA,malaria,total de casos confirmados,2009-04-01,82,82
TEOPONTE,malaria,total de casos confirmados,2009-04-01,2,2
TIRAQUE (CBBA),malaria,total de casos confirmados,2009-04-01,1,1
TORO TORO,malaria,total de casos confirmados,2009-04-01,3,3
VILA VILA,malaria,total de casos confirmados,2009-04-01,3,3
VILLA MONTES,malaria,total de casos confirmados,2009-04-01,25,25
VILLA TUNARI,malaria,total de casos confirmados,2009-04-01,2,2
YACUIBA,malaria,total de casos confirmados,2009-04-01,105,105
AYATA,malaria,total de casos confirmados,2009-05-01,6,6
BAURES,malaria,total de casos confirmados,2009-05-01,9,9
BERMEJO,malaria,total de casos confirmados,2009-05-01,1,1
BUENA VISTA,malaria,total de casos confirmados,2009-05-01,5,5
CABEZAS,malaria,total de casos confirmados,2009-05-01,3,3
CAMIRI,malaria,total de casos confirmados,2009-05-01,3,3
CARANAVI,malaria,total de casos confirmados,2009-05-01,8,8
CARAPARI,malaria,total de casos confirmados,2009-05-01,8,8
COBIJA,malaria,total de casos confirmados,2009-05-01,9,9
EL TORNO,malaria,total de casos confirmados,2009-05-01,30,30
ENTRE RIOS,malaria,total de casos confirmados,2009-05-01,2,2
ENTRE RIOS,malaria,total de casos confirmados,2009-05-01,1,1
EUREKA (SANTOS MERCADO),malaria,total de casos confirmados,2009-05-01,3,3
FILADELFIA,malaria,total de casos confirmados,2009-05-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),malaria,total de casos confirmados,2009-05-01,2,2
GUANAY,malaria,total de casos confirmados,2009-05-01,16,16
GUAYARAMERIN,malaria,total de casos confirmados,2009-05-01,240,240
HUACARETA,malaria,total de casos confirmados,2009-05-01,1,1
LA GUARDIA,malaria,total de casos confirmados,2009-05-01,1,1
LA PAZ,malaria,total de casos confirmados,2009-05-01,2,2
MACHARETI,malaria,total de casos confirmados,2009-05-01,1,1
MAGDALENA,malaria,total de casos confirmados,2009-05-01,3,3
MONTEAGUDO,malaria,total de casos confirmados,2009-05-01,1,1
NACEBE (SANTA ROSA DEL ABUNA),malaria,total de casos confirmados,2009-05-01,18,18
NUEVO MANOA (NUEVA ESPERANZA),malaria,total de casos confirmados,2009-05-01,52,52
PADCAYA,malaria,total de casos confirmados,2009-05-01,1,1
PALOS BLANCOS,malaria,total de casos confirmados,2009-05-01,1,1
PORONGO,malaria,total de casos confirmados,2009-05-01,5,5
PUERTO RICO,malaria,total de casos confirmados,2009-05-01,30,30
REYES,malaria,total de casos confirmados,2009-05-01,11,11
RIBERALTA,malaria,total de casos confirmados,2009-05-01,211,211
SAIPINA,malaria,total de casos confirmados,2009-05-01,2,2
SAN IGNACIO DE VELASCO,malaria,total de casos confirmados,2009-05-01,23,23
SAN LORENZO(PND),malaria,total de casos confirmados,2009-05-01,1,1
SAN LORENZO(TJA),malaria,total de casos confirmados,2009-05-01,2,2
SENA,malaria,total de casos confirmados,2009-05-01,56,56
TEOPONTE,malaria,total de casos confirmados,2009-05-01,2,2
TORO TORO,malaria,total de casos confirmados,2009-05-01,2,2
VALLEGRANDE,malaria,total de casos confirmados,2009-05-01,3,3
VILLA MONTES,malaria,total de casos confirmados,2009-05-01,9,9
VILLA NUEVA (LOMA ALTA),malaria,total de casos confirmados,2009-05-01,1,1
VILLA TUNARI,malaria,total de casos confirmados,2009-05-01,7,7
YACUIBA,malaria,total de casos confirmados,2009-05-01,91,91
YAPACANI,malaria,total de casos confirmados,2009-05-01,3,3
AYATA,malaria,total de casos confirmados,2009-06-01,2,2
AZURDUY,malaria,total de casos confirmados,2009-06-01,2,2
BAURES,malaria,total de casos confirmados,2009-06-01,8,8
BELLA FLOR,malaria,total de casos confirmados,2009-06-01,1,1
BERMEJO,malaria,total de casos confirmados,2009-06-01,4,4
CABEZAS,malaria,total de casos confirmados,2009-06-01,2,2
CAMIRI,malaria,total de casos confirmados,2009-06-01,1,1
CARANAVI,malaria,total de casos confirmados,2009-06-01,18,18
CARAPARI,malaria,total de casos confirmados,2009-06-01,4,4
COBIJA,malaria,total de casos confirmados,2009-06-01,4,4
COROICO,malaria,total de casos confirmados,2009-06-01,1,1
EL TORNO,malaria,total de casos confirmados,2009-06-01,30,30
ENTRE RIOS,malaria,total de casos confirmados,2009-06-01,2,2
EUREKA (SANTOS MERCADO),malaria,total de casos confirmados,2009-06-01,6,6
FILADELFIA,malaria,total de casos confirmados,2009-06-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),malaria,total de casos confirmados,2009-06-01,2,2
GUANAY,malaria,total de casos confirmados,2009-06-01,13,13
GUAYARAMERIN,malaria,total de casos confirmados,2009-06-01,247,247
INGAVI (HUMAITA),malaria,total de casos confirmados,2009-06-01,21,21
LA GUARDIA,malaria,total de casos confirmados,2009-06-01,1,1
LA PAZ,malaria,total de casos confirmados,2009-06-01,3,3
MAIRANA,malaria,total de casos confirmados,2009-06-01,1,1
MONTEAGUDO,malaria,total de casos confirmados,2009-06-01,1,1
MONTERO,malaria,total de casos confirmados,2009-06-01,1,1
NACEBE (SANTA ROSA DEL ABUNA),malaria,total de casos confirmados,2009-06-01,5,5
NUEVO MANOA (NUEVA ESPERANZA),malaria,total de casos confirmados,2009-06-01,65,65
PADCAYA,malaria,total de casos confirmados,2009-06-01,6,6
PADILLA,malaria,total de casos confirmados,2009-06-01,3,3
PALOS BLANCOS,malaria,total de casos confirmados,2009-06-01,1,1
PORONGO,malaria,total de casos confirmados,2009-06-01,8,8
PORVENIR,malaria,total de casos confirmados,2009-06-01,3,3
PUERTO GONZALO MORENO,malaria,total de casos confirmados,2009-06-01,6,6
PUERTO RICO,malaria,total de casos confirmados,2009-06-01,38,38
PUERTO VILLARROEL,malaria,total de casos confirmados,2009-06-01,2,2
REYES,malaria,total de casos confirmados,2009-06-01,4,4
RIBERALTA,malaria,total de casos confirmados,2009-06-01,225,225
ROBORE,malaria,total de casos confirmados,2009-06-01,1,1
RURRENABAQUE,malaria,total de casos confirmados,2009-06-01,1,1
SACABA,malaria,total de casos confirmados,2009-06-01,1,1
SAN BORJA,malaria,total de casos confirmados,2009-06-01,1,1
SAN CARLOS,malaria,total de casos confirmados,2009-06-01,1,1
SAN IGNACIO DE VELASCO,malaria,total de casos confirmados,2009-06-01,11,11
SAN LORENZO(PND),malaria,total de casos confirmados,2009-06-01,3,3
SANTA ROSA,malaria,total de casos confirmados,2009-06-01,2,2
SENA,malaria,total de casos confirmados,2009-06-01,33,33
TORO TORO,malaria,total de casos confirmados,2009-06-01,6,6
VALLEGRANDE,malaria,total de casos confirmados,2009-06-01,1,1
VILA VILA,malaria,total de casos confirmados,2009-06-01,2,2
VILLA MONTES,malaria,total de casos confirmados,2009-06-01,16,16
VILLA NUEVA (LOMA ALTA),malaria,total de casos confirmados,2009-06-01,7,7
VILLA SERRANO,malaria,total de casos confirmados,2009-06-01,5,5
VILLA TUNARI,malaria,total de casos confirmados,2009-06-01,3,3
YACUIBA,malaria,total de casos confirmados,2009-06-01,86,86
YAPACANI,malaria,total de casos confirmados,2009-06-01,2,2
ACACIO,malaria,total de casos confirmados,2009-07-01,1,1
AYATA,malaria,total de casos confirmados,2009-07-01,1,1
BAURES,malaria,total de casos confirmados,2009-07-01,12,12
BERMEJO,malaria,total de casos confirmados,2009-07-01,4,4
BUENA VISTA,malaria,total de casos confirmados,2009-07-01,9,9
CABEZAS,malaria,total de casos confirmados,2009-07-01,1,1
CARANAVI,malaria,total de casos confirmados,2009-07-01,3,3
CARAPARI,malaria,total de casos confirmados,2009-07-01,3,3
COBIJA,malaria,total de casos confirmados,2009-07-01,8,8
EL TORNO,malaria,total de casos confirmados,2009-07-01,17,17
EUREKA (SANTOS MERCADO),malaria,total de casos confirmados,2009-07-01,8,8
GRAL. J.J. PEREZ (CHARAZANI),malaria,total de casos confirmados,2009-07-01,1,1
GUANAY,malaria,total de casos confirmados,2009-07-01,9,9
GUAYARAMERIN,malaria,total de casos confirmados,2009-07-01,88,88
LA GUARDIA,malaria,total de casos confirmados,2009-07-01,2,2
MAGDALENA,malaria,total de casos confirmados,2009-07-01,1,1
NACEBE (SANTA ROSA DEL ABUNA),malaria,total de casos confirmados,2009-07-01,10,10
NUEVO MANOA (NUEVA ESPERANZA),malaria,total de casos confirmados,2009-07-01,20,20
OKINAWA,malaria,total de casos confirmados,2009-07-01,1,1
PADILLA,malaria,total de casos confirmados,2009-07-01,2,2
PALOS BLANCOS,malaria,total de casos confirmados,2009-07-01,1,1
PORONGO,malaria,total de casos confirmados,2009-07-01,2,2
PUERTO GONZALO MORENO,malaria,total de casos confirmados,2009-07-01,2,2
PUERTO RICO,malaria,total de casos confirmados,2009-07-01,26,26
REYES,malaria,total de casos confirmados,2009-07-01,5,5
RIBERALTA,malaria,total de casos confirmados,2009-07-01,217,217
SAN CARLOS,malaria,total de casos confirmados,2009-07-01,1,1
SAN IGNACIO DE VELASCO,malaria,total de casos confirmados,2009-07-01,87,87
SAN LORENZO(PND),malaria,total de casos confirmados,2009-07-01,5,5
SANTA CRUZ DE LA SIERRA,malaria,total de casos confirmados,2009-07-01,0,0
SANTA ROSA,malaria,total de casos confirmados,2009-07-01,2,2
SENA,malaria,total de casos confirmados,2009-07-01,11,11
TEOPONTE,malaria,total de casos confirmados,2009-07-01,3,3
TORO TORO,malaria,total de casos confirmados,2009-07-01,5,5
VILLA MONTES,malaria,total de casos confirmados,2009-07-01,5,5
VILLA NUEVA (LOMA ALTA),malaria,total de casos confirmados,2009-07-01,3,3
VILLA TUNARI,malaria,total de casos confirmados,2009-07-01,4,4
VILLA VACA GUZMAN (MUYUPAMPA),malaria,total de casos confirmados,2009-07-01,1,1
WARNES,malaria,total de casos confirmados,2009-07-01,1,1
YACUIBA,malaria,total de casos confirmados,2009-07-01,20,20
ZUDAÑEZ,malaria,total de casos confirmados,2009-07-01,1,1
AYATA,malaria,total de casos confirmados,2009-08-01,2,2
BAURES,malaria,total de casos confirmados,2009-08-01,17,17
BERMEJO,malaria,total de casos confirmados,2009-08-01,1,1
BUENA VISTA,malaria,total de casos confirmados,2009-08-01,10,10
CARANAVI,malaria,total de casos confirmados,2009-08-01,35,35
COBIJA,malaria,total de casos confirmados,2009-08-01,5,5
CULPINA,malaria,total de casos confirmados,2009-08-01,1,1
EL ALTO,malaria,total de casos confirmados,2009-08-01,1,1
EL TORNO,malaria,total de casos confirmados,2009-08-01,16,16
ENTRE RIOS,malaria,total de casos confirmados,2009-08-01,1,1
EUREKA (SANTOS MERCADO),malaria,total de casos confirmados,2009-08-01,12,12
GUANAY,malaria,total de casos confirmados,2009-08-01,4,4
GUAYARAMERIN,malaria,total de casos confirmados,2009-08-01,118,118
IXIAMAS,malaria,total de casos confirmados,2009-08-01,1,1
LA GUARDIA,malaria,total de casos confirmados,2009-08-01,1,1
LA PAZ,malaria,total de casos confirmados,2009-08-01,1,1
MOJOCOYA,malaria,total de casos confirmados,2009-08-01,1,1
NACEBE (SANTA ROSA DEL ABUNA),malaria,total de casos confirmados,2009-08-01,16,16
NUEVO MANOA (NUEVA ESPERANZA),malaria,total de casos confirmados,2009-08-01,14,14
PADCAYA,malaria,total de casos confirmados,2009-08-01,1,1
PORONGO,malaria,total de casos confirmados,2009-08-01,6,6
PORVENIR,malaria,total de casos confirmados,2009-08-01,3,3
PUERTO GONZALO MORENO,malaria,total de casos confirmados,2009-08-01,1,1
PUERTO RICO,malaria,total de casos confirmados,2009-08-01,11,11
REYES,malaria,total de casos confirmados,2009-08-01,5,5
RIBERALTA,malaria,total de casos confirmados,2009-08-01,139,139
RURRENABAQUE,malaria,total de casos confirmados,2009-08-01,1,1
SAIPINA,malaria,total de casos confirmados,2009-08-01,1,1
SAN IGNACIO DE VELASCO,malaria,total de casos confirmados,2009-08-01,24,24
SAN JOSE DE CHIQUITOS,malaria,total de casos confirmados,2009-08-01,1,1
SAN LORENZO(PND),malaria,total de casos confirmados,2009-08-01,2,2
SANTA CRUZ DE LA SIERRA,malaria,total de casos confirmados,2009-08-01,0,0
SENA,malaria,total de casos confirmados,2009-08-01,4,4
TEOPONTE,malaria,total de casos confirmados,2009-08-01,3,3
TORO TORO,malaria,total de casos confirmados,2009-08-01,1,1
VILLA MONTES,malaria,total de casos confirmados,2009-08-01,2,2
VILLA NUEVA (LOMA ALTA),malaria,total de casos confirmados,2009-08-01,3,3
VILLA TUNARI,malaria,total de casos confirmados,2009-08-01,2,2
YACUIBA,malaria,total de casos confirmados,2009-08-01,27,27
APOLO,malaria,total de casos confirmados,2009-09-01,4,4
AYATA,malaria,total de casos confirmados,2009-09-01,1,1
BAURES,malaria,total de casos confirmados,2009-09-01,26,26
BERMEJO,malaria,total de casos confirmados,2009-09-01,2,2
BUENA VISTA,malaria,total de casos confirmados,2009-09-01,1,1
CABEZAS,malaria,total de casos confirmados,2009-09-01,2,2
CARANAVI,malaria,total de casos confirmados,2009-09-01,25,25
CARAPARI,malaria,total de casos confirmados,2009-09-01,1,1
COBIJA,malaria,total de casos confirmados,2009-09-01,21,21
EL TORNO,malaria,total de casos confirmados,2009-09-01,22,22
EL VILLAR,malaria,total de casos confirmados,2009-09-01,1,1
ENTRE RIOS,malaria,total de casos confirmados,2009-09-01,2,2
EUREKA (SANTOS MERCADO),malaria,total de casos confirmados,2009-09-01,19,19
FILADELFIA,malaria,total de casos confirmados,2009-09-01,14,14
GRAL. J.J. PEREZ (CHARAZANI),malaria,total de casos confirmados,2009-09-01,3,3
GUANAY,malaria,total de casos confirmados,2009-09-01,2,2
GUAYARAMERIN,malaria,total de casos confirmados,2009-09-01,273,273
LA GUARDIA,malaria,total de casos confirmados,2009-09-01,3,3
NACEBE (SANTA ROSA DEL ABUNA),malaria,total de casos confirmados,2009-09-01,6,6
NUEVO MANOA (NUEVA ESPERANZA),malaria,total de casos confirmados,2009-09-01,28,28
PALOS BLANCOS,malaria,total de casos confirmados,2009-09-01,1,1
PORONGO,malaria,total de casos confirmados,2009-09-01,5,5
PORVENIR,malaria,total de casos confirmados,2009-09-01,1,1
PUERTO GONZALO MORENO,malaria,total de casos confirmados,2009-09-01,2,2
PUERTO RICO,malaria,total de casos confirmados,2009-09-01,12,12
PUNATA,malaria,total de casos confirmados,2009-09-01,3,3
REYES,malaria,total de casos confirmados,2009-09-01,7,7
RIBERALTA,malaria,total de casos confirmados,2009-09-01,201,201
ROBORE,malaria,total de casos confirmados,2009-09-01,1,1
RURRENABAQUE,malaria,total de casos confirmados,2009-09-01,1,1
SAN CARLOS,malaria,total de casos confirmados,2009-09-01,3,3
SAN IGNACIO DE VELASCO,malaria,total de casos confirmados,2009-09-01,35,35
SANTA ROSA,malaria,total de casos confirmados,2009-09-01,3,3
SENA,malaria,total de casos confirmados,2009-09-01,6,6
SIPE SIPE,malaria,total de casos confirmados,2009-09-01,10,10
TEOPONTE,malaria,total de casos confirmados,2009-09-01,1,1
VILA VILA,malaria,total de casos confirmados,2009-09-01,6,6
VILLA MONTES,malaria,total de casos confirmados,2009-09-01,2,2
