municipality,group,variable,month,Nuevas en personas de 15 a 59 años -Hombre,Nuevas en personas de 15 a 59 años -Mujer,TOTAL-H,TOTAL-M,TOTAL
AYO AYO,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,43,42,43,42,85
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,150,377,150,377,527
AZURDUY,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,116,312,116,312,428
BATALLAS,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,96,116,96,116,212
BAURES,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,36,65,36,65,101
BELEN DE ANDAMARCA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,7,8,7,8,15
BELEN DE URMIRI,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,25,61,25,61,86
BELLA FLOR,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,52,69,52,69,121
BERMEJO,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,652,895,652,895,1547
BETANZOS,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,316,795,316,795,1111
BOLIVAR,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,28,59,28,59,87
BOLPEBRA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,46,25,46,25,71
BOYUIBE,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,43,81,43,81,124
BUENA VISTA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,245,376,245,376,621
CABEZAS,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,280,323,280,323,603
CAIROMA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,74,97,74,97,171
"CAIZA ""D""",consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,120,185,120,185,305
CAJUATA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,126,174,126,174,300
CALACOTO,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,42,64,42,64,106
CALAMARCA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,51,82,51,82,133
CAMARGO,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,265,630,265,630,895
CAMATAQUI (C. VILLA ABECIA),consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,36,114,36,114,150
CAMIRI,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,959,1947,959,1947,2906
CAPINOTA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,120,189,120,189,309
CAQUIAVIRI,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,81,148,81,148,229
CARACOLLO,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,105,157,105,157,262
CARANAVI,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,665,637,665,637,1302
CARANGAS,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,3,3,3,3,6
CARAPARI,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,198,217,198,217,415
CARIPUYO,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,40,157,40,157,197
CARMEN RIVERO TORREZ,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,23,58,23,58,81
CATACORA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,9,24,9,24,33
CHACARILLA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,2,1,2,1,3
CHALLAPATA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,257,402,257,402,659
CHAQUI,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,76,134,76,134,210
CHARAGUA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,179,381,179,381,560
CHARAÑA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,38,46,38,46,84
CHAYANTA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,124,229,124,229,353
CHIMORE,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,120,238,120,238,358
CHIPAYA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,11,11,11,11,22
CHOQUE COTA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,5,17,5,17,22
CHULUMANI (V. DE LA LIBERTAD),consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,230,278,230,278,508
CHUMA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,97,194,97,194,291
CLIZA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,43,111,43,111,154
COBIJA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,812,1336,812,1336,2148
COCHABAMBA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,10188,23701,10188,23701,33889
COIPASA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,4,13,4,13,17
COLCAPIRHUA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,479,783,479,783,1262
"COLCHA ""K""",consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,121,233,121,233,354
COLLANA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,11,27,11,27,38
COLOMI,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,127,241,127,241,368
COLPA BELGICA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,75,97,75,97,172
COLQUECHACA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,242,416,242,416,658
COLQUENCHA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,85,133,85,133,218
COLQUIRI,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,137,323,137,323,460
COMANCHE,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,13,30,13,30,43
COMARAPA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,227,386,227,386,613
COMBAYA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,12,26,12,26,38
CONCEPCION,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,51,76,51,76,127
COPACABANA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,58,95,58,95,153
CORIPATA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,96,122,96,122,218
CORO CORO,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,57,94,57,94,151
COROICO,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,169,256,169,256,425
CORQUE,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,116,74,116,74,190
COTAGAITA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,651,1083,651,1083,1734
COTOCA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,131,416,131,416,547
CUATRO CAÑADAS,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,178,413,178,413,591
CUCHUMUELA (V. G. VILLARROEL),consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,28,42,28,42,70
CUEVO,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,89,143,89,143,232
CULPINA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,129,331,129,331,460
CURAHUARA DE CARANGAS,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,59,72,59,72,131
CURVA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,18,38,18,38,56
DESAGUADERO,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,31,60,31,60,91
EL ALTO,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,6004,10366,6004,10366,16370
EL CHORO,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,28,41,28,41,69
EL PUENTE(STC),consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,131,106,131,106,237
EL PUENTE(TJA),consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,93,184,93,184,277
EL TORNO,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,635,834,635,834,1469
EL VILLAR,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,76,149,76,149,225
ENTRE RIOS,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,290,465,290,465,755
ENTRE RIOS,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,226,264,226,264,490
ESCARA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,3,1,3,1,4
EUCALIPTUS,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,30,78,30,78,108
EUREKA (SANTOS MERCADO),consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,6,3,6,3,9
EXALTACION,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,12,25,12,25,37
FERNANDEZ ALONSO,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,154,233,154,233,387
FILADELFIA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,30,56,30,56,86
GENERAL SAAVEDRA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,131,303,131,303,434
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,80,100,80,100,180
GUANAY,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,85,210,85,210,295
GUAQUI,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,35,55,35,55,90
GUAYARAMERIN,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,461,1622,461,1622,2083
GUTIERREZ,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,328,436,328,436,764
HUACARETA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,173,257,173,257,430
HUACAYA (VILLA DE HUACAYA),consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,27,68,27,68,95
HUACHACALLA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,6,12,6,12,18
HUANUNI,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,454,630,454,630,1084
HUARACAJE,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,35,44,35,44,79
HUAYLLAMARCA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,115,121,115,121,236
ICHOCA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,44,53,44,53,97
ICLA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,53,123,53,123,176
INCAHUASI,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,138,392,138,392,530
INGAVI (HUMAITA),consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,6,17,6,17,23
INQUISIVI,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,62,177,62,177,239
IRUPANA (VILLA DE LANZA),consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,196,351,196,351,547
IXIAMAS,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,100,160,100,160,260
JESUS DE MACHACA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,102,255,102,255,357
LA ASUNTA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,269,412,269,412,681
LA GUARDIA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,196,453,196,453,649
LA PAZ,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,17717,35974,17717,35974,53691
LA RIVERA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,4,7,4,7,11
LAGUNILLAS,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,125,167,125,167,292
LAJA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,65,113,65,113,178
LAS CARRERAS,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,61,145,61,145,206
LICOMA PAMPA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,12,16,12,16,28
LLALLAGUA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,470,876,470,876,1346
LLICA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,99,141,99,141,240
LORETO,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,23,51,23,51,74
LURIBAY,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,109,136,109,136,245
MACHACAMARCA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,40,76,40,76,116
MACHARETI,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,186,329,186,329,515
MAGDALENA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,137,268,137,268,405
MAIRANA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,72,210,72,210,282
MALLA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,29,46,29,46,75
MAPIRI,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,120,187,120,187,307
MECAPACA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,152,157,152,157,309
MINEROS,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,101,301,101,301,402
MIZQUE,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,83,150,83,150,233
MOCOMOCO,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,103,148,103,148,251
MOJINETE,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,15,40,15,40,55
MOJOCOYA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,61,145,61,145,206
MONTEAGUDO,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,676,1253,676,1253,1929
MONTERO,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,1121,2398,1121,2398,3519
MORO MORO,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,17,64,17,64,81
MOROCHATA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,74,282,74,282,356
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,27,44,27,44,71
NAZACARA DE PACAJES,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,3,4,3,4,7
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,36,49,36,49,85
OCURI,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,93,248,93,248,341
OKINAWA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,184,396,184,396,580
OMEREQUE,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,29,82,29,82,111
ORURO,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,5657,9846,5657,9846,15503
PADCAYA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,245,368,245,368,613
PADILLA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,270,599,270,599,869
PAILON,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,100,170,100,170,270
PALCA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,92,149,92,149,241
PALOS BLANCOS,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,308,454,308,454,762
PAMPA AULLAGAS,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,23,22,23,22,45
PAMPA GRANDE,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,108,237,108,237,345
PAPEL PAMPA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,44,73,44,73,117
PASORAPA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,7,24,7,24,31
PATACAMAYA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,92,128,92,128,220
PAZÑA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,60,98,60,98,158
PELECHUCO,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,104,108,104,108,212
POCOATA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,198,382,198,382,580
POCONA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,74,156,74,156,230
POJO (CBBA),consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,56,98,56,98,154
POOPO,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,68,83,68,83,151
PORCO,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,80,144,80,144,224
POROMA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,140,402,140,402,542
PORONGO,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,107,159,107,159,266
PORTACHUELO,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,256,634,256,634,890
PORVENIR,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,104,133,104,133,237
POSTRER VALLE,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,41,35,41,35,76
POTOSI,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,4775,7126,4775,7126,11901
PRESTO,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,61,202,61,202,263
PUCARA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,30,62,30,62,92
PUCARANI,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,108,174,108,174,282
PUERTO ACOSTA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,179,254,179,254,433
PUERTO CARABUCO,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,128,179,128,179,307
PUERTO GONZALO MORENO,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,48,85,48,85,133
PUERTO PEREZ,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,32,62,32,62,94
PUERTO QUIJARRO,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,433,528,433,528,961
PUERTO RICO,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,40,155,40,155,195
PUERTO SILES,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,18,15,18,15,33
PUERTO SUAREZ,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,296,578,296,578,874
PUERTO VILLARROEL,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,372,609,372,609,981
PUNA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,218,526,218,526,744
PUNATA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,275,744,275,744,1019
QUIABAYA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,25,49,25,49,74
QUILLACOLLO,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,611,1695,611,1695,2306
QUIME,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,129,145,129,145,274
QUIRUSILLAS,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,23,41,23,41,64
RAVELO,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,91,219,91,219,310
REYES,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,104,259,104,259,363
RIBERALTA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,1665,2372,1665,2372,4037
ROBORE,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,181,267,181,267,448
RURRENABAQUE,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,293,491,293,491,784
SABAYA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,49,75,49,75,124
SACABA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,518,1276,518,1276,1794
SACABAMBA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,18,44,18,44,62
SACACA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,106,263,106,263,369
SAIPINA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,67,171,67,171,238
SALINAS DE GARCI MENDOZA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,53,85,53,85,138
SAMAIPATA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,97,176,97,176,273
SAN AGUSTIN,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,40,55,40,55,95
SAN ANDRES,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,55,125,55,125,180
SAN ANDRES DE MACHACA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,53,68,53,68,121
SAN ANTONIO DE ESMORUCO,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,23,61,23,61,84
SAN ANTONIO DE LOMERIO,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,58,73,58,73,131
SAN BENITO,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,72,158,72,158,230
SAN BORJA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,278,553,278,553,831
SAN BUENA VENTURA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,82,126,82,126,208
SAN CARLOS,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,137,452,137,452,589
SAN IGNACIO,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,189,378,189,378,567
SAN IGNACIO DE VELASCO,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,536,1161,536,1161,1697
SAN JAVIER(BNI),consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,18,25,18,25,43
SAN JAVIER(STC),consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,68,93,68,93,161
SAN JOAQUIN,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,35,103,35,103,138
SAN JOSE DE CHIQUITOS,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,252,525,252,525,777
SAN JUAN DE YAPACANI,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,247,407,247,407,654
SAN JULIAN,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,686,1004,686,1004,1690
SAN LORENZO(PND),consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,117,152,117,152,269
SAN LORENZO(TJA),consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,109,446,109,446,555
SAN LUCAS,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,320,961,320,961,1281
SAN MATIAS,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,66,100,66,100,166
SAN MIGUEL DE VELASCO,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,117,270,117,270,387
SAN PABLO DE LIPEZ,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,95,149,95,149,244
SAN PEDRO,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,566,657,566,657,1223
SAN PEDRO DE BUENA VISTA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,109,201,109,201,310
SAN PEDRO DE CURAHUARA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,31,58,31,58,89
SAN PEDRO DE QUEMES,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,5,4,5,4,9
SAN PEDRO DE TIQUINA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,33,42,33,42,75
SAN PEDRO(PND),consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,15,7,15,7,22
SAN RAFAEL,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,47,70,47,70,117
SAN RAMON,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,52,178,52,178,230
SAN RAMON,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,122,273,122,273,395
SANTA ANA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,112,221,112,221,333
SANTA CRUZ DE LA SIERRA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,19074,34033,19074,34033,53107
SANTA ROSA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,50,81,50,81,131
SANTA ROSA DEL SARA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,168,354,168,354,522
SANTIAGO DE CALLAPA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,36,47,36,47,83
SANTIAGO DE HUARI,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,85,136,85,136,221
SANTIAGO DE MACHACA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,16,31,16,31,47
SANTIVAÑES,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,43,115,43,115,158
SANTUARIO DE QUILLACAS,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,25,46,25,46,71
SAPAHAQUI,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,83,89,83,89,172
SENA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,76,59,76,59,135
SICA SICA (VILLA AROMA),consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,107,151,107,151,258
SICAYA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,10,17,10,17,27
SIPE SIPE,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,77,348,77,348,425
SOPACHUY,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,65,121,65,121,186
SORACACHI,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,40,76,40,76,116
SORATA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,148,193,148,193,341
SUCRE,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,6607,13800,6607,13800,20407
TACACHI,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,14,51,14,51,65
TACACOMA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,29,69,29,69,98
TACOBAMBA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,30,86,30,86,116
TACOPAYA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,42,102,42,102,144
TAHUA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,7,33,7,33,40
TAPACARI,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,178,355,178,355,533
TARABUCO,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,99,215,99,215,314
TARACO,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,24,55,24,55,79
TARATA,consulta externa,nuevas en personas de 15 a 59 anos,2005-01-01,48,52,48,52,100
