municipality,group,variable,month,Repetidas en personas de 15 a 59 años -Hombre,Repetidas en personas de 15 a 59 años -Mujer,TOTAL-H,TOTAL-M,TOTAL
CAMATAQUI (C. VILLA ABECIA),consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,0,4,0,4,4
CAMIRI,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,103,249,103,249,352
CAPINOTA,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,19,40,19,40,59
CAQUIAVIRI,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,2,4,2,4,6
CARACOLLO,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,9,30,9,30,39
CARANAVI,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,18,23,18,23,41
CARAPARI,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,4,7,4,7,11
CATACORA,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,0,1,0,1,1
CHACARILLA,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,0,1,0,1,1
CHALLAPATA,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,12,16,12,16,28
CHAQUI,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,3,5,3,5,8
CHARAGUA,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,8,20,8,20,28
CHARAÑA,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,0,2,0,2,2
CHAYANTA,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,16,24,16,24,40
CHIMORE,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,25,117,25,117,142
CHULUMANI (V. DE LA LIBERTAD),consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,63,32,63,32,95
CHUMA,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,22,27,22,27,49
CLIZA,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,0,1,0,1,1
COBIJA,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,118,452,118,452,570
COCHABAMBA,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,6580,17890,6580,17890,24470
COLCAPIRHUA,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,79,227,79,227,306
"COLCHA ""K""",consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,3,6,3,6,9
COLLANA,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,0,1,0,1,1
COLOMI,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,14,8,14,8,22
COLPA BELGICA,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,96,46,96,46,142
COLQUECHACA,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,7,21,7,21,28
COLQUENCHA,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,7,6,7,6,13
COLQUIRI,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,11,23,11,23,34
COMANCHE,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,0,2,0,2,2
COMARAPA,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,29,56,29,56,85
COMBAYA,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,2,3,2,3,5
CONCEPCION,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,6,12,6,12,18
COPACABANA,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,5,10,5,10,15
CORIPATA,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,6,8,6,8,14
CORO CORO,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,1,2,1,2,3
COROICO,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,32,50,32,50,82
CORQUE,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,23,2,23,2,25
COTAGAITA,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,83,126,83,126,209
COTOCA,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,6,13,6,13,19
CUATRO CAÑADAS,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,16,129,16,129,145
CUCHUMUELA (V. G. VILLARROEL),consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,2,4,2,4,6
CUEVO,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,2,10,2,10,12
CULPINA,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,5,17,5,17,22
CURAHUARA DE CARANGAS,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,1,1,1,1,2
CURVA,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,1,2,1,2,3
DESAGUADERO,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,0,1,0,1,1
EL ALTO,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,1979,3268,1979,3268,5247
EL CHORO,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,6,8,6,8,14
EL PUENTE(STC),consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,9,4,9,4,13
EL PUENTE(TJA),consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,7,3,7,3,10
EL TORNO,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,95,223,95,223,318
EL VILLAR,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,3,6,3,6,9
ENTRE RIOS,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,10,10,10,10,20
ENTRE RIOS,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,23,36,23,36,59
EUCALIPTUS,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,2,8,2,8,10
EUREKA (SANTOS MERCADO),consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,2,1,2,1,3
EXALTACION,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,1,4,1,4,5
FERNANDEZ ALONSO,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,16,35,16,35,51
GENERAL SAAVEDRA,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,6,11,6,11,17
GUANAY,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,11,4,11,4,15
GUAQUI,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,3,4,3,4,7
GUAYARAMERIN,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,325,411,325,411,736
GUTIERREZ,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,34,39,34,39,73
HUACARETA,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,3,9,3,9,12
HUACAYA (VILLA DE HUACAYA),consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,0,1,0,1,1
HUANUNI,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,87,97,87,97,184
HUARACAJE,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,3,5,3,5,8
ICHOCA,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,1,0,1,0,1
ICLA,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,6,12,6,12,18
INCAHUASI,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,0,4,0,4,4
INGAVI (HUMAITA),consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,3,2,3,2,5
INQUISIVI,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,1,3,1,3,4
IRUPANA (VILLA DE LANZA),consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,23,14,23,14,37
IXIAMAS,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,5,19,5,19,24
JESUS DE MACHACA,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,1,14,1,14,15
LA ASUNTA,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,2,9,2,9,11
LA GUARDIA,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,17,129,17,129,146
LA PAZ,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,10038,25406,10038,25406,35444
LAGUNILLAS,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,0,5,0,5,5
LAJA,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,6,7,6,7,13
LAS CARRERAS,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,5,19,5,19,24
LLALLAGUA,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,113,110,113,110,223
LLICA,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,2,12,2,12,14
LORETO,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,1,5,1,5,6
LURIBAY,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,3,4,3,4,7
MACHACAMARCA,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,18,25,18,25,43
MACHARETI,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,8,10,8,10,18
MAGDALENA,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,38,92,38,92,130
MAIRANA,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,1,11,1,11,12
MAPIRI,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,4,7,4,7,11
MECAPACA,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,14,9,14,9,23
MINEROS,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,8,37,8,37,45
MIZQUE,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,4,7,4,7,11
MOCOMOCO,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,9,7,9,7,16
MOJINETE,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,2,21,2,21,23
MOJOCOYA,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,2,3,2,3,5
MONTEAGUDO,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,61,292,61,292,353
MONTERO,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,650,1263,650,1263,1913
MORO MORO,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,1,4,1,4,5
MOROCHATA,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,4,47,4,47,51
OCURI,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,1,13,1,13,14
OKINAWA,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,15,29,15,29,44
OMEREQUE,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,2,6,2,6,8
ORURO,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,1586,3596,1586,3596,5182
PADCAYA,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,6,13,6,13,19
PADILLA,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,18,23,18,23,41
PAILON,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,0,115,0,115,115
PALCA,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,5,15,5,15,20
PALOS BLANCOS,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,40,63,40,63,103
PAMPA AULLAGAS,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,1,2,1,2,3
PAMPA GRANDE,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,9,19,9,19,28
PAPEL PAMPA,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,0,1,0,1,1
PATACAMAYA,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,5,4,5,4,9
PAZÑA,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,21,17,21,17,38
PELECHUCO,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,8,6,8,6,14
POCOATA,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,4,3,4,3,7
POCONA,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,4,0,4,0,4
POJO (CBBA),consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,4,1,4,1,5
POOPO,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,7,8,7,8,15
PORCO,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,3,4,3,4,7
POROMA,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,1,10,1,10,11
PORONGO,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,18,22,18,22,40
PORTACHUELO,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,44,71,44,71,115
PORVENIR,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,1,1,1,1,2
POSTRER VALLE,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,6,9,6,9,15
POTOSI,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,2651,3308,2651,3308,5959
PRESTO,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,1,2,1,2,3
PUERTO ACOSTA,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,28,41,28,41,69
PUERTO CARABUCO,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,3,13,3,13,16
PUERTO GONZALO MORENO,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,2,13,2,13,15
PUERTO PEREZ,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,6,1,6,1,7
PUERTO QUIJARRO,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,143,82,143,82,225
PUERTO RICO,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,8,22,8,22,30
PUERTO SILES,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,8,2,8,2,10
PUERTO SUAREZ,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,15,42,15,42,57
PUERTO VILLARROEL,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,55,34,55,34,89
PUNA,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,6,13,6,13,19
PUNATA,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,72,178,72,178,250
QUIABAYA,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,4,10,4,10,14
QUILLACOLLO,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,239,702,239,702,941
QUIME,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,13,12,13,12,25
QUIRUSILLAS,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,1,0,1,0,1
RAVELO,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,0,1,0,1,1
REYES,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,36,64,36,64,100
RIBERALTA,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,426,959,426,959,1385
ROBORE,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,25,64,25,64,89
RURRENABAQUE,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,35,40,35,40,75
SABAYA,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,3,5,3,5,8
SACABA,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,155,387,155,387,542
SACABAMBA,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,2,0,2,0,2
SACACA,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,1,1,1,1,2
SAIPINA,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,10,32,10,32,42
SALINAS DE GARCI MENDOZA,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,3,13,3,13,16
SAMAIPATA,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,0,2,0,2,2
SAN ANDRES,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,13,21,13,21,34
SAN ANDRES DE MACHACA,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,1,3,1,3,4
SAN ANTONIO DE ESMORUCO,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,0,6,0,6,6
SAN ANTONIO DE LOMERIO,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,0,2,0,2,2
SAN BENITO,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,7,13,7,13,20
SAN BORJA,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,29,92,29,92,121
SAN BUENA VENTURA,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,6,4,6,4,10
SAN CARLOS,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,8,132,8,132,140
SAN IGNACIO,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,24,67,24,67,91
SAN IGNACIO DE VELASCO,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,78,175,78,175,253
SAN JAVIER(BNI),consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,1,6,1,6,7
SAN JAVIER(STC),consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,1,27,1,27,28
SAN JOAQUIN,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,9,55,9,55,64
SAN JOSE DE CHIQUITOS,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,8,20,8,20,28
SAN JUAN DE YAPACANI,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,4,16,4,16,20
SAN JULIAN,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,20,313,20,313,333
SAN LORENZO(PND),consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,1,1,1,1,2
SAN LORENZO(TJA),consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,16,26,16,26,42
SAN LUCAS,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,5,24,5,24,29
SAN MATIAS,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,12,21,12,21,33
SAN MIGUEL DE VELASCO,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,26,61,26,61,87
SAN PABLO DE LIPEZ,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,5,14,5,14,19
SAN PEDRO,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,50,52,50,52,102
SAN PEDRO DE BUENA VISTA,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,1,0,1,0,1
SAN PEDRO DE CURAHUARA,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,1,4,1,4,5
SAN PEDRO DE QUEMES,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,1,0,1,0,1
SAN PEDRO DE TIQUINA,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,5,4,5,4,9
SAN RAFAEL,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,3,13,3,13,16
SAN RAMON,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,5,52,5,52,57
SAN RAMON,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,5,38,5,38,43
SANTA ANA,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,31,96,31,96,127
SANTA CRUZ DE LA SIERRA,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,4999,11472,4999,11472,16471
SANTA ROSA DEL SARA,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,19,15,19,15,34
SANTIAGO DE CALLAPA,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,3,14,3,14,17
SANTIAGO DE HUARI,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,13,4,13,4,17
SANTIAGO DE MACHACA,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,1,0,1,0,1
SANTIVAÑES,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,1,6,1,6,7
SAPAHAQUI,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,1,1,1,1,2
SICA SICA (VILLA AROMA),consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,3,11,3,11,14
SIPE SIPE,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,16,215,16,215,231
SOPACHUY,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,2,5,2,5,7
SORACACHI,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,3,6,3,6,9
SORATA,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,4,4,4,4,8
SUCRE,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,2036,5926,2036,5926,7962
TACACHI,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,8,30,8,30,38
TACACOMA,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,1,0,1,0,1
TACOBAMBA,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,1,3,1,3,4
TACOPAYA,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,0,7,0,7,7
TAHUA,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,0,1,0,1,1
TAPACARI,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,6,21,6,21,27
TARABUCO,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,16,20,16,20,36
TARACO,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,1,0,1,0,1
TARATA,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,15,8,15,8,23
TARIJA,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,1497,4472,1497,4472,5969
TARVITA,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,10,15,10,15,25
TEOPONTE,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,0,1,0,1,1
TIAWANACU,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,5,11,5,11,16
TINGUIPAYA,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,2,2,2,2,4
TIPUANI,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,4,0,4,0,4
TIQUIPAYA,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,31,317,31,317,348
TIRAQUE (CBBA),consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,28,179,28,179,207
TITO YUPANQUI (PARQUIPUJIO),consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,2,2,2,2,4
TOLATA,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,1,1,1,1,2
TOLEDO,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,3,10,3,10,13
TOMAVE,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,5,3,5,3,8
TOMINA,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,6,9,6,9,15
TORO TORO,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,5,3,5,3,8
TOTORA(CBBA),consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,4,1,4,1,5
TRIGAL,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,1,1,1,1,2
TRINIDAD,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,370,822,370,822,1192
TUPIZA,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,85,210,85,210,295
TURCO,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,0,2,0,2,2
UMALA,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,0,1,0,1,1
UNCIA,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,85,120,85,120,205
URIONDO (A. CONCEPCION),consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,2,18,2,18,20
URUBICHA,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,0,147,0,147,147
UYUNI,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,34,121,34,121,155
VACAS,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,19,19,19,19,38
VALLEGRANDE,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,57,144,57,144,201
VIACHA,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,110,195,110,195,305
VILA VILA,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,5,2,5,2,7
VILLA MONTES,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,59,92,59,92,151
VILLA NUEVA (LOMA ALTA),consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,0,1,0,1,1
VILLA RIVERO,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,5,33,5,33,38
VILLA SERRANO,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,4,5,4,5,9
VILLA TUNARI,consulta externa,repetidas en personas de 15 a 59 anos,2005-01-01,61,84,61,84,145
