municipality,group,variable,month,Repetidas en personas de 5 a 14 años -Hombre,Repetidas en personas de 5 a 14 años -Mujer,TOTAL-H,TOTAL-M,TOTAL
PADCAYA,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,2,1,2,1,3
PADILLA,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,4,5,4,5,9
PAILON,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,1,0,1,0,1
PALCA,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,1,1,1,1,2
PALOS BLANCOS,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,32,20,32,20,52
PAMPA GRANDE,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,2,7,2,7,9
PAPEL PAMPA,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,1,0,1,0,1
PATACAMAYA,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,1,0,1,0,1
PELECHUCO,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,3,1,3,1,4
POCOATA,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,0,2,0,2,2
POOPO,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,1,0,1,0,1
POROMA,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,2,0,2,0,2
PORONGO,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,1,2,1,2,3
PORTACHUELO,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,21,33,21,33,54
PORVENIR,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,1,0,1,0,1
POSTRER VALLE,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,1,1,1,1,2
POTOSI,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,359,448,359,448,807
PRESTO,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,0,1,0,1,1
PUCARANI,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,0,1,0,1,1
PUERTO ACOSTA,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,3,0,3,0,3
PUERTO CARABUCO,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,7,0,7,0,7
PUERTO GONZALO MORENO,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,4,0,4,0,4
PUERTO QUIJARRO,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,18,18,18,18,36
PUERTO RICO,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,2,1,2,1,3
PUERTO SILES,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,1,0,1,0,1
PUERTO SUAREZ,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,7,13,7,13,20
PUERTO VILLARROEL,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,8,11,8,11,19
PUNA,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,7,2,7,2,9
PUNATA,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,18,15,18,15,33
QUIABAYA,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,0,1,0,1,1
QUILLACOLLO,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,77,83,77,83,160
QUIME,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,2,0,2,0,2
RAVELO,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,0,1,0,1,1
REYES,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,11,8,11,8,19
RIBERALTA,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,140,165,140,165,305
ROBORE,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,5,177,5,177,182
RURRENABAQUE,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,6,4,6,4,10
SABAYA,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,0,4,0,4,4
SACABA,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,60,68,60,68,128
SACACA,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,10,0,10,0,10
SAIPINA,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,6,5,6,5,11
SALINAS DE GARCI MENDOZA,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,0,1,0,1,1
SAMAIPATA,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,1,1,1,1,2
SAN ANDRES,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,7,6,7,6,13
SAN BENITO,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,7,6,7,6,13
SAN BORJA,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,21,20,21,20,41
SAN BUENA VENTURA,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,5,0,5,0,5
SAN CARLOS,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,0,4,0,4,4
SAN IGNACIO,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,9,10,9,10,19
SAN IGNACIO DE VELASCO,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,21,24,21,24,45
SAN JAVIER(BNI),consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,1,0,1,0,1
SAN JAVIER(STC),consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,1,2,1,2,3
SAN JOAQUIN,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,3,7,3,7,10
SAN JOSE DE CHIQUITOS,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,2,0,2,0,2
SAN JUAN DE YAPACANI,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,2,7,2,7,9
SAN JULIAN,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,3,6,3,6,9
SAN LORENZO(TJA),consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,6,11,6,11,17
SAN LUCAS,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,0,2,0,2,2
SAN MATIAS,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,1,3,1,3,4
SAN MIGUEL DE VELASCO,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,10,12,10,12,22
SAN PABLO DE LIPEZ,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,0,1,0,1,1
SAN PEDRO,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,12,19,12,19,31
SAN PEDRO DE CURAHUARA,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,2,1,2,1,3
SAN PEDRO DE TIQUINA,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,1,0,1,0,1
SAN RAFAEL,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,1,1,1,1,2
SAN RAMON,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,2,5,2,5,7
SAN RAMON,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,4,1,4,1,5
SANTA ANA,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,36,21,36,21,57
SANTA CRUZ DE LA SIERRA,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,1535,1983,1535,1983,3518
SANTA ROSA DEL SARA,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,8,5,8,5,13
SANTIVAÑES,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,1,0,1,0,1
SAPAHAQUI,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,0,1,0,1,1
SENA,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,1,2,1,2,3
SICA SICA (VILLA AROMA),consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,1,2,1,2,3
SIPE SIPE,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,10,10,10,10,20
SOPACHUY,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,1,1,1,1,2
SORATA,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,1,3,1,3,4
SUCRE,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,690,784,690,784,1474
TACACHI,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,8,6,8,6,14
TACOBAMBA,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,1,0,1,0,1
TAPACARI,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,1,0,1,0,1
TARABUCO,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,5,2,5,2,7
TARATA,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,9,2,9,2,11
TARIJA,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,497,601,497,601,1098
TARVITA,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,2,5,2,5,7
TIAWANACU,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,1,0,1,0,1
TIQUIPAYA,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,15,24,15,24,39
TIRAQUE (CBBA),consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,7,12,7,12,19
TITO YUPANQUI (PARQUIPUJIO),consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,2,0,2,0,2
TODOS SANTOS,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,2,0,2,0,2
TOLATA,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,1,0,1,0,1
TOLEDO,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,2,4,2,4,6
TOMAVE,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,0,1,0,1,1
TOMINA,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,4,4,4,4,8
TORO TORO,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,1,1,1,1,2
TOTORA(CBBA),consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,0,2,0,2,2
TRIGAL,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,1,0,1,0,1
TRINIDAD,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,228,321,228,321,549
TUPIZA,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,33,63,33,63,96
TURCO,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,0,2,0,2,2
UNCIA,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,7,16,7,16,23
URIONDO (A. CONCEPCION),consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,0,1,0,1,1
UYUNI,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,9,9,9,9,18
VACAS,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,8,4,8,4,12
VALLEGRANDE,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,15,24,15,24,39
VIACHA,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,18,32,18,32,50
VILLA MONTES,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,8,14,8,14,22
VILLA RIVERO,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,4,0,4,0,4
VILLA TUNARI,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,15,5,15,5,20
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,6,1,6,1,7
VILLAZON,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,6,27,6,27,33
VINTO,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,2,2,2,2,4
VITICHI,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,3,3,3,3,6
WARNES,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,3,2,3,2,5
YACO,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,2,0,2,0,2
YACUIBA,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,84,80,84,80,164
YAMPARAEZ,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,3,0,3,0,3
YAPACANI,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,24,11,24,11,35
YOCALLA,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,0,1,0,1,1
YOTALA,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,7,10,7,10,17
ZUDAÑEZ,consulta externa,repetidas en personas de 5 a 14 anos,2005-01-01,0,1,0,1,1
ACACIO,consulta externa,repetidas en personas de 5 a 14 anos,2005-02-01,1,0,1,0,1
ACHACACHI,consulta externa,repetidas en personas de 5 a 14 anos,2005-02-01,5,7,5,7,12
ACHOCALLA,consulta externa,repetidas en personas de 5 a 14 anos,2005-02-01,1,1,1,1,2
AIQUILE,consulta externa,repetidas en personas de 5 a 14 anos,2005-02-01,12,11,12,11,23
ANCORAIMES,consulta externa,repetidas en personas de 5 a 14 anos,2005-02-01,2,4,2,4,6
ANZALDO,consulta externa,repetidas en personas de 5 a 14 anos,2005-02-01,1,0,1,0,1
APOLO,consulta externa,repetidas en personas de 5 a 14 anos,2005-02-01,0,1,0,1,1
ARANI,consulta externa,repetidas en personas de 5 a 14 anos,2005-02-01,2,3,2,3,5
ARBIETO,consulta externa,repetidas en personas de 5 a 14 anos,2005-02-01,3,1,3,1,4
ASCENCION DE GUARAYOS,consulta externa,repetidas en personas de 5 a 14 anos,2005-02-01,1,1,1,1,2
ATOCHA,consulta externa,repetidas en personas de 5 a 14 anos,2005-02-01,18,28,18,28,46
AUCAPATA,consulta externa,repetidas en personas de 5 a 14 anos,2005-02-01,1,0,1,0,1
AYATA,consulta externa,repetidas en personas de 5 a 14 anos,2005-02-01,3,0,3,0,3
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,repetidas en personas de 5 a 14 anos,2005-02-01,2,3,2,3,5
BAURES,consulta externa,repetidas en personas de 5 a 14 anos,2005-02-01,1,1,1,1,2
BELEN DE URMIRI,consulta externa,repetidas en personas de 5 a 14 anos,2005-02-01,2,2,2,2,4
BERMEJO,consulta externa,repetidas en personas de 5 a 14 anos,2005-02-01,105,81,105,81,186
BETANZOS,consulta externa,repetidas en personas de 5 a 14 anos,2005-02-01,0,7,0,7,7
BOLIVAR,consulta externa,repetidas en personas de 5 a 14 anos,2005-02-01,1,1,1,1,2
BOLPEBRA,consulta externa,repetidas en personas de 5 a 14 anos,2005-02-01,3,0,3,0,3
BOYUIBE,consulta externa,repetidas en personas de 5 a 14 anos,2005-02-01,0,1,0,1,1
BUENA VISTA,consulta externa,repetidas en personas de 5 a 14 anos,2005-02-01,4,7,4,7,11
"CAIZA ""D""",consulta externa,repetidas en personas de 5 a 14 anos,2005-02-01,1,0,1,0,1
CALAMARCA,consulta externa,repetidas en personas de 5 a 14 anos,2005-02-01,1,3,1,3,4
CAMARGO,consulta externa,repetidas en personas de 5 a 14 anos,2005-02-01,0,1,0,1,1
CAMIRI,consulta externa,repetidas en personas de 5 a 14 anos,2005-02-01,30,53,30,53,83
CAPINOTA,consulta externa,repetidas en personas de 5 a 14 anos,2005-02-01,5,0,5,0,5
CARACOLLO,consulta externa,repetidas en personas de 5 a 14 anos,2005-02-01,1,2,1,2,3
CARANAVI,consulta externa,repetidas en personas de 5 a 14 anos,2005-02-01,13,1,13,1,14
CARAPARI,consulta externa,repetidas en personas de 5 a 14 anos,2005-02-01,2,1,2,1,3
CHACARILLA,consulta externa,repetidas en personas de 5 a 14 anos,2005-02-01,1,0,1,0,1
CHALLAPATA,consulta externa,repetidas en personas de 5 a 14 anos,2005-02-01,13,8,13,8,21
CHAQUI,consulta externa,repetidas en personas de 5 a 14 anos,2005-02-01,1,0,1,0,1
CHARAGUA,consulta externa,repetidas en personas de 5 a 14 anos,2005-02-01,4,7,4,7,11
CHAYANTA,consulta externa,repetidas en personas de 5 a 14 anos,2005-02-01,1,0,1,0,1
CHIMORE,consulta externa,repetidas en personas de 5 a 14 anos,2005-02-01,2,7,2,7,9
CHOQUE COTA,consulta externa,repetidas en personas de 5 a 14 anos,2005-02-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),consulta externa,repetidas en personas de 5 a 14 anos,2005-02-01,15,14,15,14,29
CHUMA,consulta externa,repetidas en personas de 5 a 14 anos,2005-02-01,6,1,6,1,7
CLIZA,consulta externa,repetidas en personas de 5 a 14 anos,2005-02-01,1,0,1,0,1
COBIJA,consulta externa,repetidas en personas de 5 a 14 anos,2005-02-01,32,103,32,103,135
COCHABAMBA,consulta externa,repetidas en personas de 5 a 14 anos,2005-02-01,1596,1571,1596,1571,3167
COLCAPIRHUA,consulta externa,repetidas en personas de 5 a 14 anos,2005-02-01,36,34,36,34,70
"COLCHA ""K""",consulta externa,repetidas en personas de 5 a 14 anos,2005-02-01,3,1,3,1,4
COLOMI,consulta externa,repetidas en personas de 5 a 14 anos,2005-02-01,1,3,1,3,4
COLPA BELGICA,consulta externa,repetidas en personas de 5 a 14 anos,2005-02-01,19,9,19,9,28
COLQUECHACA,consulta externa,repetidas en personas de 5 a 14 anos,2005-02-01,0,2,0,2,2
COLQUENCHA,consulta externa,repetidas en personas de 5 a 14 anos,2005-02-01,1,0,1,0,1
COLQUIRI,consulta externa,repetidas en personas de 5 a 14 anos,2005-02-01,5,4,5,4,9
COMANCHE,consulta externa,repetidas en personas de 5 a 14 anos,2005-02-01,0,1,0,1,1
COMARAPA,consulta externa,repetidas en personas de 5 a 14 anos,2005-02-01,5,5,5,5,10
COMBAYA,consulta externa,repetidas en personas de 5 a 14 anos,2005-02-01,1,2,1,2,3
