municipality,group,variable,month,Nacidos vivos atendidos por personal de salud,TOTAL
GENERAL SAAVEDRA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,2,2
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,6,6
GUAQUI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,5,5
GUTIERREZ,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,2,2
HUACARETA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,3,3
HUACAYA (VILLA DE HUACAYA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,3,3
HUANUNI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,1,1
HUARINA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,3,3
HUAYLLAMARCA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,3,3
HUMANATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,3,3
ICLA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,4,4
INCAHUASI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,15,15
INQUISIVI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,9,9
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,1,1
IXIAMAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,2,2
JESUS DE MACHACA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,7,7
LA ASUNTA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,10,10
LA PAZ,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,1,1
LAJA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,11,11
LLALLAGUA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,1,1
LLICA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,1,1
LORETO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,2,2
LURIBAY,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,3,3
MACHARETI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,4,4
MAGDALENA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,4,4
MALLA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,4,4
MAPIRI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,2,2
MECAPACA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,3,3
MINEROS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,2,2
MIZQUE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,9,9
MOCOMOCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,3,3
MOJOCOYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,8,8
MONTEAGUDO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,1,1
MOROCHATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,17,17
NUEVO MANOA (NUEVA ESPERANZA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,2,2
OCURI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,20,20
OMEREQUE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,2,2
ORURO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,5,5
PADCAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,3,3
PALCA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,8,8
PALOS BLANCOS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,8,8
PAMPA AULLAGAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,5,5
PAPEL PAMPA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,7,7
PASORAPA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,2,2
PATACAMAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,2,2
PAZÑA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,4,4
PELECHUCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,2,2
POCOATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,20,20
POCONA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,4,4
PORCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,1,1
POROMA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,10,10
PORONGO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,2,2
POSTRER VALLE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,1,1
POTOSI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,1,1
PRESTO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,7,7
PUCARA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,1,1
PUCARANI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,25,25
PUERTO ACOSTA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,1,1
PUERTO CARABUCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,4,4
PUERTO PEREZ,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,3,3
PUERTO QUIJARRO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,2,2
PUERTO RICO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,2,2
PUERTO SUAREZ,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,3,3
PUNA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,9,9
QUIABAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,5,5
QUILLACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,1,1
RAVELO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,6,6
REYES,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,5,5
RIBERALTA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,3,3
RURRENABAQUE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,3,3
SABAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,2,2
SACABA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,5,5
SACABAMBA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,2,2
SACACA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,12,12
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,2,2
SAMAIPATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,2,2
SAN AGUSTIN,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,4,4
SAN ANDRES,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,1,1
SAN ANTONIO DE ESMORUCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,2,2
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,10,10
SAN BENITO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,1,1
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,11,11
SAN BUENA VENTURA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,8,8
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,6,6
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,10,10
SAN JAVIER(BNI),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,2,2
SAN JUAN DE YAPACANI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,1,1
SAN JULIAN,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,2,2
SAN LORENZO(PND),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,1,1
SAN LORENZO(TJA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,2,2
SAN LUCAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,29,29
SAN PABLO DE LIPEZ,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,3,3
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,10,10
SAN PEDRO DE CURAHUARA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,9,9
SAN PEDRO DE TIQUINA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,2,2
SANTA ANA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,0,0
SANTA ROSA DEL SARA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,1,1
SANTIAGO DE CALLAPA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,3,3
SANTIAGO DE HUARI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,3,3
SANTIAGO DE HUATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,3,3
SANTIAGO DE MACHACA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,3,3
SAPAHAQUI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,4,4
SENA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,4,4
SICA SICA (VILLA AROMA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,10,10
SICAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,1,1
SIPE SIPE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,5,5
SOPACHUY,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,2,2
SORACACHI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,4,4
SORATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,9,9
SUCRE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,5,5
TACACOMA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,1,1
TACOBAMBA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,9,9
TACOPAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,5,5
TAPACARI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,23,23
TARABUCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,8,8
TARACO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,2,2
TARVITA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,6,6
TEOPONTE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,1,1
TIAWANACU,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,4,4
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,8,8
TIRAQUE (CBBA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,2,2
TITO YUPANQUI (PARQUIPUJIO),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,2,2
TOCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,4,4
TOLATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,1,1
TOLEDO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,2,2
TOMAVE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,7,7
TOMINA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,1,1
TORO TORO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,5,5
TOTORA(CBBA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,1,1
TOTORA(ORR),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,5,5
TRINIDAD,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,2,2
TUPIZA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,9,9
UMALA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,8,8
UNCIA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,4,4
UYUNI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,1,1
VIACHA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,9,9
VILA VILA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,4,4
VILLA CHARCAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,10,10
VILLA NUEVA (LOMA ALTA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,2,2
VILLA RIVERO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,1,1
VILLA SERRANO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,5,5
VILLA TUNARI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,6,6
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,4,4
VILLAZON,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,3,3
VITICHI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,7,7
WALDO BALLIVIAN,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,1,1
WARNES,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,2,2
YACO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,11,11
YACUIBA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,5,5
YAPACANI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,3,3
YUNCHARA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,5,5
ZUDAÑEZ,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-01-01,1,1
ACACIO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-02-01,3,3
ACHACACHI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-02-01,14,14
AIQUILE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-02-01,7,7
ALALAY,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-02-01,5,5
ALCALA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-02-01,2,2
ANCORAIMES,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-02-01,8,8
ANDAMARCA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-02-01,1,1
ANZALDO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-02-01,5,5
APOLO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-02-01,2,2
ARAMPAMPA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-02-01,3,3
ARANI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-02-01,4,4
ARBIETO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-02-01,4,4
ARQUE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-02-01,17,17
ASCENCION DE GUARAYOS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-02-01,2,2
ATOCHA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-02-01,3,3
AUCAPATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-02-01,5,5
AYATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-02-01,5,5
AYO AYO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-02-01,5,5
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-02-01,12,12
AZURDUY,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-02-01,7,7
BATALLAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-02-01,8,8
BAURES,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-02-01,1,1
BELEN DE ANDAMARCA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-02-01,3,3
BERMEJO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-02-01,1,1
BETANZOS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-02-01,11,11
BOLIVAR,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-02-01,17,17
CABEZAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-02-01,2,2
CAIROMA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-02-01,12,12
"CAIZA ""D""",atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-02-01,2,2
CALACOTO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-02-01,4,4
CALAMARCA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-02-01,13,13
CAMARGO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-02-01,2,2
CAPINOTA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-02-01,3,3
CAQUIAVIRI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-02-01,6,6
CARACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-02-01,8,8
CARANAVI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-02-01,8,8
CARAPARI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-02-01,3,3
CARIPUYO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-02-01,8,8
CATACORA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2011-02-01,1,1
