municipality,group,variable,month,Nacidos vivos con peso menor a 2500 g.,TOTAL
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-02-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-02-01,1,1
SAN MIGUEL DE VELASCO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-02-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-02-01,1,1
SANTA ANA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-02-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-02-01,0,0
SICAYA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-02-01,1,1
TAPACARI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-02-01,1,1
TOMAVE,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-02-01,1,1
TOTORA(ORR),atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-02-01,1,1
VIACHA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-02-01,1,1
VILLA NUEVA (LOMA ALTA),atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-02-01,1,1
CALAMARCA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-03-01,2,2
CHIMORE,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-03-01,1,1
LA PAZ,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-03-01,1,1
PALOS BLANCOS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-03-01,1,1
PORVENIR,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-03-01,1,1
PUNA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-03-01,1,1
SACABAMBA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-03-01,2,2
SAN PEDRO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-03-01,1,1
SANTA ANA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-03-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-03-01,0,0
TIAWANACU,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-03-01,1,1
VILLA NUEVA (LOMA ALTA),atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-03-01,3,3
APOLO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-04-01,1,1
BATALLAS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-04-01,1,1
CARACOLLO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-04-01,1,1
CKOCHAS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-04-01,3,3
CULPINA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-04-01,1,1
EL ALTO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-04-01,2,2
EL PUENTE(TJA),atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-04-01,2,2
ENTRE RIOS TRJ,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-04-01,1,1
MALLA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-04-01,3,3
PADCAYA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-04-01,2,2
SAN LUCAS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-04-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-04-01,0,0
SORACACHI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-04-01,1,1
TAHUA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-04-01,1,1
TOMINA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-04-01,1,1
TOTORA(CBBA),atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-04-01,1,1
TUPIZA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-04-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-04-01,1,1
ACHACACHI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-05-01,1,1
ANZALDO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-05-01,1,1
CAQUIAVIRI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-05-01,1,1
CHAQUI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-05-01,1,1
CKOCHAS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-05-01,3,3
COLQUENCHA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-05-01,3,3
EUCALIPTUS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-05-01,1,1
MALLA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-05-01,2,2
OMEREQUE,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-05-01,1,1
ORURO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-05-01,1,1
PAMPA AULLAGAS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-05-01,1,1
POROMA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-05-01,2,2
PUNA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-05-01,1,1
RIBERALTA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-05-01,1,1
SAN ANDRES,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-05-01,1,1
SAN LUCAS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-05-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-05-01,0,0
TAPACARI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-05-01,2,2
VILLA NUEVA (LOMA ALTA),atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-05-01,3,3
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-05-01,1,1
WARNES,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-05-01,1,1
ACHACACHI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-06-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-06-01,3,3
BOLIVAR,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-06-01,1,1
CHAYANTA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-06-01,1,1
COBIJA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-06-01,2,2
"COLCHA ""K""",atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-06-01,1,1
COLQUECHACA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-06-01,2,2
COLQUENCHA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-06-01,1,1
ENTRE RIOS TRJ,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-06-01,1,1
FERNANDEZ ALONSO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-06-01,1,1
INQUISIVI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-06-01,1,1
MALLA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-06-01,1,1
MIZQUE,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-06-01,3,3
MOCOMOCO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-06-01,2,2
MONTEAGUDO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-06-01,2,2
POCOATA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-06-01,2,2
PORCO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-06-01,1,1
PUERTO CARABUCO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-06-01,1,1
PUERTO GONZALO MORENO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-06-01,1,1
PUERTO RICO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-06-01,1,1
RIBERALTA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-06-01,1,1
ROBORE,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-06-01,1,1
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-06-01,2,2
SAN LUCAS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-06-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-06-01,1,1
SAN PEDRO DE CURAHUARA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-06-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-06-01,0,0
SAPAHAQUI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-06-01,1,1
TOMAVE,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-06-01,1,1
TURCO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-06-01,2,2
AIQUILE,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-07-01,1,1
ARQUE,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-07-01,1,1
BATALLAS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-07-01,1,1
BOLIVAR,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-07-01,1,1
"CAIZA ""D""",atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-07-01,1,1
CARIPUYO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-07-01,1,1
CHAYANTA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-07-01,1,1
CKOCHAS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-07-01,1,1
"COLCHA ""K""",atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-07-01,2,2
CONCEPCION,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-07-01,1,1
COTAGAITA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-07-01,1,1
CULPINA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-07-01,1,1
FERNANDEZ ALONSO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-07-01,1,1
MOROCHATA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-07-01,1,1
PALOS BLANCOS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-07-01,1,1
PORVENIR,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-07-01,1,1
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-07-01,1,1
SAN LUCAS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-07-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-07-01,0,0
TACOBAMBA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-07-01,1,1
TAPACARI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-07-01,2,2
TARATA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-07-01,1,1
UNCIA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-07-01,3,3
UYUNI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-07-01,1,1
VILLA SERRANO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-07-01,1,1
ACHACACHI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-08-01,1,1
ANCORAIMES,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-08-01,1,1
BOYUIBE,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-08-01,1,1
COLQUECHACA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-08-01,3,3
COLQUENCHA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-08-01,6,6
CORIPATA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-08-01,1,1
MALLA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-08-01,1,1
PALCA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-08-01,2,2
PAPEL PAMPA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-08-01,1,1
POCOATA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-08-01,3,3
PORVENIR,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-08-01,1,1
POTOSI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-08-01,3,3
PUERTO CARABUCO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-08-01,2,2
PUNA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-08-01,2,2
SAN ANDRES DE MACHACA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-08-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-08-01,0,0
SORACACHI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-08-01,1,1
TACACOMA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-08-01,1,1
TARABUCO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-08-01,1,1
TOMAVE,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-08-01,1,1
VIACHA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-08-01,7,7
YUNCHARA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-08-01,1,1
ANCORAIMES,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-09-01,1,1
CALACOTO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-09-01,1,1
CAQUIAVIRI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-09-01,1,1
CARACOLLO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-09-01,1,1
CARIPUYO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-09-01,2,2
CHAQUI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-09-01,1,1
CHAYANTA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-09-01,2,2
CORIPATA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-09-01,4,4
CULPINA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-09-01,1,1
EL CHORO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-09-01,1,1
ENTRE RIOS TRJ,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-09-01,1,1
LA ASUNTA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-09-01,1,1
MALLA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-09-01,1,1
MIZQUE,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-09-01,2,2
PADILLA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-09-01,1,1
PALCA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-09-01,1,1
PAZÑA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-09-01,1,1
POROMA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-09-01,1,1
POTOSI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-09-01,1,1
RIBERALTA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-09-01,1,1
SABAYA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-09-01,1,1
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-09-01,1,1
SAN MATIAS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-09-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-09-01,3,3
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-09-01,0,0
SIPE SIPE,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-09-01,1,1
TACOBAMBA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-09-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-09-01,1,1
TUPIZA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-09-01,1,1
URIONDO (A. CONCEPCION),atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-09-01,1,1
VACAS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-09-01,1,1
YACO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-09-01,2,2
ANZALDO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-10-01,1,1
ATOCHA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-10-01,1,1
CHAQUI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-10-01,1,1
CHAYANTA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-10-01,1,1
COCAPATA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-10-01,1,1
CURAHUARA DE CARANGAS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-10-01,1,1
EL PUENTE(TJA),atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-10-01,1,1
ENTRE RIOS TRJ,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-10-01,1,1
ENTRE RIOS CBBA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-10-01,1,1
GUAQUI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-10-01,3,3
LLALLAGUA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-10-01,1,1
MALLA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-10-01,1,1
MIZQUE,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-10-01,3,3
POJO (CBBA),atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-10-01,1,1
PORVENIR,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-10-01,1,1
QUILLACOLLO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-10-01,3,3
RIBERALTA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-10-01,1,1
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-10-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-10-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-10-01,0,0
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-10-01,1,1
YAPACANI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-10-01,1,1
AIQUILE,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-11-01,1,1
ALALAY,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-11-01,1,1
ANZALDO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-11-01,1,1
ATOCHA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-11-01,1,1
AZURDUY,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-11-01,1,1
BOLIVAR,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-11-01,1,1
CAQUIAVIRI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-11-01,1,1
COTAGAITA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-11-01,3,3
CULPINA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-11-01,1,1
CURAHUARA DE CARANGAS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-11-01,1,1
EL ALTO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-11-01,1,1
EL PUENTE(TJA),atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-11-01,1,1
GENERAL SAAVEDRA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-11-01,1,1
LAJA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2011-11-01,1,1
