municipality,group,variable,month,Nacidos muertos atendidos por personal de salud,TOTAL
TINGUIPAYA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-05-01,2,2
ACACIO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-06-01,1,1
AIQUILE,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-06-01,1,1
ARQUE,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-06-01,1,1
BETANZOS,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-06-01,1,1
BOLIVAR,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-06-01,1,1
CHALLAPATA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-06-01,1,1
COLQUECHACA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-06-01,1,1
CORQUE,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-06-01,1,1
COTAGAITA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-06-01,1,1
EL TORNO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-06-01,1,1
ICHOCA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-06-01,1,1
LA ASUNTA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-06-01,2,2
OCURI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-06-01,2,2
POCOATA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-06-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-06-01,0,0
TARVITA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-06-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-06-01,1,1
VILA VILA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-06-01,1,1
CHUMA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-07-01,1,1
CORQUE,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-07-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-07-01,1,1
OCURI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-07-01,1,1
POROMA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-07-01,1,1
PORVENIR,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-07-01,1,1
PRESTO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-07-01,2,2
SAN ANTONIO DE ESMORUCO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-07-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-07-01,0,0
TAPACARI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-07-01,1,1
TARVITA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-07-01,1,1
TIAWANACU,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-07-01,2,2
TINGUIPAYA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-07-01,2,2
TORO TORO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-07-01,1,1
YACUIBA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-07-01,1,1
CAIROMA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-08-01,1,1
CARIPUYO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-08-01,1,1
COTAGAITA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-08-01,1,1
LA ASUNTA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-08-01,1,1
POCOATA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-08-01,1,1
POROMA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-08-01,4,4
PUCARANI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-08-01,1,1
SACACA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-08-01,1,1
SAN LUCAS,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-08-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-08-01,0,0
UYUNI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-08-01,1,1
YACO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-08-01,1,1
ARQUE,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-09-01,1,1
ATOCHA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-09-01,5,5
AZURDUY,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-09-01,1,1
CAIROMA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-09-01,1,1
CARIPUYO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-09-01,1,1
COLQUECHACA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-09-01,1,1
FILADELFIA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-09-01,1,1
MOCOMOCO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-09-01,1,1
MOROCHATA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-09-01,1,1
POROMA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-09-01,1,1
PRESTO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-09-01,2,2
SAN ANTONIO DE ESMORUCO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-09-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-09-01,0,0
SANTIAGO DE HUATA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-09-01,1,1
TACOPAYA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-09-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-09-01,1,1
VITICHI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-09-01,1,1
ANCORAIMES,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-10-01,1,1
ARAMPAMPA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-10-01,1,1
CARACOLLO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-10-01,1,1
ICLA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-10-01,1,1
JESUS DE MACHACA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-10-01,2,2
OCURI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-10-01,1,1
POROMA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-10-01,1,1
SAN CARLOS,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-10-01,28,28
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-10-01,0,0
SIPE SIPE,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-10-01,1,1
TIAWANACU,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-10-01,1,1
TOMINA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-10-01,1,1
CAJUATA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-11-01,2,2
CARIPUYO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-11-01,1,1
CHARAGUA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-11-01,1,1
EL ALTO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-11-01,1,1
ICHOCA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-11-01,2,2
MOJOCOYA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-11-01,1,1
PALCA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-11-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-11-01,0,0
TEOPONTE,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-11-01,1,1
TUPIZA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-11-01,1,1
YACO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-11-01,1,1
AZURDUY,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-12-01,1,1
CALAMARCA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-12-01,1,1
CARIPUYO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-12-01,1,1
CKOCHAS,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-12-01,1,1
COCHABAMBA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-12-01,1,1
COLQUIRI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-12-01,1,1
COMANCHE,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-12-01,1,1
CORIPATA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-12-01,1,1
CORQUE,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-12-01,1,1
COTAGAITA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-12-01,1,1
CULPINA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-12-01,1,1
POCOATA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-12-01,1,1
PUCARANI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-12-01,1,1
SAN LUCAS,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-12-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-12-01,0,0
VILLA CHARCAS,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2011-12-01,1,1
