,group,variable,month,Nº DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA CANTIDAD,Nº DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA CANTIDAD,TOTALES
CHUA COCANI,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,2,2
CHULUMANI (V. DE LA LIBERTAD),vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,32,32
CHUMA,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,7,7
CKOCHAS,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,17,17
CLIZA,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,74,74
COBIJA,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,99,99
COCAPATA,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,24,24
COCHABAMBA,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,2031,2031
COLCAPIRHUA,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,135,135
COLOMI,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,66,66
COLPA BELGICA,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,12,12
COLQUECHACA,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,25,25
COLQUENCHA,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,11,11
COLQUIRI,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,2,2
COMARAPA,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,37,37
CONCEPCION,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,87,87
COPACABANA,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,15,15
COROICO,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,50,50
CORQUE,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,8,8
COTAGAITA,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,20,20
COTOCA,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,306,306
CUATRO CAÑADAS,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,20,20
CUCHUMUELA (V. G. VILLARROEL),vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,2,2
CUEVO,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,1,1
CULPINA,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,16,16
CURAHUARA DE CARANGAS,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,3,3
CURVA,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,5,5
DESAGUADERO,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,11,11
EL ALTO,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,2467,2467
EL CHORO,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,5,5
EL PUENTE(STC),vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,32,32
EL PUENTE(TJA),vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,13,13
EL TORNO,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,294,294
EL VILLAR,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,3,3
ENTRE RIOS TRJ,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,41,41
ENTRE RIOS CBBA,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,121,121
ESCOMA,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,2,2
EUCALIPTUS,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,3,3
EUREKA (SANTOS MERCADO),vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,1,1
FERNANDEZ ALONSO,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,28,28
FILADELFIA,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,10,10
GAIOC JATUN AYLLU YURA,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,2,2
GRAL. J.J. PEREZ (CHARAZANI),vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,11,11
GUANAY,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,44,44
GUAQUI,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,5,5
GUAYARAMERIN,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,101,101
HUACARAJE,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,5,5
HUACARETA,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,10,10
HUACAYA (VILLA DE HUACAYA),vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,3,3
HUANUNI,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,31,31
HUARINA,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,6,6
HUATAJATA,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,3,3
HUAYLLAMARCA,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,2,2
ICLA,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,9,9
INCAHUASI,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,15,15
INGAVI (HUMAITA),vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,3,3
IRUPANA (VILLA DE LANZA),vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,12,12
IXIAMAS,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,2,2
JESUS DE MACHACA,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,9,9
LA GUARDIA,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,262,262
LA PAZ,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,1611,1611
LAGUNILLAS,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,3,3
LAJA,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,29,29
LLALLAGUA,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,80,80
MACHACAMARCA,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,3,3
MACHARETI,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,7,7
MAIRANA,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,17,17
MAPIRI,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,20,20
MINEROS,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,57,57
MIZQUE,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,108,108
MOJOCOYA,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,7,7
MONTEAGUDO,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,39,39
MONTERO,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,344,344
MOROCHATA,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,11,11
NACEBE (SANTA ROSA DEL ABUNA),vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,3,3
NAZACARA DE PACAJES,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,4,4
OCURI,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,43,43
OMEREQUE,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,9,9
ORURO,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,1243,1243
PADCAYA,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,29,29
PADILLA,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,7,7
PAILON,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,96,96
PALOS BLANCOS,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,29,29
PAMPA AULLAGAS,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,2,2
PAMPA GRANDE,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,16,16
PAPEL PAMPA,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,7,7
PASORAPA,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,3,3
PATACAMAYA,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,47,47
PAZÑA,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,4,4
PELECHUCO,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,6,6
POCOATA,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,22,22
POCONA,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,2,2
POJO (CBBA),vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,16,16
POOPO,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,9,9
PORCO,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,34,34
POROMA,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,19,19
PORONGO,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,21,21
PORTACHUELO,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,27,27
PORVENIR,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,5,5
POTOSI,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,332,332
PRESTO,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,3,3
PUCARANI,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,26,26
PUERTO CARABUCO,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,10,10
PUERTO GONZALO MORENO,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,6,6
PUERTO PEREZ,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,2,2
PUERTO QUIJARRO,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,31,31
PUERTO RICO,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,7,7
PUERTO SUAREZ,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,65,65
PUERTO VILLARROEL,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,238,238
PUNA,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,14,14
PUNATA,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,192,192
QUILLACOLLO,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,555,555
QUIME,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,15,15
QUIRUSILLAS,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,2,2
RAQAYPAMPA(ETA),vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,12,12
RAVELO,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,7,7
REYES,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,17,17
RIBERALTA,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,590,590
ROBORE,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,5,5
RURRENABAQUE,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,61,61
SABAYA,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,4,4
SACABA,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,604,604
SACABAMBA,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,3,3
SACACA,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,31,31
SAIPINA,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,12,12
SALINAS DE GARCI MENDOZA,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,6,6
SAMAIPATA,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,16,16
SAN ANDRES,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,11,11
SAN ANTONIO DE LOMERIO,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,11,11
SAN BENITO,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,7,7
SAN BORJA,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,165,165
SAN BUENA VENTURA,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,28,28
SAN CARLOS,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,71,71
SAN IGNACIO,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,35,35
SAN IGNACIO DE VELASCO,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,232,232
SAN JAVIER(BNI),vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,5,5
SAN JAVIER(STC),vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,35,35
SAN JOAQUIN,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,29,29
SAN JOSE DE CHIQUITOS,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,93,93
SAN JUAN DE YAPACANI,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,6,6
SAN JULIAN,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,157,157
SAN LORENZO(PND),vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,11,11
SAN LORENZO(TJA),vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,39,39
SAN LUCAS,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,53,53
SAN MATIAS,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,44,44
SAN MIGUEL DE VELASCO,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,19,19
SAN PEDRO,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,27,27
SAN PEDRO DE BUENA VISTA,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,39,39
SAN PEDRO DE MACHA,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,19,19
SAN PEDRO DE TIQUINA,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,4,4
SAN PEDRO(PND),vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,2,2
SAN RAFAEL,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,14,14
SAN RAMON BENI,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,31,31
SAN RAMON SCZ,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,8,8
SANTA ANA,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,48,48
SANTA CRUZ DE LA SIERRA,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,3583,3583
SANTA ROSA,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,8,8
SANTA ROSA DEL SARA,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,53,53
SANTIAGO DE CALLAPA,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,2,2
SANTIAGO DE HUARI,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,7,7
SANTIAGO DE HUATA,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,5,5
SANTIVAÑES,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,13,13
SAPAHAQUI,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,4,4
SENA,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,24,24
SHINAOTA,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,75,75
SICA SICA (VILLA AROMA),vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,14,14
SICAYA,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,8,8
SIPE SIPE,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,157,157
SOPACHUY,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,10,10
SORACACHI,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,5,5
SUCRE,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,452,452
TACACOMA,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,10,10
TACOBAMBA,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,7,7
TACOPAYA,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,6,6
TAHUA,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,2,2
TAPACARI,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,10,10
TARABUCO,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,7,7
TARACO,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,4,4
TARATA,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,15,15
TARIJA,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,404,404
TARVITA,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,12,12
TEOPONTE,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,6,6
TIAHUANACU,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,8,8
TINGUIPAYA,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,23,23
TIPUANI,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,21,21
TIQUIPAYA,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,149,149
TIRAQUE (CBBA),vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,9,9
TOCO,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,12,12
TOLATA,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,16,16
TOLEDO,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,4,4
TOMAVE,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,2,2
TOMINA,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,8,8
TORO TORO,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,16,16
TOTORA(CBBA),vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,54,54
TOTORA(ORR),vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,2,2
TRINIDAD,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,307,307
TUPIZA,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,134,134
TURCO,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,3,3
UNCIA,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,44,44
URIONDO (A. CONCEPCION),vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,27,27
URUBICHA,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,8,8
UYUNI,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,99,99
VALLEGRANDE,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,54,54
VIACHA,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,58,58
VILA VILA,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,4,4
VILLA CHARCAS,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,13,13
VILLA MONTES,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,220,220
VILLA NUEVA (LOMA ALTA),vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,4,4
VILLA SERRANO,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,11,11
VILLA TUNARI,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,329,329
VILLA VACA GUZMAN (MUYUPAMPA),vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,8,8
VILLAZON,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,119,119
VINTO,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,185,185
VITICHI,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,6,6
WARNES,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,255,255
YACUIBA,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,249,249
YAMPARAEZ,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,12,12
YANACACHI,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,2,2
YAPACANI,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,228,228
YOCALLA,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,7,7
YOTALA,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,8,8
ZUDAÑEZ,vih,no de mujeres embarazadas con prueba rapida,2023-01-01,0,9,9
ACACIO,vih,no de mujeres embarazadas con prueba rapida,2023-02-01,0,2,2
ACHACACHI,vih,no de mujeres embarazadas con prueba rapida,2023-02-01,0,29,29
AIQUILE,vih,no de mujeres embarazadas con prueba rapida,2023-02-01,0,47,47
ALALAY,vih,no de mujeres embarazadas con prueba rapida,2023-02-01,0,4,4
ALCALA,vih,no de mujeres embarazadas con prueba rapida,2023-02-01,0,1,1
ALTO BENI,vih,no de mujeres embarazadas con prueba rapida,2023-02-01,0,15,15
ANCORAIMES,vih,no de mujeres embarazadas con prueba rapida,2023-02-01,0,7,7
ANDAMARCA,vih,no de mujeres embarazadas con prueba rapida,2023-02-01,0,2,2
ANTEQUERA,vih,no de mujeres embarazadas con prueba rapida,2023-02-01,0,4,4
ANZALDO,vih,no de mujeres embarazadas con prueba rapida,2023-02-01,0,5,5
APOLO,vih,no de mujeres embarazadas con prueba rapida,2023-02-01,0,24,24
ARANI,vih,no de mujeres embarazadas con prueba rapida,2023-02-01,0,23,23
ARBIETO,vih,no de mujeres embarazadas con prueba rapida,2023-02-01,0,35,35
ARQUE,vih,no de mujeres embarazadas con prueba rapida,2023-02-01,0,13,13
ASCENCION DE GUARAYOS,vih,no de mujeres embarazadas con prueba rapida,2023-02-01,0,66,66
ATOCHA,vih,no de mujeres embarazadas con prueba rapida,2023-02-01,0,17,17
AUCAPATA,vih,no de mujeres embarazadas con prueba rapida,2023-02-01,0,4,4
AYATA,vih,no de mujeres embarazadas con prueba rapida,2023-02-01,0,9,9
AYOPAYA (V. DE INDEPENDENCIA),vih,no de mujeres embarazadas con prueba rapida,2023-02-01,0,30,30
AZURDUY,vih,no de mujeres embarazadas con prueba rapida,2023-02-01,0,6,6
BATALLAS,vih,no de mujeres embarazadas con prueba rapida,2023-02-01,0,1,1
BELEN DE ANDAMARCA,vih,no de mujeres embarazadas con prueba rapida,2023-02-01,0,3,3
BELLA FLOR,vih,no de mujeres embarazadas con prueba rapida,2023-02-01,0,3,3
BERMEJO,vih,no de mujeres embarazadas con prueba rapida,2023-02-01,0,66,66
BETANZOS,vih,no de mujeres embarazadas con prueba rapida,2023-02-01,0,40,40
BOLIVAR,vih,no de mujeres embarazadas con prueba rapida,2023-02-01,0,5,5
BOLPEBRA,vih,no de mujeres embarazadas con prueba rapida,2023-02-01,0,1,1
BOYUIBE,vih,no de mujeres embarazadas con prueba rapida,2023-02-01,0,2,2
BUENA VISTA,vih,no de mujeres embarazadas con prueba rapida,2023-02-01,0,39,39
CABEZAS,vih,no de mujeres embarazadas con prueba rapida,2023-02-01,0,27,27
"CAIZA ""D""",vih,no de mujeres embarazadas con prueba rapida,2023-02-01,0,11,11
CAJUATA,vih,no de mujeres embarazadas con prueba rapida,2023-02-01,0,7,7
CALAMARCA,vih,no de mujeres embarazadas con prueba rapida,2023-02-01,0,16,16
CAMARGO,vih,no de mujeres embarazadas con prueba rapida,2023-02-01,0,13,13
CAMATAQUI (C. VILLA ABECIA),vih,no de mujeres embarazadas con prueba rapida,2023-02-01,0,2,2
CAMIRI,vih,no de mujeres embarazadas con prueba rapida,2023-02-01,0,128,128
CAPINOTA,vih,no de mujeres embarazadas con prueba rapida,2023-02-01,0,59,59
CARACOLLO,vih,no de mujeres embarazadas con prueba rapida,2023-02-01,0,31,31
CARANAVI,vih,no de mujeres embarazadas con prueba rapida,2023-02-01,0,137,137
CARANGAS,vih,no de mujeres embarazadas con prueba rapida,2023-02-01,0,1,1
CARAPARI,vih,no de mujeres embarazadas con prueba rapida,2023-02-01,0,20,20
