municipality,group,variable,month,Número de condones entregados,TOTAL
COLPA BELGICA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,60,60
COLQUECHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,264,264
COLQUENCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,10,10
COLQUIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,10,10
COMARAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,168,168
COPACABANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,24,24
CORIPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,36,36
CORO CORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,20,20
CORQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,14,14
COTAGAITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,310,310
COTOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,79,79
CUATRO CAÑADAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,66,66
CULPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,192,192
CURAHUARA DE CARANGAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,48,48
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,25030,25030
EL CHORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,36,36
EL PUENTE(STC),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,180,180
EL PUENTE(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,156,156
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,351,351
EL VILLAR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,24,24
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,432,432
ENTRE RIOS CBBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,710,710
EUCALIPTUS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,48,48
EXALTACION,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,24,24
FERNANDEZ ALONSO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,59,59
FILADELFIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,12,12
GENERAL SAAVEDRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,156,156
GRAL. J.J. PEREZ (CHARAZANI),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,48,48
GUAQUI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,48,48
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,172,172
HUACARETA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,96,96
HUACAYA (VILLA DE HUACAYA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,36,36
HUACHACALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,20,20
HUANUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,15,15
HUARACAJE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,96,96
HUARINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,12,12
HUAYLLAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,60,60
ICLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,12,12
INCAHUASI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,2,2
INGAVI (HUMAITA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,24,24
INQUISIVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,48,48
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,48,48
JESUS DE MACHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,60,60
LA ASUNTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,162,162
LA GUARDIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,195,195
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,2142,2142
LAGUNILLAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,24,24
LAJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,108,108
LAS CARRERAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,96,96
LICOMA PAMPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,24,24
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,84,84
LLICA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,36,36
LORETO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,36,36
LURIBAY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,12,12
MACHACAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,24,24
MACHARETI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,128,128
MAGDALENA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,138,138
MAIRANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,20,20
MAPIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,10,10
MECAPACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,48,48
MINEROS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,48,48
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,240,240
MOCOMOCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,15,15
MOJOCOYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,24,24
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,243,243
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,914,914
MORO MORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,12,12
MOROCHATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,37,37
NUEVO MANOA (NUEVA ESPERANZA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,156,156
OCURI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,72,72
OKINAWA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,60,60
OMEREQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,120,120
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,14711,14711
PADCAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,462,462
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,148,148
PAILON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,312,312
PALOS BLANCOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,120,120
PAMPA AULLAGAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,12,12
PAMPA GRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,60,60
PAPEL PAMPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,7,7
PASORAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,12,12
PELECHUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,36,36
POCOATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,168,168
POCONA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,168,168
POJO (CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,120,120
POOPO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,60,60
PORCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,120,120
POROMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,42,42
PORONGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,96,96
PORTACHUELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,348,348
PORVENIR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,84,84
POSTRER VALLE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,60,60
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,547,547
PRESTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,72,72
PUCARANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,50,50
PUERTO GONZALO MORENO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,144,144
PUERTO QUIJARRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,144,144
PUERTO SILES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,60,60
PUERTO SUAREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,20,20
PUERTO VILLARROEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,420,420
PUNA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,72,72
PUNATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,168,168
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,3,3
QUIME,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,28,28
QUIRUSILLAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,12,12
RAVELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,36,36
REYES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,204,204
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,48,48
ROBORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,168,168
RURRENABAQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,144,144
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,416,416
SACABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,12,12
SACACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,36,36
SAIPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,60,60
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,228,228
SAMAIPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,36,36
SAN AGUSTIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,24,24
SAN ANDRES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,120,120
SAN ANDRES DE MACHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,24,24
SAN ANTONIO DE ESMORUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,24,24
SAN ANTONIO DE LOMERIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,96,96
SAN BENITO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,84,84
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,486,486
SAN BUENA VENTURA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,45,45
SAN CARLOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,192,192
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,446,446
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,336,336
SAN JAVIER(BNI),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,12,12
SAN JAVIER(STC),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,60,60
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,180,180
SAN JUAN DE YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,192,192
SAN JULIAN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,113,113
SAN LORENZO(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,228,228
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,132,132
SAN MATIAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,38,38
SAN MIGUEL DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,159,159
SAN PABLO DE LIPEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,12,12
SAN PEDRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,156,156
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,97,97
SAN PEDRO DE QUEMES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,48,48
SAN PEDRO DE TIQUINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,12,12
SAN PEDRO(PND),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,18,18
SAN RAFAEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,168,168
SAN RAMON BENI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,180,180
SAN RAMON SCZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,240,240
SANTA ANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,312,312
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,1768,1768
SANTA ROSA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,216,216
SANTA ROSA DEL SARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,216,216
SANTIAGO DE HUARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,156,156
SANTIVAÑES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,12,12
SANTUARIO DE QUILLACAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,72,72
SAPAHAQUI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,15,15
SENA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,156,156
SHINAOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,52,52
SIPE SIPE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,96,96
SOPACHUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,36,36
SORATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,36,36
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,1870,1870
TACACOMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,72,72
TACOBAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,72,72
TACOPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,36,36
TAHUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,12,12
TAPACARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,72,72
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,767,767
TARVITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,228,228
TEOPONTE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,36,36
TIAWANACU,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,60,60
TINGUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,36,36
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,5,5
TIRAQUE (CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,13,13
TOCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,32,32
TOLEDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,22,22
TOMAVE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,48,48
TOMINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,72,72
TORO TORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,12,12
TOTORA(CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,96,96
TRIGAL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,12,12
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,870,870
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,288,288
TURCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,108,108
UMALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,2,2
UNCIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,84,84
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2010-01-01,240,240
