municipality,group,variable,month,DIU: Usuarias nuevas,TOTAL
EL VILLAR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-01-01,1,1
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-01-01,9,9
ENTRE RIOS CBBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-01-01,1,1
FERNANDEZ ALONSO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-01-01,2,2
GENERAL SAAVEDRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-01-01,2,2
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-01-01,6,6
HUANUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-01-01,2,2
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-01-01,2,2
LA GUARDIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-01-01,27,27
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-01-01,228,228
MAGDALENA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-01-01,1,1
MAIRANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-01-01,2,2
MINEROS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-01-01,1,1
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-01-01,6,6
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-01-01,8,8
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-01-01,10,10
MORO MORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-01-01,1,1
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-01-01,52,52
PADCAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-01-01,3,3
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-01-01,5,5
PAILON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-01-01,5,5
PASORAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-01-01,2,2
PATACAMAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-01-01,1,1
PORONGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-01-01,2,2
PORTACHUELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-01-01,12,12
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-01-01,25,25
PRESTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-01-01,1,1
PUERTO PEREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-01-01,1,1
PUERTO SUAREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-01-01,3,3
PUERTO VILLARROEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-01-01,2,2
PUNATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-01-01,6,6
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-01-01,3,3
QUIME,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-01-01,1,1
REYES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-01-01,1,1
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-01-01,5,5
RURRENABAQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-01-01,1,1
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-01-01,37,37
SACABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-01-01,2,2
SAIPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-01-01,2,2
SAMAIPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-01-01,2,2
SAN ANDRES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-01-01,1,1
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-01-01,9,9
SAN CARLOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-01-01,3,3
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-01-01,2,2
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-01-01,7,7
SAN JAVIER(STC),"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-01-01,3,3
SAN JOAQUIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-01-01,1,1
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-01-01,6,6
SAN JULIAN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-01-01,1,1
SAN LORENZO(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-01-01,2,2
SAN PEDRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-01-01,2,2
SAN RAFAEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-01-01,1,1
SAN RAMON SCZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-01-01,2,2
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-01-01,369,369
SHINAOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-01-01,1,1
SIPE SIPE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-01-01,6,6
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-01-01,94,94
TARATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-01-01,1,1
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-01-01,143,143
TARVITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-01-01,1,1
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-01-01,7,7
TIRAQUE (CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-01-01,1,1
TOLATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-01-01,1,1
TOLEDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-01-01,1,1
TORO TORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-01-01,1,1
TOTORA(CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-01-01,2,2
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-01-01,18,18
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-01-01,3,3
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-01-01,1,1
UYUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-01-01,1,1
VALLEGRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-01-01,3,3
VILLA RIVERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-01-01,1,1
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-01-01,5,5
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-01-01,2,2
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-01-01,2,2
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-01-01,8,8
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-01-01,8,8
YANACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-01-01,1,1
YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-01-01,2,2
YOCALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-01-01,1,1
YUNCHARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-01-01,1,1
ZUDAÑEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-01-01,1,1
ACACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-02-01,1,1
ACHACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-02-01,1,1
AIQUILE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-02-01,2,2
ANZALDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-02-01,1,1
ARANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-02-01,1,1
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-02-01,4,4
ATOCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-02-01,2,2
BATALLAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-02-01,4,4
BERMEJO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-02-01,7,7
BETANZOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-02-01,1,1
BUENA VISTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-02-01,9,9
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-02-01,3,3
CHALLAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-02-01,1,1
CHARAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-02-01,1,1
CHIMORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-02-01,1,1
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-02-01,2,2
CLIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-02-01,3,3
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-02-01,1,1
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-02-01,189,189
COLCAPIRHUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-02-01,1,1
COLOMI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-02-01,2,2
COMARAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-02-01,5,5
CORIPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-02-01,1,1
CUATRO CAÑADAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-02-01,4,4
CULPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-02-01,1,1
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-02-01,121,121
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-02-01,10,10
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-02-01,8,8
ENTRE RIOS CBBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-02-01,1,1
FERNANDEZ ALONSO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-02-01,2,2
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-02-01,2,2
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-02-01,3,3
LA GUARDIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-02-01,16,16
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-02-01,212,212
MAGDALENA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-02-01,1,1
MAIRANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-02-01,5,5
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-02-01,5,5
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-02-01,5,5
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-02-01,8,8
OKINAWA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-02-01,1,1
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-02-01,43,43
PADCAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-02-01,3,3
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-02-01,3,3
PAMPA GRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-02-01,1,1
POJO (CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-02-01,3,3
PORONGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-02-01,1,1
PORTACHUELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-02-01,4,4
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-02-01,27,27
PRESTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-02-01,1,1
PUERTO SUAREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-02-01,3,3
PUERTO VILLARROEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-02-01,3,3
PUNATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-02-01,5,5
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-02-01,2,2
QUIME,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-02-01,4,4
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-02-01,4,4
ROBORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-02-01,4,4
RURRENABAQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-02-01,3,3
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-02-01,18,18
SACABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-02-01,2,2
SAMAIPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-02-01,4,4
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-02-01,4,4
SAN CARLOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-02-01,1,1
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-02-01,1,1
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-02-01,4,4
SAN JAVIER(STC),"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-02-01,1,1
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-02-01,6,6
SAN JULIAN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-02-01,5,5
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-02-01,2,2
SAN RAMON SCZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-02-01,4,4
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-02-01,357,357
SANTA ROSA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-02-01,1,1
SHINAOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-02-01,1,1
SIPE SIPE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-02-01,3,3
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-02-01,104,104
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-02-01,94,94
TARVITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-02-01,1,1
TEOPONTE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-02-01,1,1
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-02-01,8,8
TOLATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-02-01,1,1
TOTORA(CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-02-01,2,2
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-02-01,16,16
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-02-01,4,4
UNCIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-02-01,2,2
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-02-01,3,3
UYUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-02-01,1,1
VACAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-02-01,1,1
VALLEGRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-02-01,3,3
VIACHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-02-01,5,5
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-02-01,3,3
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-02-01,9,9
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-02-01,3,3
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-02-01,3,3
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-02-01,6,6
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-02-01,9,9
YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-02-01,9,9
ZUDAÑEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-02-01,1,1
ACHACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-03-01,1,1
AIQUILE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-03-01,9,9
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-03-01,12,12
AZURDUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-03-01,1,1
BERMEJO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-03-01,9,9
BUENA VISTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-03-01,6,6
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-03-01,2,2
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-03-01,5,5
CARANAVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-03-01,4,4
CARAPARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-03-01,1,1
CHARAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-03-01,1,1
CHIMORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-03-01,1,1
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-03-01,1,1
CLIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-03-01,5,5
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-03-01,7,7
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-03-01,258,258
COLCAPIRHUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-03-01,1,1
COLOMI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-03-01,3,3
COLQUIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-03-01,1,1
COMARAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-03-01,4,4
CORIPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-03-01,4,4
COTOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-03-01,4,4
CUATRO CAÑADAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-03-01,2,2
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-03-01,172,172
EL PUENTE(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-03-01,1,1
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-03-01,14,14
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-03-01,13,13
ENTRE RIOS CBBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias nuevas,2010-03-01,1,1
