municipality,group,variable,month,AQV femenino,TOTAL
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2010-04-01,5,5
SAN BUENA VENTURA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2010-04-01,2,2
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2010-04-01,7,7
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2010-04-01,9,9
SAN JULIAN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2010-04-01,5,5
SAN LORENZO(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2010-04-01,1,1
SAN MATIAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2010-04-01,5,5
SAN RAMON SCZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2010-04-01,2,2
SANTA ANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2010-04-01,7,7
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2010-04-01,106,106
SIPE SIPE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2010-04-01,1,1
SOPACHUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2010-04-01,1,1
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2010-04-01,51,51
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2010-04-01,28,28
TARVITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2010-04-01,2,2
TIRAQUE (CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2010-04-01,1,1
TOMINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2010-04-01,3,3
TOTORA(CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2010-04-01,1,1
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2010-04-01,9,9
UYUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2010-04-01,5,5
VALLEGRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2010-04-01,9,9
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2010-04-01,12,12
VILLA SERRANO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2010-04-01,14,14
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2010-04-01,17,17
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2010-04-01,4,4
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2010-04-01,6,6
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2010-04-01,10,10
ZUDAÑEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2010-04-01,6,6
ACHACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2010-05-01,3,3
ARANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2010-05-01,12,12
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2010-05-01,1,1
ATOCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2010-05-01,1,1
BATALLAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2010-05-01,6,6
BAURES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2010-05-01,1,1
BERMEJO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2010-05-01,2,2
CABEZAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2010-05-01,49,49
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2010-05-01,1,1
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2010-05-01,2,2
CAPINOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2010-05-01,3,3
CHARAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2010-05-01,2,2
CLIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2010-05-01,3,3
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2010-05-01,4,4
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2010-05-01,94,94
COTAGAITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2010-05-01,1,1
COTOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2010-05-01,7,7
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2010-05-01,30,30
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2010-05-01,4,4
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2010-05-01,8,8
INCAHUASI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2010-05-01,10,10
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2010-05-01,22,22
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2010-05-01,1,1
MAIRANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2010-05-01,14,14
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2010-05-01,3,3
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2010-05-01,12,12
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2010-05-01,11,11
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2010-05-01,4,4
PAMPA GRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2010-05-01,8,8
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2010-05-01,12,12
PUERTO SUAREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2010-05-01,3,3
PUERTO VILLARROEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2010-05-01,17,17
PUNATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2010-05-01,3,3
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2010-05-01,2,2
ROBORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2010-05-01,1,1
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2010-05-01,9,9
SAMAIPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2010-05-01,8,8
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2010-05-01,9,9
SAN BUENA VENTURA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2010-05-01,3,3
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2010-05-01,1,1
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2010-05-01,1,1
SAN JAVIER(STC),"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2010-05-01,2,2
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2010-05-01,4,4
SAN JULIAN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2010-05-01,2,2
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2010-05-01,11,11
