,group,variable,month,TRATAMIENTOS DE LEISHMANIA MUCOSA INICIADO,TRATAMIENTOS DE LEISHMANIA MUCOSA INICIADO,TRATAMIENTOS DE LEISHMANIA MUCOSA CONCLUIDO,TRATAMIENTOS DE LEISHMANIA MUCOSA CONCLUIDO,TOTALES,TOTALES,TOTALES
PORVENIR,leishmaniasis,tratamientos de leishmania mucosa,2011-02-01,0,0,1,0,1,0,1
PUERTO VILLARROEL,leishmaniasis,tratamientos de leishmania mucosa,2011-02-01,0,0,0,1,0,1,1
QUILLACOLLO,leishmaniasis,tratamientos de leishmania mucosa,2011-02-01,0,0,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,leishmaniasis,tratamientos de leishmania mucosa,2011-02-01,0,0,0,0,0,0,0
ANZALDO,leishmaniasis,tratamientos de leishmania mucosa,2011-03-01,0,0,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),leishmaniasis,tratamientos de leishmania mucosa,2011-03-01,1,0,0,0,1,0,1
COBIJA,leishmaniasis,tratamientos de leishmania mucosa,2011-03-01,1,0,0,0,1,0,1
COROICO,leishmaniasis,tratamientos de leishmania mucosa,2011-03-01,0,0,1,0,1,0,1
EL TORNO,leishmaniasis,tratamientos de leishmania mucosa,2011-03-01,2,0,4,0,6,0,6
NUEVO MANOA (NUEVA ESPERANZA),leishmaniasis,tratamientos de leishmania mucosa,2011-03-01,1,0,0,0,1,0,1
PALOS BLANCOS,leishmaniasis,tratamientos de leishmania mucosa,2011-03-01,1,0,0,0,1,0,1
RIBERALTA,leishmaniasis,tratamientos de leishmania mucosa,2011-03-01,3,0,3,0,6,0,6
RURRENABAQUE,leishmaniasis,tratamientos de leishmania mucosa,2011-03-01,1,0,1,0,2,0,2
SACABA,leishmaniasis,tratamientos de leishmania mucosa,2011-03-01,1,0,0,0,1,0,1
SAN BORJA,leishmaniasis,tratamientos de leishmania mucosa,2011-03-01,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,leishmaniasis,tratamientos de leishmania mucosa,2011-03-01,0,0,0,0,0,0,0
SANTA ROSA,leishmaniasis,tratamientos de leishmania mucosa,2011-03-01,0,1,0,0,0,1,1
SENA,leishmaniasis,tratamientos de leishmania mucosa,2011-03-01,1,0,0,0,1,0,1
ANZALDO,leishmaniasis,tratamientos de leishmania mucosa,2011-04-01,0,1,1,0,1,1,2
CHULUMANI (V. DE LA LIBERTAD),leishmaniasis,tratamientos de leishmania mucosa,2011-04-01,0,1,0,0,0,1,1
EL TORNO,leishmaniasis,tratamientos de leishmania mucosa,2011-04-01,1,0,0,0,1,0,1
ENTRE RIOS CBBA,leishmaniasis,tratamientos de leishmania mucosa,2011-04-01,1,0,0,0,1,0,1
QUILLACOLLO,leishmaniasis,tratamientos de leishmania mucosa,2011-04-01,0,0,1,0,1,0,1
RIBERALTA,leishmaniasis,tratamientos de leishmania mucosa,2011-04-01,3,0,3,0,6,0,6
SACABA,leishmaniasis,tratamientos de leishmania mucosa,2011-04-01,0,0,1,0,1,0,1
SAN BORJA,leishmaniasis,tratamientos de leishmania mucosa,2011-04-01,0,0,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,leishmaniasis,tratamientos de leishmania mucosa,2011-04-01,0,0,0,0,0,0,0
SENA,leishmaniasis,tratamientos de leishmania mucosa,2011-04-01,0,0,1,0,1,0,1
APOLO,leishmaniasis,tratamientos de leishmania mucosa,2011-05-01,1,0,2,0,3,0,3
CARANAVI,leishmaniasis,tratamientos de leishmania mucosa,2011-05-01,1,0,0,0,1,0,1
COBIJA,leishmaniasis,tratamientos de leishmania mucosa,2011-05-01,1,0,0,0,1,0,1
COCHABAMBA,leishmaniasis,tratamientos de leishmania mucosa,2011-05-01,1,0,0,0,1,0,1
COROICO,leishmaniasis,tratamientos de leishmania mucosa,2011-05-01,0,2,0,0,0,2,2
EL TORNO,leishmaniasis,tratamientos de leishmania mucosa,2011-05-01,6,0,0,0,6,0,6
FILADELFIA,leishmaniasis,tratamientos de leishmania mucosa,2011-05-01,1,0,0,0,1,0,1
LA ASUNTA,leishmaniasis,tratamientos de leishmania mucosa,2011-05-01,0,1,0,0,0,1,1
SAN IGNACIO,leishmaniasis,tratamientos de leishmania mucosa,2011-05-01,0,0,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,leishmaniasis,tratamientos de leishmania mucosa,2011-05-01,0,0,0,0,0,0,0
VILLA NUEVA (LOMA ALTA),leishmaniasis,tratamientos de leishmania mucosa,2011-05-01,1,0,0,0,1,0,1
BELLA FLOR,leishmaniasis,tratamientos de leishmania mucosa,2011-06-01,1,0,0,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),leishmaniasis,tratamientos de leishmania mucosa,2011-06-01,2,0,0,0,2,0,2
COBIJA,leishmaniasis,tratamientos de leishmania mucosa,2011-06-01,1,0,1,0,2,0,2
COCHABAMBA,leishmaniasis,tratamientos de leishmania mucosa,2011-06-01,0,0,1,0,1,0,1
COROICO,leishmaniasis,tratamientos de leishmania mucosa,2011-06-01,1,0,0,0,1,0,1
EL TORNO,leishmaniasis,tratamientos de leishmania mucosa,2011-06-01,0,1,5,0,5,1,6
ENTRE RIOS CBBA,leishmaniasis,tratamientos de leishmania mucosa,2011-06-01,1,0,0,0,1,0,1
LA ASUNTA,leishmaniasis,tratamientos de leishmania mucosa,2011-06-01,0,1,0,1,0,2,2
PALOS BLANCOS,leishmaniasis,tratamientos de leishmania mucosa,2011-06-01,0,0,1,0,1,0,1
SACABA,leishmaniasis,tratamientos de leishmania mucosa,2011-06-01,1,0,0,0,1,0,1
SAN BORJA,leishmaniasis,tratamientos de leishmania mucosa,2011-06-01,0,1,0,0,0,1,1
SAN BUENA VENTURA,leishmaniasis,tratamientos de leishmania mucosa,2011-06-01,1,0,0,0,1,0,1
SAN LORENZO(PND),leishmaniasis,tratamientos de leishmania mucosa,2011-06-01,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,leishmaniasis,tratamientos de leishmania mucosa,2011-06-01,0,0,0,0,0,0,0
SHINAOTA,leishmaniasis,tratamientos de leishmania mucosa,2011-06-01,1,0,0,0,1,0,1
VILLA TUNARI,leishmaniasis,tratamientos de leishmania mucosa,2011-06-01,1,0,0,0,1,0,1
BELLA FLOR,leishmaniasis,tratamientos de leishmania mucosa,2011-07-01,0,4,0,4,0,8,8
CARANAVI,leishmaniasis,tratamientos de leishmania mucosa,2011-07-01,2,0,0,0,2,0,2
COBIJA,leishmaniasis,tratamientos de leishmania mucosa,2011-07-01,0,0,2,0,2,0,2
COCHABAMBA,leishmaniasis,tratamientos de leishmania mucosa,2011-07-01,1,0,0,0,1,0,1
COROICO,leishmaniasis,tratamientos de leishmania mucosa,2011-07-01,0,0,2,0,2,0,2
EL TORNO,leishmaniasis,tratamientos de leishmania mucosa,2011-07-01,3,0,1,0,4,0,4
ENTRE RIOS CBBA,leishmaniasis,tratamientos de leishmania mucosa,2011-07-01,0,0,2,0,2,0,2
IRUPANA (VILLA DE LANZA),leishmaniasis,tratamientos de leishmania mucosa,2011-07-01,0,0,0,1,0,1,1
IXIAMAS,leishmaniasis,tratamientos de leishmania mucosa,2011-07-01,2,0,0,0,2,0,2
LA ASUNTA,leishmaniasis,tratamientos de leishmania mucosa,2011-07-01,1,0,0,1,1,1,2
PUERTO VILLARROEL,leishmaniasis,tratamientos de leishmania mucosa,2011-07-01,1,0,0,0,1,0,1
QUILLACOLLO,leishmaniasis,tratamientos de leishmania mucosa,2011-07-01,1,0,0,0,1,0,1
SACABA,leishmaniasis,tratamientos de leishmania mucosa,2011-07-01,0,0,1,0,1,0,1
SAN BORJA,leishmaniasis,tratamientos de leishmania mucosa,2011-07-01,1,0,0,1,1,1,2
SANTA CRUZ DE LA SIERRA,leishmaniasis,tratamientos de leishmania mucosa,2011-07-01,0,0,0,0,0,0,0
SHINAOTA,leishmaniasis,tratamientos de leishmania mucosa,2011-07-01,0,0,1,0,1,0,1
VILLA TUNARI,leishmaniasis,tratamientos de leishmania mucosa,2011-07-01,0,0,1,0,1,0,1
CARANAVI,leishmaniasis,tratamientos de leishmania mucosa,2011-08-01,3,0,2,0,5,0,5
CHULUMANI (V. DE LA LIBERTAD),leishmaniasis,tratamientos de leishmania mucosa,2011-08-01,1,0,0,0,1,0,1
COBIJA,leishmaniasis,tratamientos de leishmania mucosa,2011-08-01,1,1,0,1,1,2,3
COCHABAMBA,leishmaniasis,tratamientos de leishmania mucosa,2011-08-01,0,0,1,0,1,0,1
COROICO,leishmaniasis,tratamientos de leishmania mucosa,2011-08-01,0,1,0,0,0,1,1
EL TORNO,leishmaniasis,tratamientos de leishmania mucosa,2011-08-01,3,0,3,0,6,0,6
FILADELFIA,leishmaniasis,tratamientos de leishmania mucosa,2011-08-01,0,0,1,0,1,0,1
LA ASUNTA,leishmaniasis,tratamientos de leishmania mucosa,2011-08-01,0,0,1,0,1,0,1
PUERTO VILLARROEL,leishmaniasis,tratamientos de leishmania mucosa,2011-08-01,0,0,1,0,1,0,1
QUILLACOLLO,leishmaniasis,tratamientos de leishmania mucosa,2011-08-01,0,0,1,0,1,0,1
REYES,leishmaniasis,tratamientos de leishmania mucosa,2011-08-01,1,0,0,0,1,0,1
RURRENABAQUE,leishmaniasis,tratamientos de leishmania mucosa,2011-08-01,2,0,1,0,3,0,3
SAN BORJA,leishmaniasis,tratamientos de leishmania mucosa,2011-08-01,0,0,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,leishmaniasis,tratamientos de leishmania mucosa,2011-08-01,0,0,0,0,0,0,0
BERMEJO,leishmaniasis,tratamientos de leishmania mucosa,2011-09-01,1,1,0,0,1,1,2
CARANAVI,leishmaniasis,tratamientos de leishmania mucosa,2011-09-01,3,0,2,0,5,0,5
CHULUMANI (V. DE LA LIBERTAD),leishmaniasis,tratamientos de leishmania mucosa,2011-09-01,1,0,0,0,1,0,1
COCHABAMBA,leishmaniasis,tratamientos de leishmania mucosa,2011-09-01,2,0,0,0,2,0,2
COROICO,leishmaniasis,tratamientos de leishmania mucosa,2011-09-01,1,0,0,0,1,0,1
EL TORNO,leishmaniasis,tratamientos de leishmania mucosa,2011-09-01,0,0,6,0,6,0,6
PADCAYA,leishmaniasis,tratamientos de leishmania mucosa,2011-09-01,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,leishmaniasis,tratamientos de leishmania mucosa,2011-09-01,0,0,0,0,0,0,0
YACUIBA,leishmaniasis,tratamientos de leishmania mucosa,2011-09-01,0,2,0,0,0,2,2
CARANAVI,leishmaniasis,tratamientos de leishmania mucosa,2011-10-01,0,0,2,0,2,0,2
COCHABAMBA,leishmaniasis,tratamientos de leishmania mucosa,2011-10-01,1,0,2,0,3,0,3
COROICO,leishmaniasis,tratamientos de leishmania mucosa,2011-10-01,0,0,0,1,0,1,1
EL TORNO,leishmaniasis,tratamientos de leishmania mucosa,2011-10-01,0,0,1,0,1,0,1
ENTRE RIOS CBBA,leishmaniasis,tratamientos de leishmania mucosa,2011-10-01,1,0,0,0,1,0,1
FILADELFIA,leishmaniasis,tratamientos de leishmania mucosa,2011-10-01,1,2,1,1,2,3,5
PALOS BLANCOS,leishmaniasis,tratamientos de leishmania mucosa,2011-10-01,1,0,0,0,1,0,1
SAN BUENA VENTURA,leishmaniasis,tratamientos de leishmania mucosa,2011-10-01,3,0,0,0,3,0,3
SANTA CRUZ DE LA SIERRA,leishmaniasis,tratamientos de leishmania mucosa,2011-10-01,0,0,0,0,0,0,0
VILLA NUEVA (LOMA ALTA),leishmaniasis,tratamientos de leishmania mucosa,2011-10-01,1,0,0,0,1,0,1
VILLA TUNARI,leishmaniasis,tratamientos de leishmania mucosa,2011-10-01,1,0,0,0,1,0,1
CARANAVI,leishmaniasis,tratamientos de leishmania mucosa,2011-11-01,0,0,2,0,2,0,2
CHUMA,leishmaniasis,tratamientos de leishmania mucosa,2011-11-01,1,0,0,0,1,0,1
COBIJA,leishmaniasis,tratamientos de leishmania mucosa,2011-11-01,1,0,0,0,1,0,1
COCHABAMBA,leishmaniasis,tratamientos de leishmania mucosa,2011-11-01,2,0,1,0,3,0,3
CORIPATA,leishmaniasis,tratamientos de leishmania mucosa,2011-11-01,0,0,1,0,1,0,1
ENTRE RIOS CBBA,leishmaniasis,tratamientos de leishmania mucosa,2011-11-01,0,0,1,0,1,0,1
PORVENIR,leishmaniasis,tratamientos de leishmania mucosa,2011-11-01,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,leishmaniasis,tratamientos de leishmania mucosa,2011-11-01,0,0,0,0,0,0,0
VILLA NUEVA (LOMA ALTA),leishmaniasis,tratamientos de leishmania mucosa,2011-11-01,1,0,1,0,2,0,2
VILLA TUNARI,leishmaniasis,tratamientos de leishmania mucosa,2011-11-01,1,0,1,0,2,0,2
CHULUMANI (V. DE LA LIBERTAD),leishmaniasis,tratamientos de leishmania mucosa,2011-12-01,1,0,0,0,1,0,1
COBIJA,leishmaniasis,tratamientos de leishmania mucosa,2011-12-01,0,0,1,0,1,0,1
COCHABAMBA,leishmaniasis,tratamientos de leishmania mucosa,2011-12-01,0,0,2,0,2,0,2
CORIPATA,leishmaniasis,tratamientos de leishmania mucosa,2011-12-01,0,1,0,0,0,1,1
IRUPANA (VILLA DE LANZA),leishmaniasis,tratamientos de leishmania mucosa,2011-12-01,1,0,0,0,1,0,1
LA ASUNTA,leishmaniasis,tratamientos de leishmania mucosa,2011-12-01,1,0,0,0,1,0,1
PALOS BLANCOS,leishmaniasis,tratamientos de leishmania mucosa,2011-12-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,leishmaniasis,tratamientos de leishmania mucosa,2011-12-01,0,0,0,0,0,0,0
VILLA TUNARI,leishmaniasis,tratamientos de leishmania mucosa,2011-12-01,0,1,1,1,1,2,3
