municipality,group,variable,month,Pacientes referidos a otros establecimientos,TOTAL
COLQUENCHA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,12,12
COLQUIRI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,3,3
COMARAPA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,33,33
CONCEPCION,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,31,31
COPACABANA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,32,32
CORIPATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,61,61
CORO CORO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,22,22
COROICO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,92,92
CORQUE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,11,11
COTAGAITA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,77,77
COTOCA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,385,385
CUATRO CAÑADAS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,28,28
CUCHUMUELA (V. G. VILLARROEL),refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,2,2
CUEVO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,10,10
CULPINA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,56,56
CURAHUARA DE CARANGAS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,6,6
DESAGUADERO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,14,14
EL ALTO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,8895,8895
EL CHORO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,7,7
EL PUENTE(STC),refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,14,14
EL PUENTE(TJA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,38,38
EL TORNO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,354,354
EL VILLAR,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,21,21
ENTRE RIOS TRJ,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,32,32
ENTRE RIOS CBBA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,274,274
ESCOMA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,1,1
EUCALIPTUS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,2,2
EUREKA (SANTOS MERCADO),refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,7,7
EXALTACION,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,9,9
FERNANDEZ ALONSO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,45,45
FILADELFIA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,13,13
GENERAL SAAVEDRA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,36,36
GRAL. J.J. PEREZ (CHARAZANI),refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,6,6
GUANAY,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,23,23
GUAQUI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,2,2
GUAYARAMERIN,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,379,379
GUTIERREZ,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,16,16
HUACARETA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,57,57
HUACAYA (VILLA DE HUACAYA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,10,10
HUACHACALLA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,1,1
HUANUNI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,254,254
HUARACAJE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,2,2
HUARINA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,42,42
HUATAJATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,10,10
HUAYLLAMARCA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,3,3
HUMANATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,2,2
ICHOCA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,1,1
ICLA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,37,37
INCAHUASI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,47,47
INGAVI (HUMAITA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,4,4
INQUISIVI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,4,4
IRUPANA (VILLA DE LANZA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,70,70
IXIAMAS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,9,9
JESUS DE MACHACA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,33,33
LA ASUNTA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,81,81
LA GUARDIA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,525,525
LA PAZ,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,14925,14925
LAGUNILLAS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,18,18
LAJA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,43,43
LAS CARRERAS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,20,20
LLALLAGUA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,45,45
LLICA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,10,10
LORETO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,5,5
LURIBAY,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,3,3
MACHACAMARCA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,34,34
MACHARETI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,25,25
MAGDALENA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,10,10
MAIRANA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,34,34
MAPIRI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,31,31
MECAPACA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,11,11
MINEROS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,40,40
MIZQUE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,71,71
MOCOMOCO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,7,7
MOJOCOYA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,32,32
MONTEAGUDO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,112,112
MONTERO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,2232,2232
MORO MORO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,5,5
MOROCHATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,12,12
NACEBE (SANTA ROSA DEL ABUNA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,4,4
NAZACARA DE PACAJES,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,2,2
NUEVO MANOA (NUEVA ESPERANZA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,2,2
OCURI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,6,6
OKINAWA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,31,31
OMEREQUE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,10,10
ORURO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,2730,2730
PADCAYA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,112,112
PADILLA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,55,55
PAILON,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,72,72
PALCA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,72,72
PALOS BLANCOS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,50,50
PAMPA GRANDE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,43,43
PAPEL PAMPA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,3,3
PATACAMAYA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,44,44
PAZÑA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,25,25
PELECHUCO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,3,3
POCOATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,8,8
POCONA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,5,5
POJO (CBBA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,9,9
POOPO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,10,10
PORCO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,12,12
POROMA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,10,10
PORONGO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,65,65
PORTACHUELO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,28,28
PORVENIR,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,18,18
POSTRER VALLE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,2,2
POTOSI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,178,178
PRESTO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,34,34
PUCARA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,1,1
PUCARANI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,103,103
PUERTO ACOSTA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,2,2
PUERTO CARABUCO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,7,7
PUERTO GONZALO MORENO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,18,18
PUERTO PEREZ,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,3,3
PUERTO QUIJARRO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,7,7
PUERTO RICO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,11,11
PUERTO SUAREZ,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,19,19
PUERTO VILLARROEL,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,389,389
PUNA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,30,30
PUNATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,497,497
QUILLACOLLO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,1161,1161
QUIME,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,21,21
QUIRUSILLAS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,15,15
RAQAYPAMPA(ETA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,5,5
RAVELO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,9,9
REYES,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,16,16
RIBERALTA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,749,749
ROBORE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,61,61
RURRENABAQUE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,113,113
SABAYA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,12,12
SACABA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,1302,1302
SACABAMBA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,1,1
SACACA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,5,5
SAIPINA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,51,51
SALINAS DE GARCI MENDOZA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,34,34
SAMAIPATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,8,8
SAN AGUSTIN,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,1,1
SAN ANDRES,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,36,36
SAN ANDRES DE MACHACA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,11,11
SAN ANTONIO DE ESMORUCO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,1,1
SAN ANTONIO DE LOMERIO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,10,10
SAN BENITO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,28,28
SAN BORJA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,94,94
SAN BUENA VENTURA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,17,17
SAN CARLOS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,128,128
SAN IGNACIO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,32,32
SAN IGNACIO DE VELASCO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,81,81
SAN JAVIER(BNI),refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,10,10
SAN JAVIER(STC),refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,5,5
SAN JOAQUIN,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,8,8
SAN JOSE DE CHIQUITOS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,53,53
SAN JUAN DE YAPACANI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,36,36
SAN JULIAN,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,59,59
SAN LORENZO(PND),refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,12,12
SAN LORENZO(TJA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,74,74
SAN LUCAS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,127,127
SAN MATIAS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,49,49
SAN MIGUEL DE VELASCO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,50,50
SAN PABLO DE LIPEZ,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,2,2
SAN PEDRO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,69,69
SAN PEDRO DE BUENA VISTA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,11,11
SAN PEDRO DE CURAHUARA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,2,2
SAN PEDRO DE TIQUINA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,5,5
SAN PEDRO(PND),refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,4,4
SAN RAFAEL,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,17,17
SAN RAMON BENI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,6,6
SAN RAMON SCZ,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,11,11
SANTA ANA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,26,26
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,13615,13615
SANTA ROSA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,9,9
SANTA ROSA DEL SARA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,125,125
SANTIAGO DE CALLAPA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,5,5
SANTIAGO DE HUARI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,3,3
SANTIAGO DE HUATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,3,3
SANTIAGO DE MACHACA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,1,1
SANTIVAÑES,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,16,16
SAPAHAQUI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,4,4
SENA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,23,23
SHINAOTA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,125,125
SICA SICA (VILLA AROMA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,11,11
SICAYA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,3,3
SIPE SIPE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,277,277
SOPACHUY,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,29,29
SORACACHI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,17,17
SORATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,12,12
SUCRE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,2904,2904
TACACHI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,2,2
TACACOMA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,4,4
TACOBAMBA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,2,2
TACOPAYA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,6,6
TAPACARI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,35,35
TARABUCO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,64,64
TARACO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,3,3
TARATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,37,37
TARIJA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,1367,1367
TARVITA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,48,48
TEOPONTE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,9,9
TIAHUANACU,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,44,44
TINGUIPAYA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,3,3
TIPUANI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,15,15
TIQUIPAYA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,339,339
TIRAQUE (CBBA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,58,58
TITO YUPANQUI (PARQUIPUJIO),refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,1,1
TOCO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,6,6
TOLATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,38,38
TOLEDO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,1,1
TOMAVE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,7,7
TOMINA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,71,71
TORO TORO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,4,4
TOTORA(CBBA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,23,23
TOTORA(ORR),refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,1,1
TRINIDAD,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,838,838
TUPIZA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,339,339
TURCO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,1,1
UMALA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,10,10
UNCIA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,94,94
URIONDO (A. CONCEPCION),refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,34,34
URUBICHA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,6,6
UYUNI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,101,101
VACAS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,12,12
VALLEGRANDE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,69,69
VIACHA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,938,938
VILA VILA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2020-01-01,3,3
