municipality,group,variable,month,Pacientes derivados de la comunidad o medicina tradicional,TOTAL
VILLA SERRANO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-01-01,41,41
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-01-01,4,4
YAMPARAEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-01-01,15,15
YOTALA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-01-01,2,2
ZUDAÑEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-01-01,14,14
ALCALA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-02-01,35,35
AZURDUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-02-01,4,4
CABEZAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-02-01,1,1
CAMARGO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-02-01,2,2
CULPINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-02-01,14,14
EL ALTO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-02-01,66,66
EL VILLAR,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-02-01,10,10
HUACARETA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-02-01,2,2
HUACAYA (VILLA DE HUACAYA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-02-01,3,3
ICLA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-02-01,4,4
LAS CARRERAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-02-01,1,1
MACHARETI,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-02-01,4,4
MOJOCOYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-02-01,10,10
MONTEAGUDO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-02-01,56,56
PADCAYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-02-01,2,2
PADILLA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-02-01,2,2
POROMA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-02-01,7,7
PRESTO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-02-01,10,10
PUERTO SUAREZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-02-01,3,3
SAN LUCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-02-01,20,20
SAN PEDRO DE BUENA VISTA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-02-01,2,2
SAN RAFAEL,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-02-01,5,5
SOPACHUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-02-01,9,9
SUCRE,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-02-01,16,16
TARABUCO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-02-01,12,12
TARIJA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-02-01,2,2
TARVITA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-02-01,67,67
TOMINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-02-01,9,9
VILLA CHARCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-02-01,23,23
VILLA MONTES,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-02-01,8,8
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-02-01,3,3
YAMPARAEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-02-01,16,16
ZUDAÑEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-02-01,7,7
ALCALA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-03-01,23,23
AZURDUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-03-01,6,6
CAMARGO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-03-01,2,2
EL ALTO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-03-01,71,71
EL VILLAR,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-03-01,11,11
HUACARETA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-03-01,2,2
HUACAYA (VILLA DE HUACAYA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-03-01,10,10
ICLA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-03-01,9,9
LAGUNILLAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-03-01,26,26
MOJOCOYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-03-01,11,11
MONTEAGUDO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-03-01,32,32
PADILLA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-03-01,1,1
POROMA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-03-01,15,15
PRESTO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-03-01,13,13
PUERTO SUAREZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-03-01,16,16
SAN LUCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-03-01,32,32
SAN RAFAEL,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-03-01,1,1
SOPACHUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-03-01,7,7
SUCRE,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-03-01,9,9
TARABUCO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-03-01,2,2
TARIJA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-03-01,3,3
TARVITA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-03-01,58,58
TOMINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-03-01,4,4
VILLA CHARCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-03-01,11,11
VILLA SERRANO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-03-01,3,3
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-03-01,3,3
YAMPARAEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-03-01,13,13
AZURDUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-04-01,5,5
BERMEJO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-04-01,1,1
CAMARGO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-04-01,1,1
CHARAGUA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-04-01,2,2
CULPINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-04-01,2,2
EL ALTO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-04-01,21,21
EL VILLAR,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-04-01,5,5
HUACAYA (VILLA DE HUACAYA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-04-01,7,7
ICLA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-04-01,3,3
MACHARETI,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-04-01,1,1
MOJOCOYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-04-01,10,10
MONTEAGUDO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-04-01,29,29
PADCAYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-04-01,1,1
PADILLA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-04-01,2,2
POROMA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-04-01,21,21
PRESTO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-04-01,8,8
SAN LUCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-04-01,11,11
SOPACHUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-04-01,6,6
SUCRE,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-04-01,14,14
TARABUCO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-04-01,9,9
TARVITA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-04-01,41,41
TOMINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-04-01,6,6
VILLA CHARCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-04-01,9,9
VILLA SERRANO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-04-01,2,2
YAMPARAEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-04-01,16,16
ZUDAÑEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-04-01,2,2
AZURDUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-05-01,5,5
CAMARGO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-05-01,3,3
CULPINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-05-01,1,1
EL VILLAR,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-05-01,9,9
HUACARETA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-05-01,1,1
HUACAYA (VILLA DE HUACAYA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-05-01,1,1
ICLA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-05-01,3,3
LAS CARRERAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-05-01,2,2
MACHARETI,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-05-01,1,1
MOJOCOYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-05-01,7,7
MONTEAGUDO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-05-01,19,19
PADILLA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-05-01,1,1
POROMA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-05-01,18,18
PRESTO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-05-01,9,9
SAN LUCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-05-01,18,18
SAN RAFAEL,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-05-01,1,1
SOPACHUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-05-01,9,9
SUCRE,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-05-01,12,12
TARABUCO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-05-01,16,16
TARIJA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-05-01,1,1
TARVITA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-05-01,44,44
TOMINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-05-01,3,3
VILLA CHARCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-05-01,8,8
VILLA SERRANO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-05-01,4,4
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-05-01,1,1
YAMPARAEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-05-01,14,14
ZUDAÑEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-05-01,3,3
AZURDUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-06-01,1,1
CAMARGO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-06-01,6,6
COMARAPA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-06-01,3,3
CULPINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-06-01,1,1
EL PUENTE(TJA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-06-01,1,1
EL VILLAR,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-06-01,8,8
HUACAYA (VILLA DE HUACAYA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-06-01,5,5
ICLA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-06-01,8,8
INCAHUASI,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-06-01,1,1
LA PAZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-06-01,2,2
LAGUNILLAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-06-01,1,1
LAS CARRERAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-06-01,1,1
MOJOCOYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-06-01,6,6
MONTEAGUDO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-06-01,16,16
PADILLA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-06-01,2,2
POROMA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-06-01,18,18
PRESTO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-06-01,5,5
SAN LUCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-06-01,19,19
SAN PEDRO DE BUENA VISTA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-06-01,1,1
SAN RAFAEL,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-06-01,2,2
SOPACHUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-06-01,4,4
SUCRE,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-06-01,11,11
TARABUCO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-06-01,9,9
TARIJA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-06-01,1,1
TARVITA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-06-01,36,36
TOMINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-06-01,5,5
VILLA CHARCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-06-01,5,5
VILLA SERRANO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-06-01,2,2
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-06-01,1,1
YAMPARAEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-06-01,14,14
ZUDAÑEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-06-01,1,1
AZURDUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-07-01,4,4
CAMARGO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-07-01,1,1
CULPINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-07-01,2,2
EL ALTO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-07-01,1,1
EL VILLAR,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-07-01,6,6
HUACARETA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-07-01,1,1
HUACAYA (VILLA DE HUACAYA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-07-01,3,3
ICLA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-07-01,6,6
MOJOCOYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-07-01,4,4
MONTEAGUDO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-07-01,21,21
POROMA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-07-01,13,13
PRESTO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-07-01,7,7
SAN JOAQUIN,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-07-01,5,5
SAN LUCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-07-01,6,6
SAN RAFAEL,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-07-01,3,3
SOPACHUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-07-01,4,4
SUCRE,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-07-01,11,11
TARABUCO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-07-01,7,7
TARIJA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-07-01,2,2
TARVITA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-07-01,41,41
TOMINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-07-01,2,2
VILLA CHARCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-07-01,5,5
VILLA SERRANO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-07-01,2,2
YAMPARAEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-07-01,12,12
YOTALA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-07-01,2,2
ZUDAÑEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-07-01,3,3
EL VILLAR,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-08-01,9,9
FILADELFIA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-08-01,2,2
HUACAYA (VILLA DE HUACAYA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-08-01,1,1
ICLA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-08-01,4,4
INCAHUASI,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-08-01,1,1
MOJOCOYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-08-01,4,4
MONTEAGUDO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-08-01,9,9
PADILLA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-08-01,2,2
POROMA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-08-01,12,12
PRESTO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-08-01,7,7
SAN LUCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-08-01,14,14
SOPACHUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-08-01,4,4
SUCRE,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-08-01,12,12
TARABUCO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-08-01,6,6
TARIJA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-08-01,1,1
TARVITA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-08-01,28,28
TOMINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-08-01,4,4
TRINIDAD,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-08-01,1,1
VILLA CHARCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-08-01,4,4
VILLA SERRANO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-08-01,3,3
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-08-01,1,1
YAMPARAEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-08-01,14,14
YUNCHARA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-08-01,1,1
ZUDAÑEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-08-01,4,4
CAMARGO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-09-01,2,2
CHARAGUA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-09-01,2,2
CULPINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-09-01,1,1
EL VILLAR,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-09-01,16,16
ICLA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-09-01,5,5
LA PAZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-09-01,1,1
MOJOCOYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-09-01,8,8
MONTEAGUDO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-09-01,21,21
PADILLA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-09-01,1,1
PAILON,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-09-01,1,1
POROMA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-09-01,13,13
PRESTO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-09-01,7,7
SAN BORJA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-09-01,1,1
SAN LUCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-09-01,13,13
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-09-01,2,2
SOPACHUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-09-01,9,9
SUCRE,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-09-01,16,16
TARABUCO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-09-01,5,5
TARIJA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-09-01,1,1
TARVITA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-09-01,30,30
TOMINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-09-01,6,6
VILLA CHARCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-09-01,4,4
VILLA SERRANO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-09-01,2,2
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-09-01,1,1
YAMPARAEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-09-01,14,14
YOTALA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-09-01,1,1
ZUDAÑEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-09-01,4,4
AZURDUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-10-01,1,1
CAMARGO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-10-01,1,1
CHARAGUA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-10-01,2,2
CULPINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-10-01,1,1
EL PUENTE(TJA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2020-10-01,1,1
