municipality,group,variable,month,Pacientes referidos recibidos por el establecimiento,TOTAL
SAN BUENA VENTURA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-01-01,18,18
SAN CARLOS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-01-01,46,46
SAN IGNACIO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-01-01,1,1
SAN IGNACIO DE VELASCO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-01-01,51,51
SAN JAVIER(STC),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-01-01,2,2
SAN JOSE DE CHIQUITOS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-01-01,5,5
SAN JUAN DE YAPACANI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-01-01,1,1
SAN JULIAN,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-01-01,50,50
SAN LORENZO(TJA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-01-01,7,7
SAN LUCAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-01-01,98,98
SAN MATIAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-01-01,2,2
SAN MIGUEL DE VELASCO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-01-01,5,5
SAN PEDRO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-01-01,19,19
SAN PEDRO DE BUENA VISTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-01-01,2,2
SAN PEDRO DE CURAHUARA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-01-01,1,1
SAN PEDRO DE TIQUINA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-01-01,1,1
SAN RAMON SCZ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-01-01,2,2
SANTA ANA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-01-01,6,6
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-01-01,7104,7104
SANTIAGO DE HUARI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-01-01,2,2
SANTIVAÑES,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-01-01,2,2
SANTUARIO DE QUILLACAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-01-01,3,3
SHINAOTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-01-01,18,18
SICAYA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-01-01,3,3
SIPE SIPE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-01-01,9,9
SOPACHUY,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-01-01,11,11
SORATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-01-01,1,1
SUCRE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-01-01,2210,2210
TACACOMA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-01-01,2,2
TAPACARI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-01-01,3,3
TARABUCO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-01-01,66,66
TARACO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-01-01,2,2
TARATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-01-01,10,10
TARIJA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-01-01,1704,1704
TARVITA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-01-01,12,12
TEOPONTE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-01-01,2,2
TIAHUANACU,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-01-01,2,2
TIPUANI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-01-01,3,3
TIQUIPAYA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-01-01,147,147
TIRAQUE (CBBA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-01-01,3,3
TOLATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-01-01,10,10
TOMINA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-01-01,7,7
TORO TORO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-01-01,2,2
TOTORA(CBBA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-01-01,38,38
TRIGAL,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-01-01,2,2
TRINIDAD,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-01-01,2274,2274
TUPIZA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-01-01,375,375
TURCO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-01-01,1,1
URIONDO (A. CONCEPCION),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-01-01,12,12
UYUNI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-01-01,13,13
VACAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-01-01,3,3
VALLEGRANDE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-01-01,136,136
VIACHA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-01-01,431,431
VILLA MONTES,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-01-01,101,101
VILLA SERRANO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-01-01,8,8
VILLA TUNARI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-01-01,578,578
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-01-01,9,9
VILLAZON,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-01-01,268,268
VINTO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-01-01,185,185
VITICHI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-01-01,1,1
WARNES,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-01-01,262,262
YACUIBA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-01-01,699,699
YAMPARAEZ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-01-01,3,3
YANACACHI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-01-01,1,1
YAPACANI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-01-01,350,350
YOTALA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-01-01,9,9
ZUDAÑEZ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-01-01,3,3
ACACIO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-02-01,1,1
ACHACACHI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-02-01,166,166
ACHOCALLA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-02-01,1,1
AIQUILE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-02-01,13,13
ALTO BENI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-02-01,1,1
ANZALDO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-02-01,1,1
APOLO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-02-01,1,1
ARANI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-02-01,7,7
ARBIETO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-02-01,4,4
ARQUE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-02-01,1,1
ASCENCION DE GUARAYOS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-02-01,21,21
ATOCHA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-02-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-02-01,8,8
AZURDUY,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-02-01,7,7
BATALLAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-02-01,1,1
BERMEJO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-02-01,395,395
BETANZOS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-02-01,8,8
BOLIVAR,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-02-01,1,1
BOYUIBE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-02-01,3,3
BUENA VISTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-02-01,7,7
CABEZAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-02-01,1,1
CAIROMA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-02-01,2,2
CAMARGO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-02-01,82,82
CAMATAQUI (C. VILLA ABECIA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-02-01,1,1
CAMIRI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-02-01,170,170
CAPINOTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-02-01,41,41
CAQUIAVIRI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-02-01,2,2
CARACOLLO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-02-01,1,1
CARANAVI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-02-01,126,126
CARAPARI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-02-01,22,22
CHALLAPATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-02-01,16,16
CHARAGUA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-02-01,34,34
CHIMORE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-02-01,12,12
CHULUMANI (V. DE LA LIBERTAD),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-02-01,15,15
CKOCHAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-02-01,2,2
CLIZA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-02-01,35,35
COBIJA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-02-01,156,156
COCAPATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-02-01,1,1
COCHABAMBA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-02-01,2992,2992
COLCAPIRHUA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-02-01,111,111
"COLCHA ""K""",refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-02-01,2,2
COLOMI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-02-01,5,5
COLPA BELGICA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-02-01,12,12
COLQUECHACA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-02-01,5,5
COLQUENCHA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-02-01,2,2
COMARAPA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-02-01,20,20
CONCEPCION,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-02-01,19,19
COPACABANA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-02-01,2,2
CORIPATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-02-01,1,1
CORO CORO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-02-01,1,1
COROICO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-02-01,121,121
COTAGAITA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-02-01,1,1
COTOCA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-02-01,38,38
CUATRO CAÑADAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-02-01,10,10
CUEVO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-02-01,9,9
CULPINA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-02-01,30,30
DESAGUADERO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-02-01,3,3
EL ALTO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-02-01,3547,3547
EL TORNO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-02-01,266,266
EL VILLAR,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-02-01,2,2
ENTRE RIOS TRJ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-02-01,9,9
ENTRE RIOS CBBA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-02-01,3,3
ESCOMA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-02-01,12,12
FERNANDEZ ALONSO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-02-01,7,7
FILADELFIA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-02-01,4,4
GENERAL SAAVEDRA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-02-01,5,5
GUANAY,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-02-01,6,6
GUAYARAMERIN,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-02-01,72,72
GUTIERREZ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-02-01,7,7
HUACARETA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-02-01,1,1
HUANUNI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-02-01,133,133
HUAYLLAMARCA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-02-01,1,1
ICLA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-02-01,4,4
INCAHUASI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-02-01,6,6
INQUISIVI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-02-01,1,1
IRUPANA (VILLA DE LANZA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-02-01,10,10
LA ASUNTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-02-01,4,4
LA GUARDIA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-02-01,94,94
LA PAZ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-02-01,9485,9485
LAJA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-02-01,2,2
LAS CARRERAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-02-01,1,1
LLALLAGUA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-02-01,104,104
LORETO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-02-01,3,3
MACHARETI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-02-01,6,6
MAGDALENA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-02-01,6,6
MAIRANA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-02-01,13,13
MAPIRI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2020-02-01,1,1
