,group,variable,month,ANTIPOLIOMIELÍTICA 2DA DOSIS DENTRO,ANTIPOLIOMIELÍTICA 2DA DOSIS DENTRO,ANTIPOLIOMIELÍTICA 2DA DOSIS FUERA,ANTIPOLIOMIELÍTICA 2DA DOSIS FUERA,TOTALES
SORATA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-01-01,0,0,1,0,1
SUCRE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-01-01,0,0,0,1,1
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-01-01,1,0,0,0,1
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-01-01,1,0,0,0,1
VIACHA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-01-01,1,1,0,0,2
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-01-01,0,0,0,1,1
VINTO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-01-01,0,1,0,0,1
WARNES,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-01-01,0,1,0,0,1
YACUIBA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-01-01,0,1,0,0,1
YAPACANI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-01-01,0,3,1,0,4
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-02-01,0,0,1,0,1
AIQUILE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-02-01,0,1,1,0,2
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-02-01,0,0,1,1,2
BATALLAS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-02-01,0,1,0,0,1
CABEZAS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-02-01,0,0,1,0,1
CAIROMA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-02-01,0,1,0,0,1
CHIMORE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-02-01,0,0,0,1,1
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-02-01,2,1,0,2,5
COLOMI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-02-01,1,1,0,0,2
COLQUECHACA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-02-01,0,0,0,1,1
COPACABANA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-02-01,0,1,0,0,1
CORIPATA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-02-01,0,1,0,0,1
COROICO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-02-01,0,1,0,0,1
COTOCA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-02-01,1,0,0,0,1
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-02-01,0,0,1,2,3
EL ALTO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-02-01,2,6,5,3,16
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-02-01,1,0,0,2,3
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-02-01,0,0,1,0,1
HUANUNI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-02-01,0,0,0,1,1
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-02-01,2,0,0,0,2
LA PAZ,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-02-01,2,3,0,0,5
LAGUNILLAS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-02-01,0,0,0,1,1
LAJA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-02-01,0,0,0,1,1
MONTERO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-02-01,2,3,0,0,5
ORURO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-02-01,0,0,1,0,1
PADCAYA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-02-01,0,0,0,1,1
PAILON,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-02-01,0,2,0,0,2
POTOSI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-02-01,2,0,0,0,2
PUERTO SUAREZ,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-02-01,0,0,2,1,3
REYES,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-02-01,1,0,0,0,1
SACABA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-02-01,1,1,1,1,4
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-02-01,0,1,0,0,1
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-02-01,1,0,0,0,1
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-02-01,0,0,0,1,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-02-01,0,0,6,5,11
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-02-01,0,1,0,0,1
SAN MATIAS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-02-01,2,1,1,0,4
SAN PEDRO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-02-01,0,1,0,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-02-01,19,12,6,3,40
SANTA ROSA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-02-01,1,0,0,0,1
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-02-01,0,1,0,0,1
SHINAOTA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-02-01,0,0,0,1,1
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-02-01,0,1,0,0,1
SORATA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-02-01,0,1,0,1,2
TAPACARI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-02-01,0,0,0,1,1
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-02-01,0,0,0,1,1
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-02-01,0,1,0,0,1
TOTORA(CBBA),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-02-01,0,1,0,0,1
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-02-01,1,0,0,0,1
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-02-01,0,0,2,0,2
WARNES,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-02-01,2,1,0,0,3
YACUIBA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-02-01,1,0,0,1,2
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-03-01,1,1,0,0,2
AUCAPATA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-03-01,1,0,0,0,1
CABEZAS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-03-01,0,1,3,0,4
CARACOLLO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-03-01,1,0,0,0,1
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-03-01,0,0,1,3,4
COLOMI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-03-01,0,1,0,0,1
CORIPATA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-03-01,1,0,0,0,1
COROICO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-03-01,0,0,1,0,1
DESAGUADERO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-03-01,0,2,0,0,2
EL ALTO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-03-01,3,3,4,3,13
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-03-01,0,1,0,1,2
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-03-01,0,0,1,0,1
GUTIERREZ,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-03-01,1,0,0,0,1
HUANUNI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-03-01,0,0,1,0,1
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-03-01,1,0,0,0,1
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-03-01,2,1,0,1,4
LA PAZ,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-03-01,2,2,6,2,12
MONTERO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-03-01,1,0,0,0,1
ORURO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-03-01,2,2,2,0,6
PADCAYA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-03-01,0,1,0,0,1
PAILON,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-03-01,0,0,6,6,12
POTOSI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-03-01,4,3,0,1,8
PUERTO SUAREZ,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-03-01,0,0,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-03-01,1,0,1,0,2
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-03-01,0,0,1,0,1
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-03-01,2,0,0,0,2
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-03-01,0,0,1,0,1
SACABA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-03-01,1,1,0,1,3
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-03-01,1,0,0,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-03-01,0,1,0,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-03-01,8,8,3,2,21
SENA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-03-01,0,0,0,1,1
SORATA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-03-01,1,1,0,0,2
SUCRE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-03-01,0,1,0,0,1
TARIJA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-03-01,0,1,0,0,1
TRIGAL,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-03-01,1,0,0,0,1
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-03-01,0,1,0,0,1
UYUNI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-03-01,1,0,0,0,1
VIACHA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-03-01,1,0,0,1,2
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-03-01,1,0,0,1,2
VILLAZON,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-03-01,0,1,0,0,1
VINTO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-03-01,1,0,0,0,1
WARNES,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-03-01,1,1,0,1,3
ACHACACHI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-04-01,0,1,0,0,1
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-04-01,0,1,0,0,1
BELEN DE URMIRI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-04-01,1,0,0,0,1
CHIMORE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-04-01,0,1,0,0,1
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-04-01,1,1,0,0,2
EL ALTO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-04-01,3,1,3,2,9
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-04-01,0,0,1,1,2
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-04-01,0,0,0,1,1
LA PAZ,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-04-01,2,1,0,0,3
ORURO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-04-01,0,0,0,1,1
QUIME,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-04-01,0,1,0,0,1
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-04-01,0,0,1,0,1
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-04-01,0,1,1,0,2
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-04-01,0,1,0,0,1
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-04-01,0,1,0,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-04-01,6,3,0,0,9
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-04-01,0,0,0,2,2
SENA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-04-01,0,0,1,0,1
SORATA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-04-01,0,0,1,0,1
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-04-01,0,1,0,0,1
UNCIA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-04-01,0,0,0,1,1
VINTO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-04-01,0,0,1,0,1
WARNES,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-04-01,1,0,0,0,1
YAPACANI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-04-01,0,0,0,1,1
BERMEJO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-05-01,0,1,0,0,1
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-05-01,1,0,0,0,1
COROICO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-05-01,1,0,0,0,1
COTOCA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-05-01,3,0,2,4,9
EL ALTO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-05-01,10,8,3,1,22
INQUISIVI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-05-01,0,0,0,1,1
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-05-01,1,1,1,1,4
LA PAZ,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-05-01,2,2,0,3,7
MINEROS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-05-01,0,0,4,0,4
ORURO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-05-01,0,0,1,3,4
PAILON,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-05-01,0,0,2,0,2
POTOSI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-05-01,1,0,1,0,2
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-05-01,0,0,2,1,3
SACABA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-05-01,0,0,1,0,1
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-05-01,0,0,1,0,1
SAN CARLOS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-05-01,1,0,0,0,1
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-05-01,0,0,1,1,2
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-05-01,0,0,2,7,9
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-05-01,0,0,1,0,1
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-05-01,0,1,0,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-05-01,4,2,6,6,18
SANTIAGO DE HUARI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-05-01,0,0,1,0,1
SENA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-05-01,0,0,3,0,3
SHINAOTA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-05-01,0,0,1,0,1
SORATA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-05-01,0,0,0,1,1
TARIJA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-05-01,0,0,0,1,1
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-05-01,0,0,1,0,1
TURCO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-05-01,0,0,0,1,1
UYUNI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-05-01,0,0,1,0,1
VALLEGRANDE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-05-01,1,0,0,0,1
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-05-01,0,0,1,0,1
VINTO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-05-01,1,0,0,0,1
WARNES,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-05-01,3,1,1,0,5
YACUIBA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-05-01,0,1,0,1,2
YANACACHI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-05-01,0,0,1,0,1
YAPACANI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-05-01,1,0,0,0,1
ACHACACHI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-06-01,1,0,0,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-06-01,0,0,0,1,1
CHIMORE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-06-01,0,1,0,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-06-01,1,0,1,1,3
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-06-01,0,2,0,0,2
COLQUECHACA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-06-01,0,0,1,0,1
COTAGAITA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-06-01,0,0,1,0,1
EL ALTO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-06-01,2,1,5,1,9
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-06-01,1,0,0,1,2
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-06-01,0,0,1,1,2
LA PAZ,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-06-01,2,3,1,0,6
MAGDALENA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-06-01,0,0,0,1,1
MOCOMOCO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-06-01,0,0,0,1,1
MONTERO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-06-01,0,0,1,0,1
ORURO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-06-01,5,3,5,2,15
PORCO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-06-01,0,0,0,1,1
POTOSI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-06-01,0,2,0,0,2
PUCARANI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-06-01,1,0,0,0,1
PUNATA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-06-01,0,0,1,1,2
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-06-01,0,1,1,0,2
RAVELO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-06-01,0,0,1,0,1
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-06-01,0,0,0,1,1
SACABA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-06-01,0,0,1,0,1
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2020-06-01,2,1,0,0,3
