,group,variable,month,SRP 2DA. DOSIS DENTRO,SRP 2DA. DOSIS DENTRO,SRP 2DA. DOSIS FUERA,SRP 2DA. DOSIS FUERA,TOTALES
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,2,0,0,0,2
CKOCHAS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,2,2,2,1,7
CLIZA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,6,1,0,1,8
COBIJA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,4,3,2,1,10
COCAPATA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,5,6,5,4,20
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,226,233,33,44,536
COIPASA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,0,0,0,1,1
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,17,19,6,3,45
"COLCHA ""K""",vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,1,1,0,0,2
COLLANA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,1,0,0,0,1
COLOMI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,2,3,0,0,5
COLPA BELGICA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,1,0,0,0,1
COLQUECHACA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,1,4,3,3,11
COLQUENCHA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,2,2,0,0,4
COLQUIRI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,1,2,0,0,3
COMARAPA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,2,2,0,0,4
CONCEPCION,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,4,2,0,2,8
COPACABANA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,2,1,2,4,9
CORIPATA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,0,4,0,0,4
COROICO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,4,1,0,0,5
COTAGAITA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,0,3,0,0,3
COTOCA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,16,24,6,2,48
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,1,1,0,0,2
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,3,1,0,0,4
CULPINA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,0,0,2,0,2
DESAGUADERO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,0,0,1,1,2
EL ALTO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,190,175,52,45,462
EL PUENTE(STC),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,2,1,0,0,3
EL TORNO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,9,11,0,0,20
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,2,3,1,2,8
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,14,12,7,2,35
ESCARA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,1,0,0,0,1
ESCOMA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,1,1,0,1,3
EUCALIPTUS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,1,0,0,0,1
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,1,0,0,0,1
EXALTACION,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,2,0,0,0,2
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,2,3,0,0,5
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,0,1,0,0,1
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,0,2,0,2,4
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,9,12,0,0,21
GUTIERREZ,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,0,0,2,0,2
HUACARETA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,3,0,0,0,3
HUACHACALLA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,1,0,0,0,1
HUANUNI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,3,0,1,0,4
HUATAJATA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,0,1,0,0,1
INCAHUASI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,2,1,1,0,4
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,1,2,1,0,4
JESUS DE MACHACA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,0,1,0,0,1
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,11,6,3,0,20
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,14,14,10,13,51
LA PAZ,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,166,156,15,11,348
LAGUNILLAS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,2,1,0,0,3
LAJA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,0,1,0,0,1
LLALLAGUA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,2,6,9,17,34
MACHACAMARCA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,1,2,1,1,5
MAGDALENA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,4,1,0,2,7
MAIRANA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,2,1,1,1,5
MAPIRI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,1,2,0,0,3
MECAPACA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,3,6,0,1,10
MINEROS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,3,3,0,0,6
MIZQUE,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,2,2,4,4,12
MONTEAGUDO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,1,1,0,0,2
MONTERO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,34,37,14,8,93
MOROCHATA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,0,0,2,1,3
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,0,1,0,0,1
OCURI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,0,2,0,0,2
OKINAWA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,2,1,0,0,3
OMEREQUE,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,0,0,0,1,1
ORURO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,30,47,7,9,93
PADILLA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,2,1,2,0,5
PAILON,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,4,3,12,7,26
PALCA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,1,1,1,1,4
PALOS BLANCOS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,4,5,0,0,9
PAMPA GRANDE,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,2,0,1,1,4
PATACAMAYA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,1,1,7,7,16
PAZÑA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,2,0,0,0,2
POCOATA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,1,0,3,3,7
POCONA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,0,1,0,2,3
POJO (CBBA),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,3,5,0,5,13
PORCO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,2,5,0,0,7
PORONGO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,3,0,0,3,6
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,3,1,1,0,5
POSTRER VALLE,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,1,0,1,0,2
POTOSI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,30,21,8,10,69
PUCARANI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,3,4,6,5,18
PUERTO ACOSTA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,1,2,0,0,3
PUERTO GONZALO MORENO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,0,0,1,1,2
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,4,1,0,1,6
PUERTO RICO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,1,6,0,0,7
PUERTO SUAREZ,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,1,1,0,0,2
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,10,4,0,0,14
PUNA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,0,0,1,0,1
PUNATA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,5,5,7,4,21
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,26,17,14,12,69
QUIME,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,3,5,1,0,9
RAQAYPAMPA(ETA),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,0,0,0,2,2
REYES,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,2,2,0,0,4
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,5,10,3,2,20
ROBORE,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,1,4,2,1,8
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,0,3,2,2,7
SABAYA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,0,1,0,0,1
SACABA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,27,30,27,29,113
SACABAMBA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,0,0,2,0,2
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,0,0,1,0,1
SAMAIPATA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,0,2,0,3,5
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,0,1,0,3,4
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,0,0,0,1,1
SAN BENITO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,0,1,1,1,3
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,18,9,0,0,27
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,0,1,1,0,2
SAN CARLOS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,13,5,8,14,40
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,5,3,0,0,8
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,11,13,2,2,28
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,0,1,2,0,3
SAN JAVIER(STC),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,1,0,0,0,1
SAN JOAQUIN,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,2,1,17,12,32
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,6,6,0,0,12
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,2,0,2,0,4
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,1,5,1,3,10
SAN LORENZO(PND),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,0,0,1,0,1
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,0,2,1,1,4
SAN MATIAS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,1,0,0,0,1
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,1,0,0,0,1
SAN PEDRO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,0,1,1,0,2
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,5,6,1,2,14
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,0,1,0,0,1
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,1,0,0,1,2
SAN PEDRO(PND),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,0,0,1,3,4
SAN RAFAEL,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,1,3,0,0,4
SAN RAMON SCZ,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,1,0,0,0,1
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,5,4,0,0,9
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,460,455,10,12,937
SANTA ROSA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,4,6,0,0,10
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,2,0,0,0,2
SANTIAGO DE HUARI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,0,1,1,1,3
SANTIAGO DE MACHACA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,1,1,0,0,2
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,0,0,1,2,3
SAPAHAQUI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,0,0,0,3,3
SENA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,2,0,4,1,7
SHINAOTA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,4,5,0,0,9
SICAYA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,0,3,0,1,4
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,18,18,7,2,45
SOPACHUY,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,0,1,1,0,2
SORACACHI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,3,0,0,0,3
SORATA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,2,4,3,4,13
SUCRE,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,55,55,7,10,127
TACACHI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,0,1,0,0,1
TACACOMA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,0,1,0,1,2
TARABUCO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,0,1,0,0,1
TARACO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,0,2,0,1,3
TARATA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,2,0,0,0,2
TARIJA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,29,37,7,13,86
TEOPONTE,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,0,1,0,0,1
TIAHUANACU,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,2,3,0,0,5
TINGUIPAYA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,1,0,0,0,1
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,10,8,10,12,40
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,0,4,4,3,11
TOCO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,0,0,2,0,2
TOLATA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,0,2,1,4,7
TOMINA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,1,0,0,0,1
TORO TORO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,0,0,1,0,1
TOTORA(CBBA),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,2,1,2,1,6
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,11,15,0,0,26
TUPIZA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,3,3,0,2,8
UMALA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,1,1,0,0,2
UNCIA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,0,1,0,0,1
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,0,1,1,0,2
URUBICHA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,0,1,0,0,1
UYUNI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,5,1,0,0,6
VACAS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,2,1,0,0,3
VALLEGRANDE,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,0,2,1,0,3
VIACHA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,27,12,3,1,43
VILLA CHARCAS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,2,0,0,0,2
VILLA MONTES,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,0,6,0,0,6
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,0,0,0,3,3
VILLA RIVERO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,1,1,1,1,4
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,17,18,6,4,45
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,1,0,0,0,1
VILLAZON,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,4,3,3,1,11
VINTO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,11,5,8,12,36
VITICHI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,1,0,0,0,1
WALDO BALLIVIAN,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,0,0,1,0,1
WARNES,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,30,27,4,4,65
YACUIBA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,14,15,2,5,36
YANACACHI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,2,0,0,0,2
YAPACANI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,16,20,9,6,51
YOTALA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,1,0,0,0,1
ZUDAÑEZ,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-01-01,0,0,0,1,1
ACHACACHI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-02-01,2,2,0,0,4
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-02-01,0,1,2,0,3
AIQUILE,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-02-01,0,0,1,2,3
ALCALA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-02-01,1,0,1,0,2
ALTO BENI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-02-01,1,1,0,0,2
ANCORAIMES,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-02-01,0,0,2,0,2
ANDAMARCA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-02-01,1,0,0,0,1
ANTEQUERA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-02-01,0,1,0,0,1
ANZALDO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-02-01,0,0,1,1,2
APOLO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-02-01,1,2,3,3,9
ARANI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-02-01,0,1,3,0,4
ARBIETO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-02-01,1,5,5,0,11
ARQUE,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-02-01,0,0,0,2,2
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-02-01,14,7,5,4,30
ATOCHA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-02-01,0,0,1,0,1
AYATA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2020-02-01,0,0,1,2,3
