,group,variable,month,ANTIAMARÍLICA DOSIS ÚNICA DENTRO,ANTIAMARÍLICA DOSIS ÚNICA DENTRO,ANTIAMARÍLICA DOSIS ÚNICA FUERA,ANTIAMARÍLICA DOSIS ÚNICA FUERA,TOTALES
LA PAZ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-01-01,39,38,1,7,85
LAJA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-01-01,0,1,0,0,1
MECAPACA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-01-01,1,1,0,0,2
MINEROS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-01-01,0,1,0,0,1
MONTERO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-01-01,9,4,0,0,13
ORURO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-01-01,7,7,3,4,21
PAILON,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-01-01,1,2,1,2,6
PALCA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-01-01,0,0,0,2,2
PATACAMAYA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-01-01,1,0,1,0,2
POCONA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-01-01,0,0,0,1,1
POJO (CBBA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-01-01,0,0,0,1,1
PORCO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-01-01,1,0,0,0,1
PORONGO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-01-01,0,1,1,1,3
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-01-01,1,0,0,0,1
POTOSI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-01-01,9,4,1,3,17
PUCARANI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-01-01,0,2,0,1,3
PUERTO CARABUCO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-01-01,0,0,1,0,1
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-01-01,2,0,0,0,2
PUERTO RICO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-01-01,2,0,0,0,2
PUERTO SUAREZ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-01-01,3,1,2,2,8
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-01-01,3,1,0,0,4
PUNATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-01-01,0,1,1,0,2
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-01-01,0,0,1,1,2
REYES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-01-01,1,0,0,0,1
ROBORE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-01-01,1,2,0,0,3
SACABA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-01-01,5,4,5,5,19
SAMAIPATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-01-01,1,0,0,0,1
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-01-01,0,0,0,1,1
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-01-01,0,3,0,0,3
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-01-01,2,0,3,0,5
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-01-01,7,1,1,0,9
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-01-01,0,0,0,2,2
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-01-01,0,2,0,0,2
SAN LUCAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-01-01,0,0,1,4,5
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-01-01,1,1,0,0,2
SAN PEDRO(PND),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-01-01,0,0,0,1,1
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-01-01,3,2,0,0,5
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-01-01,107,117,5,4,233
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-01-01,2,0,0,0,2
SENA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-01-01,2,0,0,0,2
SHINAOTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-01-01,1,0,0,0,1
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-01-01,2,1,0,0,3
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-01-01,7,6,0,0,13
SUCRE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-01-01,7,5,2,1,15
TAPACARI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-01-01,0,0,0,1,1
TARATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-01-01,1,0,0,0,1
TARIJA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-01-01,4,6,2,0,12
TEOPONTE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-01-01,1,0,0,0,1
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-01-01,1,4,0,1,6
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-01-01,0,0,1,1,2
TOCO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-01-01,1,0,0,0,1
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-01-01,5,4,0,0,9
UNCIA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-01-01,0,1,0,0,1
UYUNI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-01-01,0,2,1,0,3
VIACHA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-01-01,6,6,1,3,16
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-01-01,0,0,0,3,3
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-01-01,7,1,2,1,11
VILLAZON,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-01-01,1,1,0,0,2
VINTO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-01-01,0,1,2,1,4
WARNES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-01-01,5,3,0,0,8
YACUIBA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-01-01,1,2,1,0,4
YAPACANI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-01-01,0,6,0,5,11
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-02-01,1,0,0,0,1
ALTO BENI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-02-01,0,1,0,0,1
ARANI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-02-01,0,0,1,0,1
ARBIETO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-02-01,0,0,1,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-02-01,4,2,1,0,7
AYATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-02-01,1,0,0,0,1
BERMEJO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-02-01,1,2,0,1,4
CABEZAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-02-01,1,1,2,0,4
CAIROMA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-02-01,0,0,1,0,1
CAMIRI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-02-01,1,2,0,0,3
CARANAVI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-02-01,0,1,0,0,1
CHARAGUA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-02-01,0,0,0,1,1
CHIMORE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-02-01,0,0,0,1,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-02-01,2,0,1,2,5
CLIZA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-02-01,0,0,1,0,1
COBIJA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-02-01,0,0,1,0,1
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-02-01,31,26,2,8,67
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-02-01,2,0,0,0,2
COLOMI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-02-01,2,0,0,1,3
COLQUECHACA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-02-01,1,0,0,0,1
CONCEPCION,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-02-01,0,0,0,2,2
COPACABANA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-02-01,0,1,1,0,2
CORIPATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-02-01,2,0,0,0,2
COTOCA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-02-01,2,2,0,0,4
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-02-01,0,0,1,0,1
DESAGUADERO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-02-01,1,0,0,0,1
EL ALTO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-02-01,32,25,12,10,79
EL TORNO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-02-01,4,1,0,0,5
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-02-01,0,3,1,0,4
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-02-01,0,0,1,0,1
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-02-01,1,0,0,0,1
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-02-01,0,1,0,0,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-02-01,3,2,1,0,6
HUANUNI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-02-01,0,0,2,1,3
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-02-01,1,1,0,0,2
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-02-01,6,14,0,0,20
LA PAZ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-02-01,46,39,3,3,91
LLALLAGUA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-02-01,0,0,1,0,1
LURIBAY,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-02-01,0,1,0,0,1
MAIRANA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-02-01,0,1,0,0,1
MAPIRI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-02-01,1,0,0,0,1
MINEROS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-02-01,2,0,0,0,2
MOCOMOCO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-02-01,0,1,0,0,1
MONTERO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-02-01,6,7,3,0,16
MOROCHATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-02-01,0,0,1,0,1
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-02-01,0,0,1,0,1
ORURO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-02-01,8,6,6,6,26
PAILON,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-02-01,3,2,0,0,5
PALOS BLANCOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-02-01,0,1,0,0,1
POJO (CBBA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-02-01,1,0,0,0,1
POROMA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-02-01,0,1,0,0,1
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-02-01,2,0,0,0,2
POTOSI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-02-01,4,6,3,1,14
PUCARANI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-02-01,1,0,1,1,3
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-02-01,7,9,0,0,16
PUERTO SUAREZ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-02-01,0,0,2,1,3
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-02-01,2,4,0,0,6
PUNATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-02-01,1,1,0,0,2
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-02-01,3,2,5,3,13
REYES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-02-01,0,1,0,0,1
ROBORE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-02-01,0,0,0,1,1
SACABA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-02-01,5,6,2,4,17
SACACA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-02-01,0,0,1,2,3
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-02-01,3,2,0,0,5
SAN CARLOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-02-01,0,0,0,1,1
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-02-01,3,8,4,11,26
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-02-01,0,0,2,5,7
SAN MATIAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-02-01,1,1,0,0,2
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-02-01,2,0,0,0,2
SAN RAFAEL,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-02-01,0,1,0,0,1
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-02-01,4,2,0,0,6
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-02-01,113,89,12,11,225
SANTA ROSA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-02-01,1,0,0,0,1
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-02-01,0,2,0,1,3
SENA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-02-01,1,4,1,1,7
SHINAOTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-02-01,0,2,0,0,2
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-02-01,4,0,0,0,4
SORATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-02-01,0,0,1,2,3
SUCRE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-02-01,9,3,0,1,13
TAPACARI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-02-01,0,0,1,0,1
TARIJA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-02-01,3,5,1,0,9
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-02-01,4,3,1,0,8
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-02-01,0,0,1,1,2
TOMINA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-02-01,4,3,0,0,7
TORO TORO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-02-01,2,0,0,1,3
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-02-01,4,6,0,0,10
UNCIA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-02-01,1,0,0,0,1
UYUNI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-02-01,0,2,0,0,2
VALLEGRANDE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-02-01,0,1,0,0,1
VIACHA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-02-01,2,1,4,5,12
VILLA MONTES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-02-01,0,0,1,0,1
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-02-01,0,0,0,1,1
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-02-01,1,4,2,0,7
VILLAZON,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-02-01,0,1,0,1,2
VINTO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-02-01,1,1,0,2,4
WARNES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-02-01,9,15,0,2,26
YACUIBA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-02-01,1,3,0,0,4
YAPACANI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-02-01,1,2,1,0,4
AIQUILE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,1,0,0,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,1,0,0,0,1
ATOCHA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,1,0,0,0,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,0,0,0,1,1
AZURDUY,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,1,0,0,0,1
BAURES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,1,0,0,0,1
BERMEJO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,1,0,0,0,1
CABEZAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,0,0,2,10,12
CALAMARCA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,1,0,1,0,2
CAMIRI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,1,0,0,1,2
CAPINOTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,1,0,1,1,3
CARMEN RIVERO TORREZ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,1,0,1,0,2
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,0,1,0,0,1
CHARAGUA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,0,0,1,1,2
CHIMORE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,3,1,0,1,5
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,3,0,0,0,3
COBIJA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,0,1,0,1,2
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,17,13,11,8,49
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,0,2,0,0,2
COLOMI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,0,1,0,0,1
COLQUECHACA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,0,0,2,3,5
COLQUENCHA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,1,0,0,0,1
COLQUIRI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,0,0,1,0,1
CONCEPCION,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,0,0,0,1,1
COTOCA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,2,1,1,0,4
EL ALTO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,16,14,13,15,58
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,2,0,0,0,2
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,0,0,0,1,1
EXALTACION,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,1,1,2,1,5
FILADELFIA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,0,0,1,0,1
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,0,1,0,0,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,1,3,1,0,5
GUTIERREZ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,0,1,0,0,1
HUANUNI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,0,0,1,0,1
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,0,0,1,1,2
IXIAMAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,1,1,1,0,3
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2020-03-01,3,1,1,0,5
