,group,variable,month,PENTAVALENTE 4TA. DOSIS DENTRO,PENTAVALENTE 4TA. DOSIS DENTRO,PENTAVALENTE 4TA. DOSIS FUERA,PENTAVALENTE 4TA. DOSIS FUERA,TOTALES
CHIMORE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,2,1,3,3,9
CHUA COCANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,1,0,0,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,0,4,2,1,7
CHUMA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,0,0,0,4,4
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,0,1,0,0,1
CKOCHAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,0,1,2,0,3
CLIZA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,3,3,2,3,11
COBIJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,1,4,0,0,5
COCAPATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,0,0,1,1,2
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,130,140,26,22,318
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,12,5,0,1,18
"COLCHA ""K""",vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,1,1,0,0,2
COLLANA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,1,0,0,0,1
COLOMI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,1,3,0,0,4
COLPA BELGICA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,1,0,0,0,1
COLQUECHACA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,2,1,2,3,8
COLQUIRI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,6,3,0,2,11
COMANCHE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,1,0,0,0,1
COMARAPA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,2,4,0,1,7
CONCEPCION,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,4,2,0,2,8
COPACABANA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,2,3,3,1,9
CORIPATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,0,2,0,0,2
COROICO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,3,0,2,2,7
CORQUE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,1,0,0,0,1
COTAGAITA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,0,1,0,0,1
COTOCA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,22,26,4,2,54
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,1,0,0,0,1
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,1,0,0,0,1
DESAGUADERO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,0,1,1,1,3
EL ALTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,167,150,42,50,409
EL TORNO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,10,9,0,1,20
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,2,3,0,1,6
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,4,2,4,1,11
ESCOMA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,0,0,0,1,1
EUCALIPTUS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,1,0,0,0,1
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,0,0,1,0,1
EXALTACION,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,1,0,0,0,1
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,2,0,0,0,2
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,0,2,0,1,3
GUANAY,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,1,1,0,0,2
GUAQUI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,0,0,0,1,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,5,8,2,3,18
GUTIERREZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,1,0,2,1,4
HUACARETA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,2,1,0,0,3
HUACHACALLA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,1,0,0,0,1
HUANUNI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,5,4,1,0,10
HUARACAJE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,2,0,0,0,2
INQUISIVI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,2,1,0,0,3
IXIAMAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,2,0,1,0,3
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,7,8,2,0,17
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,11,21,6,2,40
LA PAZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,117,121,12,10,260
LAGUNILLAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,0,2,0,0,2
LAJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,0,1,0,0,1
LLALLAGUA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,4,2,6,10,22
LORETO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,1,0,0,0,1
LURIBAY,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,1,0,1,0,2
MAGDALENA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,3,2,1,0,6
MAIRANA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,3,1,0,0,4
MALLA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,0,0,0,1,1
MAPIRI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,1,0,0,0,1
MECAPACA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,2,4,0,0,6
MINEROS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,1,3,0,0,4
MIZQUE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,1,0,0,1,2
MONTEAGUDO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,1,1,0,0,2
MONTERO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,16,23,5,3,47
MOROCHATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,1,0,0,0,1
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,0,1,0,0,1
OMEREQUE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,0,0,1,0,1
ORURO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,24,33,7,9,73
PADILLA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,2,0,0,0,2
PAILON,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,11,2,3,7,23
PALCA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,1,3,1,0,5
PALOS BLANCOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,3,4,0,0,7
PAMPA AULLAGAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,0,1,0,0,1
PAMPA GRANDE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,1,0,0,1,2
PAPEL PAMPA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,1,1,0,0,2
PASORAPA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,0,0,1,0,1
PATACAMAYA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,1,1,7,7,16
PAZÑA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,0,1,0,0,1
PELECHUCO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,1,0,0,0,1
POCOATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,0,1,2,1,4
POCONA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,0,0,2,0,2
POJO (CBBA),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,0,0,0,2,2
PORCO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,1,2,1,2,6
PORONGO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,1,1,0,2,4
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,6,3,0,0,9
PORVENIR,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,1,0,0,0,1
POTOSI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,19,18,7,11,55
PUCARANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,3,2,4,4,13
PUERTO ACOSTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,1,0,0,0,1
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,2,4,0,1,7
PUERTO RICO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,2,0,0,0,2
PUERTO SUAREZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,1,1,0,0,2
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,13,9,4,1,27
PUNA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,0,0,1,0,1
PUNATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,4,3,3,2,12
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,17,7,7,8,39
QUIME,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,0,1,0,0,1
RAQAYPAMPA(ETA),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,0,2,0,0,2
REYES,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,3,1,0,0,4
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,13,15,1,0,29
ROBORE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,0,2,1,0,3
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,3,2,4,1,10
SACABA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,12,18,8,14,52
SACACA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,0,0,2,2,4
SAMAIPATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,1,2,0,0,3
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,0,0,0,1,1
SAN BENITO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,1,1,0,0,2
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,7,9,0,0,16
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,1,1,1,1,4
SAN CARLOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,3,3,5,2,13
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,8,8,1,2,19
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,9,7,4,3,23
SAN JOAQUIN,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,2,2,17,12,33
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,9,2,0,0,11
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,1,0,1,1,3
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,1,4,1,2,8
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,0,2,0,0,2
SAN LUCAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,1,0,1,0,2
SAN MATIAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,1,1,0,0,2
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,1,0,0,0,1
SAN PEDRO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,1,0,0,0,1
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,4,2,1,0,7
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,0,1,0,0,1
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,1,1,0,0,2
SAN PEDRO(PND),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,0,0,1,1,2
SAN RAMON BENI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,0,0,1,0,1
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,8,4,0,0,12
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,345,346,13,11,715
SANTA ROSA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,3,3,0,0,6
SANTIAGO DE CALLAPA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,0,0,1,0,1
SANTIAGO DE HUATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,0,0,1,0,1
SANTIVAÑES,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,1,3,0,0,4
SAPAHAQUI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,2,0,0,2,4
SENA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,1,0,5,0,6
SHINAOTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,6,1,2,0,9
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,0,1,0,0,1
SICAYA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,0,1,0,0,1
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,10,4,3,1,18
SOPACHUY,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,0,0,1,1,2
SORACACHI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,0,0,1,0,1
SORATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,3,1,0,1,5
SUCRE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,44,41,7,4,96
TACACHI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,0,1,0,0,1
TACACOMA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,0,1,0,0,1
TACOBAMBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,0,0,1,0,1
TACOPAYA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,0,0,1,0,1
TAPACARI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,1,2,1,0,4
TARATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,1,0,1,0,2
TARIJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,15,19,2,10,46
TINGUIPAYA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,1,0,2,0,3
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,10,5,8,6,29
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,1,1,3,3,8
TOCO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,0,0,1,0,1
TOLEDO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,1,0,0,0,1
TOMAVE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,0,1,0,1,2
TOMINA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,1,0,0,0,1
TORO TORO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,0,0,2,3,5
TOTORA(CBBA),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,1,1,0,1,3
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,10,6,0,0,16
TUPIZA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,1,2,0,0,3
UMALA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,1,1,0,0,2
UNCIA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,1,2,1,0,4
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,0,1,1,0,2
UYUNI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,4,3,2,3,12
VACAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,1,1,0,0,2
VALLEGRANDE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,0,1,0,0,1
VIACHA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,22,15,5,1,43
VILLA MONTES,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,3,3,1,0,7
VILLA RIVERO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,0,2,0,0,2
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,10,7,3,3,23
VILLAZON,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,3,0,0,0,3
VINTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,5,3,4,3,15
VITICHI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,1,0,0,0,1
WARNES,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,23,23,2,3,51
YACO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,1,0,0,0,1
YACUIBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,13,10,2,4,29
YANACACHI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,1,0,0,0,1
YAPACANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,7,7,11,4,29
YOCALLA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-01-01,1,0,0,0,1
ACACIO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-02-01,0,0,1,1,2
ACHACACHI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-02-01,2,2,1,0,5
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-02-01,2,1,3,1,7
AIQUILE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-02-01,0,0,1,0,1
ALCALA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-02-01,1,0,0,0,1
ALTO BENI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-02-01,2,2,0,0,4
ANDAMARCA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-02-01,1,0,0,0,1
ANTEQUERA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-02-01,0,1,0,0,1
ANZALDO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-02-01,0,0,0,1,1
APOLO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2020-02-01,1,0,3,2,6
