,group,variable,month,PERSONAS DE 50 A 59 AÑOS NUEVO,PERSONAS DE 50 A 59 AÑOS NUEVO,PERSONAS DE 50 A 59 AÑOS REPETIDO,PERSONAS DE 50 A 59 AÑOS REPETIDO,TOTALES,TOTALES,TOTALES
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,personas de 50 a 59 anos,2022-01-01,200,195,13,16,213,211,424
AZURDUY,consulta externa,personas de 50 a 59 anos,2022-01-01,65,107,4,8,69,115,184
BATALLAS,consulta externa,personas de 50 a 59 anos,2022-01-01,48,75,23,33,71,108,179
BAURES,consulta externa,personas de 50 a 59 anos,2022-01-01,123,135,13,7,136,142,278
BELEN DE ANDAMARCA,consulta externa,personas de 50 a 59 anos,2022-01-01,15,17,0,0,15,17,32
BELEN DE URMIRI,consulta externa,personas de 50 a 59 anos,2022-01-01,38,33,0,0,38,33,71
BELLA FLOR,consulta externa,personas de 50 a 59 anos,2022-01-01,33,25,5,10,38,35,73
BERMEJO,consulta externa,personas de 50 a 59 anos,2022-01-01,563,744,102,163,665,907,1572
BETANZOS,consulta externa,personas de 50 a 59 anos,2022-01-01,271,303,11,18,282,321,603
BOLIVAR,consulta externa,personas de 50 a 59 anos,2022-01-01,18,26,0,1,18,27,45
BOLPEBRA,consulta externa,personas de 50 a 59 anos,2022-01-01,25,25,9,12,34,37,71
BOYUIBE,consulta externa,personas de 50 a 59 anos,2022-01-01,58,60,13,22,71,82,153
BUENA VISTA,consulta externa,personas de 50 a 59 anos,2022-01-01,68,122,2,2,70,124,194
CABEZAS,consulta externa,personas de 50 a 59 anos,2022-01-01,206,247,24,18,230,265,495
CAIROMA,consulta externa,personas de 50 a 59 anos,2022-01-01,149,114,9,4,158,118,276
"CAIZA ""D""",consulta externa,personas de 50 a 59 anos,2022-01-01,70,106,2,8,72,114,186
CAJUATA,consulta externa,personas de 50 a 59 anos,2022-01-01,56,73,9,16,65,89,154
CALACOTO,consulta externa,personas de 50 a 59 anos,2022-01-01,41,59,4,2,45,61,106
CALAMARCA,consulta externa,personas de 50 a 59 anos,2022-01-01,40,72,0,1,40,73,113
CAMARGO,consulta externa,personas de 50 a 59 anos,2022-01-01,187,300,23,43,210,343,553
CAMATAQUI (C. VILLA ABECIA),consulta externa,personas de 50 a 59 anos,2022-01-01,49,37,8,0,57,37,94
CAMIRI,consulta externa,personas de 50 a 59 anos,2022-01-01,263,485,49,108,312,593,905
CAPINOTA,consulta externa,personas de 50 a 59 anos,2022-01-01,126,185,68,29,194,214,408
CAQUIAVIRI,consulta externa,personas de 50 a 59 anos,2022-01-01,57,66,0,1,57,67,124
CARACOLLO,consulta externa,personas de 50 a 59 anos,2022-01-01,105,114,10,10,115,124,239
CARANAVI,consulta externa,personas de 50 a 59 anos,2022-01-01,420,425,7,16,427,441,868
CARANGAS,consulta externa,personas de 50 a 59 anos,2022-01-01,4,6,0,0,4,6,10
CARAPARI,consulta externa,personas de 50 a 59 anos,2022-01-01,211,247,35,42,246,289,535
CARIPUYO,consulta externa,personas de 50 a 59 anos,2022-01-01,38,61,0,1,38,62,100
CARMEN RIVERO TORREZ,consulta externa,personas de 50 a 59 anos,2022-01-01,44,61,3,5,47,66,113
CATACORA,consulta externa,personas de 50 a 59 anos,2022-01-01,20,18,3,2,23,20,43
CHACARILLA,consulta externa,personas de 50 a 59 anos,2022-01-01,18,14,2,2,20,16,36
CHALLAPATA,consulta externa,personas de 50 a 59 anos,2022-01-01,137,149,12,16,149,165,314
CHAQUI,consulta externa,personas de 50 a 59 anos,2022-01-01,55,73,2,4,57,77,134
CHARAGUA,consulta externa,personas de 50 a 59 anos,2022-01-01,116,143,6,10,122,153,275
CHARAÑA,consulta externa,personas de 50 a 59 anos,2022-01-01,18,18,0,1,18,19,37
CHAYANTA,consulta externa,personas de 50 a 59 anos,2022-01-01,117,128,1,0,118,128,246
CHIMORE,consulta externa,personas de 50 a 59 anos,2022-01-01,129,156,2,1,131,157,288
CHIPAYA,consulta externa,personas de 50 a 59 anos,2022-01-01,10,10,0,2,10,12,22
CHOQUE COTA,consulta externa,personas de 50 a 59 anos,2022-01-01,30,28,1,0,31,28,59
CHUA COCANI,consulta externa,personas de 50 a 59 anos,2022-01-01,10,23,6,9,16,32,48
CHULUMANI (V. DE LA LIBERTAD),consulta externa,personas de 50 a 59 anos,2022-01-01,92,103,18,19,110,122,232
CHUMA,consulta externa,personas de 50 a 59 anos,2022-01-01,118,134,5,12,123,146,269
CHUQUIHUTA AYLLU JUCUMANI,consulta externa,personas de 50 a 59 anos,2022-01-01,55,38,9,5,64,43,107
CKOCHAS,consulta externa,personas de 50 a 59 anos,2022-01-01,143,132,0,0,143,132,275
CLIZA,consulta externa,personas de 50 a 59 anos,2022-01-01,87,124,16,14,103,138,241
COBIJA,consulta externa,personas de 50 a 59 anos,2022-01-01,436,540,258,342,694,882,1576
COCAPATA,consulta externa,personas de 50 a 59 anos,2022-01-01,54,62,1,0,55,62,117
COCHABAMBA,consulta externa,personas de 50 a 59 anos,2022-01-01,6088,9303,3634,6878,9722,16181,25903
COIPASA,consulta externa,personas de 50 a 59 anos,2022-01-01,5,12,0,0,5,12,17
COLCAPIRHUA,consulta externa,personas de 50 a 59 anos,2022-01-01,185,276,63,78,248,354,602
"COLCHA ""K""",consulta externa,personas de 50 a 59 anos,2022-01-01,155,121,3,3,158,124,282
COLLANA,consulta externa,personas de 50 a 59 anos,2022-01-01,32,52,2,6,34,58,92
COLOMI,consulta externa,personas de 50 a 59 anos,2022-01-01,46,59,4,12,50,71,121
COLPA BELGICA,consulta externa,personas de 50 a 59 anos,2022-01-01,59,102,15,27,74,129,203
COLQUECHACA,consulta externa,personas de 50 a 59 anos,2022-01-01,110,84,4,0,114,84,198
COLQUENCHA,consulta externa,personas de 50 a 59 anos,2022-01-01,60,62,1,7,61,69,130
COLQUIRI,consulta externa,personas de 50 a 59 anos,2022-01-01,95,110,7,4,102,114,216
COMANCHE,consulta externa,personas de 50 a 59 anos,2022-01-01,12,14,0,0,12,14,26
COMARAPA,consulta externa,personas de 50 a 59 anos,2022-01-01,121,165,16,21,137,186,323
COMBAYA,consulta externa,personas de 50 a 59 anos,2022-01-01,34,36,5,5,39,41,80
CONCEPCION,consulta externa,personas de 50 a 59 anos,2022-01-01,57,29,12,11,69,40,109
COPACABANA,consulta externa,personas de 50 a 59 anos,2022-01-01,76,83,3,8,79,91,170
CORIPATA,consulta externa,personas de 50 a 59 anos,2022-01-01,79,64,17,8,96,72,168
CORO CORO,consulta externa,personas de 50 a 59 anos,2022-01-01,102,98,14,10,116,108,224
COROICO,consulta externa,personas de 50 a 59 anos,2022-01-01,117,121,18,37,135,158,293
CORQUE,consulta externa,personas de 50 a 59 anos,2022-01-01,49,54,3,3,52,57,109
COTAGAITA,consulta externa,personas de 50 a 59 anos,2022-01-01,349,362,53,38,402,400,802
COTOCA,consulta externa,personas de 50 a 59 anos,2022-01-01,316,539,29,52,345,591,936
CRUZ DE MACHACAMARCA,consulta externa,personas de 50 a 59 anos,2022-01-01,6,15,0,0,6,15,21
CUATRO CAÑADAS,consulta externa,personas de 50 a 59 anos,2022-01-01,101,169,17,27,118,196,314
CUCHUMUELA (V. G. VILLARROEL),consulta externa,personas de 50 a 59 anos,2022-01-01,9,20,4,5,13,25,38
CUEVO,consulta externa,personas de 50 a 59 anos,2022-01-01,41,95,7,9,48,104,152
CULPINA,consulta externa,personas de 50 a 59 anos,2022-01-01,87,126,9,13,96,139,235
CURAHUARA DE CARANGAS,consulta externa,personas de 50 a 59 anos,2022-01-01,16,33,4,8,20,41,61
CURVA,consulta externa,personas de 50 a 59 anos,2022-01-01,25,15,1,0,26,15,41
DESAGUADERO,consulta externa,personas de 50 a 59 anos,2022-01-01,94,56,16,10,110,66,176
EL ALTO,consulta externa,personas de 50 a 59 anos,2022-01-01,2563,3801,1856,2575,4419,6376,10795
EL CHORO,consulta externa,personas de 50 a 59 anos,2022-01-01,30,34,0,2,30,36,66
EL PUENTE(STC),consulta externa,personas de 50 a 59 anos,2022-01-01,107,146,2,7,109,153,262
EL PUENTE(TJA),consulta externa,personas de 50 a 59 anos,2022-01-01,115,181,1,4,116,185,301
EL TORNO,consulta externa,personas de 50 a 59 anos,2022-01-01,374,528,290,329,664,857,1521
EL VILLAR,consulta externa,personas de 50 a 59 anos,2022-01-01,96,136,2,1,98,137,235
ENTRE RIOS TRJ,consulta externa,personas de 50 a 59 anos,2022-01-01,215,322,24,43,239,365,604
ENTRE RIOS CBBA,consulta externa,personas de 50 a 59 anos,2022-01-01,219,255,14,17,233,272,505
ESCARA,consulta externa,personas de 50 a 59 anos,2022-01-01,4,4,0,0,4,4,8
ESCOMA,consulta externa,personas de 50 a 59 anos,2022-01-01,30,34,1,2,31,36,67
ESMERALDA,consulta externa,personas de 50 a 59 anos,2022-01-01,22,25,1,1,23,26,49
EUCALIPTUS,consulta externa,personas de 50 a 59 anos,2022-01-01,30,45,3,3,33,48,81
EUREKA (SANTOS MERCADO),consulta externa,personas de 50 a 59 anos,2022-01-01,19,18,0,0,19,18,37
EXALTACION,consulta externa,personas de 50 a 59 anos,2022-01-01,32,31,2,2,34,33,67
FERNANDEZ ALONSO,consulta externa,personas de 50 a 59 anos,2022-01-01,68,107,13,34,81,141,222
FILADELFIA,consulta externa,personas de 50 a 59 anos,2022-01-01,83,94,11,18,94,112,206
GAIOC JATUN AYLLU YURA,consulta externa,personas de 50 a 59 anos,2022-01-01,63,87,2,5,65,92,157
GENERAL SAAVEDRA,consulta externa,personas de 50 a 59 anos,2022-01-01,78,132,8,10,86,142,228
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,personas de 50 a 59 anos,2022-01-01,97,101,4,7,101,108,209
GUANAY,consulta externa,personas de 50 a 59 anos,2022-01-01,143,96,8,13,151,109,260
GUAQUI,consulta externa,personas de 50 a 59 anos,2022-01-01,35,62,7,6,42,68,110
GUAYARAMERIN,consulta externa,personas de 50 a 59 anos,2022-01-01,318,523,111,187,429,710,1139
GUTIERREZ,consulta externa,personas de 50 a 59 anos,2022-01-01,137,202,4,16,141,218,359
HUACARETA,consulta externa,personas de 50 a 59 anos,2022-01-01,103,180,4,4,107,184,291
HUACAYA (VILLA DE HUACAYA),consulta externa,personas de 50 a 59 anos,2022-01-01,43,72,4,10,47,82,129
HUACHACALLA,consulta externa,personas de 50 a 59 anos,2022-01-01,8,10,6,4,14,14,28
HUANUNI,consulta externa,personas de 50 a 59 anos,2022-01-01,350,251,167,145,517,396,913
HUARACAJE,consulta externa,personas de 50 a 59 anos,2022-01-01,49,53,16,27,65,80,145
HUARINA,consulta externa,personas de 50 a 59 anos,2022-01-01,52,72,17,30,69,102,171
HUATAJATA,consulta externa,personas de 50 a 59 anos,2022-01-01,22,23,8,5,30,28,58
HUAYLLAMARCA,consulta externa,personas de 50 a 59 anos,2022-01-01,30,59,1,1,31,60,91
HUMANATA,consulta externa,personas de 50 a 59 anos,2022-01-01,7,16,1,8,8,24,32
ICHOCA,consulta externa,personas de 50 a 59 anos,2022-01-01,29,31,19,22,48,53,101
ICLA,consulta externa,personas de 50 a 59 anos,2022-01-01,73,130,19,39,92,169,261
INCAHUASI,consulta externa,personas de 50 a 59 anos,2022-01-01,88,132,0,4,88,136,224
INGAVI (HUMAITA),consulta externa,personas de 50 a 59 anos,2022-01-01,22,20,0,0,22,20,42
INQUISIVI,consulta externa,personas de 50 a 59 anos,2022-01-01,83,104,3,3,86,107,193
IRUPANA (VILLA DE LANZA),consulta externa,personas de 50 a 59 anos,2022-01-01,115,127,7,24,122,151,273
IXIAMAS,consulta externa,personas de 50 a 59 anos,2022-01-01,59,67,6,13,65,80,145
JESUS DE MACHACA,consulta externa,personas de 50 a 59 anos,2022-01-01,90,137,14,19,104,156,260
LA ASUNTA,consulta externa,personas de 50 a 59 anos,2022-01-01,227,221,4,8,231,229,460
LA GUARDIA,consulta externa,personas de 50 a 59 anos,2022-01-01,455,754,246,313,701,1067,1768
LA PAZ,consulta externa,personas de 50 a 59 anos,2022-01-01,7438,12285,3413,7184,10851,19469,30320
LA RIVERA,consulta externa,personas de 50 a 59 anos,2022-01-01,5,4,1,1,6,5,11
LAGUNILLAS,consulta externa,personas de 50 a 59 anos,2022-01-01,89,116,3,11,92,127,219
LAJA,consulta externa,personas de 50 a 59 anos,2022-01-01,136,160,35,39,171,199,370
LAS CARRERAS,consulta externa,personas de 50 a 59 anos,2022-01-01,52,59,2,1,54,60,114
LICOMA PAMPA,consulta externa,personas de 50 a 59 anos,2022-01-01,25,30,0,0,25,30,55
LLALLAGUA,consulta externa,personas de 50 a 59 anos,2022-01-01,266,344,111,146,377,490,867
LLICA,consulta externa,personas de 50 a 59 anos,2022-01-01,37,40,1,0,38,40,78
LORETO,consulta externa,personas de 50 a 59 anos,2022-01-01,40,41,3,9,43,50,93
LURIBAY,consulta externa,personas de 50 a 59 anos,2022-01-01,137,127,5,1,142,128,270
MACHACAMARCA,consulta externa,personas de 50 a 59 anos,2022-01-01,49,68,11,16,60,84,144
MACHARETI,consulta externa,personas de 50 a 59 anos,2022-01-01,64,117,10,28,74,145,219
MAGDALENA,consulta externa,personas de 50 a 59 anos,2022-01-01,100,140,31,62,131,202,333
MAIRANA,consulta externa,personas de 50 a 59 anos,2022-01-01,82,82,23,46,105,128,233
MALLA,consulta externa,personas de 50 a 59 anos,2022-01-01,27,22,4,0,31,22,53
MAPIRI,consulta externa,personas de 50 a 59 anos,2022-01-01,100,109,13,22,113,131,244
MECAPACA,consulta externa,personas de 50 a 59 anos,2022-01-01,55,66,4,4,59,70,129
MINEROS,consulta externa,personas de 50 a 59 anos,2022-01-01,73,83,11,12,84,95,179
MIZQUE,consulta externa,personas de 50 a 59 anos,2022-01-01,95,121,24,31,119,152,271
MOCOMOCO,consulta externa,personas de 50 a 59 anos,2022-01-01,89,95,17,19,106,114,220
MOJINETE,consulta externa,personas de 50 a 59 anos,2022-01-01,3,9,0,0,3,9,12
MOJOCOYA,consulta externa,personas de 50 a 59 anos,2022-01-01,97,129,2,6,99,135,234
MONTEAGUDO,consulta externa,personas de 50 a 59 anos,2022-01-01,351,472,52,90,403,562,965
MONTERO,consulta externa,personas de 50 a 59 anos,2022-01-01,1120,1634,379,568,1499,2202,3701
MORO MORO,consulta externa,personas de 50 a 59 anos,2022-01-01,21,33,9,25,30,58,88
MOROCHATA,consulta externa,personas de 50 a 59 anos,2022-01-01,52,78,1,0,53,78,131
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,personas de 50 a 59 anos,2022-01-01,19,24,0,1,19,25,44
NAZACARA DE PACAJES,consulta externa,personas de 50 a 59 anos,2022-01-01,9,8,0,0,9,8,17
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,personas de 50 a 59 anos,2022-01-01,12,12,5,1,17,13,30
OCURI,consulta externa,personas de 50 a 59 anos,2022-01-01,80,89,0,1,80,90,170
OKINAWA,consulta externa,personas de 50 a 59 anos,2022-01-01,78,118,22,22,100,140,240
OMEREQUE,consulta externa,personas de 50 a 59 anos,2022-01-01,95,91,2,3,97,94,191
ORURO,consulta externa,personas de 50 a 59 anos,2022-01-01,3019,4096,1311,1695,4330,5791,10121
PADCAYA,consulta externa,personas de 50 a 59 anos,2022-01-01,218,360,39,57,257,417,674
PADILLA,consulta externa,personas de 50 a 59 anos,2022-01-01,150,215,10,4,160,219,379
PAILON,consulta externa,personas de 50 a 59 anos,2022-01-01,187,145,10,6,197,151,348
PALCA,consulta externa,personas de 50 a 59 anos,2022-01-01,104,127,2,2,106,129,235
PALOS BLANCOS,consulta externa,personas de 50 a 59 anos,2022-01-01,301,280,30,53,331,333,664
PAMPA AULLAGAS,consulta externa,personas de 50 a 59 anos,2022-01-01,27,26,0,0,27,26,53
PAMPA GRANDE,consulta externa,personas de 50 a 59 anos,2022-01-01,20,40,8,16,28,56,84
PAPEL PAMPA,consulta externa,personas de 50 a 59 anos,2022-01-01,52,61,9,6,61,67,128
PASORAPA,consulta externa,personas de 50 a 59 anos,2022-01-01,43,64,5,3,48,67,115
PATACAMAYA,consulta externa,personas de 50 a 59 anos,2022-01-01,69,95,3,5,72,100,172
PAZÑA,consulta externa,personas de 50 a 59 anos,2022-01-01,42,40,4,3,46,43,89
PELECHUCO,consulta externa,personas de 50 a 59 anos,2022-01-01,64,60,3,7,67,67,134
POCOATA,consulta externa,personas de 50 a 59 anos,2022-01-01,128,132,0,1,128,133,261
POCONA,consulta externa,personas de 50 a 59 anos,2022-01-01,90,99,1,1,91,100,191
POJO (CBBA),consulta externa,personas de 50 a 59 anos,2022-01-01,58,58,1,3,59,61,120
POOPO,consulta externa,personas de 50 a 59 anos,2022-01-01,51,50,4,9,55,59,114
PORCO,consulta externa,personas de 50 a 59 anos,2022-01-01,29,44,0,0,29,44,73
POROMA,consulta externa,personas de 50 a 59 anos,2022-01-01,147,213,5,11,152,224,376
PORONGO,consulta externa,personas de 50 a 59 anos,2022-01-01,116,156,31,40,147,196,343
PORTACHUELO,consulta externa,personas de 50 a 59 anos,2022-01-01,94,171,8,14,102,185,287
PORVENIR,consulta externa,personas de 50 a 59 anos,2022-01-01,45,63,15,32,60,95,155
POSTRER VALLE,consulta externa,personas de 50 a 59 anos,2022-01-01,28,31,7,2,35,33,68
POTOSI,consulta externa,personas de 50 a 59 anos,2022-01-01,1953,2721,460,824,2413,3545,5958
PRESTO,consulta externa,personas de 50 a 59 anos,2022-01-01,114,127,12,5,126,132,258
PUCARA,consulta externa,personas de 50 a 59 anos,2022-01-01,13,18,16,29,29,47,76
PUCARANI,consulta externa,personas de 50 a 59 anos,2022-01-01,155,164,16,24,171,188,359
PUERTO ACOSTA,consulta externa,personas de 50 a 59 anos,2022-01-01,81,87,2,2,83,89,172
PUERTO CARABUCO,consulta externa,personas de 50 a 59 anos,2022-01-01,60,64,2,6,62,70,132
PUERTO GONZALO MORENO,consulta externa,personas de 50 a 59 anos,2022-01-01,68,85,20,27,88,112,200
PUERTO PEREZ,consulta externa,personas de 50 a 59 anos,2022-01-01,61,66,1,6,62,72,134
PUERTO QUIJARRO,consulta externa,personas de 50 a 59 anos,2022-01-01,31,54,16,35,47,89,136
PUERTO RICO,consulta externa,personas de 50 a 59 anos,2022-01-01,42,57,4,3,46,60,106
PUERTO SILES,consulta externa,personas de 50 a 59 anos,2022-01-01,16,25,0,2,16,27,43
PUERTO SUAREZ,consulta externa,personas de 50 a 59 anos,2022-01-01,45,106,23,56,68,162,230
PUERTO VILLARROEL,consulta externa,personas de 50 a 59 anos,2022-01-01,354,397,29,41,383,438,821
PUNA,consulta externa,personas de 50 a 59 anos,2022-01-01,141,196,0,1,141,197,338
PUNATA,consulta externa,personas de 50 a 59 anos,2022-01-01,238,410,151,259,389,669,1058
QUIABAYA,consulta externa,personas de 50 a 59 anos,2022-01-01,32,41,5,10,37,51,88
QUILLACOLLO,consulta externa,personas de 50 a 59 anos,2022-01-01,823,914,661,520,1484,1434,2918
QUIME,consulta externa,personas de 50 a 59 anos,2022-01-01,148,69,7,0,155,69,224
QUIRUSILLAS,consulta externa,personas de 50 a 59 anos,2022-01-01,9,29,3,18,12,47,59
RAQAYPAMPA(ETA),consulta externa,personas de 50 a 59 anos,2022-01-01,36,58,0,1,36,59,95
RAVELO,consulta externa,personas de 50 a 59 anos,2022-01-01,126,171,0,0,126,171,297
REYES,consulta externa,personas de 50 a 59 anos,2022-01-01,96,146,5,12,101,158,259
RIBERALTA,consulta externa,personas de 50 a 59 anos,2022-01-01,789,1130,205,310,994,1440,2434
ROBORE,consulta externa,personas de 50 a 59 anos,2022-01-01,161,249,41,87,202,336,538
RURRENABAQUE,consulta externa,personas de 50 a 59 anos,2022-01-01,228,269,67,75,295,344,639
SABAYA,consulta externa,personas de 50 a 59 anos,2022-01-01,147,73,5,2,152,75,227
SACABA,consulta externa,personas de 50 a 59 anos,2022-01-01,641,826,195,323,836,1149,1985
SACABAMBA,consulta externa,personas de 50 a 59 anos,2022-01-01,26,21,2,4,28,25,53
SACACA,consulta externa,personas de 50 a 59 anos,2022-01-01,53,65,0,0,53,65,118
SAIPINA,consulta externa,personas de 50 a 59 anos,2022-01-01,51,77,7,15,58,92,150
SALINAS DE GARCI MENDOZA,consulta externa,personas de 50 a 59 anos,2022-01-01,67,89,10,14,77,103,180
SAMAIPATA,consulta externa,personas de 50 a 59 anos,2022-01-01,101,116,31,42,132,158,290
SAN AGUSTIN,consulta externa,personas de 50 a 59 anos,2022-01-01,36,41,0,0,36,41,77
SAN ANDRES,consulta externa,personas de 50 a 59 anos,2022-01-01,88,120,17,21,105,141,246
SAN ANDRES DE MACHACA,consulta externa,personas de 50 a 59 anos,2022-01-01,40,51,5,9,45,60,105
SAN ANTONIO DE ESMORUCO,consulta externa,personas de 50 a 59 anos,2022-01-01,11,19,0,0,11,19,30
SAN ANTONIO DE LOMERIO,consulta externa,personas de 50 a 59 anos,2022-01-01,84,92,7,11,91,103,194
SAN BENITO,consulta externa,personas de 50 a 59 anos,2022-01-01,54,105,18,20,72,125,197
SAN BORJA,consulta externa,personas de 50 a 59 anos,2022-01-01,266,365,54,105,320,470,790
SAN BUENA VENTURA,consulta externa,personas de 50 a 59 anos,2022-01-01,130,84,4,1,134,85,219
SAN CARLOS,consulta externa,personas de 50 a 59 anos,2022-01-01,48,65,0,3,48,68,116
SAN IGNACIO,consulta externa,personas de 50 a 59 anos,2022-01-01,232,269,22,33,254,302,556
SAN IGNACIO DE VELASCO,consulta externa,personas de 50 a 59 anos,2022-01-01,104,120,90,33,194,153,347
SAN JAVIER(BNI),consulta externa,personas de 50 a 59 anos,2022-01-01,22,36,1,4,23,40,63
SAN JAVIER(STC),consulta externa,personas de 50 a 59 anos,2022-01-01,80,72,0,0,80,72,152
SAN JOAQUIN,consulta externa,personas de 50 a 59 anos,2022-01-01,62,94,14,16,76,110,186
SAN JOSE DE CHIQUITOS,consulta externa,personas de 50 a 59 anos,2022-01-01,137,213,25,31,162,244,406
SAN JUAN DE YAPACANI,consulta externa,personas de 50 a 59 anos,2022-01-01,94,125,2,10,96,135,231
SAN JULIAN,consulta externa,personas de 50 a 59 anos,2022-01-01,299,507,51,63,350,570,920
SAN LORENZO(PND),consulta externa,personas de 50 a 59 anos,2022-01-01,47,80,0,0,47,80,127
SAN LORENZO(TJA),consulta externa,personas de 50 a 59 anos,2022-01-01,240,298,6,3,246,301,547
SAN LUCAS,consulta externa,personas de 50 a 59 anos,2022-01-01,283,395,2,1,285,396,681
SAN MATIAS,consulta externa,personas de 50 a 59 anos,2022-01-01,45,50,2,3,47,53,100
SAN MIGUEL DE VELASCO,consulta externa,personas de 50 a 59 anos,2022-01-01,75,97,24,47,99,144,243
SAN PABLO DE LIPEZ,consulta externa,personas de 50 a 59 anos,2022-01-01,35,43,0,0,35,43,78
SAN PEDRO,consulta externa,personas de 50 a 59 anos,2022-01-01,172,237,39,61,211,298,509
SAN PEDRO DE BUENA VISTA,consulta externa,personas de 50 a 59 anos,2022-01-01,103,121,1,0,104,121,225
SAN PEDRO DE CURAHUARA,consulta externa,personas de 50 a 59 anos,2022-01-01,52,75,7,8,59,83,142
SAN PEDRO DE MACHA,consulta externa,personas de 50 a 59 anos,2022-01-01,109,154,0,0,109,154,263
SAN PEDRO DE QUEMES,consulta externa,personas de 50 a 59 anos,2022-01-01,16,20,4,5,20,25,45
SAN PEDRO DE TIQUINA,consulta externa,personas de 50 a 59 anos,2022-01-01,52,50,20,20,72,70,142
SAN PEDRO(PND),consulta externa,personas de 50 a 59 anos,2022-01-01,25,16,2,6,27,22,49
SAN RAFAEL,consulta externa,personas de 50 a 59 anos,2022-01-01,65,90,22,20,87,110,197
SAN RAMON BENI,consulta externa,personas de 50 a 59 anos,2022-01-01,80,95,4,25,84,120,204
SAN RAMON SCZ,consulta externa,personas de 50 a 59 anos,2022-01-01,34,36,0,2,34,38,72
SANTA ANA,consulta externa,personas de 50 a 59 anos,2022-01-01,99,206,34,74,133,280,413
SANTA CRUZ DE LA SIERRA,consulta externa,personas de 50 a 59 anos,2022-01-01,9814,14439,3948,6335,13762,20774,34536
SANTA ROSA,consulta externa,personas de 50 a 59 anos,2022-01-01,128,180,36,60,164,240,404
SANTA ROSA DEL SARA,consulta externa,personas de 50 a 59 anos,2022-01-01,226,293,22,24,248,317,565
SANTIAGO DE CALLAPA,consulta externa,personas de 50 a 59 anos,2022-01-01,16,35,0,2,16,37,53
SANTIAGO DE HUARI,consulta externa,personas de 50 a 59 anos,2022-01-01,72,54,9,5,81,59,140
SANTIAGO DE HUATA,consulta externa,personas de 50 a 59 anos,2022-01-01,30,35,2,9,32,44,76
SANTIAGO DE MACHACA,consulta externa,personas de 50 a 59 anos,2022-01-01,21,40,0,2,21,42,63
SANTIVAÑES,consulta externa,personas de 50 a 59 anos,2022-01-01,29,68,4,14,33,82,115
SANTUARIO DE QUILLACAS,consulta externa,personas de 50 a 59 anos,2022-01-01,12,20,1,7,13,27,40
SAPAHAQUI,consulta externa,personas de 50 a 59 anos,2022-01-01,62,62,1,2,63,64,127
SENA,consulta externa,personas de 50 a 59 anos,2022-01-01,24,30,3,5,27,35,62
SHINAOTA,consulta externa,personas de 50 a 59 anos,2022-01-01,161,190,23,19,184,209,393
SICA SICA (VILLA AROMA),consulta externa,personas de 50 a 59 anos,2022-01-01,154,153,8,14,162,167,329
