,group,variable,month,PERSONAS DE 15 A 19 AÑOS NUEVO,PERSONAS DE 15 A 19 AÑOS NUEVO,PERSONAS DE 15 A 19 AÑOS REPETIDO,PERSONAS DE 15 A 19 AÑOS REPETIDO,TOTALES,TOTALES,TOTALES
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,personas de 15 a 19 anos,2022-01-01,65,104,3,5,68,109,177
AZURDUY,consulta externa,personas de 15 a 19 anos,2022-01-01,34,83,0,1,34,84,118
BATALLAS,consulta externa,personas de 15 a 19 anos,2022-01-01,16,43,13,17,29,60,89
BAURES,consulta externa,personas de 15 a 19 anos,2022-01-01,79,104,3,3,82,107,189
BELEN DE ANDAMARCA,consulta externa,personas de 15 a 19 anos,2022-01-01,6,4,0,0,6,4,10
BELEN DE URMIRI,consulta externa,personas de 15 a 19 anos,2022-01-01,8,7,0,0,8,7,15
BELLA FLOR,consulta externa,personas de 15 a 19 anos,2022-01-01,34,36,10,13,44,49,93
BERMEJO,consulta externa,personas de 15 a 19 anos,2022-01-01,217,316,30,22,247,338,585
BETANZOS,consulta externa,personas de 15 a 19 anos,2022-01-01,112,166,2,2,114,168,282
BOLIVAR,consulta externa,personas de 15 a 19 anos,2022-01-01,8,10,0,0,8,10,18
BOLPEBRA,consulta externa,personas de 15 a 19 anos,2022-01-01,19,15,0,0,19,15,34
BOYUIBE,consulta externa,personas de 15 a 19 anos,2022-01-01,32,72,0,2,32,74,106
BUENA VISTA,consulta externa,personas de 15 a 19 anos,2022-01-01,37,78,0,0,37,78,115
CABEZAS,consulta externa,personas de 15 a 19 anos,2022-01-01,168,190,3,22,171,212,383
CAIROMA,consulta externa,personas de 15 a 19 anos,2022-01-01,43,65,1,0,44,65,109
"CAIZA ""D""",consulta externa,personas de 15 a 19 anos,2022-01-01,46,75,0,1,46,76,122
CAJUATA,consulta externa,personas de 15 a 19 anos,2022-01-01,37,40,2,7,39,47,86
CALACOTO,consulta externa,personas de 15 a 19 anos,2022-01-01,15,24,0,0,15,24,39
CALAMARCA,consulta externa,personas de 15 a 19 anos,2022-01-01,28,46,1,0,29,46,75
CAMARGO,consulta externa,personas de 15 a 19 anos,2022-01-01,80,127,14,25,94,152,246
CAMATAQUI (C. VILLA ABECIA),consulta externa,personas de 15 a 19 anos,2022-01-01,11,19,4,1,15,20,35
CAMIRI,consulta externa,personas de 15 a 19 anos,2022-01-01,134,218,11,33,145,251,396
CAPINOTA,consulta externa,personas de 15 a 19 anos,2022-01-01,65,81,4,14,69,95,164
CAQUIAVIRI,consulta externa,personas de 15 a 19 anos,2022-01-01,19,38,0,1,19,39,58
CARACOLLO,consulta externa,personas de 15 a 19 anos,2022-01-01,41,94,1,9,42,103,145
CARANAVI,consulta externa,personas de 15 a 19 anos,2022-01-01,266,308,0,5,266,313,579
CARANGAS,consulta externa,personas de 15 a 19 anos,2022-01-01,1,1,0,0,1,1,2
CARAPARI,consulta externa,personas de 15 a 19 anos,2022-01-01,93,158,2,6,95,164,259
CARIPUYO,consulta externa,personas de 15 a 19 anos,2022-01-01,12,25,0,1,12,26,38
CARMEN RIVERO TORREZ,consulta externa,personas de 15 a 19 anos,2022-01-01,17,33,1,0,18,33,51
CATACORA,consulta externa,personas de 15 a 19 anos,2022-01-01,14,6,1,0,15,6,21
CHACARILLA,consulta externa,personas de 15 a 19 anos,2022-01-01,7,9,0,0,7,9,16
CHALLAPATA,consulta externa,personas de 15 a 19 anos,2022-01-01,48,158,4,3,52,161,213
CHAQUI,consulta externa,personas de 15 a 19 anos,2022-01-01,25,37,3,0,28,37,65
CHARAGUA,consulta externa,personas de 15 a 19 anos,2022-01-01,74,119,6,9,80,128,208
CHARAÑA,consulta externa,personas de 15 a 19 anos,2022-01-01,3,9,1,0,4,9,13
CHAYANTA,consulta externa,personas de 15 a 19 anos,2022-01-01,41,86,0,1,41,87,128
CHIMORE,consulta externa,personas de 15 a 19 anos,2022-01-01,94,134,0,1,94,135,229
CHIPAYA,consulta externa,personas de 15 a 19 anos,2022-01-01,0,6,0,0,0,6,6
CHOQUE COTA,consulta externa,personas de 15 a 19 anos,2022-01-01,8,12,0,0,8,12,20
CHUA COCANI,consulta externa,personas de 15 a 19 anos,2022-01-01,2,8,0,2,2,10,12
CHULUMANI (V. DE LA LIBERTAD),consulta externa,personas de 15 a 19 anos,2022-01-01,39,58,2,8,41,66,107
CHUMA,consulta externa,personas de 15 a 19 anos,2022-01-01,28,33,0,1,28,34,62
CHUQUIHUTA AYLLU JUCUMANI,consulta externa,personas de 15 a 19 anos,2022-01-01,21,35,0,0,21,35,56
CKOCHAS,consulta externa,personas de 15 a 19 anos,2022-01-01,32,74,0,0,32,74,106
CLIZA,consulta externa,personas de 15 a 19 anos,2022-01-01,72,118,2,6,74,124,198
COBIJA,consulta externa,personas de 15 a 19 anos,2022-01-01,230,394,54,93,284,487,771
COCAPATA,consulta externa,personas de 15 a 19 anos,2022-01-01,28,75,2,0,30,75,105
COCHABAMBA,consulta externa,personas de 15 a 19 anos,2022-01-01,2977,3881,1006,1401,3983,5282,9265
COIPASA,consulta externa,personas de 15 a 19 anos,2022-01-01,4,0,1,0,5,0,5
COLCAPIRHUA,consulta externa,personas de 15 a 19 anos,2022-01-01,94,148,46,34,140,182,322
"COLCHA ""K""",consulta externa,personas de 15 a 19 anos,2022-01-01,53,62,0,0,53,62,115
COLLANA,consulta externa,personas de 15 a 19 anos,2022-01-01,19,30,0,0,19,30,49
COLOMI,consulta externa,personas de 15 a 19 anos,2022-01-01,43,69,3,1,46,70,116
COLPA BELGICA,consulta externa,personas de 15 a 19 anos,2022-01-01,41,49,5,11,46,60,106
COLQUECHACA,consulta externa,personas de 15 a 19 anos,2022-01-01,32,71,0,1,32,72,104
COLQUENCHA,consulta externa,personas de 15 a 19 anos,2022-01-01,28,49,1,3,29,52,81
COLQUIRI,consulta externa,personas de 15 a 19 anos,2022-01-01,32,46,0,0,32,46,78
COMANCHE,consulta externa,personas de 15 a 19 anos,2022-01-01,5,6,0,0,5,6,11
COMARAPA,consulta externa,personas de 15 a 19 anos,2022-01-01,87,104,13,16,100,120,220
COMBAYA,consulta externa,personas de 15 a 19 anos,2022-01-01,6,5,0,0,6,5,11
CONCEPCION,consulta externa,personas de 15 a 19 anos,2022-01-01,37,35,3,10,40,45,85
COPACABANA,consulta externa,personas de 15 a 19 anos,2022-01-01,71,78,4,7,75,85,160
CORIPATA,consulta externa,personas de 15 a 19 anos,2022-01-01,41,60,3,4,44,64,108
CORO CORO,consulta externa,personas de 15 a 19 anos,2022-01-01,26,44,1,0,27,44,71
COROICO,consulta externa,personas de 15 a 19 anos,2022-01-01,53,105,4,16,57,121,178
CORQUE,consulta externa,personas de 15 a 19 anos,2022-01-01,31,24,1,1,32,25,57
COTAGAITA,consulta externa,personas de 15 a 19 anos,2022-01-01,142,190,5,19,147,209,356
COTOCA,consulta externa,personas de 15 a 19 anos,2022-01-01,203,438,15,36,218,474,692
CRUZ DE MACHACAMARCA,consulta externa,personas de 15 a 19 anos,2022-01-01,1,5,0,0,1,5,6
CUATRO CAÑADAS,consulta externa,personas de 15 a 19 anos,2022-01-01,55,119,6,26,61,145,206
CUCHUMUELA (V. G. VILLARROEL),consulta externa,personas de 15 a 19 anos,2022-01-01,6,5,1,0,7,5,12
CUEVO,consulta externa,personas de 15 a 19 anos,2022-01-01,34,57,1,1,35,58,93
CULPINA,consulta externa,personas de 15 a 19 anos,2022-01-01,48,77,10,14,58,91,149
CURAHUARA DE CARANGAS,consulta externa,personas de 15 a 19 anos,2022-01-01,7,16,1,2,8,18,26
CURVA,consulta externa,personas de 15 a 19 anos,2022-01-01,7,15,0,0,7,15,22
DESAGUADERO,consulta externa,personas de 15 a 19 anos,2022-01-01,57,56,2,6,59,62,121
EL ALTO,consulta externa,personas de 15 a 19 anos,2022-01-01,1488,2217,510,708,1998,2925,4923
EL CHORO,consulta externa,personas de 15 a 19 anos,2022-01-01,10,15,1,1,11,16,27
EL PUENTE(STC),consulta externa,personas de 15 a 19 anos,2022-01-01,61,127,0,1,61,128,189
EL PUENTE(TJA),consulta externa,personas de 15 a 19 anos,2022-01-01,39,74,0,0,39,74,113
EL TORNO,consulta externa,personas de 15 a 19 anos,2022-01-01,195,367,130,183,325,550,875
EL VILLAR,consulta externa,personas de 15 a 19 anos,2022-01-01,47,60,0,0,47,60,107
ENTRE RIOS TRJ,consulta externa,personas de 15 a 19 anos,2022-01-01,87,174,3,1,90,175,265
ENTRE RIOS CBBA,consulta externa,personas de 15 a 19 anos,2022-01-01,198,332,10,13,208,345,553
ESCARA,consulta externa,personas de 15 a 19 anos,2022-01-01,1,0,0,0,1,0,1
ESCOMA,consulta externa,personas de 15 a 19 anos,2022-01-01,22,28,0,1,22,29,51
ESMERALDA,consulta externa,personas de 15 a 19 anos,2022-01-01,6,3,0,0,6,3,9
EUCALIPTUS,consulta externa,personas de 15 a 19 anos,2022-01-01,13,26,0,0,13,26,39
EUREKA (SANTOS MERCADO),consulta externa,personas de 15 a 19 anos,2022-01-01,8,12,0,0,8,12,20
EXALTACION,consulta externa,personas de 15 a 19 anos,2022-01-01,23,23,0,2,23,25,48
FERNANDEZ ALONSO,consulta externa,personas de 15 a 19 anos,2022-01-01,49,122,3,11,52,133,185
FILADELFIA,consulta externa,personas de 15 a 19 anos,2022-01-01,78,121,1,2,79,123,202
GAIOC JATUN AYLLU YURA,consulta externa,personas de 15 a 19 anos,2022-01-01,30,42,1,0,31,42,73
GENERAL SAAVEDRA,consulta externa,personas de 15 a 19 anos,2022-01-01,60,93,2,3,62,96,158
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,personas de 15 a 19 anos,2022-01-01,25,53,0,1,25,54,79
GUANAY,consulta externa,personas de 15 a 19 anos,2022-01-01,51,80,5,5,56,85,141
GUAQUI,consulta externa,personas de 15 a 19 anos,2022-01-01,15,18,2,0,17,18,35
GUAYARAMERIN,consulta externa,personas de 15 a 19 anos,2022-01-01,120,285,15,45,135,330,465
GUTIERREZ,consulta externa,personas de 15 a 19 anos,2022-01-01,132,192,3,5,135,197,332
HUACARETA,consulta externa,personas de 15 a 19 anos,2022-01-01,34,64,0,1,34,65,99
HUACAYA (VILLA DE HUACAYA),consulta externa,personas de 15 a 19 anos,2022-01-01,33,45,0,0,33,45,78
HUACHACALLA,consulta externa,personas de 15 a 19 anos,2022-01-01,7,4,6,2,13,6,19
HUANUNI,consulta externa,personas de 15 a 19 anos,2022-01-01,77,138,27,33,104,171,275
HUARACAJE,consulta externa,personas de 15 a 19 anos,2022-01-01,20,35,10,7,30,42,72
HUARINA,consulta externa,personas de 15 a 19 anos,2022-01-01,41,29,7,10,48,39,87
HUATAJATA,consulta externa,personas de 15 a 19 anos,2022-01-01,6,4,2,2,8,6,14
HUAYLLAMARCA,consulta externa,personas de 15 a 19 anos,2022-01-01,14,19,0,0,14,19,33
HUMANATA,consulta externa,personas de 15 a 19 anos,2022-01-01,6,6,0,3,6,9,15
ICHOCA,consulta externa,personas de 15 a 19 anos,2022-01-01,4,6,2,8,6,14,20
ICLA,consulta externa,personas de 15 a 19 anos,2022-01-01,27,51,2,6,29,57,86
INCAHUASI,consulta externa,personas de 15 a 19 anos,2022-01-01,47,95,0,0,47,95,142
INGAVI (HUMAITA),consulta externa,personas de 15 a 19 anos,2022-01-01,30,24,0,0,30,24,54
INQUISIVI,consulta externa,personas de 15 a 19 anos,2022-01-01,23,54,0,0,23,54,77
IRUPANA (VILLA DE LANZA),consulta externa,personas de 15 a 19 anos,2022-01-01,53,79,1,6,54,85,139
IXIAMAS,consulta externa,personas de 15 a 19 anos,2022-01-01,35,63,7,6,42,69,111
JESUS DE MACHACA,consulta externa,personas de 15 a 19 anos,2022-01-01,26,63,10,6,36,69,105
LA ASUNTA,consulta externa,personas de 15 a 19 anos,2022-01-01,120,224,0,1,120,225,345
LA GUARDIA,consulta externa,personas de 15 a 19 anos,2022-01-01,253,493,108,218,361,711,1072
LA PAZ,consulta externa,personas de 15 a 19 anos,2022-01-01,2536,3462,896,1314,3432,4776,8208
LA RIVERA,consulta externa,personas de 15 a 19 anos,2022-01-01,3,4,0,0,3,4,7
LAGUNILLAS,consulta externa,personas de 15 a 19 anos,2022-01-01,88,61,3,2,91,63,154
LAJA,consulta externa,personas de 15 a 19 anos,2022-01-01,75,82,9,11,84,93,177
LAS CARRERAS,consulta externa,personas de 15 a 19 anos,2022-01-01,17,40,1,0,18,40,58
LICOMA PAMPA,consulta externa,personas de 15 a 19 anos,2022-01-01,5,12,0,0,5,12,17
LLALLAGUA,consulta externa,personas de 15 a 19 anos,2022-01-01,95,219,22,43,117,262,379
LLICA,consulta externa,personas de 15 a 19 anos,2022-01-01,15,23,0,0,15,23,38
LORETO,consulta externa,personas de 15 a 19 anos,2022-01-01,28,53,2,1,30,54,84
LURIBAY,consulta externa,personas de 15 a 19 anos,2022-01-01,51,38,0,0,51,38,89
MACHACAMARCA,consulta externa,personas de 15 a 19 anos,2022-01-01,22,25,2,3,24,28,52
MACHARETI,consulta externa,personas de 15 a 19 anos,2022-01-01,33,76,4,8,37,84,121
MAGDALENA,consulta externa,personas de 15 a 19 anos,2022-01-01,38,76,2,0,40,76,116
MAIRANA,consulta externa,personas de 15 a 19 anos,2022-01-01,30,71,7,18,37,89,126
MALLA,consulta externa,personas de 15 a 19 anos,2022-01-01,11,13,0,0,11,13,24
MAPIRI,consulta externa,personas de 15 a 19 anos,2022-01-01,49,118,0,1,49,119,168
MECAPACA,consulta externa,personas de 15 a 19 anos,2022-01-01,21,38,1,0,22,38,60
MINEROS,consulta externa,personas de 15 a 19 anos,2022-01-01,36,68,1,1,37,69,106
MIZQUE,consulta externa,personas de 15 a 19 anos,2022-01-01,36,109,1,9,37,118,155
MOCOMOCO,consulta externa,personas de 15 a 19 anos,2022-01-01,18,31,3,3,21,34,55
MOJINETE,consulta externa,personas de 15 a 19 anos,2022-01-01,6,4,0,0,6,4,10
MOJOCOYA,consulta externa,personas de 15 a 19 anos,2022-01-01,17,44,0,3,17,47,64
MONTEAGUDO,consulta externa,personas de 15 a 19 anos,2022-01-01,98,254,15,25,113,279,392
MONTERO,consulta externa,personas de 15 a 19 anos,2022-01-01,522,1134,97,206,619,1340,1959
MORO MORO,consulta externa,personas de 15 a 19 anos,2022-01-01,3,21,0,0,3,21,24
MOROCHATA,consulta externa,personas de 15 a 19 anos,2022-01-01,13,32,0,0,13,32,45
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,personas de 15 a 19 anos,2022-01-01,26,14,0,0,26,14,40
NAZACARA DE PACAJES,consulta externa,personas de 15 a 19 anos,2022-01-01,2,4,0,0,2,4,6
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,personas de 15 a 19 anos,2022-01-01,8,10,0,0,8,10,18
OCURI,consulta externa,personas de 15 a 19 anos,2022-01-01,25,35,0,0,25,35,60
OKINAWA,consulta externa,personas de 15 a 19 anos,2022-01-01,48,91,11,13,59,104,163
OMEREQUE,consulta externa,personas de 15 a 19 anos,2022-01-01,39,64,3,0,42,64,106
ORURO,consulta externa,personas de 15 a 19 anos,2022-01-01,1228,1746,264,416,1492,2162,3654
PADCAYA,consulta externa,personas de 15 a 19 anos,2022-01-01,122,173,6,4,128,177,305
PADILLA,consulta externa,personas de 15 a 19 anos,2022-01-01,58,128,9,18,67,146,213
PAILON,consulta externa,personas de 15 a 19 anos,2022-01-01,99,213,2,20,101,233,334
PALCA,consulta externa,personas de 15 a 19 anos,2022-01-01,64,92,2,3,66,95,161
PALOS BLANCOS,consulta externa,personas de 15 a 19 anos,2022-01-01,149,244,6,9,155,253,408
PAMPA AULLAGAS,consulta externa,personas de 15 a 19 anos,2022-01-01,23,13,0,0,23,13,36
PAMPA GRANDE,consulta externa,personas de 15 a 19 anos,2022-01-01,10,43,6,4,16,47,63
PAPEL PAMPA,consulta externa,personas de 15 a 19 anos,2022-01-01,25,41,1,2,26,43,69
PASORAPA,consulta externa,personas de 15 a 19 anos,2022-01-01,13,16,4,0,17,16,33
PATACAMAYA,consulta externa,personas de 15 a 19 anos,2022-01-01,28,118,0,16,28,134,162
PAZÑA,consulta externa,personas de 15 a 19 anos,2022-01-01,29,42,1,1,30,43,73
PELECHUCO,consulta externa,personas de 15 a 19 anos,2022-01-01,11,23,1,0,12,23,35
POCOATA,consulta externa,personas de 15 a 19 anos,2022-01-01,56,81,1,1,57,82,139
POCONA,consulta externa,personas de 15 a 19 anos,2022-01-01,56,55,0,2,56,57,113
POJO (CBBA),consulta externa,personas de 15 a 19 anos,2022-01-01,24,49,0,2,24,51,75
POOPO,consulta externa,personas de 15 a 19 anos,2022-01-01,13,21,0,1,13,22,35
PORCO,consulta externa,personas de 15 a 19 anos,2022-01-01,21,39,0,0,21,39,60
POROMA,consulta externa,personas de 15 a 19 anos,2022-01-01,18,77,0,1,18,78,96
PORONGO,consulta externa,personas de 15 a 19 anos,2022-01-01,58,81,6,7,64,88,152
PORTACHUELO,consulta externa,personas de 15 a 19 anos,2022-01-01,29,130,2,5,31,135,166
PORVENIR,consulta externa,personas de 15 a 19 anos,2022-01-01,24,37,2,5,26,42,68
POSTRER VALLE,consulta externa,personas de 15 a 19 anos,2022-01-01,8,11,0,0,8,11,19
POTOSI,consulta externa,personas de 15 a 19 anos,2022-01-01,926,1663,100,265,1026,1928,2954
PRESTO,consulta externa,personas de 15 a 19 anos,2022-01-01,22,70,3,1,25,71,96
PUCARA,consulta externa,personas de 15 a 19 anos,2022-01-01,9,8,2,1,11,9,20
PUCARANI,consulta externa,personas de 15 a 19 anos,2022-01-01,73,118,7,17,80,135,215
PUERTO ACOSTA,consulta externa,personas de 15 a 19 anos,2022-01-01,7,24,1,0,8,24,32
PUERTO CARABUCO,consulta externa,personas de 15 a 19 anos,2022-01-01,20,17,0,1,20,18,38
PUERTO GONZALO MORENO,consulta externa,personas de 15 a 19 anos,2022-01-01,48,85,2,8,50,93,143
PUERTO PEREZ,consulta externa,personas de 15 a 19 anos,2022-01-01,19,31,1,0,20,31,51
PUERTO QUIJARRO,consulta externa,personas de 15 a 19 anos,2022-01-01,83,27,8,6,91,33,124
PUERTO RICO,consulta externa,personas de 15 a 19 anos,2022-01-01,53,82,1,0,54,82,136
PUERTO SILES,consulta externa,personas de 15 a 19 anos,2022-01-01,18,16,0,0,18,16,34
PUERTO SUAREZ,consulta externa,personas de 15 a 19 anos,2022-01-01,34,98,4,5,38,103,141
PUERTO VILLARROEL,consulta externa,personas de 15 a 19 anos,2022-01-01,405,700,31,41,436,741,1177
PUNA,consulta externa,personas de 15 a 19 anos,2022-01-01,72,97,1,0,73,97,170
PUNATA,consulta externa,personas de 15 a 19 anos,2022-01-01,134,271,39,71,173,342,515
QUIABAYA,consulta externa,personas de 15 a 19 anos,2022-01-01,9,18,1,4,10,22,32
QUILLACOLLO,consulta externa,personas de 15 a 19 anos,2022-01-01,362,465,159,148,521,613,1134
QUIME,consulta externa,personas de 15 a 19 anos,2022-01-01,20,37,0,0,20,37,57
QUIRUSILLAS,consulta externa,personas de 15 a 19 anos,2022-01-01,7,4,2,3,9,7,16
RAQAYPAMPA(ETA),consulta externa,personas de 15 a 19 anos,2022-01-01,21,25,0,0,21,25,46
RAVELO,consulta externa,personas de 15 a 19 anos,2022-01-01,25,51,0,0,25,51,76
REYES,consulta externa,personas de 15 a 19 anos,2022-01-01,61,127,0,1,61,128,189
RIBERALTA,consulta externa,personas de 15 a 19 anos,2022-01-01,541,1442,160,202,701,1644,2345
ROBORE,consulta externa,personas de 15 a 19 anos,2022-01-01,98,138,13,11,111,149,260
RURRENABAQUE,consulta externa,personas de 15 a 19 anos,2022-01-01,121,222,4,18,125,240,365
SABAYA,consulta externa,personas de 15 a 19 anos,2022-01-01,27,64,3,1,30,65,95
SACABA,consulta externa,personas de 15 a 19 anos,2022-01-01,323,586,59,66,382,652,1034
SACABAMBA,consulta externa,personas de 15 a 19 anos,2022-01-01,10,7,0,0,10,7,17
SACACA,consulta externa,personas de 15 a 19 anos,2022-01-01,29,55,0,0,29,55,84
SAIPINA,consulta externa,personas de 15 a 19 anos,2022-01-01,36,36,6,4,42,40,82
SALINAS DE GARCI MENDOZA,consulta externa,personas de 15 a 19 anos,2022-01-01,27,44,3,2,30,46,76
SAMAIPATA,consulta externa,personas de 15 a 19 anos,2022-01-01,66,83,4,9,70,92,162
SAN AGUSTIN,consulta externa,personas de 15 a 19 anos,2022-01-01,9,34,0,0,9,34,43
SAN ANDRES,consulta externa,personas de 15 a 19 anos,2022-01-01,77,115,0,5,77,120,197
SAN ANDRES DE MACHACA,consulta externa,personas de 15 a 19 anos,2022-01-01,18,11,2,1,20,12,32
SAN ANTONIO DE ESMORUCO,consulta externa,personas de 15 a 19 anos,2022-01-01,11,3,0,0,11,3,14
SAN ANTONIO DE LOMERIO,consulta externa,personas de 15 a 19 anos,2022-01-01,45,55,2,2,47,57,104
SAN BENITO,consulta externa,personas de 15 a 19 anos,2022-01-01,31,83,5,12,36,95,131
SAN BORJA,consulta externa,personas de 15 a 19 anos,2022-01-01,168,329,21,41,189,370,559
SAN BUENA VENTURA,consulta externa,personas de 15 a 19 anos,2022-01-01,56,81,0,0,56,81,137
SAN CARLOS,consulta externa,personas de 15 a 19 anos,2022-01-01,26,58,0,3,26,61,87
SAN IGNACIO,consulta externa,personas de 15 a 19 anos,2022-01-01,150,300,5,9,155,309,464
SAN IGNACIO DE VELASCO,consulta externa,personas de 15 a 19 anos,2022-01-01,37,150,13,34,50,184,234
SAN JAVIER(BNI),consulta externa,personas de 15 a 19 anos,2022-01-01,13,21,0,1,13,22,35
SAN JAVIER(STC),consulta externa,personas de 15 a 19 anos,2022-01-01,47,43,0,0,47,43,90
SAN JOAQUIN,consulta externa,personas de 15 a 19 anos,2022-01-01,23,34,0,2,23,36,59
SAN JOSE DE CHIQUITOS,consulta externa,personas de 15 a 19 anos,2022-01-01,90,127,8,13,98,140,238
SAN JUAN DE YAPACANI,consulta externa,personas de 15 a 19 anos,2022-01-01,47,59,0,1,47,60,107
SAN JULIAN,consulta externa,personas de 15 a 19 anos,2022-01-01,175,329,14,15,189,344,533
SAN LORENZO(PND),consulta externa,personas de 15 a 19 anos,2022-01-01,56,83,0,0,56,83,139
SAN LORENZO(TJA),consulta externa,personas de 15 a 19 anos,2022-01-01,97,183,2,2,99,185,284
SAN LUCAS,consulta externa,personas de 15 a 19 anos,2022-01-01,115,238,1,1,116,239,355
SAN MATIAS,consulta externa,personas de 15 a 19 anos,2022-01-01,40,63,4,4,44,67,111
SAN MIGUEL DE VELASCO,consulta externa,personas de 15 a 19 anos,2022-01-01,46,56,4,9,50,65,115
SAN PABLO DE LIPEZ,consulta externa,personas de 15 a 19 anos,2022-01-01,16,17,0,0,16,17,33
SAN PEDRO,consulta externa,personas de 15 a 19 anos,2022-01-01,135,153,24,20,159,173,332
SAN PEDRO DE BUENA VISTA,consulta externa,personas de 15 a 19 anos,2022-01-01,20,68,0,0,20,68,88
SAN PEDRO DE CURAHUARA,consulta externa,personas de 15 a 19 anos,2022-01-01,20,43,2,4,22,47,69
SAN PEDRO DE MACHA,consulta externa,personas de 15 a 19 anos,2022-01-01,55,94,0,0,55,94,149
SAN PEDRO DE QUEMES,consulta externa,personas de 15 a 19 anos,2022-01-01,4,15,0,2,4,17,21
SAN PEDRO DE TIQUINA,consulta externa,personas de 15 a 19 anos,2022-01-01,16,33,2,7,18,40,58
SAN PEDRO(PND),consulta externa,personas de 15 a 19 anos,2022-01-01,18,29,1,2,19,31,50
SAN RAFAEL,consulta externa,personas de 15 a 19 anos,2022-01-01,27,36,1,7,28,43,71
SAN RAMON BENI,consulta externa,personas de 15 a 19 anos,2022-01-01,49,43,12,27,61,70,131
SAN RAMON SCZ,consulta externa,personas de 15 a 19 anos,2022-01-01,24,32,0,2,24,34,58
SANTA ANA,consulta externa,personas de 15 a 19 anos,2022-01-01,74,122,14,7,88,129,217
SANTA CRUZ DE LA SIERRA,consulta externa,personas de 15 a 19 anos,2022-01-01,6396,8610,1439,2052,7835,10662,18497
SANTA ROSA,consulta externa,personas de 15 a 19 anos,2022-01-01,96,132,4,14,100,146,246
SANTA ROSA DEL SARA,consulta externa,personas de 15 a 19 anos,2022-01-01,117,164,6,8,123,172,295
SANTIAGO DE CALLAPA,consulta externa,personas de 15 a 19 anos,2022-01-01,7,9,0,0,7,9,16
SANTIAGO DE HUARI,consulta externa,personas de 15 a 19 anos,2022-01-01,14,31,2,1,16,32,48
SANTIAGO DE HUATA,consulta externa,personas de 15 a 19 anos,2022-01-01,13,32,1,3,14,35,49
SANTIAGO DE MACHACA,consulta externa,personas de 15 a 19 anos,2022-01-01,6,12,0,0,6,12,18
SANTIVAÑES,consulta externa,personas de 15 a 19 anos,2022-01-01,21,39,2,3,23,42,65
SANTUARIO DE QUILLACAS,consulta externa,personas de 15 a 19 anos,2022-01-01,15,9,1,0,16,9,25
SAPAHAQUI,consulta externa,personas de 15 a 19 anos,2022-01-01,12,33,0,0,12,33,45
SENA,consulta externa,personas de 15 a 19 anos,2022-01-01,30,45,0,0,30,45,75
SHINAOTA,consulta externa,personas de 15 a 19 anos,2022-01-01,192,219,16,20,208,239,447
SICA SICA (VILLA AROMA),consulta externa,personas de 15 a 19 anos,2022-01-01,61,113,3,2,64,115,179
