,group,variable,month,NINOS DE 6 MESES A < 1 AÑO NUEVO,NINOS DE 6 MESES A < 1 AÑO NUEVO,NINOS DE 6 MESES A < 1 AÑO REPETIDO,NINOS DE 6 MESES A < 1 AÑO REPETIDO,TOTALES,TOTALES,TOTALES
AYATA,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,13,6,0,0,13,6,19
AYO AYO,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,17,5,3,2,20,7,27
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,57,59,2,1,59,60,119
AZURDUY,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,31,42,2,1,33,43,76
BATALLAS,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,17,16,7,11,24,27,51
BAURES,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,7,17,0,1,7,18,25
BELEN DE ANDAMARCA,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,2,4,0,0,2,4,6
BELEN DE URMIRI,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,6,1,0,0,6,1,7
BELLA FLOR,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,14,5,0,0,14,5,19
BERMEJO,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,120,134,11,12,131,146,277
BETANZOS,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,56,57,1,2,57,59,116
BOLIVAR,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,9,5,0,0,9,5,14
BOLPEBRA,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,5,3,0,0,5,3,8
BOYUIBE,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,14,13,1,0,15,13,28
BUENA VISTA,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,30,25,2,1,32,26,58
CABEZAS,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,73,43,9,18,82,61,143
CAIROMA,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,33,26,1,0,34,26,60
"CAIZA ""D""",consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,33,18,1,1,34,19,53
CAJUATA,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,37,36,2,4,39,40,79
CALACOTO,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,2,8,0,1,2,9,11
CALAMARCA,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,12,20,8,12,20,32,52
CAMARGO,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,25,30,1,3,26,33,59
CAMATAQUI (C. VILLA ABECIA),consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,5,2,0,0,5,2,7
CAMIRI,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,59,41,9,6,68,47,115
CAPINOTA,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,58,47,11,1,69,48,117
CAQUIAVIRI,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,30,10,1,1,31,11,42
CARACOLLO,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,36,41,6,4,42,45,87
CARANAVI,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,158,159,21,14,179,173,352
CARAPARI,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,33,26,0,2,33,28,61
CARIPUYO,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,17,14,0,2,17,16,33
CARMEN RIVERO TORREZ,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,9,4,5,3,14,7,21
CATACORA,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,2,1,1,0,3,1,4
CHACARILLA,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,2,1,0,0,2,1,3
CHALLAPATA,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,36,40,5,4,41,44,85
CHAQUI,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,14,8,0,0,14,8,22
CHARAGUA,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,95,102,8,9,103,111,214
CHARAÑA,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,2,4,0,1,2,5,7
CHAYANTA,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,31,32,0,1,31,33,64
CHIMORE,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,114,96,3,2,117,98,215
CHIPAYA,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,5,4,0,0,5,4,9
CHOQUE COTA,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,4,0,0,0,4,0,4
CHUA COCANI,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,1,2,1,0,2,2,4
CHULUMANI (V. DE LA LIBERTAD),consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,39,39,9,9,48,48,96
CHUMA,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,10,18,0,2,10,20,30
CHUQUIHUTA AYLLU JUCUMANI,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,2,8,0,1,2,9,11
CKOCHAS,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,27,23,0,0,27,23,50
CLIZA,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,88,58,13,8,101,66,167
COBIJA,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,133,143,39,33,172,176,348
COCAPATA,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,69,40,0,0,69,40,109
COCHABAMBA,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,1519,1301,483,416,2002,1717,3719
COIPASA,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,2,2,0,0,2,2,4
COLCAPIRHUA,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,63,49,33,34,96,83,179
"COLCHA ""K""",consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,17,10,0,0,17,10,27
COLLANA,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,8,7,2,0,10,7,17
COLOMI,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,41,38,5,8,46,46,92
COLPA BELGICA,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,15,10,1,0,16,10,26
COLQUECHACA,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,26,15,0,0,26,15,41
COLQUENCHA,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,33,23,0,1,33,24,57
COLQUIRI,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,27,10,0,0,27,10,37
COMANCHE,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,0,3,0,0,0,3,3
COMARAPA,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,38,39,2,1,40,40,80
COMBAYA,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,0,2,0,0,0,2,2
CONCEPCION,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,66,64,5,8,71,72,143
COPACABANA,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,8,6,0,2,8,8,16
CORIPATA,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,48,37,12,9,60,46,106
CORO CORO,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,10,19,0,0,10,19,29
COROICO,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,28,18,10,6,38,24,62
CORQUE,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,12,5,0,0,12,5,17
COTAGAITA,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,52,35,1,1,53,36,89
COTOCA,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,109,118,15,14,124,132,256
CUATRO CAÑADAS,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,44,25,1,5,45,30,75
CUCHUMUELA (V. G. VILLARROEL),consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,4,4,1,0,5,4,9
CUEVO,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,7,18,12,7,19,25,44
CULPINA,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,25,25,0,0,25,25,50
CURAHUARA DE CARANGAS,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,1,2,0,0,1,2,3
CURVA,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,3,4,0,2,3,6,9
DESAGUADERO,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,3,8,6,9,9,17,26
EL ALTO,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,1435,1324,479,465,1914,1789,3703
EL CHORO,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,5,4,0,1,5,5,10
EL PUENTE(STC),consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,39,35,0,1,39,36,75
EL PUENTE(TJA),consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,17,22,1,1,18,23,41
EL TORNO,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,166,151,105,131,271,282,553
EL VILLAR,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,15,23,0,0,15,23,38
ENTRE RIOS TRJ,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,65,49,2,4,67,53,120
ENTRE RIOS CBBA,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,188,196,7,17,195,213,408
ESCOMA,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,11,6,0,0,11,6,17
ESMERALDA,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,1,1,0,1,1,2,3
EUCALIPTUS,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,14,6,0,0,14,6,20
EUREKA (SANTOS MERCADO),consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,6,4,0,0,6,4,10
EXALTACION,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,9,9,0,1,9,10,19
FERNANDEZ ALONSO,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,28,25,3,7,31,32,63
FILADELFIA,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,27,38,2,2,29,40,69
GAIOC JATUN AYLLU YURA,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,6,9,0,0,6,9,15
GENERAL SAAVEDRA,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,42,44,10,7,52,51,103
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,23,29,9,6,32,35,67
GUANAY,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,16,17,15,21,31,38,69
GUAQUI,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,5,2,0,0,5,2,7
GUAYARAMERIN,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,48,51,4,10,52,61,113
GUTIERREZ,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,68,74,13,15,81,89,170
HUACARETA,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,12,10,4,5,16,15,31
HUACAYA (VILLA DE HUACAYA),consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,3,6,2,0,5,6,11
HUACHACALLA,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,2,3,0,0,2,3,5
HUANUNI,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,19,30,0,3,19,33,52
HUARACAJE,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,7,12,6,8,13,20,33
HUARINA,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,12,10,4,4,16,14,30
HUATAJATA,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,1,6,3,0,4,6,10
HUAYLLAMARCA,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,5,1,0,0,5,1,6
HUMANATA,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,6,4,4,3,10,7,17
ICHOCA,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,4,5,3,6,7,11,18
ICLA,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,21,12,10,3,31,15,46
INCAHUASI,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,39,42,0,0,39,42,81
INGAVI (HUMAITA),consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,12,16,0,0,12,16,28
INQUISIVI,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,25,16,1,1,26,17,43
IRUPANA (VILLA DE LANZA),consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,39,26,1,2,40,28,68
IXIAMAS,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,37,40,1,6,38,46,84
JESUS DE MACHACA,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,21,13,8,7,29,20,49
LA ASUNTA,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,105,112,6,5,111,117,228
LA GUARDIA,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,343,324,98,85,441,409,850
LA PAZ,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,1191,1244,344,380,1535,1624,3159
LAGUNILLAS,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,24,27,1,3,25,30,55
LAJA,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,19,15,5,5,24,20,44
LAS CARRERAS,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,14,3,0,0,14,3,17
LICOMA PAMPA,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,2,6,0,0,2,6,8
LLALLAGUA,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,63,52,3,2,66,54,120
LLICA,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,2,4,0,0,2,4,6
LORETO,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,17,10,0,1,17,11,28
LURIBAY,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,13,30,0,0,13,30,43
MACHACAMARCA,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,4,2,2,5,6,7,13
MACHARETI,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,17,12,0,0,17,12,29
MAGDALENA,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,24,24,1,2,25,26,51
MAIRANA,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,45,24,2,3,47,27,74
MALLA,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,5,3,0,0,5,3,8
MAPIRI,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,26,21,8,10,34,31,65
MECAPACA,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,9,17,11,4,20,21,41
MINEROS,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,35,20,1,2,36,22,58
MIZQUE,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,35,40,12,13,47,53,100
MOCOMOCO,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,9,9,4,3,13,12,25
MOJINETE,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,0,1,0,0,0,1,1
MOJOCOYA,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,9,3,2,1,11,4,15
MONTEAGUDO,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,60,52,18,18,78,70,148
MONTERO,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,420,325,76,59,496,384,880
MORO MORO,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,5,2,0,2,5,4,9
MOROCHATA,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,20,22,1,0,21,22,43
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,19,10,0,0,19,10,29
NAZACARA DE PACAJES,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,3,0,0,0,3,0,3
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,7,2,2,0,9,2,11
OCURI,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,22,23,0,0,22,23,45
OKINAWA,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,18,17,1,7,19,24,43
OMEREQUE,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,19,14,3,2,22,16,38
ORURO,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,953,729,129,111,1082,840,1922
PADCAYA,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,65,41,4,0,69,41,110
PADILLA,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,30,27,0,0,30,27,57
PAILON,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,87,62,6,5,93,67,160
PALCA,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,24,32,2,3,26,35,61
PALOS BLANCOS,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,90,85,7,13,97,98,195
PAMPA AULLAGAS,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,7,5,0,0,7,5,12
PAMPA GRANDE,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,26,14,3,1,29,15,44
PAPEL PAMPA,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,13,10,1,3,14,13,27
PASORAPA,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,5,7,0,0,5,7,12
PATACAMAYA,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,27,19,0,0,27,19,46
PAZÑA,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,11,6,1,0,12,6,18
PELECHUCO,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,21,10,4,2,25,12,37
POCOATA,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,39,41,1,0,40,41,81
POCONA,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,22,14,1,0,23,14,37
POJO (CBBA),consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,22,21,5,0,27,21,48
POOPO,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,2,6,0,0,2,6,8
PORCO,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,20,16,2,0,22,16,38
POROMA,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,25,20,0,0,25,20,45
PORONGO,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,23,13,4,10,27,23,50
PORTACHUELO,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,27,30,1,1,28,31,59
PORVENIR,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,14,9,0,1,14,10,24
POSTRER VALLE,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,2,2,0,0,2,2,4
POTOSI,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,377,369,23,38,400,407,807
PRESTO,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,22,13,1,0,23,13,36
PUCARA,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,1,3,0,0,1,3,4
PUCARANI,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,53,28,5,5,58,33,91
PUERTO ACOSTA,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,13,3,8,5,21,8,29
PUERTO CARABUCO,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,11,11,1,3,12,14,26
PUERTO GONZALO MORENO,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,26,30,12,11,38,41,79
PUERTO PEREZ,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,7,6,0,0,7,6,13
PUERTO QUIJARRO,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,10,4,3,3,13,7,20
PUERTO RICO,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,20,18,2,0,22,18,40
PUERTO SILES,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,11,6,1,1,12,7,19
PUERTO SUAREZ,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,24,22,0,0,24,22,46
PUERTO VILLARROEL,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,353,331,20,19,373,350,723
PUNA,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,30,26,0,0,30,26,56
PUNATA,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,68,61,28,30,96,91,187
QUIABAYA,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,1,3,1,3,2,6,8
QUILLACOLLO,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,271,200,126,91,397,291,688
QUIME,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,6,6,0,0,6,6,12
RAQAYPAMPA(ETA),consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,21,10,0,1,21,11,32
RAVELO,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,24,9,0,0,24,9,33
REYES,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,60,38,0,0,60,38,98
RIBERALTA,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,273,250,39,18,312,268,580
ROBORE,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,25,25,7,2,32,27,59
RURRENABAQUE,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,47,57,1,2,48,59,107
SABAYA,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,4,5,1,0,5,5,10
SACABA,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,360,273,62,71,422,344,766
SACABAMBA,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,2,6,1,0,3,6,9
SACACA,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,42,33,0,0,42,33,75
SAIPINA,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,7,10,1,3,8,13,21
SALINAS DE GARCI MENDOZA,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,13,9,0,2,13,11,24
SAMAIPATA,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,19,10,13,5,32,15,47
SAN AGUSTIN,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,2,7,0,0,2,7,9
SAN ANDRES,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,28,26,4,7,32,33,65
SAN ANDRES DE MACHACA,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,7,0,0,0,7,0,7
SAN ANTONIO DE ESMORUCO,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,4,1,0,0,4,1,5
SAN ANTONIO DE LOMERIO,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,16,27,0,0,16,27,43
SAN BENITO,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,18,25,6,6,24,31,55
SAN BORJA,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,127,111,32,18,159,129,288
SAN BUENA VENTURA,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,16,38,2,1,18,39,57
SAN CARLOS,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,37,52,3,9,40,61,101
SAN IGNACIO,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,86,94,12,14,98,108,206
SAN IGNACIO DE VELASCO,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,172,136,10,3,182,139,321
SAN JAVIER(BNI),consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,3,7,3,12,6,19,25
SAN JAVIER(STC),consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,15,16,0,0,15,16,31
SAN JOAQUIN,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,22,32,0,4,22,36,58
SAN JOSE DE CHIQUITOS,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,63,52,5,1,68,53,121
SAN JUAN DE YAPACANI,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,16,11,0,0,16,11,27
SAN JULIAN,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,109,78,38,63,147,141,288
SAN LORENZO(PND),consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,24,18,0,0,24,18,42
SAN LORENZO(TJA),consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,48,60,2,4,50,64,114
SAN LUCAS,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,89,74,3,5,92,79,171
SAN MATIAS,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,24,31,1,0,25,31,56
SAN MIGUEL DE VELASCO,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,16,12,3,1,19,13,32
SAN PABLO DE LIPEZ,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,13,4,0,0,13,4,17
SAN PEDRO,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,34,46,2,7,36,53,89
SAN PEDRO DE BUENA VISTA,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,32,25,0,0,32,25,57
SAN PEDRO DE CURAHUARA,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,12,9,0,1,12,10,22
SAN PEDRO DE MACHA,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,38,35,0,0,38,35,73
SAN PEDRO DE QUEMES,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,3,2,0,0,3,2,5
SAN PEDRO DE TIQUINA,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,8,8,1,6,9,14,23
SAN PEDRO(PND),consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,4,7,0,0,4,7,11
SAN RAFAEL,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,19,16,3,3,22,19,41
SAN RAMON BENI,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,23,16,0,0,23,16,39
SAN RAMON SCZ,consulta externa,ninos de 6 meses a < 1 ano,2022-01-01,10,6,0,1,10,7,17
