,group,variable,month,MENORES DE 6 MESES NUEVO,MENORES DE 6 MESES NUEVO,MENORES DE 6 MESES REPETIDO,MENORES DE 6 MESES REPETIDO,TOTALES,TOTALES,TOTALES
BATALLAS,consulta externa,menores de 6 meses,2023-01-01,12,20,10,11,22,31,53
BAURES,consulta externa,menores de 6 meses,2023-01-01,8,9,1,0,9,9,18
BELEN DE URMIRI,consulta externa,menores de 6 meses,2023-01-01,2,1,0,0,2,1,3
BELLA FLOR,consulta externa,menores de 6 meses,2023-01-01,6,11,1,4,7,15,22
BERMEJO,consulta externa,menores de 6 meses,2023-01-01,131,138,8,12,139,150,289
BETANZOS,consulta externa,menores de 6 meses,2023-01-01,51,29,1,0,52,29,81
BOLIVAR,consulta externa,menores de 6 meses,2023-01-01,7,9,1,0,8,9,17
BOLPEBRA,consulta externa,menores de 6 meses,2023-01-01,1,0,0,0,1,0,1
BOYUIBE,consulta externa,menores de 6 meses,2023-01-01,9,6,1,1,10,7,17
BUENA VISTA,consulta externa,menores de 6 meses,2023-01-01,12,14,0,5,12,19,31
CABEZAS,consulta externa,menores de 6 meses,2023-01-01,30,41,4,0,34,41,75
CAIROMA,consulta externa,menores de 6 meses,2023-01-01,19,26,1,3,20,29,49
"CAIZA ""D""",consulta externa,menores de 6 meses,2023-01-01,13,11,1,0,14,11,25
CAJUATA,consulta externa,menores de 6 meses,2023-01-01,29,11,6,4,35,15,50
CALACOTO,consulta externa,menores de 6 meses,2023-01-01,0,3,1,1,1,4,5
CALAMARCA,consulta externa,menores de 6 meses,2023-01-01,23,17,2,2,25,19,44
CAMARGO,consulta externa,menores de 6 meses,2023-01-01,22,25,4,7,26,32,58
CAMATAQUI (C. VILLA ABECIA),consulta externa,menores de 6 meses,2023-01-01,7,9,0,1,7,10,17
CAMIRI,consulta externa,menores de 6 meses,2023-01-01,77,64,5,9,82,73,155
CAPINOTA,consulta externa,menores de 6 meses,2023-01-01,52,62,16,21,68,83,151
CAQUIAVIRI,consulta externa,menores de 6 meses,2023-01-01,13,15,5,4,18,19,37
CARACOLLO,consulta externa,menores de 6 meses,2023-01-01,78,65,16,6,94,71,165
CARANAVI,consulta externa,menores de 6 meses,2023-01-01,164,169,14,16,178,185,363
CARAPARI,consulta externa,menores de 6 meses,2023-01-01,29,25,4,3,33,28,61
CARIPUYO,consulta externa,menores de 6 meses,2023-01-01,9,8,0,0,9,8,17
CARMEN RIVERO TORREZ,consulta externa,menores de 6 meses,2023-01-01,2,5,0,1,2,6,8
CATACORA,consulta externa,menores de 6 meses,2023-01-01,1,3,0,0,1,3,4
CHACARILLA,consulta externa,menores de 6 meses,2023-01-01,3,2,0,0,3,2,5
CHALLAPATA,consulta externa,menores de 6 meses,2023-01-01,107,90,4,2,111,92,203
CHAQUI,consulta externa,menores de 6 meses,2023-01-01,5,10,0,0,5,10,15
CHARAGUA,consulta externa,menores de 6 meses,2023-01-01,73,61,8,14,81,75,156
CHARAÑA,consulta externa,menores de 6 meses,2023-01-01,0,2,1,1,1,3,4
CHAYANTA,consulta externa,menores de 6 meses,2023-01-01,20,13,0,0,20,13,33
CHIMORE,consulta externa,menores de 6 meses,2023-01-01,144,84,9,9,153,93,246
CHIPAYA,consulta externa,menores de 6 meses,2023-01-01,3,1,0,1,3,2,5
CHOQUE COTA,consulta externa,menores de 6 meses,2023-01-01,5,1,0,0,5,1,6
CHUA COCANI,consulta externa,menores de 6 meses,2023-01-01,7,7,0,0,7,7,14
CHULUMANI (V. DE LA LIBERTAD),consulta externa,menores de 6 meses,2023-01-01,60,44,10,10,70,54,124
CHUMA,consulta externa,menores de 6 meses,2023-01-01,15,18,2,5,17,23,40
CHUQUIHUTA AYLLU JUCUMANI,consulta externa,menores de 6 meses,2023-01-01,13,8,0,0,13,8,21
CKOCHAS,consulta externa,menores de 6 meses,2023-01-01,19,16,0,0,19,16,35
CLIZA,consulta externa,menores de 6 meses,2023-01-01,59,59,4,9,63,68,131
COBIJA,consulta externa,menores de 6 meses,2023-01-01,141,146,55,70,196,216,412
COCAPATA,consulta externa,menores de 6 meses,2023-01-01,42,49,1,1,43,50,93
COCHABAMBA,consulta externa,menores de 6 meses,2023-01-01,2255,1980,912,827,3167,2807,5974
COIPASA,consulta externa,menores de 6 meses,2023-01-01,0,2,0,0,0,2,2
COLCAPIRHUA,consulta externa,menores de 6 meses,2023-01-01,72,60,68,70,140,130,270
"COLCHA ""K""",consulta externa,menores de 6 meses,2023-01-01,20,23,0,1,20,24,44
COLLANA,consulta externa,menores de 6 meses,2023-01-01,8,1,1,0,9,1,10
COLOMI,consulta externa,menores de 6 meses,2023-01-01,47,52,18,14,65,66,131
COLPA BELGICA,consulta externa,menores de 6 meses,2023-01-01,9,16,2,1,11,17,28
COLQUECHACA,consulta externa,menores de 6 meses,2023-01-01,24,17,0,0,24,17,41
COLQUENCHA,consulta externa,menores de 6 meses,2023-01-01,15,18,5,8,20,26,46
COLQUIRI,consulta externa,menores de 6 meses,2023-01-01,29,45,3,1,32,46,78
COMANCHE,consulta externa,menores de 6 meses,2023-01-01,4,3,0,0,4,3,7
COMARAPA,consulta externa,menores de 6 meses,2023-01-01,30,41,2,5,32,46,78
CONCEPCION,consulta externa,menores de 6 meses,2023-01-01,59,40,12,11,71,51,122
COPACABANA,consulta externa,menores de 6 meses,2023-01-01,12,13,0,1,12,14,26
CORIPATA,consulta externa,menores de 6 meses,2023-01-01,88,53,38,30,126,83,209
CORO CORO,consulta externa,menores de 6 meses,2023-01-01,13,14,2,1,15,15,30
COROICO,consulta externa,menores de 6 meses,2023-01-01,38,54,14,15,52,69,121
CORQUE,consulta externa,menores de 6 meses,2023-01-01,7,4,0,0,7,4,11
COTAGAITA,consulta externa,menores de 6 meses,2023-01-01,28,58,2,7,30,65,95
COTOCA,consulta externa,menores de 6 meses,2023-01-01,147,128,11,5,158,133,291
CUATRO CAÑADAS,consulta externa,menores de 6 meses,2023-01-01,50,56,4,1,54,57,111
CUCHUMUELA (V. G. VILLARROEL),consulta externa,menores de 6 meses,2023-01-01,4,9,3,4,7,13,20
CUEVO,consulta externa,menores de 6 meses,2023-01-01,9,13,4,5,13,18,31
CULPINA,consulta externa,menores de 6 meses,2023-01-01,15,31,1,0,16,31,47
CURAHUARA DE CARANGAS,consulta externa,menores de 6 meses,2023-01-01,6,7,0,0,6,7,13
CURVA,consulta externa,menores de 6 meses,2023-01-01,9,1,0,0,9,1,10
DESAGUADERO,consulta externa,menores de 6 meses,2023-01-01,12,12,0,0,12,12,24
EL ALTO,consulta externa,menores de 6 meses,2023-01-01,2856,2840,847,904,3703,3744,7447
EL CHORO,consulta externa,menores de 6 meses,2023-01-01,0,1,0,0,0,1,1
EL PUENTE(STC),consulta externa,menores de 6 meses,2023-01-01,17,11,0,0,17,11,28
EL PUENTE(TJA),consulta externa,menores de 6 meses,2023-01-01,15,21,2,2,17,23,40
EL TORNO,consulta externa,menores de 6 meses,2023-01-01,228,184,275,312,503,496,999
EL VILLAR,consulta externa,menores de 6 meses,2023-01-01,7,11,0,0,7,11,18
ENTRE RIOS TRJ,consulta externa,menores de 6 meses,2023-01-01,37,38,3,1,40,39,79
ENTRE RIOS CBBA,consulta externa,menores de 6 meses,2023-01-01,135,124,9,3,144,127,271
ESCOMA,consulta externa,menores de 6 meses,2023-01-01,23,14,2,0,25,14,39
ESMERALDA,consulta externa,menores de 6 meses,2023-01-01,0,1,0,0,0,1,1
EUCALIPTUS,consulta externa,menores de 6 meses,2023-01-01,3,5,1,0,4,5,9
EUREKA (SANTOS MERCADO),consulta externa,menores de 6 meses,2023-01-01,2,3,0,0,2,3,5
EXALTACION,consulta externa,menores de 6 meses,2023-01-01,0,9,0,0,0,9,9
FERNANDEZ ALONSO,consulta externa,menores de 6 meses,2023-01-01,25,27,7,3,32,30,62
FILADELFIA,consulta externa,menores de 6 meses,2023-01-01,14,6,0,0,14,6,20
GAIOC JATUN AYLLU YURA,consulta externa,menores de 6 meses,2023-01-01,8,16,0,0,8,16,24
GENERAL SAAVEDRA,consulta externa,menores de 6 meses,2023-01-01,52,45,3,6,55,51,106
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,menores de 6 meses,2023-01-01,25,21,3,4,28,25,53
GUANAY,consulta externa,menores de 6 meses,2023-01-01,37,49,23,25,60,74,134
GUAQUI,consulta externa,menores de 6 meses,2023-01-01,5,2,3,0,8,2,10
GUAYARAMERIN,consulta externa,menores de 6 meses,2023-01-01,106,62,5,1,111,63,174
GUTIERREZ,consulta externa,menores de 6 meses,2023-01-01,27,54,3,10,30,64,94
HUACARAJE,consulta externa,menores de 6 meses,2023-01-01,4,8,1,2,5,10,15
HUACARETA,consulta externa,menores de 6 meses,2023-01-01,20,19,5,3,25,22,47
HUACAYA (VILLA DE HUACAYA),consulta externa,menores de 6 meses,2023-01-01,3,3,1,1,4,4,8
HUACHACALLA,consulta externa,menores de 6 meses,2023-01-01,2,0,0,0,2,0,2
HUANUNI,consulta externa,menores de 6 meses,2023-01-01,48,58,8,7,56,65,121
HUARINA,consulta externa,menores de 6 meses,2023-01-01,12,16,5,1,17,17,34
HUATAJATA,consulta externa,menores de 6 meses,2023-01-01,1,1,4,4,5,5,10
HUAYLLAMARCA,consulta externa,menores de 6 meses,2023-01-01,4,3,0,2,4,5,9
HUMANATA,consulta externa,menores de 6 meses,2023-01-01,6,2,0,0,6,2,8
ICHOCA,consulta externa,menores de 6 meses,2023-01-01,9,12,0,0,9,12,21
ICLA,consulta externa,menores de 6 meses,2023-01-01,9,13,1,4,10,17,27
INCAHUASI,consulta externa,menores de 6 meses,2023-01-01,42,45,0,2,42,47,89
INGAVI (HUMAITA),consulta externa,menores de 6 meses,2023-01-01,5,4,0,0,5,4,9
INQUISIVI,consulta externa,menores de 6 meses,2023-01-01,18,20,8,11,26,31,57
IRUPANA (VILLA DE LANZA),consulta externa,menores de 6 meses,2023-01-01,46,64,4,3,50,67,117
IXIAMAS,consulta externa,menores de 6 meses,2023-01-01,41,59,2,4,43,63,106
JESUS DE MACHACA,consulta externa,menores de 6 meses,2023-01-01,16,22,16,14,32,36,68
LA ASUNTA,consulta externa,menores de 6 meses,2023-01-01,125,123,12,2,137,125,262
LA GUARDIA,consulta externa,menores de 6 meses,2023-01-01,363,356,97,108,460,464,924
LA PAZ,consulta externa,menores de 6 meses,2023-01-01,2900,2550,727,792,3627,3342,6969
LA RIVERA,consulta externa,menores de 6 meses,2023-01-01,1,0,0,0,1,0,1
LAGUNILLAS,consulta externa,menores de 6 meses,2023-01-01,8,7,4,1,12,8,20
LAJA,consulta externa,menores de 6 meses,2023-01-01,36,18,3,1,39,19,58
LAS CARRERAS,consulta externa,menores de 6 meses,2023-01-01,5,7,0,0,5,7,12
LICOMA PAMPA,consulta externa,menores de 6 meses,2023-01-01,1,1,0,0,1,1,2
LLALLAGUA,consulta externa,menores de 6 meses,2023-01-01,163,151,3,8,166,159,325
LLICA,consulta externa,menores de 6 meses,2023-01-01,2,6,0,0,2,6,8
LORETO,consulta externa,menores de 6 meses,2023-01-01,7,8,5,2,12,10,22
LURIBAY,consulta externa,menores de 6 meses,2023-01-01,17,16,2,4,19,20,39
MACHACAMARCA,consulta externa,menores de 6 meses,2023-01-01,6,2,7,8,13,10,23
MACHARETI,consulta externa,menores de 6 meses,2023-01-01,8,9,0,1,8,10,18
MAGDALENA,consulta externa,menores de 6 meses,2023-01-01,20,19,4,0,24,19,43
MAIRANA,consulta externa,menores de 6 meses,2023-01-01,16,34,1,3,17,37,54
MALLA,consulta externa,menores de 6 meses,2023-01-01,2,3,0,0,2,3,5
MAPIRI,consulta externa,menores de 6 meses,2023-01-01,66,58,4,6,70,64,134
MECAPACA,consulta externa,menores de 6 meses,2023-01-01,21,16,9,5,30,21,51
MINEROS,consulta externa,menores de 6 meses,2023-01-01,44,34,1,4,45,38,83
MIZQUE,consulta externa,menores de 6 meses,2023-01-01,41,51,25,12,66,63,129
MOCOMOCO,consulta externa,menores de 6 meses,2023-01-01,18,16,4,5,22,21,43
MOJINETE,consulta externa,menores de 6 meses,2023-01-01,3,0,0,0,3,0,3
MOJOCOYA,consulta externa,menores de 6 meses,2023-01-01,8,4,1,1,9,5,14
MONTEAGUDO,consulta externa,menores de 6 meses,2023-01-01,68,55,9,11,77,66,143
MONTERO,consulta externa,menores de 6 meses,2023-01-01,627,492,101,69,728,561,1289
MORO MORO,consulta externa,menores de 6 meses,2023-01-01,7,2,0,0,7,2,9
MOROCHATA,consulta externa,menores de 6 meses,2023-01-01,17,14,1,0,18,14,32
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,menores de 6 meses,2023-01-01,5,1,0,1,5,2,7
NAZACARA DE PACAJES,consulta externa,menores de 6 meses,2023-01-01,0,1,0,0,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,menores de 6 meses,2023-01-01,1,3,0,0,1,3,4
OCURI,consulta externa,menores de 6 meses,2023-01-01,11,12,0,0,11,12,23
OKINAWA,consulta externa,menores de 6 meses,2023-01-01,14,20,2,2,16,22,38
OMEREQUE,consulta externa,menores de 6 meses,2023-01-01,18,11,3,2,21,13,34
ORURO,consulta externa,menores de 6 meses,2023-01-01,1173,1202,368,323,1541,1525,3066
PADCAYA,consulta externa,menores de 6 meses,2023-01-01,58,43,6,3,64,46,110
PADILLA,consulta externa,menores de 6 meses,2023-01-01,33,14,8,2,41,16,57
PAILON,consulta externa,menores de 6 meses,2023-01-01,59,45,68,38,127,83,210
PALCA,consulta externa,menores de 6 meses,2023-01-01,56,37,0,0,56,37,93
PALOS BLANCOS,consulta externa,menores de 6 meses,2023-01-01,85,72,19,16,104,88,192
PAMPA AULLAGAS,consulta externa,menores de 6 meses,2023-01-01,1,4,0,0,1,4,5
PAMPA GRANDE,consulta externa,menores de 6 meses,2023-01-01,12,9,1,0,13,9,22
PAPEL PAMPA,consulta externa,menores de 6 meses,2023-01-01,1,9,3,0,4,9,13
PASORAPA,consulta externa,menores de 6 meses,2023-01-01,4,1,1,0,5,1,6
PATACAMAYA,consulta externa,menores de 6 meses,2023-01-01,54,36,0,0,54,36,90
PAZÑA,consulta externa,menores de 6 meses,2023-01-01,6,5,0,2,6,7,13
PELECHUCO,consulta externa,menores de 6 meses,2023-01-01,20,19,6,3,26,22,48
POCOATA,consulta externa,menores de 6 meses,2023-01-01,22,25,0,1,22,26,48
POCONA,consulta externa,menores de 6 meses,2023-01-01,14,15,1,0,15,15,30
POJO (CBBA),consulta externa,menores de 6 meses,2023-01-01,16,18,4,4,20,22,42
POOPO,consulta externa,menores de 6 meses,2023-01-01,7,13,0,1,7,14,21
PORCO,consulta externa,menores de 6 meses,2023-01-01,32,25,0,2,32,27,59
POROMA,consulta externa,menores de 6 meses,2023-01-01,26,29,0,5,26,34,60
PORONGO,consulta externa,menores de 6 meses,2023-01-01,34,14,0,2,34,16,50
PORTACHUELO,consulta externa,menores de 6 meses,2023-01-01,34,26,40,21,74,47,121
PORVENIR,consulta externa,menores de 6 meses,2023-01-01,7,8,0,4,7,12,19
POSTRER VALLE,consulta externa,menores de 6 meses,2023-01-01,0,4,0,0,0,4,4
POTOSI,consulta externa,menores de 6 meses,2023-01-01,987,1414,332,378,1319,1792,3111
PRESTO,consulta externa,menores de 6 meses,2023-01-01,15,15,0,0,15,15,30
PUCARA,consulta externa,menores de 6 meses,2023-01-01,3,0,1,0,4,0,4
PUCARANI,consulta externa,menores de 6 meses,2023-01-01,47,50,5,3,52,53,105
PUERTO ACOSTA,consulta externa,menores de 6 meses,2023-01-01,2,1,4,4,6,5,11
PUERTO CARABUCO,consulta externa,menores de 6 meses,2023-01-01,6,6,3,1,9,7,16
PUERTO GONZALO MORENO,consulta externa,menores de 6 meses,2023-01-01,19,17,5,8,24,25,49
PUERTO PEREZ,consulta externa,menores de 6 meses,2023-01-01,6,3,0,1,6,4,10
PUERTO QUIJARRO,consulta externa,menores de 6 meses,2023-01-01,19,16,1,2,20,18,38
PUERTO RICO,consulta externa,menores de 6 meses,2023-01-01,6,13,0,0,6,13,19
PUERTO SILES,consulta externa,menores de 6 meses,2023-01-01,9,8,0,0,9,8,17
PUERTO SUAREZ,consulta externa,menores de 6 meses,2023-01-01,32,25,0,1,32,26,58
PUERTO VILLARROEL,consulta externa,menores de 6 meses,2023-01-01,337,339,90,73,427,412,839
PUNA,consulta externa,menores de 6 meses,2023-01-01,19,13,0,0,19,13,32
PUNATA,consulta externa,menores de 6 meses,2023-01-01,135,136,49,52,184,188,372
QUIABAYA,consulta externa,menores de 6 meses,2023-01-01,3,5,1,0,4,5,9
QUILLACOLLO,consulta externa,menores de 6 meses,2023-01-01,486,445,94,88,580,533,1113
QUIME,consulta externa,menores de 6 meses,2023-01-01,14,10,0,1,14,11,25
QUIRUSILLAS,consulta externa,menores de 6 meses,2023-01-01,3,2,0,0,3,2,5
RAQAYPAMPA(ETA),consulta externa,menores de 6 meses,2023-01-01,5,7,3,1,8,8,16
RAVELO,consulta externa,menores de 6 meses,2023-01-01,12,11,0,0,12,11,23
REYES,consulta externa,menores de 6 meses,2023-01-01,20,17,0,0,20,17,37
RIBERALTA,consulta externa,menores de 6 meses,2023-01-01,316,353,71,64,387,417,804
ROBORE,consulta externa,menores de 6 meses,2023-01-01,39,27,3,3,42,30,72
RURRENABAQUE,consulta externa,menores de 6 meses,2023-01-01,35,46,3,0,38,46,84
SABAYA,consulta externa,menores de 6 meses,2023-01-01,10,3,3,2,13,5,18
SACABA,consulta externa,menores de 6 meses,2023-01-01,485,494,154,140,639,634,1273
SACABAMBA,consulta externa,menores de 6 meses,2023-01-01,5,1,3,3,8,4,12
SACACA,consulta externa,menores de 6 meses,2023-01-01,30,24,0,0,30,24,54
SAIPINA,consulta externa,menores de 6 meses,2023-01-01,9,13,0,3,9,16,25
SALINAS DE GARCI MENDOZA,consulta externa,menores de 6 meses,2023-01-01,11,9,1,1,12,10,22
SAMAIPATA,consulta externa,menores de 6 meses,2023-01-01,20,14,4,3,24,17,41
SAN AGUSTIN,consulta externa,menores de 6 meses,2023-01-01,2,1,0,0,2,1,3
SAN ANDRES,consulta externa,menores de 6 meses,2023-01-01,21,31,4,4,25,35,60
SAN ANDRES DE MACHACA,consulta externa,menores de 6 meses,2023-01-01,4,4,2,3,6,7,13
SAN ANTONIO DE ESMORUCO,consulta externa,menores de 6 meses,2023-01-01,3,1,0,0,3,1,4
SAN ANTONIO DE LOMERIO,consulta externa,menores de 6 meses,2023-01-01,1,6,1,0,2,6,8
SAN BENITO,consulta externa,menores de 6 meses,2023-01-01,34,23,11,10,45,33,78
SAN BORJA,consulta externa,menores de 6 meses,2023-01-01,119,130,20,17,139,147,286
SAN BUENA VENTURA,consulta externa,menores de 6 meses,2023-01-01,33,15,9,10,42,25,67
SAN CARLOS,consulta externa,menores de 6 meses,2023-01-01,33,18,1,1,34,19,53
SAN IGNACIO,consulta externa,menores de 6 meses,2023-01-01,68,58,4,3,72,61,133
SAN IGNACIO DE VELASCO,consulta externa,menores de 6 meses,2023-01-01,104,82,20,18,124,100,224
SAN JAVIER(BNI),consulta externa,menores de 6 meses,2023-01-01,3,8,1,1,4,9,13
SAN JAVIER(STC),consulta externa,menores de 6 meses,2023-01-01,31,26,0,2,31,28,59
SAN JOAQUIN,consulta externa,menores de 6 meses,2023-01-01,4,9,1,2,5,11,16
SAN JOSE DE CHIQUITOS,consulta externa,menores de 6 meses,2023-01-01,36,23,1,0,37,23,60
SAN JUAN DE YAPACANI,consulta externa,menores de 6 meses,2023-01-01,13,10,0,0,13,10,23
SAN JULIAN,consulta externa,menores de 6 meses,2023-01-01,136,118,66,35,202,153,355
SAN LORENZO(PND),consulta externa,menores de 6 meses,2023-01-01,13,6,2,2,15,8,23
SAN LORENZO(TJA),consulta externa,menores de 6 meses,2023-01-01,75,53,7,2,82,55,137
SAN LUCAS,consulta externa,menores de 6 meses,2023-01-01,61,43,4,5,65,48,113
SAN MATIAS,consulta externa,menores de 6 meses,2023-01-01,11,22,0,1,11,23,34
SAN MIGUEL DE VELASCO,consulta externa,menores de 6 meses,2023-01-01,25,17,1,3,26,20,46
SAN PABLO DE LIPEZ,consulta externa,menores de 6 meses,2023-01-01,7,3,0,1,7,4,11
SAN PEDRO,consulta externa,menores de 6 meses,2023-01-01,53,43,4,6,57,49,106
SAN PEDRO DE BUENA VISTA,consulta externa,menores de 6 meses,2023-01-01,21,17,2,0,23,17,40
SAN PEDRO DE CURAHUARA,consulta externa,menores de 6 meses,2023-01-01,8,4,1,0,9,4,13
SAN PEDRO DE MACHA,consulta externa,menores de 6 meses,2023-01-01,26,25,1,0,27,25,52
SAN PEDRO DE QUEMES,consulta externa,menores de 6 meses,2023-01-01,0,4,0,0,0,4,4
SAN PEDRO DE TIQUINA,consulta externa,menores de 6 meses,2023-01-01,4,5,1,1,5,6,11
SAN PEDRO(PND),consulta externa,menores de 6 meses,2023-01-01,2,7,0,0,2,7,9
SAN RAFAEL,consulta externa,menores de 6 meses,2023-01-01,39,24,5,15,44,39,83
SAN RAMON BENI,consulta externa,menores de 6 meses,2023-01-01,6,16,1,0,7,16,23
SAN RAMON SCZ,consulta externa,menores de 6 meses,2023-01-01,4,15,0,0,4,15,19
SANTA ANA,consulta externa,menores de 6 meses,2023-01-01,28,26,56,50,84,76,160
SANTA CRUZ DE LA SIERRA,consulta externa,menores de 6 meses,2023-01-01,5308,4741,1236,1223,6544,5964,12508
SANTA ROSA,consulta externa,menores de 6 meses,2023-01-01,20,24,0,0,20,24,44
SANTA ROSA DEL SARA,consulta externa,menores de 6 meses,2023-01-01,169,22,0,0,169,22,191
SANTIAGO DE CALLAPA,consulta externa,menores de 6 meses,2023-01-01,6,7,2,2,8,9,17
SANTIAGO DE HUARI,consulta externa,menores de 6 meses,2023-01-01,9,7,3,1,12,8,20
SANTIAGO DE HUATA,consulta externa,menores de 6 meses,2023-01-01,5,3,0,0,5,3,8
SANTIAGO DE MACHACA,consulta externa,menores de 6 meses,2023-01-01,3,6,0,1,3,7,10
SANTIVAÑES,consulta externa,menores de 6 meses,2023-01-01,29,15,1,0,30,15,45
SANTUARIO DE QUILLACAS,consulta externa,menores de 6 meses,2023-01-01,6,0,0,2,6,2,8
SAPAHAQUI,consulta externa,menores de 6 meses,2023-01-01,14,17,3,0,17,17,34
SENA,consulta externa,menores de 6 meses,2023-01-01,13,9,2,2,15,11,26
SHINAOTA,consulta externa,menores de 6 meses,2023-01-01,99,104,13,9,112,113,225
SICA SICA (VILLA AROMA),consulta externa,menores de 6 meses,2023-01-01,41,25,0,0,41,25,66
SICAYA,consulta externa,menores de 6 meses,2023-01-01,11,4,5,2,16,6,22
SIPE SIPE,consulta externa,menores de 6 meses,2023-01-01,188,141,55,60,243,201,444
SOPACHUY,consulta externa,menores de 6 meses,2023-01-01,19,18,4,3,23,21,44
SORACACHI,consulta externa,menores de 6 meses,2023-01-01,7,10,0,0,7,10,17
SORATA,consulta externa,menores de 6 meses,2023-01-01,43,30,0,3,43,33,76
SUCRE,consulta externa,menores de 6 meses,2023-01-01,831,858,358,401,1189,1259,2448
TACACHI,consulta externa,menores de 6 meses,2023-01-01,5,3,0,0,5,3,8
TACACOMA,consulta externa,menores de 6 meses,2023-01-01,9,13,3,3,12,16,28
TACOBAMBA,consulta externa,menores de 6 meses,2023-01-01,4,14,0,0,4,14,18
TACOPAYA,consulta externa,menores de 6 meses,2023-01-01,12,10,0,0,12,10,22
TAHUA,consulta externa,menores de 6 meses,2023-01-01,1,3,0,0,1,3,4
TAPACARI,consulta externa,menores de 6 meses,2023-01-01,37,46,5,1,42,47,89
TARABUCO,consulta externa,menores de 6 meses,2023-01-01,42,69,0,1,42,70,112
TARACO,consulta externa,menores de 6 meses,2023-01-01,8,21,0,1,8,22,30
TARATA,consulta externa,menores de 6 meses,2023-01-01,22,21,5,3,27,24,51
TARIJA,consulta externa,menores de 6 meses,2023-01-01,874,767,248,256,1122,1023,2145
TARVITA,consulta externa,menores de 6 meses,2023-01-01,41,61,0,2,41,63,104
TEOPONTE,consulta externa,menores de 6 meses,2023-01-01,22,21,5,2,27,23,50
TIAHUANACU,consulta externa,menores de 6 meses,2023-01-01,13,18,13,9,26,27,53
TINGUIPAYA,consulta externa,menores de 6 meses,2023-01-01,17,15,0,0,17,15,32
TIPUANI,consulta externa,menores de 6 meses,2023-01-01,6,24,1,1,7,25,32
TIQUIPAYA,consulta externa,menores de 6 meses,2023-01-01,284,267,15,15,299,282,581
TIRAQUE (CBBA),consulta externa,menores de 6 meses,2023-01-01,38,38,44,38,82,76,158
TITO YUPANQUI (PARQUIPUJIO),consulta externa,menores de 6 meses,2023-01-01,0,3,0,0,0,3,3
TOCO,consulta externa,menores de 6 meses,2023-01-01,9,12,7,4,16,16,32
TODOS SANTOS,consulta externa,menores de 6 meses,2023-01-01,1,2,0,0,1,2,3
TOLATA,consulta externa,menores de 6 meses,2023-01-01,11,8,1,1,12,9,21
TOLEDO,consulta externa,menores de 6 meses,2023-01-01,2,1,0,0,2,1,3
TOMAVE,consulta externa,menores de 6 meses,2023-01-01,18,5,0,0,18,5,23
TOMINA,consulta externa,menores de 6 meses,2023-01-01,19,17,2,1,21,18,39
TORO TORO,consulta externa,menores de 6 meses,2023-01-01,10,12,1,0,11,12,23
TOTORA(CBBA),consulta externa,menores de 6 meses,2023-01-01,56,35,14,5,70,40,110
