,group,variable,month,PERSONAS DE 60 AÑOS Y MÁS NUEVO,PERSONAS DE 60 AÑOS Y MÁS NUEVO,PERSONAS DE 60 AÑOS Y MÁS REPETIDO,PERSONAS DE 60 AÑOS Y MÁS REPETIDO,TOTALES,TOTALES,TOTALES
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,personas de 60 anos y mas,2023-01-01,730,819,18,30,748,849,1597
AZURDUY,consulta externa,personas de 60 anos y mas,2023-01-01,175,300,40,79,215,379,594
BATALLAS,consulta externa,personas de 60 anos y mas,2023-01-01,138,159,154,174,292,333,625
BAURES,consulta externa,personas de 60 anos y mas,2023-01-01,137,149,27,19,164,168,332
BELEN DE ANDAMARCA,consulta externa,personas de 60 anos y mas,2023-01-01,90,115,9,21,99,136,235
BELEN DE URMIRI,consulta externa,personas de 60 anos y mas,2023-01-01,99,106,1,0,100,106,206
BELLA FLOR,consulta externa,personas de 60 anos y mas,2023-01-01,42,19,24,23,66,42,108
BERMEJO,consulta externa,personas de 60 anos y mas,2023-01-01,871,1014,283,339,1154,1353,2507
BETANZOS,consulta externa,personas de 60 anos y mas,2023-01-01,1120,1364,55,53,1175,1417,2592
BOLIVAR,consulta externa,personas de 60 anos y mas,2023-01-01,94,106,79,75,173,181,354
BOLPEBRA,consulta externa,personas de 60 anos y mas,2023-01-01,16,5,4,8,20,13,33
BOYUIBE,consulta externa,personas de 60 anos y mas,2023-01-01,94,100,104,137,198,237,435
BUENA VISTA,consulta externa,personas de 60 anos y mas,2023-01-01,249,226,26,23,275,249,524
CABEZAS,consulta externa,personas de 60 anos y mas,2023-01-01,335,373,50,71,385,444,829
CAIROMA,consulta externa,personas de 60 anos y mas,2023-01-01,260,248,12,14,272,262,534
"CAIZA ""D""",consulta externa,personas de 60 anos y mas,2023-01-01,392,642,12,29,404,671,1075
CAJUATA,consulta externa,personas de 60 anos y mas,2023-01-01,140,94,57,48,197,142,339
CALACOTO,consulta externa,personas de 60 anos y mas,2023-01-01,345,414,31,44,376,458,834
CALAMARCA,consulta externa,personas de 60 anos y mas,2023-01-01,268,327,7,3,275,330,605
CAMARGO,consulta externa,personas de 60 anos y mas,2023-01-01,319,528,129,278,448,806,1254
CAMATAQUI (C. VILLA ABECIA),consulta externa,personas de 60 anos y mas,2023-01-01,171,268,32,42,203,310,513
CAMIRI,consulta externa,personas de 60 anos y mas,2023-01-01,862,1050,479,526,1341,1576,2917
CAPINOTA,consulta externa,personas de 60 anos y mas,2023-01-01,409,551,60,80,469,631,1100
CAQUIAVIRI,consulta externa,personas de 60 anos y mas,2023-01-01,402,470,13,12,415,482,897
CARACOLLO,consulta externa,personas de 60 anos y mas,2023-01-01,354,385,55,84,409,469,878
CARANAVI,consulta externa,personas de 60 anos y mas,2023-01-01,1157,761,182,143,1339,904,2243
CARANGAS,consulta externa,personas de 60 anos y mas,2023-01-01,20,22,1,1,21,23,44
CARAPARI,consulta externa,personas de 60 anos y mas,2023-01-01,334,348,118,183,452,531,983
CARIPUYO,consulta externa,personas de 60 anos y mas,2023-01-01,290,376,3,3,293,379,672
CARMEN RIVERO TORREZ,consulta externa,personas de 60 anos y mas,2023-01-01,113,97,10,8,123,105,228
CATACORA,consulta externa,personas de 60 anos y mas,2023-01-01,61,86,2,1,63,87,150
CHACARILLA,consulta externa,personas de 60 anos y mas,2023-01-01,58,56,18,27,76,83,159
CHALLAPATA,consulta externa,personas de 60 anos y mas,2023-01-01,857,876,83,74,940,950,1890
CHAQUI,consulta externa,personas de 60 anos y mas,2023-01-01,471,641,4,6,475,647,1122
CHARAGUA,consulta externa,personas de 60 anos y mas,2023-01-01,469,503,129,156,598,659,1257
CHARAÑA,consulta externa,personas de 60 anos y mas,2023-01-01,38,41,17,16,55,57,112
CHAYANTA,consulta externa,personas de 60 anos y mas,2023-01-01,167,256,1,6,168,262,430
CHIMORE,consulta externa,personas de 60 anos y mas,2023-01-01,336,282,23,36,359,318,677
CHIPAYA,consulta externa,personas de 60 anos y mas,2023-01-01,37,42,7,9,44,51,95
CHOQUE COTA,consulta externa,personas de 60 anos y mas,2023-01-01,49,70,0,3,49,73,122
CHUA COCANI,consulta externa,personas de 60 anos y mas,2023-01-01,53,77,28,48,81,125,206
CHULUMANI (V. DE LA LIBERTAD),consulta externa,personas de 60 anos y mas,2023-01-01,172,165,107,85,279,250,529
CHUMA,consulta externa,personas de 60 anos y mas,2023-01-01,441,465,89,81,530,546,1076
CHUQUIHUTA AYLLU JUCUMANI,consulta externa,personas de 60 anos y mas,2023-01-01,80,135,6,11,86,146,232
CKOCHAS,consulta externa,personas de 60 anos y mas,2023-01-01,520,634,5,1,525,635,1160
CLIZA,consulta externa,personas de 60 anos y mas,2023-01-01,326,555,148,232,474,787,1261
COBIJA,consulta externa,personas de 60 anos y mas,2023-01-01,596,599,478,526,1074,1125,2199
COCAPATA,consulta externa,personas de 60 anos y mas,2023-01-01,248,250,9,6,257,256,513
COCHABAMBA,consulta externa,personas de 60 anos y mas,2023-01-01,14786,19043,14523,19215,29309,38258,67567
COIPASA,consulta externa,personas de 60 anos y mas,2023-01-01,23,24,1,0,24,24,48
COLCAPIRHUA,consulta externa,personas de 60 anos y mas,2023-01-01,415,664,282,435,697,1099,1796
"COLCHA ""K""",consulta externa,personas de 60 anos y mas,2023-01-01,477,520,34,43,511,563,1074
COLLANA,consulta externa,personas de 60 anos y mas,2023-01-01,78,97,18,33,96,130,226
COLOMI,consulta externa,personas de 60 anos y mas,2023-01-01,231,289,142,175,373,464,837
COLPA BELGICA,consulta externa,personas de 60 anos y mas,2023-01-01,81,129,69,75,150,204,354
COLQUECHACA,consulta externa,personas de 60 anos y mas,2023-01-01,387,446,8,14,395,460,855
COLQUENCHA,consulta externa,personas de 60 anos y mas,2023-01-01,145,161,30,74,175,235,410
COLQUIRI,consulta externa,personas de 60 anos y mas,2023-01-01,323,365,74,29,397,394,791
COMANCHE,consulta externa,personas de 60 anos y mas,2023-01-01,101,86,17,7,118,93,211
COMARAPA,consulta externa,personas de 60 anos y mas,2023-01-01,255,378,46,69,301,447,748
COMBAYA,consulta externa,personas de 60 anos y mas,2023-01-01,113,105,45,44,158,149,307
CONCEPCION,consulta externa,personas de 60 anos y mas,2023-01-01,184,155,65,52,249,207,456
COPACABANA,consulta externa,personas de 60 anos y mas,2023-01-01,172,218,11,10,183,228,411
CORIPATA,consulta externa,personas de 60 anos y mas,2023-01-01,253,178,64,65,317,243,560
CORO CORO,consulta externa,personas de 60 anos y mas,2023-01-01,288,310,38,24,326,334,660
COROICO,consulta externa,personas de 60 anos y mas,2023-01-01,285,249,139,146,424,395,819
CORQUE,consulta externa,personas de 60 anos y mas,2023-01-01,289,360,30,31,319,391,710
COTAGAITA,consulta externa,personas de 60 anos y mas,2023-01-01,949,1344,67,93,1016,1437,2453
COTOCA,consulta externa,personas de 60 anos y mas,2023-01-01,924,1066,71,70,995,1136,2131
CRUZ DE MACHACAMARCA,consulta externa,personas de 60 anos y mas,2023-01-01,21,19,0,0,21,19,40
CUATRO CAÑADAS,consulta externa,personas de 60 anos y mas,2023-01-01,291,289,46,89,337,378,715
CUCHUMUELA (V. G. VILLARROEL),consulta externa,personas de 60 anos y mas,2023-01-01,54,78,4,8,58,86,144
CUEVO,consulta externa,personas de 60 anos y mas,2023-01-01,112,133,40,61,152,194,346
CULPINA,consulta externa,personas de 60 anos y mas,2023-01-01,323,419,24,60,347,479,826
CURAHUARA DE CARANGAS,consulta externa,personas de 60 anos y mas,2023-01-01,113,133,11,12,124,145,269
CURVA,consulta externa,personas de 60 anos y mas,2023-01-01,53,65,4,2,57,67,124
DESAGUADERO,consulta externa,personas de 60 anos y mas,2023-01-01,74,86,31,38,105,124,229
EL ALTO,consulta externa,personas de 60 anos y mas,2023-01-01,6059,7251,4079,4323,10138,11574,21712
EL CHORO,consulta externa,personas de 60 anos y mas,2023-01-01,122,123,7,5,129,128,257
EL PUENTE(STC),consulta externa,personas de 60 anos y mas,2023-01-01,261,218,6,6,267,224,491
EL PUENTE(TJA),consulta externa,personas de 60 anos y mas,2023-01-01,232,366,100,147,332,513,845
EL TORNO,consulta externa,personas de 60 anos y mas,2023-01-01,1334,1455,628,768,1962,2223,4185
EL VILLAR,consulta externa,personas de 60 anos y mas,2023-01-01,192,254,24,37,216,291,507
ENTRE RIOS TRJ,consulta externa,personas de 60 anos y mas,2023-01-01,413,548,128,202,541,750,1291
ENTRE RIOS CBBA,consulta externa,personas de 60 anos y mas,2023-01-01,519,462,43,36,562,498,1060
ESCARA,consulta externa,personas de 60 anos y mas,2023-01-01,29,35,1,0,30,35,65
ESCOMA,consulta externa,personas de 60 anos y mas,2023-01-01,126,135,28,21,154,156,310
ESMERALDA,consulta externa,personas de 60 anos y mas,2023-01-01,81,79,3,4,84,83,167
EUCALIPTUS,consulta externa,personas de 60 anos y mas,2023-01-01,136,162,10,13,146,175,321
EUREKA (SANTOS MERCADO),consulta externa,personas de 60 anos y mas,2023-01-01,19,8,10,9,29,17,46
EXALTACION,consulta externa,personas de 60 anos y mas,2023-01-01,24,22,1,5,25,27,52
FERNANDEZ ALONSO,consulta externa,personas de 60 anos y mas,2023-01-01,220,217,87,84,307,301,608
FILADELFIA,consulta externa,personas de 60 anos y mas,2023-01-01,88,77,72,69,160,146,306
GAIOC JATUN AYLLU YURA,consulta externa,personas de 60 anos y mas,2023-01-01,155,292,3,4,158,296,454
GENERAL SAAVEDRA,consulta externa,personas de 60 anos y mas,2023-01-01,370,356,31,48,401,404,805
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,personas de 60 anos y mas,2023-01-01,252,225,13,15,265,240,505
GUANAY,consulta externa,personas de 60 anos y mas,2023-01-01,236,231,38,40,274,271,545
GUAQUI,consulta externa,personas de 60 anos y mas,2023-01-01,133,179,70,54,203,233,436
GUAYARAMERIN,consulta externa,personas de 60 anos y mas,2023-01-01,566,536,93,147,659,683,1342
GUTIERREZ,consulta externa,personas de 60 anos y mas,2023-01-01,181,246,66,104,247,350,597
HUACARAJE,consulta externa,personas de 60 anos y mas,2023-01-01,60,71,13,5,73,76,149
HUACARETA,consulta externa,personas de 60 anos y mas,2023-01-01,145,204,54,96,199,300,499
HUACAYA (VILLA DE HUACAYA),consulta externa,personas de 60 anos y mas,2023-01-01,82,94,25,45,107,139,246
HUACHACALLA,consulta externa,personas de 60 anos y mas,2023-01-01,60,76,11,20,71,96,167
HUANUNI,consulta externa,personas de 60 anos y mas,2023-01-01,400,475,152,150,552,625,1177
HUARINA,consulta externa,personas de 60 anos y mas,2023-01-01,166,176,169,174,335,350,685
HUATAJATA,consulta externa,personas de 60 anos y mas,2023-01-01,33,29,37,67,70,96,166
HUAYLLAMARCA,consulta externa,personas de 60 anos y mas,2023-01-01,239,217,7,12,246,229,475
HUMANATA,consulta externa,personas de 60 anos y mas,2023-01-01,70,71,66,58,136,129,265
ICHOCA,consulta externa,personas de 60 anos y mas,2023-01-01,242,244,4,1,246,245,491
ICLA,consulta externa,personas de 60 anos y mas,2023-01-01,94,173,71,80,165,253,418
INCAHUASI,consulta externa,personas de 60 anos y mas,2023-01-01,226,297,21,31,247,328,575
INGAVI (HUMAITA),consulta externa,personas de 60 anos y mas,2023-01-01,29,15,8,4,37,19,56
INQUISIVI,consulta externa,personas de 60 anos y mas,2023-01-01,259,229,76,58,335,287,622
IRUPANA (VILLA DE LANZA),consulta externa,personas de 60 anos y mas,2023-01-01,359,288,59,80,418,368,786
IXIAMAS,consulta externa,personas de 60 anos y mas,2023-01-01,133,101,5,2,138,103,241
JESUS DE MACHACA,consulta externa,personas de 60 anos y mas,2023-01-01,273,286,123,155,396,441,837
LA ASUNTA,consulta externa,personas de 60 anos y mas,2023-01-01,349,212,37,30,386,242,628
LA GUARDIA,consulta externa,personas de 60 anos y mas,2023-01-01,1183,1460,374,428,1557,1888,3445
LA PAZ,consulta externa,personas de 60 anos y mas,2023-01-01,16979,23210,15484,21719,32463,44929,77392
LA RIVERA,consulta externa,personas de 60 anos y mas,2023-01-01,3,3,14,30,17,33,50
LAGUNILLAS,consulta externa,personas de 60 anos y mas,2023-01-01,120,158,18,30,138,188,326
LAJA,consulta externa,personas de 60 anos y mas,2023-01-01,238,310,120,155,358,465,823
LAS CARRERAS,consulta externa,personas de 60 anos y mas,2023-01-01,124,157,25,60,149,217,366
LICOMA PAMPA,consulta externa,personas de 60 anos y mas,2023-01-01,88,78,1,1,89,79,168
LLALLAGUA,consulta externa,personas de 60 anos y mas,2023-01-01,688,899,145,164,833,1063,1896
LLICA,consulta externa,personas de 60 anos y mas,2023-01-01,114,146,4,4,118,150,268
LORETO,consulta externa,personas de 60 anos y mas,2023-01-01,38,39,21,17,59,56,115
LURIBAY,consulta externa,personas de 60 anos y mas,2023-01-01,318,280,86,101,404,381,785
MACHACAMARCA,consulta externa,personas de 60 anos y mas,2023-01-01,81,143,36,90,117,233,350
MACHARETI,consulta externa,personas de 60 anos y mas,2023-01-01,153,186,93,126,246,312,558
MAGDALENA,consulta externa,personas de 60 anos y mas,2023-01-01,149,155,76,99,225,254,479
MAIRANA,consulta externa,personas de 60 anos y mas,2023-01-01,102,112,136,167,238,279,517
MALLA,consulta externa,personas de 60 anos y mas,2023-01-01,107,97,4,1,111,98,209
MAPIRI,consulta externa,personas de 60 anos y mas,2023-01-01,183,134,42,32,225,166,391
MECAPACA,consulta externa,personas de 60 anos y mas,2023-01-01,193,163,21,16,214,179,393
MINEROS,consulta externa,personas de 60 anos y mas,2023-01-01,273,286,11,25,284,311,595
MIZQUE,consulta externa,personas de 60 anos y mas,2023-01-01,485,584,207,276,692,860,1552
MOCOMOCO,consulta externa,personas de 60 anos y mas,2023-01-01,437,422,103,127,540,549,1089
MOJINETE,consulta externa,personas de 60 anos y mas,2023-01-01,21,45,5,10,26,55,81
MOJOCOYA,consulta externa,personas de 60 anos y mas,2023-01-01,193,256,15,15,208,271,479
MONTEAGUDO,consulta externa,personas de 60 anos y mas,2023-01-01,649,831,243,368,892,1199,2091
MONTERO,consulta externa,personas de 60 anos y mas,2023-01-01,2187,2360,1083,1218,3270,3578,6848
MORO MORO,consulta externa,personas de 60 anos y mas,2023-01-01,30,63,57,89,87,152,239
MOROCHATA,consulta externa,personas de 60 anos y mas,2023-01-01,253,273,3,5,256,278,534
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,personas de 60 anos y mas,2023-01-01,31,14,11,8,42,22,64
NAZACARA DE PACAJES,consulta externa,personas de 60 anos y mas,2023-01-01,8,10,7,2,15,12,27
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,personas de 60 anos y mas,2023-01-01,28,24,9,8,37,32,69
OCURI,consulta externa,personas de 60 anos y mas,2023-01-01,428,430,2,8,430,438,868
OKINAWA,consulta externa,personas de 60 anos y mas,2023-01-01,148,152,95,93,243,245,488
OMEREQUE,consulta externa,personas de 60 anos y mas,2023-01-01,92,137,43,57,135,194,329
ORURO,consulta externa,personas de 60 anos y mas,2023-01-01,6926,8599,3578,4179,10504,12778,23282
PADCAYA,consulta externa,personas de 60 anos y mas,2023-01-01,407,560,139,171,546,731,1277
PADILLA,consulta externa,personas de 60 anos y mas,2023-01-01,266,371,105,63,371,434,805
PAILON,consulta externa,personas de 60 anos y mas,2023-01-01,287,290,197,194,484,484,968
PALCA,consulta externa,personas de 60 anos y mas,2023-01-01,453,405,9,9,462,414,876
PALOS BLANCOS,consulta externa,personas de 60 anos y mas,2023-01-01,399,315,118,108,517,423,940
PAMPA AULLAGAS,consulta externa,personas de 60 anos y mas,2023-01-01,76,95,6,8,82,103,185
PAMPA GRANDE,consulta externa,personas de 60 anos y mas,2023-01-01,110,89,97,124,207,213,420
PAPEL PAMPA,consulta externa,personas de 60 anos y mas,2023-01-01,191,200,53,69,244,269,513
PASORAPA,consulta externa,personas de 60 anos y mas,2023-01-01,202,201,2,0,204,201,405
PATACAMAYA,consulta externa,personas de 60 anos y mas,2023-01-01,311,264,59,66,370,330,700
PAZÑA,consulta externa,personas de 60 anos y mas,2023-01-01,135,123,13,13,148,136,284
PELECHUCO,consulta externa,personas de 60 anos y mas,2023-01-01,136,85,2,1,138,86,224
POCOATA,consulta externa,personas de 60 anos y mas,2023-01-01,894,1154,2,4,896,1158,2054
POCONA,consulta externa,personas de 60 anos y mas,2023-01-01,323,396,3,6,326,402,728
POJO (CBBA),consulta externa,personas de 60 anos y mas,2023-01-01,117,152,35,42,152,194,346
POOPO,consulta externa,personas de 60 anos y mas,2023-01-01,134,181,42,47,176,228,404
PORCO,consulta externa,personas de 60 anos y mas,2023-01-01,63,124,0,2,63,126,189
POROMA,consulta externa,personas de 60 anos y mas,2023-01-01,552,621,37,50,589,671,1260
PORONGO,consulta externa,personas de 60 anos y mas,2023-01-01,246,266,164,156,410,422,832
PORTACHUELO,consulta externa,personas de 60 anos y mas,2023-01-01,136,138,174,184,310,322,632
PORVENIR,consulta externa,personas de 60 anos y mas,2023-01-01,65,54,60,53,125,107,232
POSTRER VALLE,consulta externa,personas de 60 anos y mas,2023-01-01,65,67,15,16,80,83,163
POTOSI,consulta externa,personas de 60 anos y mas,2023-01-01,3822,5150,1339,1940,5161,7090,12251
PRESTO,consulta externa,personas de 60 anos y mas,2023-01-01,375,431,29,36,404,467,871
PUCARA,consulta externa,personas de 60 anos y mas,2023-01-01,25,31,37,57,62,88,150
PUCARANI,consulta externa,personas de 60 anos y mas,2023-01-01,396,458,189,275,585,733,1318
PUERTO ACOSTA,consulta externa,personas de 60 anos y mas,2023-01-01,333,419,5,5,338,424,762
PUERTO CARABUCO,consulta externa,personas de 60 anos y mas,2023-01-01,419,393,71,68,490,461,951
PUERTO GONZALO MORENO,consulta externa,personas de 60 anos y mas,2023-01-01,100,65,86,64,186,129,315
PUERTO PEREZ,consulta externa,personas de 60 anos y mas,2023-01-01,193,196,63,62,256,258,514
PUERTO QUIJARRO,consulta externa,personas de 60 anos y mas,2023-01-01,168,167,54,98,222,265,487
PUERTO RICO,consulta externa,personas de 60 anos y mas,2023-01-01,41,27,22,8,63,35,98
PUERTO SILES,consulta externa,personas de 60 anos y mas,2023-01-01,18,18,1,0,19,18,37
PUERTO SUAREZ,consulta externa,personas de 60 anos y mas,2023-01-01,71,103,74,79,145,182,327
PUERTO VILLARROEL,consulta externa,personas de 60 anos y mas,2023-01-01,920,763,146,125,1066,888,1954
PUNA,consulta externa,personas de 60 anos y mas,2023-01-01,873,1281,2,6,875,1287,2162
PUNATA,consulta externa,personas de 60 anos y mas,2023-01-01,708,939,602,881,1310,1820,3130
QUIABAYA,consulta externa,personas de 60 anos y mas,2023-01-01,100,99,8,9,108,108,216
QUILLACOLLO,consulta externa,personas de 60 anos y mas,2023-01-01,2164,2932,1257,1689,3421,4621,8042
QUIME,consulta externa,personas de 60 anos y mas,2023-01-01,151,118,49,23,200,141,341
QUIRUSILLAS,consulta externa,personas de 60 anos y mas,2023-01-01,43,49,57,60,100,109,209
RAQAYPAMPA(ETA),consulta externa,personas de 60 anos y mas,2023-01-01,151,187,11,7,162,194,356
RAVELO,consulta externa,personas de 60 anos y mas,2023-01-01,1003,1118,0,0,1003,1118,2121
REYES,consulta externa,personas de 60 anos y mas,2023-01-01,224,229,9,15,233,244,477
RIBERALTA,consulta externa,personas de 60 anos y mas,2023-01-01,1085,1282,571,643,1656,1925,3581
ROBORE,consulta externa,personas de 60 anos y mas,2023-01-01,335,391,148,168,483,559,1042
RURRENABAQUE,consulta externa,personas de 60 anos y mas,2023-01-01,503,463,212,166,715,629,1344
SABAYA,consulta externa,personas de 60 anos y mas,2023-01-01,177,143,46,43,223,186,409
SACABA,consulta externa,personas de 60 anos y mas,2023-01-01,1536,2130,1353,1970,2889,4100,6989
SACABAMBA,consulta externa,personas de 60 anos y mas,2023-01-01,130,164,37,68,167,232,399
SACACA,consulta externa,personas de 60 anos y mas,2023-01-01,453,615,4,4,457,619,1076
SAIPINA,consulta externa,personas de 60 anos y mas,2023-01-01,71,61,49,85,120,146,266
SALINAS DE GARCI MENDOZA,consulta externa,personas de 60 anos y mas,2023-01-01,341,396,18,35,359,431,790
SAMAIPATA,consulta externa,personas de 60 anos y mas,2023-01-01,207,190,98,87,305,277,582
SAN AGUSTIN,consulta externa,personas de 60 anos y mas,2023-01-01,54,70,0,1,54,71,125
SAN ANDRES,consulta externa,personas de 60 anos y mas,2023-01-01,135,123,38,42,173,165,338
SAN ANDRES DE MACHACA,consulta externa,personas de 60 anos y mas,2023-01-01,112,166,96,112,208,278,486
SAN ANTONIO DE ESMORUCO,consulta externa,personas de 60 anos y mas,2023-01-01,37,37,1,0,38,37,75
SAN ANTONIO DE LOMERIO,consulta externa,personas de 60 anos y mas,2023-01-01,73,67,26,31,99,98,197
SAN BENITO,consulta externa,personas de 60 anos y mas,2023-01-01,223,325,160,256,383,581,964
SAN BORJA,consulta externa,personas de 60 anos y mas,2023-01-01,633,647,140,149,773,796,1569
SAN BUENA VENTURA,consulta externa,personas de 60 anos y mas,2023-01-01,113,112,27,36,140,148,288
SAN CARLOS,consulta externa,personas de 60 anos y mas,2023-01-01,326,263,5,40,331,303,634
SAN IGNACIO,consulta externa,personas de 60 anos y mas,2023-01-01,287,248,64,82,351,330,681
SAN IGNACIO DE VELASCO,consulta externa,personas de 60 anos y mas,2023-01-01,782,675,382,361,1164,1036,2200
SAN JAVIER(BNI),consulta externa,personas de 60 anos y mas,2023-01-01,44,21,14,13,58,34,92
SAN JAVIER(STC),consulta externa,personas de 60 anos y mas,2023-01-01,134,168,7,15,141,183,324
SAN JOAQUIN,consulta externa,personas de 60 anos y mas,2023-01-01,115,150,21,38,136,188,324
SAN JOSE DE CHIQUITOS,consulta externa,personas de 60 anos y mas,2023-01-01,207,219,25,33,232,252,484
SAN JUAN DE YAPACANI,consulta externa,personas de 60 anos y mas,2023-01-01,198,181,3,1,201,182,383
SAN JULIAN,consulta externa,personas de 60 anos y mas,2023-01-01,695,633,249,239,944,872,1816
SAN LORENZO(PND),consulta externa,personas de 60 anos y mas,2023-01-01,45,34,26,20,71,54,125
SAN LORENZO(TJA),consulta externa,personas de 60 anos y mas,2023-01-01,454,771,24,58,478,829,1307
SAN LUCAS,consulta externa,personas de 60 anos y mas,2023-01-01,1109,1535,46,67,1155,1602,2757
SAN MATIAS,consulta externa,personas de 60 anos y mas,2023-01-01,159,156,90,137,249,293,542
SAN MIGUEL DE VELASCO,consulta externa,personas de 60 anos y mas,2023-01-01,151,163,106,156,257,319,576
SAN PABLO DE LIPEZ,consulta externa,personas de 60 anos y mas,2023-01-01,96,93,1,0,97,93,190
SAN PEDRO,consulta externa,personas de 60 anos y mas,2023-01-01,349,270,81,103,430,373,803
SAN PEDRO DE BUENA VISTA,consulta externa,personas de 60 anos y mas,2023-01-01,627,721,0,3,627,724,1351
SAN PEDRO DE CURAHUARA,consulta externa,personas de 60 anos y mas,2023-01-01,161,181,19,23,180,204,384
SAN PEDRO DE MACHA,consulta externa,personas de 60 anos y mas,2023-01-01,716,880,0,0,716,880,1596
SAN PEDRO DE QUEMES,consulta externa,personas de 60 anos y mas,2023-01-01,23,38,1,0,24,38,62
SAN PEDRO DE TIQUINA,consulta externa,personas de 60 anos y mas,2023-01-01,69,102,155,184,224,286,510
SAN PEDRO(PND),consulta externa,personas de 60 anos y mas,2023-01-01,23,15,5,2,28,17,45
SAN RAFAEL,consulta externa,personas de 60 anos y mas,2023-01-01,108,96,41,39,149,135,284
SAN RAMON BENI,consulta externa,personas de 60 anos y mas,2023-01-01,92,154,9,15,101,169,270
SAN RAMON SCZ,consulta externa,personas de 60 anos y mas,2023-01-01,77,59,7,3,84,62,146
SANTA ANA,consulta externa,personas de 60 anos y mas,2023-01-01,227,291,109,74,336,365,701
SANTA CRUZ DE LA SIERRA,consulta externa,personas de 60 anos y mas,2023-01-01,24373,32034,10890,15227,35263,47261,82524
SANTA ROSA,consulta externa,personas de 60 anos y mas,2023-01-01,172,197,30,45,202,242,444
SANTA ROSA DEL SARA,consulta externa,personas de 60 anos y mas,2023-01-01,513,411,31,23,544,434,978
SANTIAGO DE CALLAPA,consulta externa,personas de 60 anos y mas,2023-01-01,278,352,13,23,291,375,666
SANTIAGO DE HUARI,consulta externa,personas de 60 anos y mas,2023-01-01,350,410,33,33,383,443,826
SANTIAGO DE HUATA,consulta externa,personas de 60 anos y mas,2023-01-01,214,181,88,129,302,310,612
SANTIAGO DE MACHACA,consulta externa,personas de 60 anos y mas,2023-01-01,174,223,26,28,200,251,451
SANTIVAÑES,consulta externa,personas de 60 anos y mas,2023-01-01,174,333,26,55,200,388,588
SANTUARIO DE QUILLACAS,consulta externa,personas de 60 anos y mas,2023-01-01,159,195,25,26,184,221,405
SAPAHAQUI,consulta externa,personas de 60 anos y mas,2023-01-01,281,246,19,19,300,265,565
SENA,consulta externa,personas de 60 anos y mas,2023-01-01,65,39,15,17,80,56,136
SHINAOTA,consulta externa,personas de 60 anos y mas,2023-01-01,357,355,63,68,420,423,843
SICA SICA (VILLA AROMA),consulta externa,personas de 60 anos y mas,2023-01-01,400,426,66,54,466,480,946
SICAYA,consulta externa,personas de 60 anos y mas,2023-01-01,79,115,50,55,129,170,299
SIPE SIPE,consulta externa,personas de 60 anos y mas,2023-01-01,596,910,274,351,870,1261,2131
SOPACHUY,consulta externa,personas de 60 anos y mas,2023-01-01,146,234,74,111,220,345,565
