municipality,group,variable,month,Niñas(os) de 1 año que reciben alimento complementario,TOTAL
COLQUECHACA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,203,203
COLQUENCHA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,117,117
COLQUIRI,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,128,128
COMANCHE,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,14,14
COMARAPA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,79,79
COMBAYA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,14,14
CONCEPCION,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,14,14
COPACABANA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,72,72
CORIPATA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,95,95
CORO CORO,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,63,63
COROICO,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,57,57
CORQUE,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,44,44
COTAGAITA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,215,215
COTOCA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,53,53
CUATRO CAÑADAS,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,221,221
CUCHUMUELA (V. G. VILLARROEL),micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,30,30
CUEVO,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,40,40
CULPINA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,205,205
CURAHUARA DE CARANGAS,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,26,26
CURVA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,25,25
DESAGUADERO,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,30,30
EL ALTO,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,2737,2737
EL CHORO,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,30,30
EL PUENTE(STC),micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,125,125
EL PUENTE(TJA),micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,77,77
EL TORNO,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,14,14
EL VILLAR,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,7,7
ENTRE RIOS TRJ,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,54,54
ENTRE RIOS CBBA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,35,35
ESCARA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,3,3
ESCOMA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,24,24
ESMERALDA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,5,5
EUCALIPTUS,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,40,40
EXALTACION,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,18,18
FERNANDEZ ALONSO,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,55,55
FILADELFIA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,71,71
GAIOC JATUN AYLLU YURA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,44,44
GENERAL SAAVEDRA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,12,12
GIA-TIM,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,10,10
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,131,131
GUANAY,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,121,121
GUAQUI,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,29,29
HUACARAJE,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,1,1
HUACARETA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,39,39
HUACAYA (VILLA DE HUACAYA),micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,27,27
HUACHACALLA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,5,5
HUANUNI,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,167,167
HUARINA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,48,48
HUATAJATA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,9,9
HUAYLLAMARCA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,37,37
HUMANATA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,30,30
ICHOCA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,44,44
ICLA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,52,52
INCAHUASI,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,54,54
INGAVI (HUMAITA),micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,6,6
INQUISIVI,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,122,122
IRUPANA (VILLA DE LANZA),micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,10,10
IXIAMAS,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,70,70
JESUS DE MACHACA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,91,91
LA GUARDIA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,447,447
LA PAZ,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,43,43
LA RIVERA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,2,2
LAGUNILLAS,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,19,19
LAJA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,190,190
LAS CARRERAS,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,25,25
LICOMA PAMPA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,36,36
LLALLAGUA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,543,543
LLICA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,22,22
LURIBAY,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,82,82
MACHACAMARCA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,29,29
MACHARETI,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,54,54
MAGDALENA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,2,2
MAIRANA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,177,177
MALLA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,24,24
MAPIRI,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,172,172
MECAPACA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,50,50
MINEROS,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,18,18
MIZQUE,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,241,241
MOCOMOCO,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,115,115
MOJINETE,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,9,9
MOJOCOYA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,58,58
MONTEAGUDO,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,218,218
MONTERO,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,9,9
MOROCHATA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,73,73
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,1,1
NAZACARA DE PACAJES,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,4,4
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,10,10
OCURI,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,146,146
OMEREQUE,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,13,13
ORURO,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,2572,2572
PADILLA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,112,112
PAILON,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,72,72
PALCA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,209,209
PALOS BLANCOS,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,184,184
PAMPA AULLAGAS,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,28,28
PAMPA GRANDE,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,105,105
PAPEL PAMPA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,29,29
PASORAPA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,22,22
PATACAMAYA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,156,156
PAZÑA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,47,47
POCOATA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,259,259
POCONA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,92,92
POJO (CBBA),micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,133,133
POOPO,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,41,41
PORCO,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,183,183
POROMA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,161,161
PORONGO,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,111,111
PORTACHUELO,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,63,63
PORVENIR,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,58,58
POTOSI,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,2477,2477
PRESTO,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,69,69
PUCARA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,8,8
PUCARANI,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,340,340
PUERTO CARABUCO,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,104,104
PUERTO GONZALO MORENO,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,72,72
PUERTO PEREZ,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,40,40
PUERTO QUIJARRO,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,103,103
PUERTO SUAREZ,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,3,3
PUERTO VILLARROEL,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,21,21
PUNA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,162,162
PUNATA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,303,303
QUIABAYA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,27,27
QUILLACOLLO,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,1310,1310
QUIME,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,61,61
QUIRUSILLAS,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,10,10
RAQAYPAMPA(ETA),micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,64,64
RAVELO,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,114,114
REYES,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,96,96
RIBERALTA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,46,46
ROBORE,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,163,163
RURRENABAQUE,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,124,124
SABAYA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,27,27
SACABA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,1568,1568
SACABAMBA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,26,26
SACACA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,202,202
SAIPINA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,71,71
SALINAS DE GARCI MENDOZA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,88,88
SAMAIPATA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,117,117
SAN AGUSTIN,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,3,3
SAN ANDRES,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,118,118
SAN ANDRES DE MACHACA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,28,28
SAN ANTONIO DE ESMORUCO,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,23,23
SAN ANTONIO DE LOMERIO,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,53,53
SAN BENITO,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,88,88
SAN BORJA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,123,123
SAN BUENA VENTURA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,3,3
SAN CARLOS,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,53,53
SAN IGNACIO,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,7,7
SAN IGNACIO DE VELASCO,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,89,89
SAN JAVIER(STC),micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,187,187
SAN JOSE DE CHIQUITOS,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,18,18
SAN JUAN DE YAPACANI,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,3,3
SAN JULIAN,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,62,62
SAN LORENZO(PND),micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,60,60
SAN LORENZO(TJA),micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,66,66
SAN LUCAS,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,384,384
SAN MATIAS,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,35,35
SAN MIGUEL DE VELASCO,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,13,13
SAN PABLO DE LIPEZ,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,19,19
SAN PEDRO,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,168,168
SAN PEDRO DE BUENA VISTA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,343,343
SAN PEDRO DE CURAHUARA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,12,12
SAN PEDRO DE MACHA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,223,223
SAN PEDRO DE TIQUINA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,29,29
SAN PEDRO(PND),micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,13,13
SAN RAFAEL,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,33,33
SAN RAMON BENI,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,25,25
SANTA ANA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,17,17
SANTA CRUZ DE LA SIERRA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,4956,4956
SANTA ROSA DEL SARA,micronutrientes y lactancia materna,ninas(os) de 1 ano que reciben alimento complementario,2024-01-01,117,117
