municipality,group,variable,month,Niñas(os) menores de 1 año que reciben alimento complementario,TOTAL
BOLIVAR,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,19,19
BOLPEBRA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,4,4
BOYUIBE,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,43,43
BUENA VISTA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,69,69
CABEZAS,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,20,20
CAIROMA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,52,52
"CAIZA ""D""",micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,60,60
CALACOTO,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,13,13
CALAMARCA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,70,70
CAMARGO,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,55,55
CAMATAQUI (C. VILLA ABECIA),micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,7,7
CAMIRI,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,131,131
CAPINOTA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,133,133
CAQUIAVIRI,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,27,27
CARACOLLO,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,38,38
CARANAVI,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,135,135
CARANGAS,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,1,1
CARAPARI,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,72,72
CARIPUYO,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,35,35
CARMEN RIVERO TORREZ,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,12,12
CATACORA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,8,8
CHACARILLA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,7,7
CHALLAPATA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,207,207
CHAQUI,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,59,59
CHARAGUA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,55,55
CHARAÑA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,8,8
CHAYANTA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,69,69
CHIMORE,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,161,161
CHIPAYA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,4,4
CHOQUE COTA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,6,6
CHULUMANI (V. DE LA LIBERTAD),micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,25,25
CHUMA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,28,28
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,45,45
CKOCHAS,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,75,75
CLIZA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,102,102
COBIJA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,138,138
COCAPATA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,122,122
COCHABAMBA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,1763,1763
COIPASA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,4,4
COLCAPIRHUA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,192,192
"COLCHA ""K""",micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,67,67
COLLANA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,3,3
COLOMI,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,155,155
COLPA BELGICA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,29,29
COLQUECHACA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,117,117
COLQUENCHA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,59,59
COLQUIRI,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,152,152
COMANCHE,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,11,11
COMARAPA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,45,45
COMBAYA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,6,6
CONCEPCION,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,7,7
COPACABANA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,41,41
CORIPATA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,54,54
CORO CORO,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,35,35
COROICO,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,38,38
CORQUE,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,42,42
COTAGAITA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,97,97
COTOCA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,45,45
CUATRO CAÑADAS,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,161,161
CUCHUMUELA (V. G. VILLARROEL),micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,9,9
CUEVO,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,17,17
CULPINA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,93,93
CURAHUARA DE CARANGAS,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,12,12
CURVA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,17,17
DESAGUADERO,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,19,19
EL ALTO,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,2240,2240
EL CHORO,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,17,17
EL PUENTE(STC),micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,68,68
EL PUENTE(TJA),micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,39,39
EL TORNO,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,21,21
EL VILLAR,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,8,8
ENTRE RIOS TRJ,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,49,49
ENTRE RIOS CBBA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,23,23
ESCARA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,2,2
ESCOMA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,14,14
EUCALIPTUS,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,20,20
EXALTACION,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,13,13
FERNANDEZ ALONSO,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,41,41
FILADELFIA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,54,54
GAIOC JATUN AYLLU YURA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,22,22
GENERAL SAAVEDRA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,3,3
GIA-TIM,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,9,9
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,70,70
GUANAY,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,95,95
GUAQUI,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,20,20
GUTIERREZ,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,1,1
HUACARETA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,24,24
HUACAYA (VILLA DE HUACAYA),micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,16,16
HUACHACALLA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,4,4
HUANUNI,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,74,74
HUARINA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,26,26
HUATAJATA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,2,2
HUAYLLAMARCA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,20,20
HUMANATA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,9,9
ICHOCA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,28,28
ICLA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,27,27
INCAHUASI,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,36,36
INGAVI (HUMAITA),micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,6,6
INQUISIVI,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,48,48
IRUPANA (VILLA DE LANZA),micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,19,19
IXIAMAS,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,45,45
JESUS DE MACHACA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,39,39
LA GUARDIA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,401,401
LA PAZ,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,58,58
LA RIVERA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,3,3
LAGUNILLAS,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,19,19
LAJA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,95,95
LAS CARRERAS,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,13,13
LICOMA PAMPA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,13,13
LLALLAGUA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,307,307
LLICA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,11,11
LURIBAY,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,51,51
MACHACAMARCA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,16,16
MACHARETI,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,29,29
MAGDALENA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,1,1
MAIRANA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,90,90
MALLA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,17,17
MAPIRI,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,118,118
MECAPACA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,17,17
MINEROS,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,23,23
MIZQUE,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,110,110
MOCOMOCO,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,62,62
MOJINETE,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,1,1
MOJOCOYA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,27,27
MONTEAGUDO,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,122,122
MONTERO,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,128,128
MOROCHATA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,39,39
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,5,5
NAZACARA DE PACAJES,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,12,12
OCURI,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,74,74
OMEREQUE,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,7,7
ORURO,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,1717,1717
PADILLA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,60,60
PAILON,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,61,61
PALCA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,114,114
PALOS BLANCOS,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,109,109
PAMPA AULLAGAS,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,12,12
PAMPA GRANDE,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,53,53
PAPEL PAMPA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,21,21
PASORAPA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,16,16
PATACAMAYA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,83,83
PAZÑA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,17,17
POCOATA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,111,111
POCONA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,37,37
POJO (CBBA),micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,61,61
POOPO,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,31,31
PORCO,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,102,102
POROMA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,69,69
PORONGO,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,94,94
PORTACHUELO,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,51,51
PORVENIR,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,43,43
POTOSI,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,1523,1523
PRESTO,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,34,34
PUCARA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,6,6
PUCARANI,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,188,188
PUERTO CARABUCO,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,46,46
PUERTO GONZALO MORENO,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,44,44
PUERTO PEREZ,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,23,23
PUERTO QUIJARRO,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,35,35
PUERTO SUAREZ,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,1,1
PUERTO VILLARROEL,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,17,17
PUNA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,80,80
PUNATA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,161,161
QUIABAYA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,16,16
QUILLACOLLO,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,787,787
QUIME,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,35,35
QUIRUSILLAS,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,4,4
RAQAYPAMPA(ETA),micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,36,36
RAVELO,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,60,60
REYES,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,55,55
RIBERALTA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,41,41
ROBORE,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,109,109
RURRENABAQUE,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,72,72
SABAYA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,16,16
SACABA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,939,939
SACABAMBA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,9,9
SACACA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,95,95
SAIPINA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,36,36
SALINAS DE GARCI MENDOZA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,43,43
SAMAIPATA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,66,66
SAN AGUSTIN,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,5,5
SAN ANDRES,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,72,72
SAN ANDRES DE MACHACA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,9,9
SAN ANTONIO DE ESMORUCO,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,6,6
SAN ANTONIO DE LOMERIO,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,40,40
SAN BENITO,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,64,64
SAN BORJA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,93,93
SAN BUENA VENTURA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,1,1
SAN CARLOS,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,24,24
SAN IGNACIO,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,6,6
SAN IGNACIO DE VELASCO,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,86,86
SAN JAVIER(STC),micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,105,105
SAN JOSE DE CHIQUITOS,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,11,11
SAN JUAN DE YAPACANI,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,7,7
SAN JULIAN,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,41,41
SAN LORENZO(PND),micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,28,28
SAN LORENZO(TJA),micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,43,43
SAN LUCAS,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,196,196
SAN MATIAS,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,23,23
SAN MIGUEL DE VELASCO,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,12,12
SAN PABLO DE LIPEZ,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,7,7
SAN PEDRO,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,95,95
SAN PEDRO DE BUENA VISTA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,190,190
SAN PEDRO DE CURAHUARA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,6,6
SAN PEDRO DE MACHA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano que reciben alimento complementario,2024-01-01,100,100
