municipality,group,variable,month,Niñas(os) menores de 1 año con dosis completas de zinc (Talla Baja),TOTAL
EXALTACION,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,1,1
GENERAL SAAVEDRA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,3,3
GUANAY,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,2,2
GUAQUI,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,1,1
GUTIERREZ,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,1,1
HUANUNI,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,1,1
INCAHUASI,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,2,2
IRUPANA (VILLA DE LANZA),micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,4,4
IXIAMAS,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,1,1
LA ASUNTA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,1,1
LA GUARDIA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,2,2
LA PAZ,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,123,123
LAJA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,6,6
LLALLAGUA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,2,2
LLICA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,1,1
MAGDALENA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,1,1
MAIRANA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,2,2
MALLA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,1,1
MAPIRI,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,5,5
MIZQUE,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,1,1
MONTEAGUDO,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,1,1
MONTERO,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,11,11
MOROCHATA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,1,1
ORURO,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,44,44
PADCAYA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,2,2
PADILLA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,1,1
PAILON,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,2,2
PALCA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,2,2
PALOS BLANCOS,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,1,1
PAPEL PAMPA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,1,1
PATACAMAYA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,7,7
PAZÑA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,1,1
POCOATA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,2,2
POCONA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,1,1
POJO (CBBA),micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,2,2
POOPO,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,3,3
PORCO,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,1,1
POROMA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,1,1
POTOSI,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,61,61
PRESTO,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,1,1
PUCARANI,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,3,3
PUERTO CARABUCO,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,1,1
PUERTO GONZALO MORENO,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,5,5
PUERTO SUAREZ,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,1,1
PUERTO VILLARROEL,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,3,3
PUNA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,1,1
PUNATA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,6,6
QUILLACOLLO,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,10,10
RAQAYPAMPA(ETA),micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,2,2
RAVELO,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,1,1
REYES,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,1,1
RIBERALTA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,10,10
RURRENABAQUE,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,1,1
SACABA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,11,11
SACABAMBA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,1,1
SACACA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,4,4
SAN ANDRES,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,1,1
SAN BORJA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,3,3
SAN CARLOS,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,1,1
SAN IGNACIO,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,1,1
SAN IGNACIO DE VELASCO,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,6,6
SAN JOSE DE CHIQUITOS,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,4,4
SAN LORENZO(PND),micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,3,3
SAN LORENZO(TJA),micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,5,5
SAN LUCAS,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,2,2
SAN MIGUEL DE VELASCO,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,2,2
SAN PEDRO,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,1,1
SAN PEDRO DE BUENA VISTA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,2,2
SAN PEDRO DE CURAHUARA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,1,1
SANTA ANA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,19,19
SANTA CRUZ DE LA SIERRA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,44,44
SANTIAGO DE HUATA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,1,1
SANTIAGO DE MACHACA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,1,1
SANTIVAÑES,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,1,1
SHINAOTA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,5,5
SICA SICA (VILLA AROMA),micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,4,4
SIPE SIPE,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,4,4
SORATA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,3,3
SUCRE,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,23,23
TAPACARI,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,3,3
TARATA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,1,1
TARIJA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,8,8
TIAHUANACU,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,1,1
TINGUIPAYA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,1,1
TIQUIPAYA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,14,14
TIRAQUE (CBBA),micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,2,2
TOCO,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,1,1
TOMAVE,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,1,1
TORO TORO,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,1,1
TOTORA(CBBA),micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,4,4
TRINIDAD,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,2,2
TUPIZA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,2,2
UNCIA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,1,1
UYUNI,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,2,2
VACAS,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,1,1
VIACHA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,7,7
VILA VILA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,2,2
VILLA RIVERO,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,3,3
VILLA TUNARI,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,7,7
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,1,1
VILLAZON,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,1,1
VINTO,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,2,2
WARNES,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,4,4
YACO,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,1,1
YACUIBA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,2,2
YAMPARAEZ,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,2,2
YAPACANI,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-01-01,1,1
ACACIO,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-02-01,1,1
ACHOCALLA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-02-01,4,4
AIQUILE,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-02-01,2,2
ALTO BENI,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-02-01,2,2
ANDAMARCA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-02-01,3,3
ANZALDO,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-02-01,1,1
APOLO,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-02-01,2,2
ARBIETO,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-02-01,2,2
ARQUE,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-02-01,2,2
ASCENCION DE GUARAYOS,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-02-01,22,22
ATOCHA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-02-01,4,4
AYATA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-02-01,1,1
AYO AYO,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-02-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-02-01,1,1
BATALLAS,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-02-01,1,1
BETANZOS,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-02-01,4,4
BOLIVAR,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-02-01,2,2
BOYUIBE,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-02-01,1,1
CABEZAS,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-02-01,2,2
"CAIZA ""D""",micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-02-01,1,1
CALAMARCA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-02-01,2,2
CAPINOTA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-02-01,2,2
CARANAVI,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-02-01,2,2
CARMEN RIVERO TORREZ,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-02-01,1,1
CHALLAPATA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-02-01,4,4
CHAQUI,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-02-01,1,1
CHARAÑA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-02-01,1,1
CHAYANTA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-02-01,1,1
CHIMORE,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-02-01,3,3
CKOCHAS,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-02-01,1,1
CLIZA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-02-01,13,13
COCAPATA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-02-01,6,6
COCHABAMBA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-02-01,29,29
COLCAPIRHUA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-02-01,1,1
"COLCHA ""K""",micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-02-01,1,1
COLOMI,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-02-01,5,5
COLQUECHACA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-02-01,4,4
COLQUENCHA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-02-01,2,2
COLQUIRI,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-02-01,1,1
COPACABANA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-02-01,1,1
CORQUE,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-02-01,1,1
COTOCA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-02-01,1,1
CURAHUARA DE CARANGAS,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-02-01,1,1
DESAGUADERO,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-02-01,2,2
EL ALTO,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-02-01,69,69
EL PUENTE(STC),micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-02-01,1,1
EL TORNO,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-02-01,1,1
ENTRE RIOS TRJ,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-02-01,1,1
ENTRE RIOS CBBA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-02-01,1,1
FERNANDEZ ALONSO,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-02-01,1,1
GENERAL SAAVEDRA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-02-01,2,2
GIA-TIM,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-02-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-02-01,2,2
GUAQUI,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-02-01,1,1
GUAYARAMERIN,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-02-01,4,4
GUTIERREZ,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-02-01,2,2
HUACAYA (VILLA DE HUACAYA),micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-02-01,1,1
HUANUNI,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-02-01,1,1
HUMANATA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-02-01,1,1
IRUPANA (VILLA DE LANZA),micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-02-01,1,1
LA GUARDIA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-02-01,1,1
LA PAZ,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-02-01,105,105
LAJA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-02-01,5,5
LLALLAGUA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-02-01,2,2
MAGDALENA,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-02-01,1,1
MAPIRI,micronutrientes y lactancia materna,ninas(os) menores de 1 ano con dosis completas de zinc (talla baja),2024-02-01,2,2
