municipality,group,variable,month,AQV femenino,TOTAL
SAN RAMON SCZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-01-01,1,1
SANTA ANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-01-01,5,5
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-01-01,55,55
SANTA ROSA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-01-01,1,1
SOPACHUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-01-01,2,2
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-01-01,39,39
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-01-01,13,13
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-01-01,1,1
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-01-01,4,4
UYUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-01-01,1,1
VALLEGRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-01-01,9,9
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-01-01,6,6
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-01-01,5,5
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-01-01,4,4
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-02-01,4,4
AZURDUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-02-01,1,1
BERMEJO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-02-01,2,2
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-02-01,2,2
CARANAVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-02-01,3,3
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-02-01,19,19
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-02-01,60,60
COMARAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-02-01,6,6
CONCEPCION,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-02-01,4,4
COTOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-02-01,3,3
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-02-01,20,20
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-02-01,15,15
MAIRANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-02-01,1,1
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-02-01,6,6
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-02-01,10,10
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-02-01,8,8
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-02-01,11,11
PALCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-02-01,6,6
PORTACHUELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-02-01,1,1
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-02-01,14,14
PUERTO SUAREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-02-01,1,1
PUERTO VILLARROEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-02-01,1,1
PUNATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-02-01,2,2
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-02-01,9,9
REYES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-02-01,1,1
RURRENABAQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-02-01,1,1
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-02-01,10,10
SAMAIPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-02-01,3,3
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-02-01,5,5
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-02-01,2,2
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-02-01,42,42
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-02-01,17,17
SAN JULIAN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-02-01,2,2
SAN MATIAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-02-01,1,1
SAN MIGUEL DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-02-01,17,17
SAN RAFAEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-02-01,8,8
SAN RAMON SCZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-02-01,2,2
SANTA ANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-02-01,5,5
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-02-01,27,27
SANTA ROSA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-02-01,1,1
SOPACHUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-02-01,5,5
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-02-01,43,43
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-02-01,20,20
TARVITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-02-01,1,1
TIRAQUE (CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-02-01,2,2
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-02-01,8,8
UYUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-02-01,2,2
VALLEGRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-02-01,4,4
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-02-01,5,5
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-02-01,5,5
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-02-01,6,6
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-02-01,1,1
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-02-01,5,5
BAURES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-03-01,1,1
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-03-01,6,6
CARANAVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-03-01,10,10
CHARAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-03-01,5,5
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-03-01,52,52
COLCAPIRHUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-03-01,1,1
COMARAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-03-01,4,4
COTOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-03-01,4,4
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-03-01,16,16
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-03-01,11,11
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-03-01,22,22
LICOMA PAMPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-03-01,15,15
MAIRANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-03-01,6,6
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-03-01,6,6
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-03-01,7,7
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-03-01,10,10
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-03-01,6,6
PAILON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-03-01,1,1
PORTACHUELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-03-01,3,3
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-03-01,9,9
PUERTO SUAREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-03-01,5,5
PUNATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-03-01,1,1
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-03-01,11,11
QUIRUSILLAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-03-01,4,4
RAVELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-03-01,9,9
ROBORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-03-01,1,1
RURRENABAQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-03-01,5,5
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-03-01,11,11
SAMAIPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-03-01,1,1
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-03-01,7,7
SAN BUENA VENTURA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-03-01,1,1
SAN CARLOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-03-01,1,1
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-03-01,2,2
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-03-01,9,9
SAN JAVIER(STC),"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-03-01,1,1
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-03-01,9,9
SAN JULIAN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-03-01,1,1
SANTA ANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-03-01,4,4
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-03-01,60,60
SANTA ROSA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-03-01,2,2
SOPACHUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-03-01,3,3
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-03-01,49,49
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-03-01,35,35
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-03-01,20,20
UYUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-03-01,3,3
VALLEGRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-03-01,9,9
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-03-01,7,7
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-03-01,3,3
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-03-01,5,5
YOCALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-03-01,5,5
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-04-01,4,4
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-04-01,1,1
BERMEJO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-04-01,3,3
BUENA VISTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-04-01,2,2
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-04-01,2,2
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-04-01,6,6
CARANAVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-04-01,5,5
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-04-01,11,11
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-04-01,87,87
COLQUECHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-04-01,2,2
COMARAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-04-01,4,4
COTOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-04-01,2,2
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-04-01,20,20
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-04-01,1,1
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-04-01,12,12
HUANUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-04-01,2,2
INCAHUASI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-04-01,10,10
JESUS DE MACHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-04-01,1,1
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-04-01,24,24
MAGDALENA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-04-01,1,1
MAIRANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-04-01,2,2
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-04-01,1,1
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-04-01,4,4
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-04-01,11,11
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-04-01,19,19
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-04-01,3,3
PORTACHUELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-04-01,1,1
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-04-01,11,11
PUERTO SUAREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-04-01,4,4
PUNATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-04-01,1,1
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-04-01,9,9
ROBORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-04-01,1,1
RURRENABAQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-04-01,2,2
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-04-01,11,11
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-04-01,3,3
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-04-01,8,8
SAN JAVIER(STC),"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-04-01,1,1
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-04-01,8,8
SAN RAMON SCZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-04-01,1,1
SANTA ANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-04-01,4,4
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-04-01,33,33
SAPAHAQUI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-04-01,3,3
SOPACHUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-04-01,2,2
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-04-01,38,38
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-04-01,17,17
TIRAQUE (CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-04-01,1,1
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-04-01,32,32
UYUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-04-01,2,2
VALLEGRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-04-01,11,11
VILLA CHARCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-04-01,10,10
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-04-01,6,6
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-04-01,4,4
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-04-01,3,3
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-04-01,2,2
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-04-01,2,2
ACHACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-05-01,10,10
AIQUILE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-05-01,1,1
ARANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-05-01,2,2
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-05-01,6,6
AZURDUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-05-01,2,2
BERMEJO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-05-01,5,5
BETANZOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-05-01,1,1
CALAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-05-01,3,3
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-05-01,2,2
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-05-01,5,5
CHARAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-05-01,4,4
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-05-01,2,2
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-05-01,15,15
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-05-01,76,76
COMARAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-05-01,5,5
CONCEPCION,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-05-01,6,6
COTOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-05-01,6,6
CULPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-05-01,1,1
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-05-01,23,23
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-05-01,2,2
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-05-01,12,12
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-05-01,31,31
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-05-01,4,4
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-05-01,6,6
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-05-01,9,9
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-05-01,16,16
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-05-01,4,4
PALCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-05-01,9,9
PATACAMAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-05-01,2,2
POROMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-05-01,1,1
PORTACHUELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-05-01,5,5
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-05-01,18,18
PUCARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-05-01,3,3
PUERTO SUAREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-05-01,6,6
PUERTO VILLARROEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-05-01,7,7
ROBORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-05-01,3,3
RURRENABAQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-05-01,4,4
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-05-01,15,15
SAMAIPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-05-01,1,1
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-05-01,4,4
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-05-01,2,2
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-05-01,10,10
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2011-05-01,7,7
