municipality,group,variable,month,Número de DIU Insertados,TOTAL
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-01-01,4,4
HUANUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-01-01,4,4
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-01-01,1,1
JESUS DE MACHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-01-01,1,1
LA GUARDIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-01-01,22,22
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-01-01,322,322
LAS CARRERAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-01-01,1,1
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-01-01,1,1
MAIRANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-01-01,2,2
MINEROS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-01-01,1,1
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-01-01,7,7
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-01-01,11,11
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-01-01,30,30
OCURI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-01-01,1,1
OKINAWA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-01-01,1,1
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-01-01,84,84
PADCAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-01-01,3,3
PAILON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-01-01,8,8
PALOS BLANCOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-01-01,2,2
PATACAMAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-01-01,1,1
PORONGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-01-01,3,3
PORTACHUELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-01-01,2,2
POSTRER VALLE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-01-01,1,1
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-01-01,44,44
PUERTO VILLARROEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-01-01,5,5
PUNATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-01-01,3,3
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-01-01,13,13
REYES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-01-01,2,2
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-01-01,6,6
ROBORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-01-01,3,3
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-01-01,24,24
SACACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-01-01,1,1
SAMAIPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-01-01,3,3
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-01-01,1,1
SAN CARLOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-01-01,4,4
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-01-01,4,4
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-01-01,16,16
SAN JAVIER(STC),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-01-01,2,2
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-01-01,6,6
SAN JULIAN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-01-01,13,13
SAN LORENZO(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-01-01,2,2
SAN MATIAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-01-01,1,1
SAN PEDRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-01-01,1,1
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-01-01,13,13
SAN RAFAEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-01-01,1,1
SAN RAMON BENI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-01-01,1,1
SAN RAMON SCZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-01-01,6,6
SANTA ANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-01-01,2,2
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-01-01,338,338
SANTA ROSA DEL SARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-01-01,1,1
SIPE SIPE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-01-01,5,5
SOPACHUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-01-01,2,2
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-01-01,106,106
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-01-01,122,122
TIPUANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-01-01,1,1
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-01-01,8,8
TOLATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-01-01,1,1
TORO TORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-01-01,3,3
TOTORA(CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-01-01,1,1
TRIGAL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-01-01,1,1
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-01-01,42,42
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-01-01,6,6
UNCIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-01-01,2,2
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-01-01,1,1
UYUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-01-01,1,1
VIACHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-01-01,1,1
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-01-01,8,8
VILLA SERRANO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-01-01,5,5
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-01-01,8,8
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-01-01,7,7
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-01-01,3,3
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-01-01,6,6
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-01-01,22,22
YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-01-01,4,4
ACHACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,1,1
APOLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,1,1
ARANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,3,3
ARBIETO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,1,1
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,6,6
ATOCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,3,3
BERMEJO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,11,11
BETANZOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,1,1
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,1,1
CAMATAQUI (C. VILLA ABECIA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,1,1
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,4,4
CAPINOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,4,4
CARACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,2,2
CARANAVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,1,1
CHALLAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,1,1
CHARAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,5,5
CHAYANTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,2,2
CHIMORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,1,1
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,1,1
CHUQUIHUTA AYLLU JUCUMANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,2,2
CLIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,5,5
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,4,4
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,248,248
COLCAPIRHUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,3,3
COLOMI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,1,1
COLPA BELGICA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,3,3
COLQUIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,1,1
COMARAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,2,2
COTAGAITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,1,1
CULPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,1,1
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,176,176
EL PUENTE(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,1,1
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,10,10
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,2,2
ENTRE RIOS CBBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,1,1
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,4,4
HUANUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,3,3
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,1,1
IXIAMAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,1,1
JESUS DE MACHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,1,1
LA GUARDIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,10,10
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,369,369
MAIRANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,2,2
MAPIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,2,2
MINEROS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,4,4
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,2,2
MOJOCOYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,1,1
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,7,7
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,15,15
MORO MORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,1,1
OKINAWA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,1,1
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,44,44
PADCAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,3,3
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,1,1
PAILON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,4,4
PALOS BLANCOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,3,3
PATACAMAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,1,1
POCONA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,2,2
POJO (CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,2,2
PORONGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,2,2
PORTACHUELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,12,12
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,58,58
PUERTO VILLARROEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,2,2
PUNATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,5,5
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,4,4
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,10,10
ROBORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,3,3
RURRENABAQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,2,2
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,19,19
SAIPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,3,3
SAMAIPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,2,2
SAN ANDRES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,6,6
SAN BENITO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,2,2
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,9,9
SAN CARLOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,7,7
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,11,11
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,14,14
SAN JAVIER(STC),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,2,2
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,4,4
SAN JULIAN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,6,6
SAN LORENZO(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,2,2
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,2,2
SAN RAFAEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,3,3
SAN RAMON SCZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,5,5
SANTA ANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,5,5
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,232,232
SANTA ROSA DEL SARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,5,5
SIPE SIPE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,8,8
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,92,92
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,107,107
TIPUANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,1,1
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,9,9
TORO TORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,2,2
TOTORA(CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,1,1
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,32,32
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,5,5
UNCIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,2,2
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,1,1
URUBICHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,1,1
VALLEGRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,3,3
VIACHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,1,1
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,9,9
VILLA SERRANO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,4,4
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,7,7
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,3,3
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,1,1
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,5,5
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,22,22
YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,1,1
YOCALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-02-01,1,1
AIQUILE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-03-01,1,1
ANZALDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-03-01,1,1
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-03-01,1,1
ATOCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-03-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-03-01,2,2
AZURDUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-03-01,2,2
BERMEJO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-03-01,5,5
BOYUIBE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-03-01,1,1
BUENA VISTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-03-01,1,1
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-03-01,3,3
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-03-01,10,10
CAPINOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-03-01,1,1
CARANAVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-03-01,2,2
CHUQUIHUTA AYLLU JUCUMANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-03-01,1,1
CLIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-03-01,2,2
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-03-01,2,2
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-03-01,239,239
COLCAPIRHUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-03-01,3,3
COLOMI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-03-01,1,1
COLPA BELGICA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2011-03-01,5,5
