municipality,group,variable,month,Adultos(as) mayores de 60 años que reciben Complemento Nutricional,TOTAL
AYO AYO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,454,454
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,1362,1362
BATALLAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,328,328
BELEN DE ANDAMARCA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,143,143
BELEN DE URMIRI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,138,138
BELLA FLOR,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,81,81
BERMEJO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,1,1
BETANZOS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,558,558
BOLIVAR,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,469,469
BOLPEBRA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,67,67
BOYUIBE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,160,160
BUENA VISTA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,146,146
CABEZAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,176,176
CAIROMA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,71,71
"CAIZA ""D""",micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,565,565
CAJUATA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,113,113
CALACOTO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,502,502
CALAMARCA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,387,387
CAMATAQUI (C. VILLA ABECIA),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,244,244
CAMIRI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,590,590
CAPINOTA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,591,591
CAQUIAVIRI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,495,495
CARACOLLO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,471,471
CARANAVI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,1007,1007
CARANGAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,16,16
CARAPARI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,680,680
CARIPUYO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,336,336
CARMEN RIVERO TORREZ,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,113,113
CATACORA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,120,120
CHACARILLA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,170,170
CHALLAPATA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,1355,1355
CHAQUI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,969,969
CHARAGUA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,591,591
CHARAÑA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,152,152
CHAYANTA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,467,467
CHIMORE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,412,412
CHIPAYA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,30,30
CHOQUE COTA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,105,105
CHUA COCANI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,103,103
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,93,93
CHUMA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,798,798
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,97,97
CKOCHAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,978,978
CLIZA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,817,817
COBIJA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,459,459
COCAPATA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,937,937
COCHABAMBA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,3674,3674
COIPASA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,15,15
COLCAPIRHUA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,848,848
"COLCHA ""K""",micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,448,448
COLLANA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,72,72
COLOMI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,718,718
COLPA BELGICA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,40,40
COLQUECHACA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,1811,1811
COLQUENCHA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,257,257
COLQUIRI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,318,318
COMANCHE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,118,118
COMARAPA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,310,310
COMBAYA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,229,229
CONCEPCION,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,97,97
COPACABANA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,264,264
CORIPATA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,51,51
CORO CORO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,224,224
COROICO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,143,143
CORQUE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,308,308
COTAGAITA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,1520,1520
COTOCA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,708,708
CRUZ DE MACHACAMARCA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,13,13
CUATRO CAÑADAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,431,431
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,104,104
CUEVO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,92,92
CULPINA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,620,620
CURAHUARA DE CARANGAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,209,209
CURVA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,15,15
DESAGUADERO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,38,38
EL ALTO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,1869,1869
EL CHORO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,259,259
EL PUENTE(STC),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,341,341
EL PUENTE(TJA),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,729,729
EL TORNO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,851,851
EL VILLAR,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,219,219
ENTRE RIOS TRJ,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,271,271
ENTRE RIOS CBBA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,639,639
ESCARA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,35,35
ESCOMA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,151,151
ESMERALDA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,26,26
EUCALIPTUS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,106,106
EXALTACION,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,15,15
FERNANDEZ ALONSO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,225,225
FILADELFIA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,36,36
GENERAL SAAVEDRA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,168,168
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,303,303
GUANAY,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,214,214
GUAQUI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,42,42
GUAYARAMERIN,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,220,220
GUTIERREZ,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,364,364
HUACARETA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,226,226
HUACHACALLA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,38,38
HUANUNI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,219,219
HUARINA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,270,270
HUATAJATA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,40,40
HUAYLLAMARCA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,266,266
HUMANATA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,246,246
ICHOCA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,296,296
ICLA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,175,175
INCAHUASI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,428,428
INQUISIVI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,534,534
IRUPANA (VILLA DE LANZA),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,498,498
IXIAMAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,162,162
JESUS DE MACHACA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,652,652
LA ASUNTA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,248,248
LA GUARDIA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,1690,1690
LA PAZ,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,4313,4313
LAGUNILLAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,138,138
LAJA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,285,285
LAS CARRERAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,7,7
LICOMA PAMPA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,66,66
LLALLAGUA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,597,597
LLICA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,184,184
LORETO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,26,26
LURIBAY,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,384,384
MACHACAMARCA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,155,155
MACHARETI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,115,115
MAIRANA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,229,229
MALLA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,123,123
MAPIRI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,245,245
MECAPACA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,177,177
MINEROS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,536,536
MIZQUE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,793,793
MOCOMOCO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,596,596
MOJINETE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,51,51
MOJOCOYA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,280,280
MONTEAGUDO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,169,169
MONTERO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,558,558
MOROCHATA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,525,525
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,55,55
NAZACARA DE PACAJES,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,11,11
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,28,28
OCURI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,831,831
OKINAWA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,263,263
OMEREQUE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,226,226
ORURO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,1941,1941
PAILON,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,375,375
PALCA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,565,565
PALOS BLANCOS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,638,638
PAMPA AULLAGAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,206,206
PAMPA GRANDE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,245,245
PAPEL PAMPA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,380,380
PASORAPA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,301,301
PATACAMAYA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,379,379
PAZÑA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,92,92
PELECHUCO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,147,147
POCOATA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,1610,1610
POCONA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,871,871
POJO (CBBA),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,249,249
POOPO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,129,129
PORCO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,123,123
POROMA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,694,694
PORONGO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,135,135
PORVENIR,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,64,64
POSTRER VALLE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,124,124
POTOSI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,901,901
PRESTO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,516,516
PUCARA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,138,138
PUCARANI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,938,938
PUERTO ACOSTA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,446,446
PUERTO CARABUCO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,285,285
PUERTO GONZALO MORENO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,104,104
PUERTO PEREZ,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,250,250
PUERTO QUIJARRO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,245,245
PUERTO SUAREZ,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,38,38
PUERTO VILLARROEL,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,348,348
PUNA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,1638,1638
PUNATA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,1025,1025
QUIABAYA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,164,164
QUILLACOLLO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,2109,2109
QUIME,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,134,134
QUIRUSILLAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,64,64
RAQAYPAMPA(ETA),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,402,402
RAVELO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,1797,1797
REYES,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,2,2
RIBERALTA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,207,207
ROBORE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,333,333
RURRENABAQUE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,693,693
SABAYA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,173,173
SACABA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,3865,3865
SACABAMBA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,372,372
SACACA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,1121,1121
SAIPINA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,241,241
SALINAS DE GARCI MENDOZA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,559,559
SAMAIPATA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,228,228
SAN AGUSTIN,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,82,82
SAN ANDRES,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,153,153
SAN ANDRES DE MACHACA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,333,333
SAN ANTONIO DE ESMORUCO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,38,38
SAN ANTONIO DE LOMERIO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,143,143
SAN BENITO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,614,614
SAN BORJA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,466,466
SAN BUENA VENTURA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,83,83
SAN CARLOS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,202,202
SAN IGNACIO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,50,50
SAN IGNACIO DE VELASCO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,1608,1608
SAN JAVIER(STC),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,168,168
SAN JOSE DE CHIQUITOS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,422,422
SAN JUAN DE YAPACANI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,221,221
SAN JULIAN,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,721,721
SAN LORENZO(PND),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,116,116
SAN LORENZO(TJA),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,131,131
SAN LUCAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,1894,1894
SAN MATIAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,295,295
SAN MIGUEL DE VELASCO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,182,182
SAN PABLO DE LIPEZ,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,105,105
SAN PEDRO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,381,381
SAN PEDRO DE BUENA VISTA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,1645,1645
SAN PEDRO DE CURAHUARA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,54,54
SAN PEDRO DE QUEMES,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,45,45
SAN PEDRO DE TIQUINA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,324,324
SAN PEDRO(PND),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,76,76
SAN RAFAEL,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,195,195
SAN RAMON BENI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,161,161
SAN RAMON SCZ,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,35,35
SANTA ANA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,231,231
SANTA CRUZ DE LA SIERRA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,8249,8249
SANTA ROSA DEL SARA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,385,385
SANTIAGO DE CALLAPA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,590,590
SANTIAGO DE HUARI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,546,546
SANTIAGO DE HUATA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,308,308
SANTIAGO DE MACHACA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,214,214
SANTIVAÑES,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,496,496
SANTUARIO DE QUILLACAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,243,243
SAPAHAQUI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,382,382
SENA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,50,50
SHINAOTA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,520,520
SICA SICA (VILLA AROMA),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2020-01-01,427,427
