,group,variable,month,N° DE TBP BAAR (-) NUEVOS CANTIDAD,N° DE TBP BAAR (-) NUEVOS CANTIDAD,TOTALES
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-03-01,5,3,8
SIPE SIPE,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-03-01,1,0,1
SUCRE,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-03-01,1,0,1
TARIJA,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-03-01,0,1,1
TOTORA(CBBA),tuberculosis y lepra,n de tbp baar (-) nuevos,2021-03-01,0,1,1
TRINIDAD,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-03-01,1,0,1
ATOCHA,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-04-01,2,0,2
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,n de tbp baar (-) nuevos,2021-04-01,1,0,1
EL ALTO,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-04-01,1,0,1
LA PAZ,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-04-01,2,0,2
PALCA,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-04-01,1,0,1
SACACA,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-04-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-04-01,5,12,17
TIPUANI,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-04-01,1,0,1
TUPIZA,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-04-01,0,1,1
VILLA VACA GUZMAN (MUYUPAMPA),tuberculosis y lepra,n de tbp baar (-) nuevos,2021-04-01,1,0,1
YAPACANI,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-04-01,2,0,2
ATOCHA,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-05-01,0,2,2
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de tbp baar (-) nuevos,2021-05-01,2,1,3
COCHABAMBA,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-05-01,1,1,2
COTOCA,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-05-01,0,1,1
EL ALTO,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-05-01,1,1,2
GUAYARAMERIN,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-05-01,1,0,1
LA PAZ,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-05-01,1,1,2
PUERTO VILLARROEL,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-05-01,3,3,6
SACACA,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-05-01,0,2,2
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-05-01,12,7,19
SHINAOTA,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-05-01,1,0,1
TARIJA,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-05-01,1,0,1
VILLA MONTES,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-05-01,1,0,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-06-01,2,0,2
BUENA VISTA,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-06-01,1,0,1
CARAPARI,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-06-01,1,0,1
EL ALTO,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-06-01,2,1,3
LA PAZ,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-06-01,2,0,2
RIBERALTA,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-06-01,0,1,1
SACACA,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-06-01,3,1,4
SAN IGNACIO,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-06-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-06-01,6,14,20
SUCRE,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-06-01,1,0,1
TARIJA,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-06-01,1,0,1
UYUNI,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-06-01,1,0,1
VIACHA,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-06-01,1,0,1
VINTO,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-06-01,1,0,1
BELLA FLOR,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-07-01,1,0,1
BUENA VISTA,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-07-01,1,0,1
COCHABAMBA,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-07-01,1,0,1
COLQUIRI,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-07-01,1,0,1
COTOCA,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-07-01,1,0,1
EL ALTO,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-07-01,5,3,8
LA PAZ,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-07-01,6,3,9
PADCAYA,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-07-01,2,2,4
PALOS BLANCOS,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-07-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-07-01,8,4,12
TARIJA,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-07-01,1,1,2
URIONDO (A. CONCEPCION),tuberculosis y lepra,n de tbp baar (-) nuevos,2021-07-01,1,0,1
VILLAZON,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-07-01,1,0,1
AUCAPATA,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-08-01,1,0,1
CARANAVI,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-08-01,0,1,1
COCHABAMBA,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-08-01,2,0,2
CORIPATA,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-08-01,1,0,1
COTOCA,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-08-01,1,1,2
EL ALTO,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-08-01,2,2,4
GUAYARAMERIN,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-08-01,1,0,1
GUTIERREZ,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-08-01,0,1,1
LA GUARDIA,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-08-01,0,1,1
LA PAZ,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-08-01,2,2,4
POTOSI,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-08-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-08-01,0,1,1
RIBERALTA,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-08-01,0,1,1
SACACA,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-08-01,0,1,1
SAN BORJA,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-08-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-08-01,8,11,19
ASCENCION DE GUARAYOS,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-09-01,1,1,2
COCHABAMBA,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-09-01,3,0,3
EL ALTO,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-09-01,6,0,6
FILADELFIA,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-09-01,0,1,1
GUANAY,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-09-01,1,0,1
LA GUARDIA,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-09-01,1,0,1
LA PAZ,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-09-01,2,0,2
PORTACHUELO,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-09-01,1,1,2
QUILLACOLLO,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-09-01,1,0,1
RIBERALTA,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-09-01,1,1,2
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-09-01,8,11,19
TARIJA,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-09-01,1,1,2
TRINIDAD,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-09-01,1,1,2
VILLA TUNARI,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-09-01,1,0,1
WARNES,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-09-01,0,1,1
YACUIBA,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-09-01,1,0,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-10-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de tbp baar (-) nuevos,2021-10-01,1,0,1
COBIJA,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-10-01,1,0,1
COCHABAMBA,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-10-01,1,0,1
DESAGUADERO,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-10-01,1,0,1
EL ALTO,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-10-01,5,1,6
LA GUARDIA,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-10-01,1,1,2
LA PAZ,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-10-01,8,2,10
MONTERO,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-10-01,1,7,8
POTOSI,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-10-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-10-01,4,10,14
SUCRE,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-10-01,0,1,1
TARIJA,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-10-01,2,0,2
VINTO,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-10-01,0,1,1
YAPACANI,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-10-01,1,0,1
CAPINOTA,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-11-01,0,1,1
COCHABAMBA,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-11-01,0,1,1
COTAGAITA,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-11-01,1,0,1
COTOCA,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-11-01,1,0,1
EL ALTO,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-11-01,5,0,5
GUAYARAMERIN,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-11-01,1,1,2
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,n de tbp baar (-) nuevos,2021-11-01,0,1,1
LA ASUNTA,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-11-01,1,0,1
LA GUARDIA,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-11-01,2,0,2
LA PAZ,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-11-01,6,2,8
ORURO,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-11-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-11-01,1,1,2
TACACOMA,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-11-01,1,0,1
TARIJA,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-11-01,1,0,1
VIACHA,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-11-01,0,1,1
VILLAZON,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-11-01,1,0,1
YAPACANI,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-11-01,1,0,1
CAJUATA,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-12-01,0,1,1
COCHABAMBA,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-12-01,1,0,1
COTOCA,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-12-01,0,1,1
EL TORNO,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-12-01,0,1,1
JESUS DE MACHACA,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-12-01,1,0,1
LA PAZ,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-12-01,6,2,8
MONTERO,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-12-01,0,1,1
PAMPA GRANDE,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-12-01,1,0,1
SAN IGNACIO,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-12-01,1,0,1
SAN PEDRO,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-12-01,0,2,2
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-12-01,12,6,18
TARIJA,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-12-01,2,1,3
VIACHA,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-12-01,1,0,1
VILLAZON,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-12-01,1,0,1
VINTO,tuberculosis y lepra,n de tbp baar (-) nuevos,2021-12-01,1,0,1
