,group,variable,month,Nº DE TBP BAAR (+) NUEVOS CURADOS CANTIDAD,Nº DE TBP BAAR (+) NUEVOS CURADOS CANTIDAD,TOTALES
SHINAOTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-01-01,2,0,2
SIPE SIPE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-01-01,2,3,5
SORATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-01-01,1,0,1
SUCRE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-01-01,2,2,4
TARABUCO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-01-01,1,0,1
TARIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-01-01,1,1,2
TIPUANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-01-01,1,0,1
TIQUIPAYA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-01-01,0,1,1
TUPIZA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-01-01,0,1,1
VIACHA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-01-01,2,2,4
VILLA TUNARI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-01-01,1,1,2
VINTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-01-01,0,1,1
YACUIBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-01-01,5,3,8
YAPACANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-01-01,7,1,8
ACHACACHI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-02-01,0,2,2
AUCAPATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-02-01,1,0,1
AYATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-02-01,1,0,1
CAMIRI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-02-01,0,3,3
CARANAVI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-02-01,0,2,2
CHALLAPATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-02-01,1,0,1
CHAQUI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-02-01,1,0,1
CHARAGUA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-02-01,0,1,1
CHIMORE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-02-01,2,0,2
COBIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-02-01,1,1,2
COCHABAMBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-02-01,1,0,1
COLCAPIRHUA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-02-01,1,3,4
CORIPATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-02-01,0,1,1
COTOCA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-02-01,2,1,3
EL ALTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-02-01,15,6,21
EL TORNO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-02-01,1,2,3
ENTRE RIOS CBBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-02-01,1,1,2
FERNANDEZ ALONSO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-02-01,1,0,1
GUANAY,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-02-01,0,1,1
GUAYARAMERIN,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-02-01,0,1,1
HUANUNI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-02-01,1,0,1
LA ASUNTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-02-01,0,1,1
LA GUARDIA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-02-01,5,5,10
LA PAZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-02-01,14,9,23
LLALLAGUA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-02-01,1,0,1
MACHARETI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-02-01,0,1,1
MONTERO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-02-01,5,4,9
MOROCHATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-02-01,1,0,1
ORURO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-02-01,5,3,8
PADILLA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-02-01,1,0,1
PALCA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-02-01,2,2,4
PUERTO QUIJARRO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-02-01,2,0,2
PUERTO VILLARROEL,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-02-01,1,1,2
PUNATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-02-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-02-01,1,2,3
RIBERALTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-02-01,2,3,5
SACABA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-02-01,0,2,2
SAN BORJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-02-01,1,2,3
SAN MATIAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-02-01,0,1,1
SAN MIGUEL DE VELASCO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-02-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-02-01,69,45,114
SHINAOTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-02-01,2,0,2
SIPE SIPE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-02-01,1,0,1
SORATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-02-01,1,0,1
SUCRE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-02-01,1,0,1
TACACOMA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-02-01,1,0,1
TAPACARI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-02-01,1,0,1
TARIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-02-01,1,1,2
TIPUANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-02-01,1,0,1
TOMINA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-02-01,1,0,1
TRINIDAD,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-02-01,0,1,1
VIACHA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-02-01,2,2,4
VILLA RIVERO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-02-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-02-01,1,2,3
VINTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-02-01,1,0,1
YACUIBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-02-01,2,1,3
YAPACANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-02-01,3,2,5
ACHACACHI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-03-01,2,1,3
ACHOCALLA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-03-01,1,0,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-03-01,2,0,2
BERMEJO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-03-01,1,0,1
BUENA VISTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-03-01,1,0,1
CABEZAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-03-01,0,2,2
CAIROMA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-03-01,0,1,1
CARANAVI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-03-01,2,0,2
CHALLAPATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-03-01,1,0,1
CHIMORE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-03-01,2,1,3
COBIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-03-01,2,1,3
COCHABAMBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-03-01,2,3,5
COTAGAITA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-03-01,0,1,1
COTOCA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-03-01,10,5,15
EL ALTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-03-01,15,14,29
EL PUENTE(STC),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-03-01,5,0,5
EL TORNO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-03-01,2,4,6
ENTRE RIOS TRJ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-03-01,0,1,1
GENERAL SAAVEDRA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-03-01,0,1,1
GUANAY,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-03-01,1,1,2
GUAYARAMERIN,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-03-01,2,2,4
HUANUNI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-03-01,2,0,2
INCAHUASI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-03-01,0,1,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-03-01,0,2,2
LA ASUNTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-03-01,6,0,6
LA GUARDIA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-03-01,5,4,9
LA PAZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-03-01,12,7,19
MINEROS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-03-01,0,1,1
MONTERO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-03-01,6,2,8
ORURO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-03-01,1,2,3
PALOS BLANCOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-03-01,1,1,2
PORCO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-03-01,1,0,1
PORTACHUELO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-03-01,1,0,1
POTOSI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-03-01,2,0,2
PUCARANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-03-01,0,1,1
PUERTO SUAREZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-03-01,2,1,3
PUNATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-03-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-03-01,2,2,4
RIBERALTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-03-01,3,0,3
RURRENABAQUE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-03-01,2,0,2
SAN BORJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-03-01,1,0,1
SAN CARLOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-03-01,1,0,1
SAN JULIAN,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-03-01,2,1,3
SAN PEDRO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-03-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-03-01,90,47,137
SANTA ROSA DEL SARA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-03-01,2,0,2
SHINAOTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-03-01,1,0,1
SIPE SIPE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-03-01,0,1,1
SORATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-03-01,2,0,2
SUCRE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-03-01,2,0,2
TACACOMA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-03-01,2,0,2
TARIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-03-01,2,1,3
TIPUANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-03-01,6,1,7
TIQUIPAYA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-03-01,1,1,2
TRINIDAD,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-03-01,0,1,1
VIACHA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-03-01,3,0,3
VILLA MONTES,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-03-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-03-01,3,3,6
VINTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-03-01,1,0,1
YACUIBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-03-01,0,5,5
YAPACANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-03-01,1,3,4
ANCORAIMES,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-04-01,1,0,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-04-01,2,0,2
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-04-01,1,0,1
BERMEJO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-04-01,0,1,1
BUENA VISTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-04-01,1,0,1
CAIROMA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-04-01,0,1,1
CARANAVI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-04-01,8,1,9
CHALLAPATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-04-01,1,0,1
CHAQUI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-04-01,1,0,1
COBIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-04-01,2,1,3
COCHABAMBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-04-01,3,3,6
COROICO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-04-01,0,1,1
COTOCA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-04-01,4,3,7
CUATRO CAÑADAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-04-01,0,2,2
EL ALTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-04-01,16,5,21
ENTRE RIOS CBBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-04-01,1,0,1
GENERAL SAAVEDRA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-04-01,0,1,1
GUANAY,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-04-01,1,0,1
GUAYARAMERIN,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-04-01,1,3,4
GUTIERREZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-04-01,0,1,1
HUANUNI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-04-01,1,0,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-04-01,1,1,2
LA ASUNTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-04-01,3,1,4
LA GUARDIA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-04-01,0,2,2
LA PAZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-04-01,6,4,10
MIZQUE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-04-01,1,0,1
MONTEAGUDO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-04-01,1,0,1
MONTERO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-04-01,5,4,9
OCURI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-04-01,1,1,2
ORURO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-04-01,1,3,4
PALOS BLANCOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-04-01,0,1,1
PUERTO PEREZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-04-01,1,0,1
PUERTO QUIJARRO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-04-01,2,0,2
PUERTO VILLARROEL,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-04-01,3,4,7
QUILLACOLLO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-04-01,1,0,1
RIBERALTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-04-01,1,2,3
SACABA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-04-01,0,2,2
SAN BORJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-04-01,0,1,1
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-04-01,3,3,6
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-04-01,2,0,2
SAN JULIAN,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-04-01,1,0,1
SAN PEDRO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-04-01,0,1,1
SAN RAFAEL,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-04-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-04-01,74,64,138
SHINAOTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-04-01,2,1,3
SIPE SIPE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-04-01,2,1,3
SUCRE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-04-01,3,1,4
TAPACARI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-04-01,1,0,1
TARATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-04-01,1,0,1
TARIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-04-01,8,2,10
TIPUANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-04-01,4,0,4
VIACHA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-04-01,3,0,3
VILLA MONTES,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-04-01,1,1,2
VILLA TUNARI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-04-01,2,0,2
VINTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-04-01,4,1,5
YACUIBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-04-01,6,5,11
YAPACANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-04-01,2,1,3
ACHACACHI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-05-01,0,1,1
ACHOCALLA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-05-01,1,0,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-05-01,1,0,1
BERMEJO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-05-01,1,0,1
BETANZOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-05-01,1,0,1
BUENA VISTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-05-01,2,0,2
CABEZAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-05-01,1,0,1
CAMIRI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-05-01,1,1,2
CARANAVI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-05-01,6,1,7
CHARAGUA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-05-01,0,2,2
COBIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-05-01,1,0,1
COCHABAMBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-05-01,2,2,4
COTOCA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-05-01,4,1,5
CUATRO CAÑADAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-05-01,0,2,2
EL ALTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-05-01,10,6,16
EL TORNO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-05-01,2,1,3
ENTRE RIOS CBBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-05-01,3,0,3
GENERAL SAAVEDRA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-05-01,0,1,1
GUANAY,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-05-01,1,0,1
GUAYARAMERIN,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-05-01,1,0,1
GUTIERREZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-05-01,1,0,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-05-01,2,0,2
LA ASUNTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-05-01,1,2,3
LA GUARDIA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-05-01,2,0,2
LA PAZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-05-01,6,3,9
LAGUNILLAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-05-01,1,0,1
LLALLAGUA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-05-01,1,0,1
MAPIRI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-05-01,2,0,2
MIZQUE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-05-01,1,0,1
MONTERO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-05-01,7,0,7
MOROCHATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-05-01,0,1,1
ORURO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-05-01,5,1,6
POJO (CBBA),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-05-01,0,1,1
POTOSI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-05-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-05-01,1,0,1
PUNATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-05-01,0,1,1
QUILLACOLLO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-05-01,2,0,2
RIBERALTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-05-01,0,1,1
SACABA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-05-01,1,2,3
SAN BORJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-05-01,2,0,2
SAN CARLOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-05-01,1,0,1
SAN JUAN DE YAPACANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-05-01,0,2,2
SAN JULIAN,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-05-01,1,0,1
SANTA ANA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-05-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-05-01,51,28,79
SIPE SIPE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-05-01,1,0,1
SUCRE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2021-05-01,3,0,3
