,group,variable,month,N° DE SINTOMÁTICOS RESPIRATORIOS CANTIDAD,N° DE SINTOMÁTICOS RESPIRATORIOS CANTIDAD,TOTALES
COPACABANA,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,1,0,1
CORIPATA,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,2,0,2
COROICO,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,5,5,10
CORQUE,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,1,0,1
COTAGAITA,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,4,3,7
COTOCA,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,13,11,24
CUATRO CAÑADAS,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,4,2,6
CULPINA,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,5,5,10
EL ALTO,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,71,47,118
EL CHORO,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,1,2,3
EL TORNO,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,13,10,23
ENTRE RIOS TRJ,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,6,3,9
ENTRE RIOS CBBA,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,17,16,33
EUCALIPTUS,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,0,2,2
FERNANDEZ ALONSO,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,1,0,1
FILADELFIA,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,1,1,2
GENERAL SAAVEDRA,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,2,4,6
GRAL. J.J. PEREZ (CHARAZANI),tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,1,0,1
GUANAY,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,3,3,6
GUAQUI,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,1,0,1
GUAYARAMERIN,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,5,4,9
HUACARETA,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,2,0,2
HUACHACALLA,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,2,0,2
HUANUNI,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,13,6,19
HUARACAJE,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,4,0,4
HUATAJATA,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,1,0,1
HUAYLLAMARCA,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,2,2,4
INCAHUASI,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,1,1,2
INQUISIVI,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,0,1,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,2,2,4
IXIAMAS,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,2,1,3
JESUS DE MACHACA,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,3,0,3
LA ASUNTA,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,11,6,17
LA GUARDIA,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,50,27,77
LA PAZ,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,52,19,71
LAGUNILLAS,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,1,0,1
LLALLAGUA,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,7,5,12
LURIBAY,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,1,0,1
MACHARETI,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,0,2,2
MAIRANA,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,0,1,1
MAPIRI,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,14,2,16
MINEROS,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,0,4,4
MIZQUE,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,4,1,5
MOJOCOYA,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,2,0,2
MONTEAGUDO,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,1,1,2
MONTERO,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,32,33,65
MOROCHATA,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,0,1,1
OCURI,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,7,1,8
OKINAWA,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,3,5,8
OMEREQUE,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,1,0,1
ORURO,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,40,21,61
PADCAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,2,2,4
PADILLA,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,2,1,3
PAILON,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,4,3,7
PALCA,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,2,3,5
PALOS BLANCOS,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,14,6,20
PAMPA AULLAGAS,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,1,0,1
PASORAPA,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,1,1,2
PATACAMAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,1,3,4
PELECHUCO,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,0,1,1
POCOATA,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,2,2,4
POCONA,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,0,1,1
POJO (CBBA),tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,1,4,5
PORCO,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,3,0,3
POROMA,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,1,1,2
PORONGO,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,3,0,3
PORTACHUELO,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,1,1,2
POTOSI,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,62,11,73
PRESTO,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,2,1,3
PUCARANI,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,2,0,2
PUERTO CARABUCO,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,0,1,1
PUERTO GONZALO MORENO,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,1,0,1
PUERTO QUIJARRO,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,1,3,4
PUERTO SUAREZ,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,2,1,3
PUERTO VILLARROEL,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,17,16,33
PUNA,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,2,3,5
PUNATA,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,6,8,14
QUILLACOLLO,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,16,10,26
QUIME,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,1,1,2
QUIRUSILLAS,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,0,1,1
RAVELO,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,4,1,5
REYES,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,2,0,2
RIBERALTA,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,24,18,42
ROBORE,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,1,0,1
RURRENABAQUE,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,2,1,3
SACABA,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,14,11,25
SACACA,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,1,0,1
SAIPINA,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,1,1,2
SALINAS DE GARCI MENDOZA,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,1,3,4
SAMAIPATA,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,1,1,2
SAN ANDRES,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,1,0,1
SAN BENITO,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,1,0,1
SAN BORJA,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,9,7,16
SAN BUENA VENTURA,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,4,1,5
SAN CARLOS,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,8,4,12
SAN IGNACIO,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,2,1,3
SAN IGNACIO DE VELASCO,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,3,1,4
SAN JAVIER(STC),tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,2,0,2
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,8,8,16
SAN JUAN DE YAPACANI,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,0,3,3
SAN JULIAN,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,21,8,29
SAN LORENZO(TJA),tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,1,3,4
SAN LUCAS,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,7,1,8
SAN MATIAS,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,1,0,1
SAN MIGUEL DE VELASCO,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,2,0,2
SAN PEDRO,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,5,2,7
SAN PEDRO DE BUENA VISTA,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,3,3,6
SAN PEDRO DE MACHA,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,0,1,1
SAN RAFAEL,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,2,0,2
SAN RAMON SCZ,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,2,0,2
SANTA ANA,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,6,0,6
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,490,236,726
SANTA ROSA DEL SARA,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,4,4,8
SANTIAGO DE HUARI,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,2,2,4
SANTIAGO DE HUATA,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,0,1,1
SANTIVAÑES,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,0,1,1
SENA,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,0,1,1
SHINAOTA,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,15,9,24
SIPE SIPE,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,3,1,4
SOPACHUY,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,1,0,1
SORATA,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,0,1,1
SUCRE,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,42,30,72
TACOPAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,0,1,1
TAPACARI,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,2,2,4
TARABUCO,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,1,2,3
TARATA,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,1,2,3
TARIJA,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,31,22,53
TARVITA,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,2,2,4
TIAHUANACU,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,1,1,2
TINGUIPAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,2,1,3
TIPUANI,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,11,4,15
TIQUIPAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,5,5,10
TIRAQUE (CBBA),tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,4,3,7
TOCO,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,0,2,2
TOLATA,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,2,0,2
TOLEDO,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,1,0,1
TOMAVE,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,0,1,1
TOMINA,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,3,0,3
TORO TORO,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,1,2,3
TOTORA(CBBA),tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,2,2,4
TOTORA(ORR),tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,2,1,3
TRINIDAD,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,43,18,61
TUPIZA,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,1,0,1
TURCO,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,2,0,2
UNCIA,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,3,2,5
URIONDO (A. CONCEPCION),tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,0,2,2
UYUNI,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,3,0,3
VALLEGRANDE,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,1,0,1
VIACHA,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,3,1,4
VILA VILA,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,0,1,1
VILLA CHARCAS,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,4,0,4
VILLA MONTES,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,13,3,16
VILLA NUEVA (LOMA ALTA),tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,2,0,2
VILLA RIVERO,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,0,1,1
VILLA TUNARI,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,20,9,29
VILLA VACA GUZMAN (MUYUPAMPA),tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,1,2,3
VILLAZON,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,2,7,9
VINTO,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,6,4,10
VITICHI,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,0,2,2
WARNES,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,24,14,38
YACUIBA,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,36,28,64
YAMPARAEZ,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,3,2,5
YANACACHI,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,1,0,1
YAPACANI,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,41,36,77
YOCALLA,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,1,0,1
YUNCHARA,tuberculosis y lepra,n de sintomaticos respiratorios,2021-01-01,1,0,1
ACHACACHI,tuberculosis y lepra,n de sintomaticos respiratorios,2021-02-01,2,0,2
ACHOCALLA,tuberculosis y lepra,n de sintomaticos respiratorios,2021-02-01,1,1,2
AIQUILE,tuberculosis y lepra,n de sintomaticos respiratorios,2021-02-01,1,7,8
ALTO BENI,tuberculosis y lepra,n de sintomaticos respiratorios,2021-02-01,5,3,8
ANCORAIMES,tuberculosis y lepra,n de sintomaticos respiratorios,2021-02-01,3,0,3
ANTEQUERA,tuberculosis y lepra,n de sintomaticos respiratorios,2021-02-01,1,0,1
ANZALDO,tuberculosis y lepra,n de sintomaticos respiratorios,2021-02-01,1,2,3
APOLO,tuberculosis y lepra,n de sintomaticos respiratorios,2021-02-01,1,0,1
ARANI,tuberculosis y lepra,n de sintomaticos respiratorios,2021-02-01,0,1,1
ARBIETO,tuberculosis y lepra,n de sintomaticos respiratorios,2021-02-01,3,0,3
ARQUE,tuberculosis y lepra,n de sintomaticos respiratorios,2021-02-01,2,0,2
ASCENCION DE GUARAYOS,tuberculosis y lepra,n de sintomaticos respiratorios,2021-02-01,2,3,5
ATOCHA,tuberculosis y lepra,n de sintomaticos respiratorios,2021-02-01,1,0,1
AYATA,tuberculosis y lepra,n de sintomaticos respiratorios,2021-02-01,2,0,2
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,n de sintomaticos respiratorios,2021-02-01,3,2,5
AZURDUY,tuberculosis y lepra,n de sintomaticos respiratorios,2021-02-01,5,7,12
BATALLAS,tuberculosis y lepra,n de sintomaticos respiratorios,2021-02-01,1,0,1
BELLA FLOR,tuberculosis y lepra,n de sintomaticos respiratorios,2021-02-01,1,0,1
BERMEJO,tuberculosis y lepra,n de sintomaticos respiratorios,2021-02-01,7,5,12
BETANZOS,tuberculosis y lepra,n de sintomaticos respiratorios,2021-02-01,5,4,9
BOYUIBE,tuberculosis y lepra,n de sintomaticos respiratorios,2021-02-01,1,1,2
BUENA VISTA,tuberculosis y lepra,n de sintomaticos respiratorios,2021-02-01,2,7,9
CABEZAS,tuberculosis y lepra,n de sintomaticos respiratorios,2021-02-01,4,2,6
"CAIZA ""D""",tuberculosis y lepra,n de sintomaticos respiratorios,2021-02-01,1,0,1
CAJUATA,tuberculosis y lepra,n de sintomaticos respiratorios,2021-02-01,3,3,6
CALAMARCA,tuberculosis y lepra,n de sintomaticos respiratorios,2021-02-01,3,0,3
CAMARGO,tuberculosis y lepra,n de sintomaticos respiratorios,2021-02-01,1,1,2
CAMIRI,tuberculosis y lepra,n de sintomaticos respiratorios,2021-02-01,2,3,5
CAPINOTA,tuberculosis y lepra,n de sintomaticos respiratorios,2021-02-01,1,1,2
CARANAVI,tuberculosis y lepra,n de sintomaticos respiratorios,2021-02-01,38,19,57
CARAPARI,tuberculosis y lepra,n de sintomaticos respiratorios,2021-02-01,7,3,10
CARMEN RIVERO TORREZ,tuberculosis y lepra,n de sintomaticos respiratorios,2021-02-01,0,1,1
CATACORA,tuberculosis y lepra,n de sintomaticos respiratorios,2021-02-01,0,1,1
CHALLAPATA,tuberculosis y lepra,n de sintomaticos respiratorios,2021-02-01,2,4,6
CHARAGUA,tuberculosis y lepra,n de sintomaticos respiratorios,2021-02-01,0,2,2
CHAYANTA,tuberculosis y lepra,n de sintomaticos respiratorios,2021-02-01,0,1,1
CHIMORE,tuberculosis y lepra,n de sintomaticos respiratorios,2021-02-01,2,4,6
CHIPAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2021-02-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de sintomaticos respiratorios,2021-02-01,1,3,4
CHUMA,tuberculosis y lepra,n de sintomaticos respiratorios,2021-02-01,1,1,2
CLIZA,tuberculosis y lepra,n de sintomaticos respiratorios,2021-02-01,4,2,6
COBIJA,tuberculosis y lepra,n de sintomaticos respiratorios,2021-02-01,25,3,28
COCAPATA,tuberculosis y lepra,n de sintomaticos respiratorios,2021-02-01,1,0,1
COCHABAMBA,tuberculosis y lepra,n de sintomaticos respiratorios,2021-02-01,154,69,223
COIPASA,tuberculosis y lepra,n de sintomaticos respiratorios,2021-02-01,0,1,1
COLCAPIRHUA,tuberculosis y lepra,n de sintomaticos respiratorios,2021-02-01,5,3,8
"COLCHA ""K""",tuberculosis y lepra,n de sintomaticos respiratorios,2021-02-01,1,0,1
COLOMI,tuberculosis y lepra,n de sintomaticos respiratorios,2021-02-01,0,1,1
COLPA BELGICA,tuberculosis y lepra,n de sintomaticos respiratorios,2021-02-01,1,0,1
COLQUECHACA,tuberculosis y lepra,n de sintomaticos respiratorios,2021-02-01,3,4,7
COLQUIRI,tuberculosis y lepra,n de sintomaticos respiratorios,2021-02-01,2,1,3
COMARAPA,tuberculosis y lepra,n de sintomaticos respiratorios,2021-02-01,0,1,1
CONCEPCION,tuberculosis y lepra,n de sintomaticos respiratorios,2021-02-01,2,3,5
CORIPATA,tuberculosis y lepra,n de sintomaticos respiratorios,2021-02-01,4,1,5
COROICO,tuberculosis y lepra,n de sintomaticos respiratorios,2021-02-01,7,5,12
COTAGAITA,tuberculosis y lepra,n de sintomaticos respiratorios,2021-02-01,3,2,5
COTOCA,tuberculosis y lepra,n de sintomaticos respiratorios,2021-02-01,15,16,31
CUATRO CAÑADAS,tuberculosis y lepra,n de sintomaticos respiratorios,2021-02-01,10,3,13
CULPINA,tuberculosis y lepra,n de sintomaticos respiratorios,2021-02-01,4,2,6
EL ALTO,tuberculosis y lepra,n de sintomaticos respiratorios,2021-02-01,54,45,99
EL CHORO,tuberculosis y lepra,n de sintomaticos respiratorios,2021-02-01,1,3,4
EL PUENTE(STC),tuberculosis y lepra,n de sintomaticos respiratorios,2021-02-01,1,0,1
EL PUENTE(TJA),tuberculosis y lepra,n de sintomaticos respiratorios,2021-02-01,2,1,3
EL TORNO,tuberculosis y lepra,n de sintomaticos respiratorios,2021-02-01,11,6,17
ENTRE RIOS TRJ,tuberculosis y lepra,n de sintomaticos respiratorios,2021-02-01,2,0,2
ENTRE RIOS CBBA,tuberculosis y lepra,n de sintomaticos respiratorios,2021-02-01,5,13,18
ESCARA,tuberculosis y lepra,n de sintomaticos respiratorios,2021-02-01,0,1,1
FERNANDEZ ALONSO,tuberculosis y lepra,n de sintomaticos respiratorios,2021-02-01,2,3,5
FILADELFIA,tuberculosis y lepra,n de sintomaticos respiratorios,2021-02-01,0,2,2
GENERAL SAAVEDRA,tuberculosis y lepra,n de sintomaticos respiratorios,2021-02-01,1,0,1
GUANAY,tuberculosis y lepra,n de sintomaticos respiratorios,2021-02-01,9,0,9
GUAQUI,tuberculosis y lepra,n de sintomaticos respiratorios,2021-02-01,0,1,1
GUAYARAMERIN,tuberculosis y lepra,n de sintomaticos respiratorios,2021-02-01,4,7,11
GUTIERREZ,tuberculosis y lepra,n de sintomaticos respiratorios,2021-02-01,1,2,3
HUANUNI,tuberculosis y lepra,n de sintomaticos respiratorios,2021-02-01,6,3,9
HUAYLLAMARCA,tuberculosis y lepra,n de sintomaticos respiratorios,2021-02-01,1,1,2
ICLA,tuberculosis y lepra,n de sintomaticos respiratorios,2021-02-01,0,1,1
INCAHUASI,tuberculosis y lepra,n de sintomaticos respiratorios,2021-02-01,3,3,6
INQUISIVI,tuberculosis y lepra,n de sintomaticos respiratorios,2021-02-01,1,0,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,n de sintomaticos respiratorios,2021-02-01,1,1,2
IXIAMAS,tuberculosis y lepra,n de sintomaticos respiratorios,2021-02-01,4,1,5
JESUS DE MACHACA,tuberculosis y lepra,n de sintomaticos respiratorios,2021-02-01,1,4,5
LA ASUNTA,tuberculosis y lepra,n de sintomaticos respiratorios,2021-02-01,5,6,11
LA GUARDIA,tuberculosis y lepra,n de sintomaticos respiratorios,2021-02-01,45,41,86
