,group,variable,month,Nº DE QUIMIOPROFILAXIS EN MENORES DE 5 AÑOS CANTIDAD,Nº DE QUIMIOPROFILAXIS EN MENORES DE 5 AÑOS CANTIDAD,TOTALES
ARBIETO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-02-01,1,0,1
BUENA VISTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-02-01,2,0,2
CARANAVI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-02-01,1,2,3
CARAPARI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-02-01,1,0,1
CHIMORE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-02-01,1,2,3
COCHABAMBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-02-01,1,1,2
COLCAPIRHUA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-02-01,1,0,1
COLOMI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-02-01,1,1,2
COTOCA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-02-01,2,0,2
EL ALTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-02-01,1,0,1
EL TORNO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-02-01,5,0,5
ENTRE RIOS CBBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-02-01,2,1,3
GUANAY,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-02-01,1,0,1
GUAYARAMERIN,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-02-01,0,1,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-02-01,0,1,1
LA GUARDIA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-02-01,4,3,7
LA PAZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-02-01,0,0,0
LLALLAGUA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-02-01,0,1,1
MONTERO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-02-01,2,3,5
PORONGO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-02-01,1,0,1
POTOSI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-02-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-02-01,0,2,2
RIBERALTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-02-01,1,4,5
SAN BORJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-02-01,0,1,1
SAN CARLOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-02-01,0,1,1
SANTA ANA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-02-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-02-01,11,9,20
SORATA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-02-01,1,3,4
SUCRE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-02-01,1,0,1
TRINIDAD,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-02-01,1,2,3
VILLA MONTES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-02-01,1,1,2
VILLA TUNARI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-02-01,3,2,5
VINTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-02-01,1,0,1
WARNES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-02-01,2,0,2
YACUIBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-02-01,0,2,2
YANACACHI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-02-01,1,0,1
YAPACANI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-02-01,3,3,6
ASCENCION DE GUARAYOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-03-01,0,1,1
CAMIRI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-03-01,0,1,1
CARANAVI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-03-01,0,1,1
CARAPARI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-03-01,1,1,2
CHIMORE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-03-01,1,2,3
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-03-01,0,2,2
COCHABAMBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-03-01,1,2,3
CONCEPCION,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-03-01,3,2,5
COTAGAITA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-03-01,0,1,1
COTOCA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-03-01,2,1,3
CUATRO CAÑADAS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-03-01,1,1,2
EL ALTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-03-01,4,2,6
ENTRE RIOS CBBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-03-01,2,2,4
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-03-01,1,0,1
LA PAZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-03-01,2,1,3
LURIBAY,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-03-01,0,1,1
MONTERO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-03-01,1,0,1
OKINAWA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-03-01,0,1,1
ORURO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-03-01,0,1,1
PAILON,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-03-01,1,0,1
POJO (CBBA),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-03-01,0,1,1
PORONGO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-03-01,1,1,2
POTOSI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-03-01,1,0,1
PUERTO SUAREZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-03-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-03-01,5,4,9
QUILLACOLLO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-03-01,1,0,1
SAN BORJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-03-01,2,3,5
SAN CARLOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-03-01,1,0,1
SAN LORENZO(TJA),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-03-01,1,0,1
SAN PEDRO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-03-01,1,0,1
SANTA ANA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-03-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-03-01,7,9,16
SANTA ROSA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-03-01,0,1,1
SHINAOTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-03-01,1,0,1
TARIJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-03-01,0,1,1
TRINIDAD,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-03-01,1,4,5
URUBICHA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-03-01,1,0,1
VALLEGRANDE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-03-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-03-01,1,1,2
VINTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-03-01,0,2,2
WARNES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-03-01,1,0,1
YACUIBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-03-01,0,1,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-04-01,1,1,2
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-04-01,0,1,1
BATALLAS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-04-01,0,1,1
BERMEJO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-04-01,0,1,1
CABEZAS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-04-01,2,1,3
CAJUATA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-04-01,0,1,1
CHARAGUA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-04-01,0,1,1
COCHABAMBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-04-01,8,5,13
COTOCA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-04-01,3,2,5
CUATRO CAÑADAS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-04-01,0,1,1
EL ALTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-04-01,7,5,12
ENTRE RIOS CBBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-04-01,2,0,2
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-04-01,1,1,2
LA PAZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-04-01,1,0,1
MONTERO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-04-01,0,4,4
PALOS BLANCOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-04-01,0,2,2
POTOSI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-04-01,2,0,2
PUERTO RICO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-04-01,0,1,1
PUERTO VILLARROEL,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-04-01,5,0,5
RURRENABAQUE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-04-01,0,1,1
SACABA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-04-01,0,1,1
SAMAIPATA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-04-01,1,0,1
SAN BORJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-04-01,2,0,2
SAN IGNACIO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-04-01,0,2,2
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-04-01,0,1,1
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-04-01,0,1,1
SAN JUAN DE YAPACANI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-04-01,0,1,1
SAN JULIAN,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-04-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-04-01,13,6,19
SUCRE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-04-01,0,1,1
TARATA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-04-01,0,2,2
TARIJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-04-01,1,1,2
TIRAQUE (CBBA),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-04-01,0,1,1
TRINIDAD,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-04-01,3,1,4
VALLEGRANDE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-04-01,1,0,1
VILLA VACA GUZMAN (MUYUPAMPA),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-04-01,0,1,1
VINTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-04-01,0,1,1
VITICHI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-04-01,1,0,1
YAPACANI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-04-01,2,0,2
BERMEJO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-05-01,1,0,1
BETANZOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-05-01,1,0,1
CARANAVI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-05-01,1,1,2
COCHABAMBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-05-01,1,1,2
CORIPATA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-05-01,0,1,1
COROICO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-05-01,0,2,2
COTOCA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-05-01,1,3,4
EL ALTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-05-01,0,1,1
EL TORNO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-05-01,0,1,1
ENTRE RIOS CBBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-05-01,1,0,1
GUANAY,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-05-01,0,1,1
GUAYARAMERIN,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-05-01,0,1,1
LA ASUNTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-05-01,0,1,1
LA GUARDIA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-05-01,0,4,4
LA PAZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-05-01,0,0,0
MAPIRI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-05-01,1,0,1
MIZQUE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-05-01,0,1,1
MONTERO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-05-01,1,0,1
OKINAWA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-05-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-05-01,1,2,3
QUILLACOLLO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-05-01,1,1,2
SACACA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-05-01,0,1,1
SAN BORJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-05-01,1,0,1
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-05-01,1,2,3
SANTA ANA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-05-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-05-01,20,5,25
SANTA ROSA DEL SARA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-05-01,1,0,1
SIPE SIPE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-05-01,0,2,2
SUCRE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-05-01,0,1,1
TARIJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-05-01,0,1,1
VILLA MONTES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-05-01,0,1,1
YACUIBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-05-01,1,2,3
YAPACANI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-05-01,1,0,1
BERMEJO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-06-01,0,2,2
CARANAVI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-06-01,2,1,3
COCHABAMBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-06-01,2,0,2
CORIPATA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-06-01,1,1,2
COTOCA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-06-01,1,1,2
EL ALTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-06-01,0,3,3
EL TORNO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-06-01,1,1,2
ENTRE RIOS CBBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-06-01,1,0,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-06-01,1,0,1
LA ASUNTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-06-01,0,1,1
LA GUARDIA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-06-01,0,2,2
LA PAZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-06-01,0,0,0
MONTERO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-06-01,1,0,1
PALOS BLANCOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-06-01,2,0,2
RIBERALTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-06-01,1,1,2
SACABA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-06-01,2,0,2
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-06-01,1,1,2
SAN LUCAS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-06-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-06-01,10,7,17
SHINAOTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-06-01,1,1,2
TIPUANI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-06-01,1,0,1
TRINIDAD,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-06-01,1,1,2
WARNES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-06-01,0,1,1
YACUIBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-06-01,2,6,8
YAPACANI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-06-01,1,0,1
ALTO BENI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-07-01,2,1,3
BATALLAS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-07-01,0,1,1
BAURES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-07-01,1,2,3
BERMEJO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-07-01,1,0,1
CAMARGO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-07-01,0,1,1
CARANAVI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-07-01,1,1,2
CARAPARI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-07-01,0,2,2
CHIMORE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-07-01,1,0,1
COBIJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-07-01,0,1,1
COCHABAMBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-07-01,2,1,3
EL ALTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-07-01,6,4,10
EL PUENTE(STC),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-07-01,1,0,1
EL TORNO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-07-01,0,1,1
ENTRE RIOS CBBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-07-01,1,0,1
GENERAL SAAVEDRA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-07-01,0,2,2
GUANAY,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-07-01,1,0,1
GUAYARAMERIN,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-07-01,1,0,1
HUANUNI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-07-01,1,0,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-07-01,0,1,1
LA GUARDIA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-07-01,2,0,2
LA PAZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-07-01,1,1,2
MACHARETI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-07-01,2,0,2
MIZQUE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-07-01,1,0,1
MOJOCOYA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-07-01,0,1,1
OKINAWA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-07-01,2,0,2
ORURO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-07-01,1,1,2
PADCAYA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-07-01,0,1,1
PAMPA GRANDE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-07-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-07-01,6,0,6
QUILLACOLLO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-07-01,0,1,1
RIBERALTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-07-01,3,2,5
RURRENABAQUE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-07-01,0,1,1
SACABA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-07-01,1,0,1
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-07-01,1,2,3
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-07-01,13,9,22
SANTA ROSA DEL SARA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-07-01,1,2,3
SIPE SIPE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-07-01,0,3,3
TRINIDAD,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-07-01,1,3,4
URIONDO (A. CONCEPCION),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-07-01,1,0,1
VILLA RIVERO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2021-07-01,1,1,2
