,group,variable,month,N° DE TB EXTRAPULMONAR NUEVOS CANTIDAD,N° DE TB EXTRAPULMONAR NUEVOS CANTIDAD,TOTALES
QUILLACOLLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-02-01,0,1,1
RIBERALTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-02-01,0,1,1
SACABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-02-01,2,0,2
SAN JAVIER(STC),tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-02-01,0,1,1
SAN LORENZO(TJA),tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-02-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-02-01,17,7,24
SANTA ROSA DEL SARA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-02-01,1,0,1
SUCRE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-02-01,3,3,6
TARATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-02-01,1,0,1
TARIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-02-01,2,0,2
TRINIDAD,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-02-01,0,1,1
UYUNI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-02-01,0,1,1
VIACHA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-02-01,0,1,1
VILLA TUNARI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-02-01,0,2,2
YACUIBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-02-01,1,0,1
YAPACANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-02-01,0,1,1
ACHACACHI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-03-01,1,0,1
ACHOCALLA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-03-01,1,0,1
COBIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-03-01,2,1,3
COCHABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-03-01,16,6,22
COLCAPIRHUA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-03-01,2,1,3
EL ALTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-03-01,7,4,11
EL TORNO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-03-01,1,0,1
LA PAZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-03-01,5,6,11
LLALLAGUA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-03-01,1,0,1
MONTERO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-03-01,1,1,2
ORURO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-03-01,3,1,4
PATACAMAYA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-03-01,1,0,1
PELECHUCO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-03-01,1,0,1
POCONA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-03-01,1,0,1
PORTACHUELO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-03-01,1,0,1
POTOSI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-03-01,4,1,5
PUERTO VILLARROEL,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-03-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-03-01,2,2,4
RURRENABAQUE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-03-01,1,0,1
SACABA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-03-01,2,0,2
SAN IGNACIO DE VELASCO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-03-01,1,1,2
SAN JUAN DE YAPACANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-03-01,1,0,1
SAN JULIAN,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-03-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-03-01,12,8,20
SUCRE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-03-01,2,0,2
TARIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-03-01,1,1,2
TRINIDAD,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-03-01,0,1,1
VIACHA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-03-01,0,2,2
VILLA CHARCAS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-03-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-03-01,1,0,1
VILLAZON,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-03-01,0,1,1
VINTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-03-01,1,0,1
ACHOCALLA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-04-01,1,0,1
AIQUILE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-04-01,1,0,1
BETANZOS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-04-01,1,0,1
CAMIRI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-04-01,0,1,1
CLIZA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-04-01,1,0,1
COBIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-04-01,1,1,2
COCHABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-04-01,11,2,13
COLCAPIRHUA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-04-01,1,0,1
CORIPATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-04-01,1,0,1
CORQUE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-04-01,1,0,1
COTOCA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-04-01,2,1,3
EL ALTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-04-01,12,4,16
ENTRE RIOS CBBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-04-01,0,1,1
LA GUARDIA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-04-01,0,1,1
LA PAZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-04-01,10,4,14
MINEROS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-04-01,1,0,1
MONTEAGUDO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-04-01,1,0,1
ORURO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-04-01,1,1,2
POTOSI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-04-01,3,0,3
PUNATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-04-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-04-01,1,2,3
SACABA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-04-01,3,0,3
SAN BORJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-04-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-04-01,11,7,18
SUCRE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-04-01,3,1,4
TARIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-04-01,1,0,1
TEOPONTE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-04-01,1,0,1
TOCO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-04-01,1,0,1
TRINIDAD,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-04-01,1,1,2
VIACHA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-04-01,3,0,3
VILLAZON,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-04-01,0,1,1
WARNES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-04-01,1,0,1
ACHOCALLA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-05-01,0,1,1
APOLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-05-01,1,0,1
ARQUE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-05-01,1,0,1
BATALLAS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-05-01,1,0,1
BERMEJO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-05-01,1,0,1
CABEZAS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-05-01,0,1,1
CAMIRI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-05-01,0,1,1
CHARAGUA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-05-01,0,1,1
CHIMORE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-05-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-05-01,1,0,1
COBIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-05-01,0,1,1
COCHABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-05-01,8,6,14
COLCAPIRHUA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-05-01,1,1,2
COROICO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-05-01,0,1,1
COTOCA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-05-01,1,0,1
CUATRO CAÑADAS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-05-01,1,0,1
EL ALTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-05-01,9,6,15
EL TORNO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-05-01,0,1,1
FERNANDEZ ALONSO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-05-01,1,0,1
HUANUNI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-05-01,2,0,2
LA GUARDIA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-05-01,0,1,1
LA PAZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-05-01,7,0,7
MONTERO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-05-01,2,1,3
ORURO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-05-01,2,0,2
PAMPA AULLAGAS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-05-01,1,0,1
POTOSI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-05-01,2,1,3
PUERTO VILLARROEL,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-05-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-05-01,1,0,1
SACABA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-05-01,1,1,2
SALINAS DE GARCI MENDOZA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-05-01,1,0,1
SAN IGNACIO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-05-01,1,0,1
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-05-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-05-01,16,8,24
SUCRE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-05-01,3,3,6
TARIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-05-01,1,0,1
TRINIDAD,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-05-01,1,1,2
VILLA TUNARI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-05-01,0,3,3
WARNES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-05-01,1,1,2
YAPACANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-05-01,0,1,1
YOTALA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-05-01,1,0,1
ACHOCALLA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-06-01,1,0,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-06-01,1,0,1
BELLA FLOR,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-06-01,1,0,1
CAMIRI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-06-01,0,1,1
CARANAVI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-06-01,1,0,1
COBIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-06-01,1,0,1
COCHABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-06-01,6,8,14
COLPA BELGICA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-06-01,1,0,1
COROICO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-06-01,1,0,1
COTOCA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-06-01,1,0,1
EL ALTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-06-01,10,4,14
GUAYARAMERIN,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-06-01,0,1,1
LA GUARDIA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-06-01,1,0,1
LA PAZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-06-01,15,7,22
LLALLAGUA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-06-01,1,0,1
MAPIRI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-06-01,1,0,1
MONTERO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-06-01,1,0,1
OMEREQUE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-06-01,0,1,1
ORURO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-06-01,2,2,4
PORCO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-06-01,1,0,1
POTOSI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-06-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-06-01,3,0,3
RIBERALTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-06-01,1,1,2
RURRENABAQUE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-06-01,1,0,1
SACABA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-06-01,1,0,1
SAMAIPATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-06-01,1,0,1
SAN IGNACIO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-06-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-06-01,16,7,23
SHINAOTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-06-01,0,1,1
SICA SICA (VILLA AROMA),tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-06-01,0,1,1
SUCRE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-06-01,5,2,7
TRINIDAD,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-06-01,2,0,2
UYUNI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-06-01,1,0,1
VITICHI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-06-01,1,0,1
WARNES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-06-01,2,1,3
YACUIBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-06-01,0,2,2
YAPACANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-06-01,1,2,3
ACHOCALLA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-07-01,1,1,2
BERMEJO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-07-01,0,1,1
BUENA VISTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-07-01,1,0,1
CARANAVI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-07-01,1,1,2
CHARAGUA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-07-01,1,0,1
COBIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-07-01,1,0,1
COCHABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-07-01,9,5,14
COPACABANA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-07-01,1,0,1
CORIPATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-07-01,1,0,1
COTAGAITA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-07-01,1,0,1
COTOCA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-07-01,0,2,2
EL ALTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-07-01,6,8,14
EL PUENTE(STC),tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-07-01,2,0,2
ICLA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-07-01,0,1,1
LA ASUNTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-07-01,1,0,1
LA PAZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-07-01,12,11,23
LLALLAGUA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-07-01,1,0,1
MAIRANA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-07-01,1,0,1
MECAPACA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-07-01,1,1,2
MONTERO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-07-01,2,0,2
ORURO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-07-01,4,0,4
PALOS BLANCOS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-07-01,0,1,1
POTOSI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-07-01,8,0,8
QUILLACOLLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-07-01,2,0,2
SAN JAVIER(STC),tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-07-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-07-01,10,12,22
SIPE SIPE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-07-01,1,0,1
SOPACHUY,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-07-01,0,1,1
SUCRE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-07-01,2,1,3
TARIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-07-01,2,2,4
TRINIDAD,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-07-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-07-01,0,1,1
VILLAZON,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-07-01,1,0,1
VINTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-07-01,1,1,2
WARNES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-07-01,0,1,1
YANACACHI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-07-01,1,0,1
ARBIETO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-08-01,0,1,1
CALAMARCA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-08-01,1,0,1
CAPINOTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-08-01,0,1,1
CARANAVI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-08-01,0,1,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-08-01,0,1,1
COCHABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-08-01,13,5,18
COROICO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-08-01,1,0,1
CUATRO CAÑADAS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-08-01,0,1,1
EL ALTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-08-01,13,10,23
EL TORNO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-08-01,1,0,1
GUAYARAMERIN,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-08-01,1,0,1
IXIAMAS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-08-01,0,1,1
LA PAZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-08-01,11,10,21
LAJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-08-01,1,0,1
MAPIRI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-08-01,1,0,1
ORURO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-08-01,4,2,6
POTOSI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-08-01,5,0,5
PUERTO VILLARROEL,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-08-01,0,1,1
QUILLACOLLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-08-01,1,0,1
RIBERALTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-08-01,1,0,1
RURRENABAQUE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-08-01,1,0,1
SACABA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-08-01,0,2,2
SAN PEDRO DE BUENA VISTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-08-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-08-01,14,9,23
SANTA ROSA DEL SARA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-08-01,0,1,1
SUCRE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-08-01,2,4,6
TARIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-08-01,2,1,3
TEOPONTE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-08-01,0,1,1
TOMINA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-08-01,1,0,1
TRINIDAD,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-08-01,0,1,1
VILLA TUNARI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-08-01,1,1,2
WARNES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-08-01,2,0,2
YACUIBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-08-01,3,0,3
YAPACANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-08-01,1,0,1
BATALLAS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-09-01,0,1,1
COBIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-09-01,0,1,1
COCHABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-09-01,9,6,15
CORIPATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-09-01,0,2,2
COROICO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-09-01,1,0,1
COTOCA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-09-01,0,2,2
CUATRO CAÑADAS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-09-01,0,1,1
EL ALTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-09-01,10,7,17
EL TORNO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-09-01,0,1,1
ENTRE RIOS TRJ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-09-01,0,1,1
ENTRE RIOS CBBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-09-01,1,0,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-09-01,1,1,2
IXIAMAS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-09-01,1,0,1
LA GUARDIA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-09-01,2,0,2
LA PAZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2021-09-01,14,11,25
