,group,variable,month,SRP 2DA. DOSIS DENTRO,SRP 2DA. DOSIS DENTRO,SRP 2DA. DOSIS FUERA,SRP 2DA. DOSIS FUERA,TOTALES
COLQUECHACA,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,1,1,2,2,6
COLQUIRI,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,3,1,0,0,4
CONCEPCION,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,0,1,1,0,2
COPACABANA,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,0,1,0,0,1
CORIPATA,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,1,0,0,0,1
CORQUE,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,1,0,0,0,1
COTOCA,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,14,12,4,5,35
CUATRO CAÑADAS,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,0,0,1,0,1
CULPINA,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,0,1,0,0,1
DESAGUADERO,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,1,0,1,0,2
EL ALTO,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,134,110,34,45,323
EL CHORO,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,1,0,0,0,1
EL PUENTE(STC),vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,1,1,0,0,2
EL PUENTE(TJA),vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,1,0,0,0,1
EL TORNO,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,7,1,1,2,11
ENTRE RIOS TRJ,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,4,1,1,0,6
ENTRE RIOS CBBA,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,6,11,2,2,21
ESCOMA,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,0,0,1,0,1
EUREKA (SANTOS MERCADO),vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,2,0,0,0,2
GENERAL SAAVEDRA,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,1,0,0,0,1
GRAL. J.J. PEREZ (CHARAZANI),vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,1,1,1,1,4
GUAYARAMERIN,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,8,10,0,0,18
HUACARETA,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,0,1,0,0,1
HUACHACALLA,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,1,0,0,0,1
HUAYLLAMARCA,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,1,0,0,0,1
LA ASUNTA,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,5,3,0,1,9
LA GUARDIA,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,18,10,9,9,46
LA PAZ,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,151,182,12,9,354
LAGUNILLAS,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,0,1,0,0,1
LAJA,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,0,1,0,0,1
LLALLAGUA,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,2,0,7,0,9
MACHACAMARCA,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,1,0,0,0,1
MAGDALENA,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,4,5,5,0,14
MAIRANA,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,3,1,0,0,4
MAPIRI,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,1,0,0,0,1
MECAPACA,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,2,2,0,0,4
MINEROS,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,2,2,0,0,4
MIZQUE,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,1,0,2,0,3
MONTERO,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,9,15,2,2,28
OKINAWA,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,2,0,0,0,2
ORURO,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,37,26,6,4,73
PADILLA,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,0,2,0,0,2
PAILON,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,2,1,9,11,23
PALCA,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,0,0,1,0,1
PALOS BLANCOS,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,2,3,0,0,5
PAMPA AULLAGAS,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,0,0,1,0,1
PAMPA GRANDE,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,1,1,0,0,2
PATACAMAYA,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,1,1,0,0,2
PAZÑA,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,0,1,0,0,1
POCOATA,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,0,0,0,1,1
POJO (CBBA),vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,1,1,0,1,3
PORONGO,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,3,0,0,0,3
PORTACHUELO,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,4,3,0,0,7
POTOSI,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,17,15,7,3,42
PUCARANI,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,1,3,3,2,9
PUERTO ACOSTA,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,0,0,1,0,1
PUERTO GONZALO MORENO,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,1,0,0,1,2
PUERTO QUIJARRO,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,2,1,0,0,3
PUERTO SUAREZ,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,1,1,0,0,2
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,2,5,1,0,8
PUNA,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,0,0,0,2,2
PUNATA,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,3,11,3,2,19
QUILLACOLLO,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,15,20,5,4,44
QUIME,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,1,3,0,0,4
RAVELO,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,0,0,1,0,1
REYES,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,3,1,0,0,4
RIBERALTA,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,6,4,2,1,13
ROBORE,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,1,2,0,0,3
RURRENABAQUE,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,3,1,0,1,5
SACABA,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,27,22,10,19,78
SACACA,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,0,0,1,1,2
SAMAIPATA,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,0,0,1,0,1
SAN ANDRES,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,1,0,0,0,1
SAN ANTONIO DE LOMERIO,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,1,0,0,0,1
SAN BENITO,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,2,1,0,0,3
SAN BORJA,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,5,3,0,0,8
SAN BUENA VENTURA,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,2,0,0,0,2
SAN CARLOS,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,1,1,4,4,10
SAN IGNACIO,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,4,5,0,0,9
SAN IGNACIO DE VELASCO,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,7,5,0,2,14
SAN JAVIER(BNI),vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,0,1,0,0,1
SAN JAVIER(STC),vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,2,1,0,0,3
SAN JOAQUIN,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,2,0,16,18,36
SAN JOSE DE CHIQUITOS,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,3,1,0,0,4
SAN JUAN DE YAPACANI,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,10,12,0,1,23
SAN JULIAN,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,9,10,0,0,19
SAN LORENZO(PND),vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,0,0,1,0,1
SAN LORENZO(TJA),vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,0,1,0,1,2
SAN MIGUEL DE VELASCO,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,0,0,1,0,1
SAN PEDRO,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,1,0,3,2,6
SAN PEDRO DE BUENA VISTA,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,1,1,0,0,2
SAN PEDRO DE CURAHUARA,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,0,2,0,0,2
SAN PEDRO DE TIQUINA,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,0,1,0,0,1
SAN PEDRO(PND),vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,0,0,1,1,2
SAN RAMON BENI,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,1,0,2,0,3
SANTA ANA,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,2,0,0,0,2
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,292,244,5,7,548
SANTA ROSA,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,1,0,0,0,1
SANTIAGO DE HUARI,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,1,0,0,0,1
SENA,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,0,0,1,1,2
SHINAOTA,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,2,1,0,0,3
SIPE SIPE,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,10,9,2,2,23
SORATA,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,2,1,0,1,4
SUCRE,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,45,58,12,25,140
TACACOMA,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,0,2,0,1,3
TARACO,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,0,1,0,0,1
TARATA,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,0,0,0,1,1
TARIJA,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,27,25,5,3,60
TIAHUANACU,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,2,1,0,0,3
TINGUIPAYA,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,0,0,0,1,1
TIQUIPAYA,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,8,4,2,8,22
TIRAQUE (CBBA),vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,2,1,1,0,4
TOCO,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,0,0,0,1,1
TOLATA,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,0,1,1,1,3
TOLEDO,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,0,0,1,0,1
TORO TORO,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,0,0,1,1,2
TOTORA(CBBA),vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,0,0,1,0,1
TRINIDAD,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,14,10,0,0,24
TUPIZA,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,4,3,0,1,8
UNCIA,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,1,1,0,0,2
URUBICHA,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,2,0,0,0,2
UYUNI,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,0,2,0,0,2
VALLEGRANDE,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,0,1,0,0,1
VIACHA,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,9,12,0,0,21
VILLA MONTES,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,1,2,0,0,3
VILLA RIVERO,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,2,0,0,0,2
VILLA TUNARI,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,14,6,2,2,24
VILLAZON,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,4,9,1,2,16
VINTO,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,9,5,4,5,23
WARNES,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,24,12,3,1,40
YACUIBA,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,8,7,0,0,15
YANACACHI,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,1,1,0,0,2
YAPACANI,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,4,5,0,3,12
YOTALA,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-01-01,1,1,0,0,2
ACHACACHI,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-02-01,1,0,0,0,1
AIQUILE,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-02-01,0,1,1,0,2
ALTO BENI,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-02-01,0,0,1,1,2
APOLO,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-02-01,1,1,0,0,2
ARANI,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-02-01,1,0,0,1,2
ARBIETO,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-02-01,1,1,1,0,3
ARQUE,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-02-01,0,0,0,1,1
ASCENCION DE GUARAYOS,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-02-01,0,1,0,0,1
ATOCHA,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-02-01,0,0,0,1,1
AYATA,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-02-01,0,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),vacunacion en ninos de 4 anos,srp 2da. dosis,2020-02-01,0,0,0,1,1
BETANZOS,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-02-01,1,1,0,4,6
BUENA VISTA,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-02-01,1,0,4,2,7
CABEZAS,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-02-01,4,3,1,0,8
CAIROMA,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-02-01,1,0,0,0,1
"CAIZA ""D""",vacunacion en ninos de 4 anos,srp 2da. dosis,2020-02-01,0,0,0,1,1
CAJUATA,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-02-01,2,0,0,0,2
CALACOTO,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-02-01,1,0,0,0,1
CALAMARCA,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-02-01,4,0,2,1,7
CAMIRI,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-02-01,1,1,0,0,2
CAPINOTA,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-02-01,0,1,0,0,1
CARACOLLO,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-02-01,1,0,1,0,2
CARANAVI,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-02-01,5,4,0,2,11
CARAPARI,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-02-01,0,0,1,0,1
CHALLAPATA,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-02-01,7,13,1,0,21
CHAQUI,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-02-01,1,0,0,0,1
CHARAGUA,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-02-01,0,1,0,0,1
CHAYANTA,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-02-01,1,1,0,0,2
CHIMORE,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-02-01,2,3,1,0,6
CHULUMANI (V. DE LA LIBERTAD),vacunacion en ninos de 4 anos,srp 2da. dosis,2020-02-01,3,0,0,0,3
CKOCHAS,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-02-01,0,0,1,0,1
CLIZA,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-02-01,1,2,2,3,8
COBIJA,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-02-01,3,0,0,0,3
COCAPATA,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-02-01,0,1,1,3,5
COCHABAMBA,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-02-01,48,48,43,35,174
COLCAPIRHUA,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-02-01,12,8,3,5,28
"COLCHA ""K""",vacunacion en ninos de 4 anos,srp 2da. dosis,2020-02-01,0,1,1,0,2
COLOMI,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-02-01,3,3,1,2,9
COLPA BELGICA,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-02-01,0,0,0,1,1
COLQUECHACA,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-02-01,0,2,0,0,2
COLQUIRI,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-02-01,0,1,0,0,1
COMARAPA,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-02-01,3,4,0,0,7
CONCEPCION,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-02-01,1,2,10,9,22
CORO CORO,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-02-01,0,0,1,0,1
COTOCA,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-02-01,6,4,0,1,11
CUATRO CAÑADAS,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-02-01,1,2,0,0,3
DESAGUADERO,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-02-01,0,1,0,0,1
EL ALTO,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-02-01,62,54,43,68,227
EL PUENTE(STC),vacunacion en ninos de 4 anos,srp 2da. dosis,2020-02-01,1,0,0,0,1
EL TORNO,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-02-01,3,4,0,0,7
ENTRE RIOS TRJ,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-02-01,1,0,1,0,2
ENTRE RIOS CBBA,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-02-01,5,8,0,1,14
EUREKA (SANTOS MERCADO),vacunacion en ninos de 4 anos,srp 2da. dosis,2020-02-01,0,0,0,1,1
EXALTACION,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-02-01,0,1,0,0,1
GUAYARAMERIN,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-02-01,2,5,0,1,8
GUTIERREZ,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-02-01,2,3,0,0,5
HUACAYA (VILLA DE HUACAYA),vacunacion en ninos de 4 anos,srp 2da. dosis,2020-02-01,0,1,0,0,1
HUANUNI,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-02-01,1,0,1,0,2
HUAYLLAMARCA,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-02-01,0,1,0,0,1
INQUISIVI,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-02-01,1,0,0,0,1
IRUPANA (VILLA DE LANZA),vacunacion en ninos de 4 anos,srp 2da. dosis,2020-02-01,0,0,0,2,2
LA ASUNTA,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-02-01,5,2,0,0,7
LA GUARDIA,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-02-01,17,16,3,1,37
LA PAZ,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-02-01,55,41,3,9,108
LLALLAGUA,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-02-01,3,0,2,5,10
LURIBAY,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-02-01,0,1,0,0,1
MACHARETI,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-02-01,0,0,1,0,1
MAGDALENA,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-02-01,2,2,2,0,6
MAPIRI,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-02-01,4,2,0,0,6
MECAPACA,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-02-01,1,1,1,0,3
MINEROS,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-02-01,1,1,0,0,2
MIZQUE,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-02-01,0,1,2,0,3
MONTEAGUDO,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-02-01,0,2,0,0,2
MONTERO,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-02-01,7,6,0,2,15
MOROCHATA,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-02-01,1,0,1,0,2
OCURI,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-02-01,0,0,1,0,1
OKINAWA,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-02-01,1,0,0,0,1
ORURO,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-02-01,13,9,29,38,89
PAILON,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-02-01,0,3,1,1,5
PALOS BLANCOS,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-02-01,2,3,0,0,5
PAMPA GRANDE,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-02-01,0,1,0,0,1
POCOATA,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-02-01,0,0,0,2,2
POCONA,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-02-01,0,0,0,2,2
POJO (CBBA),vacunacion en ninos de 4 anos,srp 2da. dosis,2020-02-01,1,0,0,0,1
POOPO,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-02-01,1,0,0,0,1
PORCO,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-02-01,1,0,1,1,3
POROMA,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-02-01,0,1,0,0,1
PORONGO,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-02-01,0,0,0,1,1
PORTACHUELO,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-02-01,0,3,1,1,5
POTOSI,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-02-01,8,4,8,4,24
PUCARANI,vacunacion en ninos de 4 anos,srp 2da. dosis,2020-02-01,0,0,3,1,4
