,group,variable,month,ANTIPOLIOMIELÍTICA 1RA DOSIS DENTRO,ANTIPOLIOMIELÍTICA 1RA DOSIS DENTRO,ANTIPOLIOMIELÍTICA 1RA DOSIS FUERA,ANTIPOLIOMIELÍTICA 1RA DOSIS FUERA,TOTALES,TOTALES,TOTALES
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-01-01,2,0,0,0,2,0,2
COTOCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-01-01,1,0,0,0,1,0,1
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-01-01,1,0,0,0,1,0,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-01-01,7,11,2,2,9,13,22
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-01-01,0,0,1,1,1,1,2
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-01-01,1,0,0,0,1,0,1
LA PAZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-01-01,22,24,1,0,23,24,47
LAJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-01-01,2,0,0,0,2,0,2
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-01-01,1,0,1,0,2,0,2
LORETO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-01-01,1,2,4,3,5,5,10
MECAPACA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-01-01,0,0,1,0,1,0,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-01-01,1,2,0,0,1,2,3
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-01-01,0,0,1,0,1,0,1
ORURO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-01-01,4,4,7,9,11,13,24
PAILON,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-01-01,6,14,2,2,8,16,24
PALCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-01-01,0,0,0,1,0,1,1
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-01-01,0,1,0,0,0,1,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-01-01,2,2,0,0,2,2,4
PUCARANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-01-01,0,1,0,0,0,1,1
PUNATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-01-01,1,0,0,0,1,0,1
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-01-01,9,4,9,11,18,15,33
ROBORE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-01-01,0,0,1,0,1,0,1
SACABA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-01-01,1,4,0,0,1,4,5
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-01-01,1,1,0,0,1,1,2
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-01-01,2,0,0,0,2,0,2
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-01-01,1,0,0,0,1,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-01-01,0,1,0,0,0,1,1
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-01-01,0,0,0,1,0,1,1
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-01-01,2,2,0,0,2,2,4
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-01-01,1,0,0,0,1,0,1
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-01-01,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-01-01,12,11,4,3,16,14,30
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-01-01,0,2,0,0,0,2,2
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-01-01,0,1,0,0,0,1,1
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-01-01,1,0,0,0,1,0,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-01-01,0,1,0,0,0,1,1
TARIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-01-01,2,0,0,0,2,0,2
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-01-01,4,3,6,5,10,8,18
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-01-01,0,0,0,1,0,1,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-01-01,1,2,0,0,1,2,3
TUPIZA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-01-01,3,1,0,0,3,1,4
UMALA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-01-01,1,0,0,0,1,0,1
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-01-01,0,1,0,0,0,1,1
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-01-01,0,1,0,0,0,1,1
WARNES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-01-01,3,2,0,0,3,2,5
YACUIBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-01-01,1,0,0,0,1,0,1
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-02-01,0,0,1,0,1,0,1
BERMEJO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-02-01,1,0,0,0,1,0,1
CABEZAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-02-01,0,0,1,0,1,0,1
CAMIRI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-02-01,2,0,0,0,2,0,2
CARANAVI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-02-01,1,0,0,0,1,0,1
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-02-01,1,0,0,0,1,0,1
CHIMORE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-02-01,1,0,0,0,1,0,1
CLIZA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-02-01,1,1,0,0,1,1,2
COBIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-02-01,0,0,1,0,1,0,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-02-01,35,38,2,2,37,40,77
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-02-01,0,2,0,0,0,2,2
COROICO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-02-01,1,0,0,0,1,0,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-02-01,8,6,6,2,14,8,22
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-02-01,0,1,0,0,0,1,1
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-02-01,1,1,1,0,2,1,3
EXALTACION,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-02-01,0,1,0,0,0,1,1
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-02-01,1,0,0,0,1,0,1
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-02-01,0,0,1,1,1,1,2
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-02-01,2,5,1,2,3,7,10
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-02-01,0,0,1,0,1,0,1
LA PAZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-02-01,3,2,0,0,3,2,5
LORETO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-02-01,0,0,0,1,0,1,1
MACHARETI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-02-01,0,0,1,0,1,0,1
MALLA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-02-01,0,0,0,1,0,1,1
MINEROS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-02-01,1,1,0,0,1,1,2
MONTERO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-02-01,4,4,0,0,4,4,8
ORURO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-02-01,2,3,0,0,2,3,5
PAILON,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-02-01,9,9,5,6,14,15,29
PALCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-02-01,0,0,0,1,0,1,1
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-02-01,0,1,0,0,0,1,1
PASORAPA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-02-01,0,0,1,2,1,2,3
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-02-01,0,2,0,0,0,2,2
POTOSI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-02-01,2,4,0,1,2,5,7
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-02-01,1,0,0,0,1,0,1
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-02-01,1,0,0,0,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-02-01,1,0,0,0,1,0,1
PUNATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-02-01,1,0,0,0,1,0,1
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-02-01,0,1,0,0,0,1,1
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-02-01,0,1,0,0,0,1,1
ROBORE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-02-01,1,0,0,0,1,0,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-02-01,2,0,1,0,3,0,3
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-02-01,1,0,0,0,1,0,1
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-02-01,1,0,0,0,1,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-02-01,0,0,1,4,1,4,5
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-02-01,1,1,0,0,1,1,2
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-02-01,1,0,0,0,1,0,1
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-02-01,1,0,0,0,1,0,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-02-01,0,10,0,0,0,10,10
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-02-01,13,13,2,3,15,16,31
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-02-01,1,0,0,0,1,0,1
SENA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-02-01,0,0,0,1,0,1,1
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-02-01,0,1,0,0,0,1,1
SUCRE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-02-01,8,3,0,0,8,3,11
TAPACARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-02-01,1,0,0,0,1,0,1
TARIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-02-01,1,0,0,0,1,0,1
TIAWANACU,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-02-01,0,0,0,1,0,1,1
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-02-01,2,0,0,0,2,0,2
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-02-01,1,2,0,0,1,2,3
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-02-01,2,15,4,3,6,18,24
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-02-01,0,1,0,0,0,1,1
VACAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-02-01,1,0,0,0,1,0,1
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-02-01,0,1,0,0,0,1,1
VINTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-02-01,0,0,0,2,0,2,2
WARNES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-02-01,1,4,0,0,1,4,5
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-03-01,2,0,0,0,2,0,2
ARBIETO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-03-01,0,2,0,0,0,2,2
ARQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-03-01,0,0,0,1,0,1,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-03-01,0,1,0,0,0,1,1
ATOCHA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-03-01,1,2,0,0,1,2,3
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-03-01,1,0,0,0,1,0,1
CABEZAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-03-01,0,0,0,3,0,3,3
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-03-01,0,1,0,0,0,1,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-03-01,2,0,0,1,2,1,3
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-03-01,0,0,0,1,0,1,1
COBIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-03-01,0,0,1,0,1,0,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-03-01,49,42,1,0,50,42,92
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-03-01,0,1,0,0,0,1,1
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-03-01,1,3,0,0,1,3,4
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-03-01,1,1,0,0,1,1,2
CORQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-03-01,0,0,1,0,1,0,1
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-03-01,0,0,1,0,1,0,1
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-03-01,1,0,0,0,1,0,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-03-01,9,9,2,6,11,15,26
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-03-01,0,0,0,1,0,1,1
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-03-01,0,1,0,0,0,1,1
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-03-01,1,0,0,0,1,0,1
HUANUNI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-03-01,0,1,0,0,0,1,1
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-03-01,5,2,1,0,6,2,8
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-03-01,0,1,0,0,0,1,1
LA PAZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-03-01,6,5,0,1,6,6,12
LLICA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-03-01,1,1,0,0,1,1,2
LORETO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-03-01,1,2,0,0,1,2,3
MAIRANA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-03-01,0,1,0,0,0,1,1
MINEROS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-03-01,0,1,0,0,0,1,1
MIZQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-03-01,0,1,0,0,0,1,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-03-01,3,0,1,1,4,1,5
ORURO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-03-01,2,3,0,0,2,3,5
PADCAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-03-01,1,0,0,0,1,0,1
PAILON,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-03-01,6,10,5,6,11,16,27
PALCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-03-01,1,0,0,0,1,0,1
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-03-01,1,0,0,0,1,0,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-03-01,1,3,0,2,1,5,6
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-03-01,4,2,0,0,4,2,6
SACABA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-03-01,1,0,0,0,1,0,1
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-03-01,0,2,0,0,0,2,2
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-03-01,0,0,2,0,2,0,2
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-03-01,1,0,4,3,5,3,8
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-03-01,0,0,0,4,0,4,4
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-03-01,0,0,6,6,6,6,12
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-03-01,0,0,1,0,1,0,1
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-03-01,5,3,0,0,5,3,8
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-03-01,0,2,0,0,0,2,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-03-01,17,7,0,1,17,8,25
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-03-01,0,0,1,0,1,0,1
SORACACHI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-03-01,0,1,0,0,0,1,1
SUCRE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-03-01,3,3,0,1,3,4,7
TACACOMA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-03-01,0,1,0,0,0,1,1
TARIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-03-01,1,1,0,0,1,1,2
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-03-01,0,0,0,1,0,1,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-03-01,2,1,1,4,3,5,8
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-03-01,0,0,0,1,0,1,1
UYUNI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-03-01,2,0,0,0,2,0,2
VILLAZON,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-03-01,0,1,0,0,0,1,1
WARNES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-03-01,2,4,0,0,2,4,6
YACO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-03-01,0,1,0,0,0,1,1
YOCALLA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-03-01,1,0,0,0,1,0,1
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-04-01,1,0,0,0,1,0,1
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-04-01,0,1,0,0,0,1,1
ALALAY,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-04-01,0,0,1,0,1,0,1
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-04-01,1,0,0,0,1,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-04-01,4,0,0,0,4,0,4
ATOCHA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-04-01,8,8,0,0,8,8,16
BETANZOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-04-01,0,1,0,0,0,1,1
CABEZAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-04-01,0,0,1,2,1,2,3
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-04-01,0,0,1,0,1,0,1
CHIMORE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-04-01,0,0,3,1,3,1,4
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-04-01,1,0,0,0,1,0,1
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-04-01,1,3,0,0,1,3,4
COBIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-04-01,0,0,2,0,2,0,2
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-04-01,34,39,1,0,35,39,74
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-04-01,1,0,2,0,3,0,3
COLOMI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-04-01,0,0,1,0,1,0,1
CORQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2016-04-01,0,0,0,1,0,1,1
