,group,variable,month,PENTAVALENTE 1RA DOSIS DENTRO,PENTAVALENTE 1RA DOSIS DENTRO,PENTAVALENTE 1RA DOSIS FUERA,PENTAVALENTE 1RA DOSIS FUERA,TOTALES,TOTALES,TOTALES
CORO CORO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-01-01,0,0,0,1,0,1,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-01-01,1,0,0,0,1,0,1
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-01-01,1,0,0,0,1,0,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-01-01,7,11,2,2,9,13,22
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-01-01,0,0,1,0,1,0,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-01-01,0,1,0,0,0,1,1
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-01-01,1,0,0,0,1,0,1
LA PAZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-01-01,8,2,1,0,9,2,11
LAJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-01-01,2,0,0,0,2,0,2
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-01-01,1,0,1,0,2,0,2
LORETO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-01-01,1,2,0,0,1,2,3
MECAPACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-01-01,0,0,1,0,1,0,1
ORURO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-01-01,4,4,7,9,11,13,24
PAILON,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-01-01,6,14,2,2,8,16,24
PALCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-01-01,0,0,0,1,0,1,1
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-01-01,0,0,0,10,0,10,10
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-01-01,0,1,0,0,0,1,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-01-01,2,2,0,1,2,3,5
PUCARANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-01-01,0,1,0,0,0,1,1
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-01-01,1,0,0,1,1,1,2
SACABA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-01-01,1,2,0,0,1,2,3
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-01-01,1,1,0,0,1,1,2
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-01-01,1,1,0,0,1,1,2
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-01-01,1,0,0,0,1,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-01-01,0,1,0,0,0,1,1
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-01-01,2,2,0,0,2,2,4
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-01-01,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-01-01,16,14,4,8,20,22,42
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-01-01,0,1,0,0,0,1,1
TARIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-01-01,2,0,0,0,2,0,2
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-01-01,4,3,5,1,9,4,13
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-01-01,0,0,0,1,0,1,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-01-01,1,2,0,0,1,2,3
TUPIZA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-01-01,3,3,0,0,3,3,6
VIACHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-01-01,0,1,0,0,0,1,1
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-01-01,0,1,0,0,0,1,1
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-01-01,0,1,0,0,0,1,1
WARNES,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-01-01,3,2,0,0,3,2,5
YACUIBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-01-01,1,0,0,0,1,0,1
YAPACANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-01-01,0,3,0,0,0,3,3
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-02-01,0,0,1,0,1,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-02-01,1,0,0,0,1,0,1
ATOCHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-02-01,0,2,0,0,0,2,2
CABEZAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-02-01,0,0,1,0,1,0,1
CARANAVI,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-02-01,1,0,0,0,1,0,1
CARAPARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-02-01,0,0,13,10,13,10,23
CHIMORE,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-02-01,1,0,0,0,1,0,1
CLIZA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-02-01,1,1,0,0,1,1,2
COBIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-02-01,0,0,1,0,1,0,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-02-01,34,35,2,2,36,37,73
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-02-01,0,2,0,0,0,2,2
COROICO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-02-01,1,0,0,0,1,0,1
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-02-01,0,0,1,0,1,0,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-02-01,6,3,6,2,12,5,17
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-02-01,1,1,1,0,2,1,3
EXALTACION,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-02-01,0,1,0,0,0,1,1
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-02-01,2,5,1,2,3,7,10
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-02-01,0,0,1,0,1,0,1
LA PAZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-02-01,3,2,0,0,3,2,5
LORETO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-02-01,2,2,0,1,2,3,5
MINEROS,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-02-01,1,1,0,0,1,1,2
MONTERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-02-01,2,1,0,0,2,1,3
ORURO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-02-01,2,3,0,0,2,3,5
PAILON,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-02-01,9,9,5,6,14,15,29
PALCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-02-01,0,0,0,1,0,1,1
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-02-01,0,1,0,0,0,1,1
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-02-01,0,2,0,0,0,2,2
POTOSI,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-02-01,8,10,0,3,8,13,21
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-02-01,1,0,0,0,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-02-01,1,0,0,0,1,0,1
PUNATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-02-01,1,0,0,0,1,0,1
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-02-01,0,1,0,0,0,1,1
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-02-01,0,1,0,0,0,1,1
ROBORE,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-02-01,1,0,0,0,1,0,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-02-01,2,0,1,0,3,0,3
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-02-01,1,0,0,0,1,0,1
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-02-01,1,0,0,0,1,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-02-01,0,0,1,4,1,4,5
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-02-01,1,1,0,0,1,1,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-02-01,11,8,2,1,13,9,22
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-02-01,1,0,0,0,1,0,1
SENA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-02-01,0,0,0,1,0,1,1
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-02-01,0,1,0,0,0,1,1
SUCRE,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-02-01,8,3,0,0,8,3,11
TAPACARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-02-01,1,0,0,0,1,0,1
TARIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-02-01,1,0,0,0,1,0,1
TIAWANACU,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-02-01,0,0,0,1,0,1,1
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-02-01,1,2,0,0,1,2,3
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-02-01,4,7,0,0,4,7,11
UNCIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-02-01,0,0,1,1,1,1,2
VINTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-02-01,0,0,1,2,1,2,3
WARNES,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-02-01,1,3,0,0,1,3,4
ARBIETO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-03-01,1,1,1,1,2,2,4
ARQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-03-01,0,0,0,1,0,1,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-03-01,0,2,0,0,0,2,2
BERMEJO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-03-01,1,0,0,0,1,0,1
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-03-01,1,0,0,0,1,0,1
CABEZAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-03-01,0,0,0,3,0,3,3
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-03-01,0,1,0,0,0,1,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-03-01,2,0,0,1,2,1,3
COBIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-03-01,0,0,1,0,1,0,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-03-01,49,41,1,0,50,41,91
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-03-01,0,1,0,0,0,1,1
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-03-01,1,1,0,0,1,1,2
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-03-01,1,0,0,0,1,0,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-03-01,9,9,2,6,11,15,26
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-03-01,0,0,0,1,0,1,1
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-03-01,0,1,0,0,0,1,1
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-03-01,1,0,0,0,1,0,1
HUANUNI,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-03-01,0,1,0,0,0,1,1
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-03-01,5,2,1,0,6,2,8
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-03-01,0,1,0,0,0,1,1
LA PAZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-03-01,6,7,0,1,6,8,14
LORETO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-03-01,1,1,0,0,1,1,2
MAIRANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-03-01,0,1,0,0,0,1,1
MAPIRI,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-03-01,0,1,0,0,0,1,1
MINEROS,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-03-01,0,1,0,0,0,1,1
MIZQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-03-01,0,1,0,0,0,1,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-03-01,1,0,1,1,2,1,3
ORURO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-03-01,1,3,0,0,1,3,4
PADCAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-03-01,1,0,0,0,1,0,1
PAILON,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-03-01,6,10,5,7,11,17,28
PALCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-03-01,1,0,0,0,1,0,1
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-03-01,1,0,0,0,1,0,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-03-01,1,3,0,2,1,5,6
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-03-01,3,2,0,0,3,2,5
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-03-01,0,2,0,0,0,2,2
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-03-01,1,0,4,3,5,3,8
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-03-01,0,0,0,4,0,4,4
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-03-01,0,0,6,6,6,6,12
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-03-01,0,0,1,0,1,0,1
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-03-01,5,3,0,0,5,3,8
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-03-01,0,2,0,0,0,2,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-03-01,57,7,0,1,57,8,65
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-03-01,2,0,1,0,3,0,3
SORACACHI,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-03-01,0,1,0,0,0,1,1
SUCRE,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-03-01,3,3,0,1,3,4,7
TARIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-03-01,0,1,0,0,0,1,1
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-03-01,0,1,0,0,0,1,1
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-03-01,0,0,0,1,0,1,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-03-01,2,2,0,0,2,2,4
UYUNI,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-03-01,1,0,1,0,2,0,2
VIACHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-03-01,1,1,0,0,1,1,2
VILLAZON,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-03-01,0,1,0,0,0,1,1
WARNES,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-03-01,3,4,0,0,3,4,7
YACO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-03-01,0,1,0,0,0,1,1
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-04-01,1,0,0,0,1,0,1
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-04-01,0,1,0,0,0,1,1
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-04-01,1,0,0,0,1,0,1
APOLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-04-01,0,0,0,1,0,1,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-04-01,4,0,0,0,4,0,4
ATOCHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-04-01,8,8,0,0,8,8,16
BETANZOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-04-01,0,1,0,0,0,1,1
CABEZAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-04-01,0,0,1,2,1,2,3
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-04-01,0,0,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-04-01,1,0,0,0,1,0,1
COBIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-04-01,0,0,2,0,2,0,2
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-04-01,28,30,1,0,29,30,59
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-04-01,1,0,2,0,3,0,3
COLOMI,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-04-01,0,0,1,0,1,0,1
CORQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-04-01,0,0,0,1,0,1,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-04-01,15,10,2,8,17,18,35
EL CHORO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-04-01,1,0,0,0,1,0,1
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-04-01,1,0,0,1,1,1,2
ESCARA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-04-01,1,0,0,0,1,0,1
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-04-01,0,1,0,1,0,2,2
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-04-01,0,0,0,1,0,1,1
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-04-01,0,0,0,1,0,1,1
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-04-01,1,0,0,1,1,1,2
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-04-01,4,0,0,0,4,0,4
LA PAZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-04-01,5,1,0,0,5,1,6
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-04-01,2,2,0,0,2,2,4
MONTERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-04-01,1,0,0,0,1,0,1
OCURI,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-04-01,0,0,0,1,0,1,1
ORURO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-04-01,0,0,5,13,5,13,18
PAILON,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-04-01,3,9,7,3,10,12,22
POCONA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-04-01,1,1,2,1,3,2,5
POOPO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-04-01,0,0,0,1,0,1,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-04-01,2,0,1,0,3,0,3
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-04-01,1,0,0,0,1,0,1
QUIME,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-04-01,0,0,0,1,0,1,1
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-04-01,1,1,2,1,3,2,5
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-04-01,0,0,2,0,2,0,2
SACABA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-04-01,2,1,0,0,2,1,3
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-04-01,2,3,0,0,2,3,5
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-04-01,1,0,0,0,1,0,1
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-04-01,1,0,0,0,1,0,1
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-04-01,1,2,0,0,1,2,3
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-04-01,0,0,2,6,2,6,8
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-04-01,1,0,0,0,1,0,1
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-04-01,0,1,1,0,1,1,2
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-04-01,0,1,0,0,0,1,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-04-01,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-04-01,26,14,1,3,27,17,44
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-04-01,0,0,0,1,0,1,1
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-04-01,0,1,0,0,0,1,1
SUCRE,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-04-01,0,1,0,0,0,1,1
TARIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-04-01,0,1,0,0,0,1,1
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2016-04-01,1,0,0,0,1,0,1
