,group,variable,month,PENTAVALENTE 3RA DOSIS DENTRO,PENTAVALENTE 3RA DOSIS DENTRO,PENTAVALENTE 3RA DOSIS FUERA,PENTAVALENTE 3RA DOSIS FUERA,TOTALES,TOTALES,TOTALES
COLOMI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-01-01,0,2,0,0,0,2,2
CORO CORO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-01-01,1,0,0,1,1,1,2
COROICO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-01-01,1,1,0,1,1,2,3
COTOCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-01-01,3,2,0,0,3,2,5
EL ALTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-01-01,21,17,7,9,28,26,54
EL TORNO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-01-01,2,2,0,0,2,2,4
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-01-01,1,2,0,0,1,2,3
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-01-01,0,0,1,0,1,0,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-01-01,3,0,0,0,3,0,3
HUANUNI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-01-01,1,1,0,0,1,1,2
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-01-01,0,0,1,0,1,0,1
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-01-01,1,0,0,0,1,0,1
LA PAZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-01-01,9,9,0,0,9,9,18
MINEROS,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-01-01,0,1,0,0,0,1,1
MIZQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-01-01,1,0,0,0,1,0,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-01-01,1,2,1,0,2,2,4
ORURO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-01-01,16,22,12,13,28,35,63
PAILON,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-01-01,0,1,0,0,0,1,1
PALCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-01-01,1,2,12,17,13,19,32
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-01-01,0,0,0,1,0,1,1
POCOATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-01-01,0,0,1,1,1,1,2
POOPO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-01-01,0,0,1,0,1,0,1
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-01-01,2,1,0,0,2,1,3
PORVENIR,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-01-01,0,0,0,1,0,1,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-01-01,5,5,3,1,8,6,14
PUCARANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-01-01,0,1,0,0,0,1,1
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-01-01,1,1,1,0,2,1,3
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-01-01,2,0,0,0,2,0,2
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-01-01,1,1,2,1,3,2,5
REYES,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-01-01,1,0,0,0,1,0,1
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-01-01,1,1,0,0,1,1,2
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-01-01,0,0,1,0,1,0,1
SACABA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-01-01,5,2,0,0,5,2,7
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-01-01,0,2,0,0,0,2,2
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-01-01,1,1,0,0,1,1,2
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-01-01,1,0,0,0,1,0,1
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-01-01,0,1,0,0,0,1,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-01-01,1,4,0,0,1,4,5
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-01-01,1,0,0,0,1,0,1
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-01-01,1,2,0,0,1,2,3
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-01-01,1,0,0,0,1,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-01-01,0,1,0,0,0,1,1
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-01-01,0,0,0,1,0,1,1
SAN PABLO DE LIPEZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-01-01,1,0,0,0,1,0,1
SAN PEDRO DE QUEMES,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-01-01,1,0,0,0,1,0,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-01-01,4,1,0,0,4,1,5
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-01-01,72,68,6,3,78,71,149
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-01-01,0,0,1,1,1,1,2
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-01-01,0,1,0,0,0,1,1
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-01-01,0,0,1,0,1,0,1
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-01-01,1,0,0,0,1,0,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-01-01,0,0,1,0,1,0,1
SORATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-01-01,1,0,0,1,1,1,2
TAPACARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-01-01,0,0,1,0,1,0,1
TARIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-01-01,4,0,0,0,4,0,4
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-01-01,0,0,1,0,1,0,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-01-01,2,4,0,1,2,5,7
UNCIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-01-01,0,0,0,1,0,1,1
UYUNI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-01-01,1,4,0,0,1,4,5
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-01-01,0,0,1,0,1,0,1
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-01-01,1,6,0,0,1,6,7
VILLAZON,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-01-01,0,1,0,1,0,2,2
VINTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-01-01,5,1,0,2,5,3,8
WARNES,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-01-01,2,5,0,0,2,5,7
YACUIBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-01-01,0,4,1,3,1,7,8
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-02-01,1,3,0,0,1,3,4
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-02-01,0,0,1,0,1,0,1
CABEZAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-02-01,0,0,1,0,1,0,1
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-02-01,1,0,0,0,1,0,1
CARANAVI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-02-01,1,1,0,0,1,1,2
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-02-01,1,1,2,1,3,2,5
CHIMORE,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-02-01,1,1,1,0,2,1,3
COBIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-02-01,3,0,0,0,3,0,3
COCAPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-02-01,0,1,0,0,0,1,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-02-01,14,15,0,0,14,15,29
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-02-01,0,0,0,1,0,1,1
COLOMI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-02-01,2,0,0,0,2,0,2
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-02-01,1,0,0,0,1,0,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-02-01,1,1,0,1,1,2,3
EL ALTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-02-01,18,15,7,8,25,23,48
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-02-01,1,0,0,0,1,0,1
EL TORNO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-02-01,0,1,0,0,0,1,1
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-02-01,1,0,0,0,1,0,1
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-02-01,2,1,0,0,2,1,3
EXALTACION,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-02-01,1,0,0,0,1,0,1
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-02-01,0,1,0,0,0,1,1
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-02-01,0,1,0,0,0,1,1
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-02-01,0,2,0,0,0,2,2
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-02-01,2,3,1,0,3,3,6
LA PAZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-02-01,8,8,0,0,8,8,16
MACHARETI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-02-01,2,0,2,1,4,1,5
MECAPACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-02-01,0,1,0,0,0,1,1
MINEROS,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-02-01,0,0,0,1,0,1,1
MIZQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-02-01,0,0,2,0,2,0,2
MONTERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-02-01,2,3,2,0,4,3,7
ORURO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-02-01,7,7,0,1,7,8,15
PAILON,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-02-01,0,1,0,0,0,1,1
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-02-01,0,0,1,0,1,0,1
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-02-01,0,1,0,1,0,2,2
PORCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-02-01,1,0,0,0,1,0,1
PORVENIR,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-02-01,1,0,0,0,1,0,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-02-01,4,2,1,4,5,6,11
PUCARANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-02-01,0,0,1,0,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-02-01,1,3,1,0,2,3,5
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-02-01,1,2,2,2,3,4,7
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-02-01,1,2,0,0,1,2,3
SACABA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-02-01,4,3,1,2,5,5,10
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-02-01,1,0,0,0,1,0,1
SAN AGUSTIN,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-02-01,0,1,0,0,0,1,1
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-02-01,0,0,0,1,0,1,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-02-01,6,4,0,0,6,4,10
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-02-01,0,1,0,0,0,1,1
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-02-01,3,0,0,0,3,0,3
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-02-01,2,0,0,0,2,0,2
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-02-01,0,1,5,5,5,6,11
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-02-01,4,1,1,0,5,1,6
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-02-01,1,0,0,0,1,0,1
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-02-01,1,0,0,0,1,0,1
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-02-01,1,0,0,0,1,0,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-02-01,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-02-01,56,49,0,1,56,50,106
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-02-01,0,2,1,0,1,2,3
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-02-01,0,1,0,0,0,1,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-02-01,2,2,0,0,2,2,4
SORATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-02-01,0,2,0,1,0,3,3
TARIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-02-01,2,1,0,2,2,3,5
TARVITA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-02-01,0,0,0,1,0,1,1
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-02-01,1,2,0,1,1,3,4
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-02-01,2,0,0,0,2,0,2
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-02-01,3,2,2,3,5,5,10
UMALA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-02-01,0,0,1,0,1,0,1
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-02-01,1,0,0,0,1,0,1
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-02-01,1,1,0,2,1,3,4
VILLAZON,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-02-01,1,0,0,0,1,0,1
VINTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-02-01,2,0,3,0,5,0,5
WARNES,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-02-01,2,5,0,0,2,5,7
YACUIBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-02-01,0,3,0,0,0,3,3
YAPACANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-02-01,0,1,0,0,0,1,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-03-01,0,4,2,0,2,4,6
ATOCHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-03-01,1,0,0,0,1,0,1
BERMEJO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-03-01,1,1,0,0,1,1,2
CABEZAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-03-01,0,0,1,1,1,1,2
CAMARGO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-03-01,1,0,0,0,1,0,1
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-03-01,2,1,0,1,2,2,4
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-03-01,2,5,2,1,4,6,10
CHIMORE,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-03-01,4,2,1,3,5,5,10
CLIZA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-03-01,2,0,0,0,2,0,2
COBIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-03-01,2,0,2,1,4,1,5
COCAPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-03-01,0,0,1,1,1,1,2
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-03-01,15,15,0,2,15,17,32
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-03-01,0,1,0,0,0,1,1
COLOMI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-03-01,1,2,0,0,1,2,3
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-03-01,0,1,0,0,0,1,1
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-03-01,1,1,0,0,1,1,2
COPACABANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-03-01,0,0,0,1,0,1,1
CORIPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-03-01,5,1,0,0,5,1,6
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-03-01,0,0,0,1,0,1,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-03-01,2,4,0,0,2,4,6
CURVA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-03-01,0,0,0,1,0,1,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-03-01,19,17,9,14,28,31,59
EL CHORO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-03-01,0,1,0,0,0,1,1
EL TORNO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-03-01,1,0,0,0,1,0,1
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-03-01,3,2,1,1,4,3,7
EXALTACION,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-03-01,0,1,0,0,0,1,1
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-03-01,0,0,0,1,0,1,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-03-01,1,1,1,0,2,1,3
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-03-01,0,1,0,0,0,1,1
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-03-01,0,0,0,1,0,1,1
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-03-01,0,1,0,0,0,1,1
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-03-01,2,2,0,0,2,2,4
LA PAZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-03-01,11,5,1,0,12,5,17
LLICA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-03-01,0,1,0,0,0,1,1
MINEROS,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-03-01,1,0,0,0,1,0,1
MIZQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-03-01,0,1,3,0,3,1,4
MONTERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-03-01,1,5,0,0,1,5,6
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-03-01,1,0,0,0,1,0,1
ORURO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-03-01,10,17,0,0,10,17,27
PADCAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-03-01,1,0,0,0,1,0,1
PAILON,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-03-01,0,1,4,1,4,2,6
PALCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-03-01,0,0,1,0,1,0,1
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-03-01,0,0,1,0,1,0,1
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-03-01,1,0,0,0,1,0,1
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-03-01,2,1,0,0,2,1,3
PORVENIR,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-03-01,1,0,0,0,1,0,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-03-01,5,6,2,2,7,8,15
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-03-01,3,5,0,0,3,5,8
PUNATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-03-01,2,0,0,0,2,0,2
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-03-01,3,2,2,3,5,5,10
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-03-01,1,0,0,0,1,0,1
SACABA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-03-01,1,1,1,3,2,4,6
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-03-01,1,0,0,0,1,0,1
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-03-01,1,0,0,1,1,1,2
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-03-01,4,5,6,3,10,8,18
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-03-01,1,0,0,0,1,0,1
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-03-01,0,1,0,0,0,1,1
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-03-01,2,2,0,0,2,2,4
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-03-01,0,0,1,0,1,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2016-03-01,4,0,3,4,7,4,11
