municipality,group,variable,month,Días camas ocupadas maternidad,TOTAL
CARAPARI,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,2,2
CARMEN RIVERO TORREZ,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,16,16
CHALLAPATA,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,39,39
CHAQUI,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,2,2
CHARAGUA,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,152,152
CHAYANTA,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,13,13
CHIMORE,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,17,17
CHUA COCANI,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,2,2
CHULUMANI (V. DE LA LIBERTAD),internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,65,65
CHUMA,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,3,3
CHUQUIHUTA AYLLU JUCUMANI,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,35,35
CLIZA,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,121,121
COBIJA,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,815,815
COCAPATA,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,5,5
COCHABAMBA,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,7100,7100
COLCAPIRHUA,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,131,131
"COLCHA ""K""",internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,2,2
COLOMI,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,31,31
COLPA BELGICA,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,8,8
COLQUECHACA,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,21,21
COLQUENCHA,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,1,1
COMARAPA,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,124,124
COMBAYA,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,1,1
CONCEPCION,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,71,71
COPACABANA,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,12,12
CORIPATA,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,13,13
CORO CORO,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,5,5
COROICO,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,80,80
COTAGAITA,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,11,11
COTOCA,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,106,106
CUATRO CAÑADAS,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,34,34
CUEVO,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,2,2
CULPINA,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,51,51
CURAHUARA DE CARANGAS,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,4,4
DESAGUADERO,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,4,4
EL ALTO,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,4514,4514
EL CHORO,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,2,2
EL PUENTE(STC),internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,13,13
EL TORNO,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,268,268
EL VILLAR,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,19,19
ENTRE RIOS TRJ,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,9,9
ENTRE RIOS CBBA,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,34,34
ESCOMA,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,3,3
EXALTACION,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,1,1
FERNANDEZ ALONSO,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,12,12
FILADELFIA,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,4,4
GENERAL SAAVEDRA,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,6,6
GRAL. J.J. PEREZ (CHARAZANI),internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,2,2
GUANAY,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,15,15
GUAYARAMERIN,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,251,251
GUTIERREZ,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,21,21
HUACARETA,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,6,6
HUACAYA (VILLA DE HUACAYA),internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,3,3
HUACHACALLA,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,6,6
HUANUNI,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,50,50
HUARACAJE,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,14,14
HUARINA,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,1,1
HUATAJATA,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,1,1
HUAYLLAMARCA,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,2,2
ICHOCA,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,4,4
ICLA,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,9,9
INCAHUASI,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,35,35
IRUPANA (VILLA DE LANZA),internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,6,6
IXIAMAS,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,8,8
JESUS DE MACHACA,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,3,3
LA ASUNTA,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,46,46
LA GUARDIA,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,145,145
LA PAZ,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,5680,5680
LAJA,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,9,9
LAS CARRERAS,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,3,3
LLALLAGUA,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,200,200
LLICA,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,4,4
MACHACAMARCA,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,4,4
MACHARETI,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,5,5
MAGDALENA,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,70,70
MAIRANA,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,74,74
MAPIRI,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,22,22
MINEROS,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,23,23
MIZQUE,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,83,83
MOCOMOCO,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,4,4
MOJINETE,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,2,2
MOJOCOYA,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,17,17
MONTEAGUDO,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,232,232
MONTERO,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,1302,1302
MOROCHATA,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,8,8
OCURI,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,19,19
OMEREQUE,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,8,8
ORURO,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,1830,1830
PADILLA,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,67,67
PAILON,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,52,52
PALOS BLANCOS,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,50,50
PAPEL PAMPA,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,4,4
PASORAPA,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,2,2
PATACAMAYA,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,66,66
POCOATA,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,8,8
POCONA,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,10,10
POJO (CBBA),internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,30,30
PORCO,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,22,22
POROMA,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,27,27
PORONGO,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,8,8
PORTACHUELO,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,120,120
PORVENIR,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,4,4
POTOSI,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,1683,1683
PRESTO,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,7,7
PUCARANI,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,10,10
PUERTO ACOSTA,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,3,3
PUERTO CARABUCO,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,2,2
PUERTO GONZALO MORENO,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,4,4
PUERTO PEREZ,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,1,1
PUERTO QUIJARRO,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,48,48
PUERTO RICO,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,26,26
PUERTO SUAREZ,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,168,168
PUERTO VILLARROEL,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,250,250
PUNA,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,13,13
PUNATA,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,265,265
QUIABAYA,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,5,5
QUILLACOLLO,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,830,830
QUIME,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,4,4
RAQAYPAMPA(ETA),internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,4,4
RAVELO,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,14,14
REYES,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,35,35
RIBERALTA,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,971,971
ROBORE,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,77,77
RURRENABAQUE,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,179,179
SACABA,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,580,580
SACABAMBA,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,3,3
SACACA,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,17,17
SAIPINA,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,14,14
SALINAS DE GARCI MENDOZA,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,14,14
SAMAIPATA,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,20,20
SAN ANTONIO DE LOMERIO,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,27,27
SAN BENITO,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,4,4
SAN BORJA,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,164,164
SAN BUENA VENTURA,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,51,51
SAN CARLOS,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,12,12
SAN IGNACIO,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,91,91
SAN IGNACIO DE VELASCO,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,577,577
SAN JAVIER(STC),internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,44,44
SAN JOAQUIN,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,11,11
SAN JOSE DE CHIQUITOS,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,141,141
SAN JUAN DE YAPACANI,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,13,13
SAN JULIAN,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,102,102
SAN LUCAS,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,65,65
SAN MATIAS,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,46,46
SAN MIGUEL DE VELASCO,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,31,31
SAN PEDRO,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,4,4
SAN PEDRO DE BUENA VISTA,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,26,26
SAN PEDRO DE TIQUINA,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,3,3
SAN RAFAEL,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,7,7
SAN RAMON BENI,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,52,52
SAN RAMON SCZ,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,45,45
SANTA ANA,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,81,81
SANTA CRUZ DE LA SIERRA,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,10642,10642
SANTA ROSA,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,27,27
SANTA ROSA DEL SARA,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,24,24
SANTIAGO DE HUATA,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,1,1
SANTIVAÑES,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,3,3
SANTUARIO DE QUILLACAS,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,4,4
SAPAHAQUI,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,3,3
SENA,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,10,10
SHINAOTA,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,81,81
SICA SICA (VILLA AROMA),internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,11,11
SICAYA,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,1,1
SIPE SIPE,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,46,46
SOPACHUY,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,26,26
SORATA,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,7,7
SUCRE,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,1806,1806
TACACOMA,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,5,5
TACOPAYA,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,4,4
TAPACARI,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,5,5
TARABUCO,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,99,99
TARACO,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,5,5
TARIJA,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,1562,1562
TARVITA,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,34,34
TEOPONTE,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,8,8
TIAWANACU,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,4,4
TINGUIPAYA,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,1,1
TIPUANI,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,1,1
TIQUIPAYA,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,309,309
TIRAQUE (CBBA),internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,17,17
TOLATA,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,4,4
TOMINA,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,16,16
TORO TORO,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,9,9
TOTORA(CBBA),internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,65,65
TRINIDAD,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,881,881
TUPIZA,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,229,229
UMALA,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,1,1
UNCIA,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,33,33
URUBICHA,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,6,6
UYUNI,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,155,155
VACAS,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,7,7
VALLEGRANDE,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,248,248
VIACHA,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,295,295
VILA VILA,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,1,1
VILLA CHARCAS,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,15,15
VILLA MONTES,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,304,304
VILLA RIVERO,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,10,10
VILLA SERRANO,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,20,20
VILLA TUNARI,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,323,323
VILLA VACA GUZMAN (MUYUPAMPA),internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,21,21
VILLAZON,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,16,16
VINTO,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,148,148
WARNES,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,204,204
YACO,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,9,9
YACUIBA,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,458,458
YAMPARAEZ,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,17,17
YANACACHI,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,1,1
YAPACANI,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,143,143
YOTALA,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,23,23
ZUDAÑEZ,internaciones dias camas,dias camas ocupadas maternidad,2018-01-01,36,36
ACACIO,internaciones dias camas,dias camas ocupadas maternidad,2018-02-01,2,2
ACHACACHI,internaciones dias camas,dias camas ocupadas maternidad,2018-02-01,37,37
AIQUILE,internaciones dias camas,dias camas ocupadas maternidad,2018-02-01,42,42
ALCALA,internaciones dias camas,dias camas ocupadas maternidad,2018-02-01,3,3
ALTO BENI,internaciones dias camas,dias camas ocupadas maternidad,2018-02-01,2,2
APOLO,internaciones dias camas,dias camas ocupadas maternidad,2018-02-01,25,25
ARANI,internaciones dias camas,dias camas ocupadas maternidad,2018-02-01,4,4
ARQUE,internaciones dias camas,dias camas ocupadas maternidad,2018-02-01,1,1
ASCENCION DE GUARAYOS,internaciones dias camas,dias camas ocupadas maternidad,2018-02-01,184,184
ATOCHA,internaciones dias camas,dias camas ocupadas maternidad,2018-02-01,24,24
AYATA,internaciones dias camas,dias camas ocupadas maternidad,2018-02-01,1,1
AYO AYO,internaciones dias camas,dias camas ocupadas maternidad,2018-02-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),internaciones dias camas,dias camas ocupadas maternidad,2018-02-01,37,37
AZURDUY,internaciones dias camas,dias camas ocupadas maternidad,2018-02-01,17,17
BATALLAS,internaciones dias camas,dias camas ocupadas maternidad,2018-02-01,7,7
BAURES,internaciones dias camas,dias camas ocupadas maternidad,2018-02-01,8,8
BELEN DE ANDAMARCA,internaciones dias camas,dias camas ocupadas maternidad,2018-02-01,1,1
BERMEJO,internaciones dias camas,dias camas ocupadas maternidad,2018-02-01,104,104
BETANZOS,internaciones dias camas,dias camas ocupadas maternidad,2018-02-01,20,20
BOLIVAR,internaciones dias camas,dias camas ocupadas maternidad,2018-02-01,1,1
BOYUIBE,internaciones dias camas,dias camas ocupadas maternidad,2018-02-01,7,7
CABEZAS,internaciones dias camas,dias camas ocupadas maternidad,2018-02-01,20,20
CAIROMA,internaciones dias camas,dias camas ocupadas maternidad,2018-02-01,6,6
"CAIZA ""D""",internaciones dias camas,dias camas ocupadas maternidad,2018-02-01,2,2
CAJUATA,internaciones dias camas,dias camas ocupadas maternidad,2018-02-01,14,14
CALACOTO,internaciones dias camas,dias camas ocupadas maternidad,2018-02-01,1,1
CALAMARCA,internaciones dias camas,dias camas ocupadas maternidad,2018-02-01,7,7
CAMARGO,internaciones dias camas,dias camas ocupadas maternidad,2018-02-01,118,118
CAMATAQUI (C. VILLA ABECIA),internaciones dias camas,dias camas ocupadas maternidad,2018-02-01,4,4
CAMIRI,internaciones dias camas,dias camas ocupadas maternidad,2018-02-01,447,447
CAPINOTA,internaciones dias camas,dias camas ocupadas maternidad,2018-02-01,32,32
CARACOLLO,internaciones dias camas,dias camas ocupadas maternidad,2018-02-01,23,23
CARANAVI,internaciones dias camas,dias camas ocupadas maternidad,2018-02-01,210,210
CARIPUYO,internaciones dias camas,dias camas ocupadas maternidad,2018-02-01,2,2
CARMEN RIVERO TORREZ,internaciones dias camas,dias camas ocupadas maternidad,2018-02-01,10,10
CHALLAPATA,internaciones dias camas,dias camas ocupadas maternidad,2018-02-01,23,23
CHARAGUA,internaciones dias camas,dias camas ocupadas maternidad,2018-02-01,147,147
CHAYANTA,internaciones dias camas,dias camas ocupadas maternidad,2018-02-01,16,16
CHIMORE,internaciones dias camas,dias camas ocupadas maternidad,2018-02-01,22,22
CHIPAYA,internaciones dias camas,dias camas ocupadas maternidad,2018-02-01,1,1
CHUA COCANI,internaciones dias camas,dias camas ocupadas maternidad,2018-02-01,2,2
CHULUMANI (V. DE LA LIBERTAD),internaciones dias camas,dias camas ocupadas maternidad,2018-02-01,88,88
CHUQUIHUTA AYLLU JUCUMANI,internaciones dias camas,dias camas ocupadas maternidad,2018-02-01,6,6
CKOCHAS,internaciones dias camas,dias camas ocupadas maternidad,2018-02-01,4,4
CLIZA,internaciones dias camas,dias camas ocupadas maternidad,2018-02-01,81,81
COBIJA,internaciones dias camas,dias camas ocupadas maternidad,2018-02-01,765,765
COCAPATA,internaciones dias camas,dias camas ocupadas maternidad,2018-02-01,8,8
COCHABAMBA,internaciones dias camas,dias camas ocupadas maternidad,2018-02-01,6080,6080
COLCAPIRHUA,internaciones dias camas,dias camas ocupadas maternidad,2018-02-01,159,159
COLOMI,internaciones dias camas,dias camas ocupadas maternidad,2018-02-01,34,34
COLPA BELGICA,internaciones dias camas,dias camas ocupadas maternidad,2018-02-01,10,10
COLQUECHACA,internaciones dias camas,dias camas ocupadas maternidad,2018-02-01,35,35
COLQUENCHA,internaciones dias camas,dias camas ocupadas maternidad,2018-02-01,6,6
COLQUIRI,internaciones dias camas,dias camas ocupadas maternidad,2018-02-01,4,4
COMARAPA,internaciones dias camas,dias camas ocupadas maternidad,2018-02-01,78,78
CONCEPCION,internaciones dias camas,dias camas ocupadas maternidad,2018-02-01,82,82
COPACABANA,internaciones dias camas,dias camas ocupadas maternidad,2018-02-01,8,8
CORIPATA,internaciones dias camas,dias camas ocupadas maternidad,2018-02-01,15,15
CORO CORO,internaciones dias camas,dias camas ocupadas maternidad,2018-02-01,2,2
COROICO,internaciones dias camas,dias camas ocupadas maternidad,2018-02-01,145,145
COTAGAITA,internaciones dias camas,dias camas ocupadas maternidad,2018-02-01,24,24
COTOCA,internaciones dias camas,dias camas ocupadas maternidad,2018-02-01,130,130
CUATRO CAÑADAS,internaciones dias camas,dias camas ocupadas maternidad,2018-02-01,30,30
CUEVO,internaciones dias camas,dias camas ocupadas maternidad,2018-02-01,4,4
CULPINA,internaciones dias camas,dias camas ocupadas maternidad,2018-02-01,66,66
CURAHUARA DE CARANGAS,internaciones dias camas,dias camas ocupadas maternidad,2018-02-01,8,8
DESAGUADERO,internaciones dias camas,dias camas ocupadas maternidad,2018-02-01,6,6
EL ALTO,internaciones dias camas,dias camas ocupadas maternidad,2018-02-01,3239,3239
EL PUENTE(STC),internaciones dias camas,dias camas ocupadas maternidad,2018-02-01,16,16
EL TORNO,internaciones dias camas,dias camas ocupadas maternidad,2018-02-01,228,228
EL VILLAR,internaciones dias camas,dias camas ocupadas maternidad,2018-02-01,12,12
ENTRE RIOS TRJ,internaciones dias camas,dias camas ocupadas maternidad,2018-02-01,17,17
ENTRE RIOS CBBA,internaciones dias camas,dias camas ocupadas maternidad,2018-02-01,62,62
ESCOMA,internaciones dias camas,dias camas ocupadas maternidad,2018-02-01,3,3
EUCALIPTUS,internaciones dias camas,dias camas ocupadas maternidad,2018-02-01,1,1
EXALTACION,internaciones dias camas,dias camas ocupadas maternidad,2018-02-01,1,1
FERNANDEZ ALONSO,internaciones dias camas,dias camas ocupadas maternidad,2018-02-01,18,18
